drug_code	DIN_7	Packaging	status	market_status	marketed_date	DIN_13	Community_approval	repayment_rate	drug_cost
61569856	5637676	100 ampoule(s) en verre de 2 ml	Présentation active	Déclaration de commercialisation	8/1/2002	3400956376766	oui		
61570367	3423965	plaquette(s) thermoformée(s) PVC aluminium de 30 gélule(s)	Présentation active	Déclaration d'arrêt de commercialisation	26/09/2013	3400934239656	non	15%	"3,51"
61571729	5715005	1 flacon(s) en verre	Présentation active	Déclaration de commercialisation	12/5/2009	3400957150051	oui		
61572165	3545964	1 film(s) thermosoudé(s) PVC-Aluminium avec distributeur (DISKUS) de 28 dose(s)	Présentation active	Déclaration de commercialisation	17/01/2001	3400935459640	oui		
61572165	3545970	1 film(s) thermosoudé(s) PVC-Aluminium avec distributeur (DISKUS) de 60 dose(s)	Présentation active	Déclaration de commercialisation	17/01/2001	3400935459701	oui	65%	"38,72"
61572425	3995325	plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène aluminium de 4 comprimé(s)	Présentation active	Déclaration de commercialisation	24/06/2013	3400939953250	non		
61572425	3995360	plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène aluminium de 8 comprimé(s)	Présentation active	Déclaration de commercialisation	24/06/2013	3400939953601	non		
61572496	3540168	10 ampoule(s) en verre de 10 ml	Présentation active	Déclaration de commercialisation	1/12/2000	3400935401687	oui	65%	"29,94"
61572507	3913847	plaquette(s) thermoformée(s) aluminium de 28 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	24/12/2015	3400939138473	oui	65%	"13,51"
61572681	3597228	plaquette(s) thermoformée(s) PVC-aluminium de 12  comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	28/03/2014	3400935972286	non	15%	"3,50"
61572681	3617244	plaquette(s) thermoformée(s) PVC-Aluminium de 24  comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	28/03/2014	3400936172449	non	15%	"5,99"
61572941	3223887	plaquette(s) thermoformée(s) PVC-Aluminium de 20  comprimé(s)	Présentation active	Déclaration de commercialisation	19/09/1979	3400932238873	oui	65%	"4,05"
61574294	3626705	plaquette(s) thermoformée(s) PVC PVDC aluminium de 10  comprimé(s)	Présentation active	Déclaration de commercialisation	11/3/2004	3400936267053	oui	65%	"4,63"
61574515	3225716	plaquette(s) thermoformée(s) PVDC PVC-Aluminium de 60  gélule(s)	Présentation active	Déclaration de commercialisation	19/09/1979	3400932257164	non		
61576943	3580736	plaquette(s) thermoformée(s) papier aluminium PVC (ACLAR RX) polytrifluorochloroéthylène de 3 comprimés avec applicateur buccal en plastique	Présentation active	Déclaration de commercialisation	2/9/2002	3400935807366	oui	65%	"27,12"
61578015	5631165	20 ampoule(s) en verre de 4 ml	Présentation active	Déclaration de commercialisation	21/12/1994	3400956311651	oui		
61578289	3414883	plaquette(s) thermoformée(s) polyamide aluminium PVC-aluminium de 30 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	24/11/2015	3400934148835	oui	65%	"12,95"
61578296	3910576	plaquette(s) thermoformée(s) polyamide PVC aluminium de 30 comprimé(s) avec fermeture de sécurité enfant	Présentation active	Déclaration de commercialisation	3/8/2009	3400939105765	oui	65%	"211,27"
61578613	3772157	30 sachet(s)-dose(s) copolymère d'éthylène aluminium polyéthylène basse densité (PEBD) papier polyéthylène de 1 dispositif(s)	Présentation active	Déclaration de commercialisation	10/1/2011	3400937721578	oui	65%	"125,86"
61580920	3388536	"10 sachet(s) papier aluminium polyéthylène de 7,252 g"	Présentation active	Déclaration d'arrêt de commercialisation	16/12/2011	3400933885366	non		
61581417	3214115	1 flacon(s) en verre - 1 ampoule(s) en verre de 2  ml	Présentation active	Déclaration de commercialisation	19/09/1994	3400932141159	oui	65%	"2,89"
61581456	4976896	flacon(s) polyéthylène haute densité (PEHD) de 7 gélule(s)	Présentation active	Déclaration de commercialisation	18/06/2012	3400949768967	oui	65%	"2,90"
61581456	4976904	flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s)	Présentation active	Déclaration de commercialisation	6/7/2012	3400949769049	oui	65%	"4,96"
61581456	4976927	flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s)	Présentation active	Déclaration de commercialisation	22/06/2012	3400949769278	oui	65%	"9,16"
61584317	3575304	14 sachet(s)-dose(s) papier aluminium polyéthylène de 2 g - 14 sachet(s)-dose(s) papier aluminium polyéthylène de 1 g	Présentation active	Déclaration de commercialisation	1/9/2004	3400935753045	non		
61584712	3983747	plaquette(s) thermoformée(s) aluminium de 90 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	31/12/2014	3400939837475	non	65%	"8,75"
61587060	3679423	plaquette(s) thermoformée(s) PVC PVDC aluminium de 15 comprimé(s)	Présentation active	Déclaration de commercialisation	29/01/2007	3400936794238	oui	65%	"8,81"
61587060	3679452	plaquette(s) thermoformée(s) PVC PVDC aluminium de 60 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	30/11/2015	3400936794528	oui		
61587466	3806034	plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s)	Présentation active	Déclaration de commercialisation	28/09/2009	3400938060348	oui	65%	"26,49"
61587822	3500832	"1 tube(s) alumino plastique, polyéthylène aluminium de 62,5 g"	Présentation active	Déclaration de commercialisation	1/1/2001	3400935008329	non		
61587822	3500849	"1 tube(s) alumino plastique, polyéthylène aluminium de 93,75 g"	Présentation active	Déclaration de commercialisation	1/1/2001	3400935008497	non		
61587822	3500861	"1 tube(s) alumino plastique, polyéthylène aluminium de 156,25 g"	Présentation active	Déclaration de commercialisation	1/1/2001	3400935008619	non		
61587822	3627389	"2 tube(s) alumino plastique, polyéthylène aluminium de 125  ml"	Présentation active	Déclaration de commercialisation	16/02/2004	3400936273894	non		
61587822	3627395	"2 tube(s) alumino plastique, polyéthylène aluminium de 75  ml"	Présentation active	Déclaration de commercialisation	21/01/2004	3400936273955	non		
61587822	3627426	10 tube(s) aluminium verni de 6  ml	Présentation active	Déclaration de commercialisation	1/4/2008	3400936274266	non		
61588123	4996545	plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	24/12/2014	3400949965458	non	65%	"6,22"
61588778	3500358	"1 seringue(s) préremplie(s) en verre de 0,6  ml"	Présentation active	Déclaration de commercialisation	4/12/2006	3400935003584	oui		
61588778	3500364	"6 seringue(s) préremplie(s) en verre de 0,6  ml"	Présentation active	Déclaration de commercialisation	8/1/1999	3400935003645	oui	65%	"827,35"
61589937	3503629	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 2 comprimé(s)	Présentation active	Déclaration de commercialisation	19/08/2013	3400935036292	oui	65%	"4,22"
61589937	3503641	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 6 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	30/12/2015	3400935036414	non	65%	"11,15"
61589937	3503658	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 12 comprimé(s)	Présentation active	Déclaration de commercialisation	19/08/2013	3400935036582	oui	65%	"21,17"
61591023	3672881	plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	25/03/2005	3400936728813	oui	65%	"11,35"
61591226	3715596	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	26/09/2006	3400937155960	oui	65%	"7,38"
61591226	3715610	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	18/10/2006	3400937156103	oui	65%	"21,39"
61592762	4949304	1 flacon(s) en verre	Présentation active	Déclaration de commercialisation	30/09/2010	3400949493043	non		
61594165	3850271	1 flacon(s) polyéthylène de 60 ml avec seringue(s) pour administration orale polyéthylène polypropylène	Présentation active	Déclaration de commercialisation	3/6/2008	3400938502718	oui	65%	"7,26"
61596814	3882408	1 flacon(s) en verre de 3 ml avec pinceau(x) applicateur(s) polyéthylène basse densité (PEBD) nylon	Présentation active	Déclaration d'arrêt de commercialisation	19/10/2011	3400938824087	non	30%	"8,16"
61598391	3458053	1 flacon(s) en verre de 500 ml	Présentation active	Déclaration de commercialisation	1/11/2010	3400934580536	oui		
61598530	3189067	plaquette(s) thermoformée(s) PVC-aluminium de 30  comprimé(s)	Présentation active	Déclaration de commercialisation	19/01/1977	3400931890676	oui	65%	"10,05"
61598530	3189110	plaquette(s) thermoformée(s) PVC-aluminium de 100  comprimé(s)	Présentation active	Déclaration de commercialisation	19/10/1994	3400931891109	oui		
61598886	3663592	1 poche(s) simple PVC de 2000 ml avec perforateur	Présentation active	Déclaration de commercialisation	31/08/2000	3400936635920	non		
61598886	3663646	1 poche(s) simple PVC de 2500 ml avec connexion à vis Luer	Présentation active	Déclaration de commercialisation	4/9/2012	3400936636460	non		
61598886	3663675	1 poche(s) simple PVC de 5000 ml avec connexion à vis Luer	Présentation active	Déclaration de commercialisation	14/08/2000	3400936636750	non		
61598886	3663764	1 poche(s) double PVC de 2000 ml avec connexion à vis Luer	Présentation active	Déclaration de commercialisation	16/08/2000	3400936637641	non		
61598886	3663793	1 poche(s) double PVC de 2500 ml avec connexion à vis Luer	Présentation active	Déclaration d'arrêt de commercialisation	17/07/2013	3400936637931	non		
61599041	3725376	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	6/4/2006	3400937253765	oui	65%	"6,31"
61599041	3739970	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	12/7/2007	3400937399708	oui	65%	"17,55"
61599842	3785177	plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	8/7/2008	3400937851770	oui	100%	"54,94"
61601453	3553722	1 flacon(s) en verre jaune(brun) de 100 ml avec un racleur en polyéthylène basse densité  avec seringue(s) pour administration orale polyéthylène basse densité (PEBD) polystyrène avec fermeture de sécurité enfant	Présentation active	Déclaration de commercialisation	15/01/2002	3400935537225	oui	15%	"42,93"
61601542	3087036	6 ampoule(s) en verre de 1 ml	Présentation active	Déclaration de commercialisation	19/01/1932	3400930870365	oui	65%	"3,16"
61605035	2738419	plaquette(s) PVC PVDC aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	18/03/2014	3400927384196	oui	65%	"7,38"
61605035	2738425	plaquette(s) PVC PVDC aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	18/03/2014	3400927384257	oui	65%	"21,39"
61605245	3749075	plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s)	Présentation active	Déclaration de commercialisation	16/11/2010	3400937490757	oui	30%	"14,69"
61605665	3065253	1 flacon(s) polyéthylène de 3 ml	Présentation active	Déclaration de commercialisation	19/01/1967	3400930652534	oui	30%	"2,71"
61606055	2186664	plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	16/08/2012	3400921866643	oui	65%	"7,38"
61606055	2186724	plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	16/08/2012	3400921867244	oui	65%	"21,39"
61606500	3347365	plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	30/06/2015	3400933473655	non	65%	"4,60"
61606500	5600756	plaquette(s) thermoformée(s) PVC PVDC aluminium de 100 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	30/06/2015	3400956007561	non		
61606614	5565468	"5 flacon(s) en verre de 15,26  mg"	Présentation active	Déclaration de commercialisation	19/01/1989	3400955654681	oui		
61607132	5621468	1 bouteille acier de 5 l munie d'un robinet en laiton avec raccord de sortie normalisé	Présentation active	Déclaration de commercialisation	13/09/2001	3400956214686	oui		
61607132	5621497	1 bouteille acier de 20 l munie d'un robinet en laiton avec raccord de sortie normalisé	Présentation active	Déclaration de commercialisation	13/09/2001	3400956214976	oui		
61607132	5621505	1 bouteille acier de 50 l munie d'un robinet en laiton avec raccord de sortie normalisé	Présentation active	Déclaration de commercialisation	13/09/2001	3400956215058	oui		
61607602	3002415	plaquette(s) PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	12/2/2016	3400930024157	oui	65%	"19,86"
61609158	2165478	plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	21/12/2011	3400921654783	oui	100%	"66,58"
61609749	3732100	plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	12/5/2006	3400937321006	oui	30%	"13,20"
61609959	2740758	1 tube(s) aluminium de 30 g	Présentation active	Déclaration de commercialisation	16/09/2013	3400927407581	non		
61610484	3400421	1 récipient(s) unidose(s) en verre brun de 15 ml avec fermeture de sécurité enfant	Présentation active	Déclaration de commercialisation	19/01/1996	3400934004216	oui	65%	"2,11"
61610484	5594731	70 récipient(s) unidose(s) en verre brun de 15 ml avec fermeture de sécurité enfant	Présentation active	Déclaration de commercialisation	19/01/1996	3400955947318	oui		
61610687	4165672	plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s)	Présentation active	Déclaration de commercialisation	25/08/2011	3400941656729	oui	65%	"66,26"
61611472	2197136	plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 gélule(s)	Présentation active	Déclaration de commercialisation	11/6/2012	3400921971361	oui	15%	"31,30"
61613014	5711579	1 flacon(s) en verre de 500 UI - 1 seringue(s) préremplie(s) en verre de 5 ml avec piston(s) avec adaptateur(s) pour flacon avec nécessaire(s) avec tampon(s) alcoolisé(s) avec pansement(s)	Présentation active	Déclaration de commercialisation	25/03/2008	3400957115791	oui		
61613128	3710392	plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s)	Présentation active	Déclaration de commercialisation	24/11/2006	3400937103923	oui	65%	"6,57"
61613167	3354810	film(s) thermosoudé(s) aluminium de 30  comprimé(s)	Présentation active	Déclaration de commercialisation	19/09/1994	3400933548100	oui	65%	"5,88"
61613434	3624190	plaquette(s) thermoformée(s) PVC PVDC aluminium de 14  gélule(s)	Présentation active	Déclaration de commercialisation	1/7/2004	3400936241909	oui	65%	"3,52"
61614493	2161919	plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	15/11/2011	3400921619195	oui	65%	"7,38"
61614493	2161954	plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	15/11/2011	3400921619546	oui	65%	"21,39"
61614618	3523974	4 sachet(s) P-A-M-éthylène (SURLYN) aluminium polyéthylène papier de 1 dispositif(s)	Présentation active	Déclaration de commercialisation	15/12/2000	3400935239747	oui	65%	"7,27"
61615435	2189800	2 plaquette(s) thermoformée(s) PVC PVDC aluminium de 20 comprimé(s)	Présentation active	Déclaration de commercialisation	1/2/2013	3400921898002	non		
61615809	3990049	"1 seringue(s) préremplie(s) en verre de 0,75 ml"	Présentation active	Déclaration d'arrêt de commercialisation	19/03/2012	3400939900490	non	65%	"185,99"
61615809	4981851	"1 seringue(s) préremplie(s) en verre avec dispositif de sécurité de 0,75 ml"	Présentation active	Déclaration de commercialisation	19/03/2012	3400949818518	oui	65%	"185,99"
61616875	3003189	plaquette(s) PVC aluminium de 56 gélule(s)	Présentation active	Déclaration de commercialisation	23/02/2016	3400930031896	non	65%	"6,66"
61616875	3003190	plaquette(s) PVC aluminium de 84 gélule(s)	Présentation active	Déclaration de commercialisation	23/02/2016	3400930031902	non	65%	"9,62"
61617685	3565292	10 sachet(s)-dose(s) papier aluminium polyéthylène de 2 g	Présentation active	Déclaration de commercialisation	23/11/2010	3400935652928	non		
61618029	3553745	plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	20/11/2006	3400935537454	oui	65%	"8,02"
61618029	3717810	plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	23/04/2008	3400937178105	oui	65%	"22,51"
61621356	3280537	1 tube(s) aluminium de 5 g - avec canule	Présentation active	Déclaration de commercialisation	19/04/1988	3400932805372	oui	65%	"3,25"
61621580	2201257	plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 gélule(s)	Présentation active	Déclaration de commercialisation	2/4/2014	3400922012575	oui	15%	"31,30"
61621687	3949130	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 2 comprimé(s)	Présentation active	Déclaration de commercialisation	18/12/2009	3400939491301	oui	65%	"8,80"
61621687	3949153	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 4 comprimé(s)	Présentation active	Déclaration de commercialisation	18/12/2009	3400939491530	oui	65%	"17,05"
61621776	3257656	plaquette(s) thermoformée(s) PVC-aluminium de 20 gélule(s)	Présentation active	Déclaration de commercialisation	19/01/1984	3400932576562	oui	15%	"4,08"
61621858	2773249	8 sachet(s) papier aluminium polyéthylène	Présentation active	Déclaration de commercialisation	2/9/2015	3400927732492	non		
61623065	2210865	"4 seringue(s) préremplie(s) polypropylène jaune(brun) de 1,5 ml"	Présentation active	Déclaration de commercialisation	17/12/2012	3400922108650	oui	65%	"85,25"
61623389	3548164	5 cartouche(s) en verre de 3 ml dans stylo pré-rempli jetable	Présentation active	Déclaration d'arrêt de commercialisation	23/11/2012	3400935481641	non	65%	"37,94"
61623802	3912575	plaquette(s) thermoformée(s) PVC-Aluminium de 30 gélule(s)	Présentation active	Déclaration d'arrêt de commercialisation	28/03/2014	3400939125756	non	65%	"6,62"
61624092	4918580	plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	13/02/2015	3400949185801	non	100%	"59,48"
61624263	3965672	flacon(s) polyéthylène haute densité (PEHD) de 7 gélule(s) muni d'une capsule polypropylène	Présentation active	Déclaration de commercialisation	30/04/2013	3400939656724	oui	65%	"2,90"
61624263	3965689	flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s) muni d'une capsule polypropylène	Présentation active	Déclaration de commercialisation	30/04/2013	3400939656892	oui	65%	"4,96"
61624263	3965695	flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s) muni d'une capsule polypropylène	Présentation active	Déclaration de commercialisation	30/04/2013	3400939656953	oui	65%	"9,16"
61625408	3574523	1 flacon(s) en verre de 1 g - 1 ampoule(s) en verre de 10 ml	Présentation active	Déclaration d'arrêt de commercialisation	17/07/2012	3400935745231	non		
61626015	3928174	plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	2/9/2009	3400939281742	oui	65%	"3,97"
61627341	3990871	plaquette(s) thermoformée(s) aluminium de 7 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	25/08/2015	3400939908717	non		
61628347	3203471	plaquette(s) thermoformée(s) PVC-aluminium de 64 gélule(s)	Présentation active	Déclaration d'arrêt de commercialisation	19/05/2014	3400932034710	non		
61630825	2161173	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	5/2/2015	3400921611731	oui	65%	"4,65"
61631770	3382746	plaquette(s) thermoformée(s) PVC-Aluminium de 30  comprimé(s)	Présentation active	Déclaration de commercialisation	19/04/1996	3400933827465	oui	65%	"6,04"
61631770	3382769	plaquette(s) thermoformée(s) PVC-Aluminium de 100  comprimé(s)	Présentation active	Déclaration de commercialisation	19/04/1996	3400933827694	oui		
61631770	3578142	plaquette(s) thermoformée(s) PVC-aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	15/01/2007	3400935781420	non	65%	"16,91"
61633586	3525217	1 flacon(s) en verre brun de 36 g avec cuillère-mesure polystyrène	Présentation active	Déclaration de commercialisation	22/06/2004	3400935252173	oui	65%	"2,75"
61634204	2686160	plaquette(s) PVC polyéthylène PVDC de 4 comprimé(s)	Présentation active	Déclaration de commercialisation	27/06/2013	3400926861605	non		
61634827	3594916	"1 flacon(s) en verre de 10,5 g avec seringue pour administration orale polyéthylène polystyrène"	Présentation active	Déclaration de commercialisation	16/12/2005	3400935949165	oui	65%	"5,70"
61635181	4949971	20 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 2 ml	Présentation active	Déclaration d'arrêt de commercialisation	29/05/2015	3400949499717	non	65%	"20,27"
61636187	3689203	plaquette(s) thermoformée(s) aluminium PVC PVDC de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	10/3/2006	3400936892033	oui	65%	"6,40"
61636187	3738290	plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	26/02/2010	3400937382908	oui	65%	"18,73"
61637467	3706752	30 sachet(s) papier polyéthylène aluminium de 1 dispositif(s)	Présentation active	Déclaration d'arrêt de commercialisation	13/02/2015	3400937067522	non		
61637983	5621586	1 flacon(s) en verre	Présentation active	Déclaration de commercialisation	7/3/1990	3400956215867	oui		
61638010	3442980	plaquette(s) thermoformée(s) PVC aluminium de 12 comprimé(s)	Présentation active	Déclaration de commercialisation	5/7/1999	3400934429804	oui	65%	"30,83"
61638238	2766031	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium polytéréphtalate (PET) avec fermeture de sécurité enfant de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	29/07/2014	3400927660313	oui	65%	"186,76"
61641907	3302434	1 flacon(s) en verre brun de 180  ml	Présentation active	Déclaration de commercialisation	19/10/1989	3400933024345	non		
61642119	4994500	plaquette(s) thermoformée(s) PVC-Aluminium polyamide aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	22/08/2012	3400949945009	oui	65%	"7,38"
61642119	4994552	plaquette(s) thermoformée(s) PVC-Aluminium polyamide aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	12/9/2012	3400949945528	oui	65%	"21,39"
61642592	3742995	plaquette(s) thermoformée(s) PVDC polyéthylène PVC-Aluminium de 30 gélule(s)	Présentation active	Déclaration d'arrêt de commercialisation	1/6/2015	3400937429955	non	65%	"12,67"
61642934	2240843	3 plaquette(s) thermoformée(s) PVC PVDC aluminium de 21 comprimé(s)	Présentation active	Déclaration de commercialisation	2/4/2013	3400922408439	non	65%	"4,81"
61644013	3522147	plaquette(s) thermoformée(s) PVC-aluminium de 30 gélule(s)	Présentation active	Déclaration d'arrêt de commercialisation	7/8/2012	3400935221476	non	15%	"3,51"
61644013	3522153	plaquette(s) thermoformée(s) PVC-aluminium de 60 gélule(s)	Présentation active	Déclaration d'arrêt de commercialisation	7/8/2012	3400935221537	non	15%	"5,66"
61644230	3240147	2 plaquette(s) thermoformée(s) PVC aluminium de 6  comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	30/12/2011	3400932401475	non		
61644230	3617149	2 plaquette(s) thermoformée(s) PVC aluminium de 18 comprimé(s)	Présentation active	Déclaration de commercialisation	5/1/2004	3400936171497	non		
61644248	4982098	plaquette(s) thermoformée(s) aluminium PVC PVDC de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	15/11/2011	3400949820986	oui	65%	"7,38"
61644248	4982129	plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	15/11/2011	3400949821297	oui	65%	"21,39"
61644287	4940941	plaquette(s) formée(s) à froid PVC-Aluminium polyamide aluminium de 4 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	31/08/2012	3400949409419	non	65%	"16,34"
61644287	4940958	plaquette(s) formée(s) à froid PVC-Aluminium polyamide aluminium de 12 comprimé(s)	Présentation active	Déclaration d'arrêt de commercialisation	31/08/2012	3400949409587	non	65%	"45,80"
61644643	3524844	plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s)	Présentation active	Déclaration de commercialisation	27/03/2000	3400935248442	oui	65%	"4,81"
61644675	3502179	plaquette(s) thermoformée(s) PVC-aluminium de 12 gélule(s)	Présentation active	Déclaration d'arrêt de commercialisation	31/05/2013	3400935021793	non		
61645058	5564871	10 flacon(s) en verre	Présentation active	Déclaration de commercialisation	19/01/1984	3400955648710	oui		
61645204	3368634	plaquette(s) thermoformée(s) PVC de 30  gélule(s)	Présentation active	Déclaration de commercialisation	1/10/1998	3400933686345	oui	65%	"4,01"
61645318	2664767	8 plaquette(s) thermoformée(s) polyamide aluminium PVC polytéréphtalate (PET) de 1 comprimé(s)	Présentation active	Déclaration de commercialisation	24/06/2013	3400926647674	non		
61646128	5857484	1 flacon(s) en verre de 10 ml	Présentation active	Déclaration de commercialisation	21/03/2016	3400958574849	non		
61646847	2181017	"10 ampoule(s) en verre brun de 2,5 ml"	Présentation active	Déclaration de commercialisation	27/11/2012	3400921810172	oui		
61647575	2685025	plaquette(s) PVC polyéthylène PVDC aluminium de 28 gélule(s)	Présentation active	Déclaration de commercialisation	15/03/2016	3400926850258	non	15%	"15,22"
61649487	3368344	1 flacon(s) PVC de 200 ml	Présentation active	Déclaration de commercialisation	31/08/2000	3400933683443	oui		
61649487	3368367	1 flacon(s) de 500 ml	Présentation active	Déclaration d'arrêt de commercialisation	2/3/2015	3400933683672	non		
61649487	3368373	1 flacon(s) de 1000 ml	Présentation active	Déclaration d'arrêt de commercialisation	2/3/2015	3400933683733	non		
61649487	3551551	1 flacon(s) PVC de 60 ml	Présentation active	Déclaration de commercialisation	1/11/2000	3400935515513	oui		
61649829	3688362	plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 50 comprimé(s)	Présentation active	Déclaration de commercialisation	28/04/2006	3400936883628	oui	65%	"4,20"
61650361	4987440	plaquette(s) thermoformée(s) aluminium de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	25/06/2012	3400949874408	oui	65%	"8,75"
61650728	4929767	plaquette(s) thermoformée(s) aluminium de 28 comprimé(s)	Présentation active	Déclaration de commercialisation	5/5/2011	3400949297672	oui	65%	"6,22"
61650831	3494468	5 cartouche(s) en verre de 3 ml pour stylo	Présentation active	Déclaration de commercialisation	24/01/2000	3400934944680	oui	65%	"38,61"
61651634	3188607	plaquette(s) thermoformée(s) PVC-aluminium de 20  gélule(s)	Présentation active	Déclaration de commercialisation	19/09/1976	3400931886075	oui	30%	"3,34"
61653585	3823191	plaquette(s) PVC-Aluminium de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	14/02/2008	3400938231915	oui	15%	"6,23"
61654491	3676034	plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 capsule(s)	Présentation active	Déclaration de commercialisation	9/6/2005	3400936760349	oui	65%	"41,48"
61657904	3535670	"10 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 0,35 ml"	Présentation active	Déclaration de commercialisation	12/12/2000	3400935356703	non		
61658002	3535776	1 flacon(s) en verre brun de 150 ml	Présentation active	Déclaration de commercialisation	30/06/2000	3400935357762	non		
61658326	2203753	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 14 gélule(s)	Présentation active	Déclaration d'arrêt de commercialisation	25/04/2014	3400922037530	non	65%	"4,96"
61658326	2203776	plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 gélule(s)	Présentation active	Déclaration de commercialisation	30/05/2012	3400922037769	oui	65%	"9,16"
61658326	2203782	flacon(s) polyéthylène de 28 gélule(s)	Présentation active	Déclaration d'arrêt de commercialisation	30/04/2013	3400922037820	non	65%	"9,16"
