10025	S03AA30	"ANTIINFECTIVES, COMBINATIONS"	52:04.04	ANTIBACTERIALS						
73501	R01BA03	PHENYLEPHRINE	12:12.04	ALPHA-ADRENERGIC AGONISTS						
73508	J01DD04	CEFTRIAXONE	08:12.06.12	THIRD GENERATION CEPHALOSPORINS						
73514	C10AA03	PRAVASTATIN	24:06.08	HMG-COA REDUCTASE INHIBITORS						
73563	N02AJ07	CODEINE AND ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES						
73563	N02AJ07	CODEINE AND ACETYLSALICYLIC ACID	28:08.08	OPIATE AGONISTS						
73564	N02BA51	"ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS"	28:08.04.24	SALICYLATES						
73575	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
73576	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
73577	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
73578	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
73582	N03AX12	GABAPENTIN	28:12.92	MISCELLANEOUS ANTICONVULSANTS						
73584	N03AX12	GABAPENTIN	28:12.92	MISCELLANEOUS ANTICONVULSANTS						
73585	N03AX12	GABAPENTIN	28:12.92	MISCELLANEOUS ANTICONVULSANTS						
73617	J01MA02	CIPROFLOXACIN	08:12.18	QUINOLONES						
73621	J01MA02	CIPROFLOXACIN	08:12.18	QUINOLONES						
73625	J01MA02	CIPROFLOXACIN	08:12.18	QUINOLONES						
73659	C10AB05	FENOFIBRATE	24:06.06	FRIBIC ACID DERIVATIVES						
73660	C10AB05	FENOFIBRATE	24:06.06	FRIBIC ACID DERIVATIVES						
73661	C10AB05	FENOFIBRATE	24:06.06	FRIBIC ACID DERIVATIVES						
73662	C10AB05	FENOFIBRATE	24:06.06	FRIBIC ACID DERIVATIVES						
73663	C10AB05	FENOFIBRATE	24:06.06	FRIBIC ACID DERIVATIVES						
73664	C10AB05	FENOFIBRATE	24:06.06	FRIBIC ACID DERIVATIVES						
73670	R06AX13	LORATADINE	04:08.00	SECOND GENERATION ANTIHISTAMINES						
73672	R06AA02	DIPHENHYDRAMINE	04:04.04	ETHANOLAMINE DERIVATIVES						
73679	M03BA53	"METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS"	12:20.04	CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS						
73679	M03BA53	"METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS"	28:08.04.24	SALICYLATES						
73717	M03AX01	BOTULINUM TOXIN	92:92.00	OTHER MISCELLANEOUS THERAPEUTIC AGENTS						
73763	G03DA02	MEDROXYPROGESTERONE	68:32.00	PROGESTINS						
73764	G03DA02	MEDROXYPROGESTERONE	68:32.00	PROGESTINS						
73771	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES						
73776	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
73777	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
73808	A01AD11	VARIOUS	52:16.00	LOCAL ANESTHETICS						
73818	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES						
73826	D01AE18	TOLNAFTATE	84:04.08.40	THIOCARBAMATES						
73827	D01AE18	TOLNAFTATE	84:04.08.40	THIOCARBAMATES						
73835	D02AA	SILICONE PRODUCTS	84:24.12	BASIC OINTMENTS AND PROTECTANTS						
73835	D02AA	SILICONE PRODUCTS	84:80.00	SUNSCREEN AGENTS						
73857	R05CA10	COMBINATIONS	48:16.00	EXPECTORANTS						
73860	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
73861	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
73862	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
73863	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
73907	D08AJ01	BENZALKONIUM	84:04.92	MISCELLANEOUS LOCAL ANTI-INFECTIVES						
73910	N02AA01	MORPHINE	28:08.08	OPIATE AGONISTS						
73911	N02AA01	MORPHINE	28:08.08	OPIATE AGONISTS						
73912	N02AA01	MORPHINE	28:08.08	OPIATE AGONISTS						
73913	N02AA01	MORPHINE	28:08.08	OPIATE AGONISTS						
73914	N02AA01	MORPHINE	28:08.08	OPIATE AGONISTS						
73926	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
73928	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
73987	N02AJ06	CODEINE AND PARACETAMOL	28:08.08	OPIATE AGONISTS						
73987	N02AJ06	CODEINE AND PARACETAMOL	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74006	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74008	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74013	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74059	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
74081	C07AB03	ATENOLOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
74082	C07AB03	ATENOLOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
74101	J01XX10	BACITRACIN	08:12.28.08	BACITRACINS						
74101	J01XX10	BACITRACIN	84:04.04	ANTIBIOTICS						
74103	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES						
74104	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES						
74129	C09AA09	FOSINOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
74130	C09AA09	FOSINOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
74141	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
74259	C03DB01	AMILORIDE	40:28.16	POTASSIUM-SPARING DIURETICS						
74261	D07AC11	AMCINONIDE	84:06.00	ANTI-INFLAMMATORY AGENTS						
74289	A02BA03	FAMOTIDINE	56:28.12	HISTAMINE H2-ANTAGONISTS						
74290	A02BA03	FAMOTIDINE	56:28.12	HISTAMINE H2-ANTAGONISTS						
74300	R06AA02	DIPHENHYDRAMINE	56:22.08	ANTIHISTAMINES						
74309	J01DD04	CEFTRIAXONE	08:12.06.12	THIRD GENERATION CEPHALOSPORINS						
74310	J01DD04	CEFTRIAXONE	08:12.06.12	THIRD GENERATION CEPHALOSPORINS						
74339	N03AX12	GABAPENTIN	28:12.92	MISCELLANEOUS ANTICONVULSANTS						
74340	N03AX12	GABAPENTIN	28:12.92	MISCELLANEOUS ANTICONVULSANTS						
74347	R06AA02	DIPHENHYDRAMINE	04:04.04	ETHANOLAMINE DERIVATIVES						
74349	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74350	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74351	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74352	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74362	D06AX30	COMBINATIONS OF ANTIBIOTICS	84:04.04	ANTIBIOTICS						
74370	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
74382	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74383	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	04:04.04	ETHANOLAMINE DERIVATIVES						
74383	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74384	R05DA09	DEXTROMETHORPHAN	48:08.00	ANTITUSSIVES						
74385	R05DA20	COMBINATIONS	48:08.00	ANTITUSSIVES						
74386	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74387	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	04:04.20	PROPYLAMINE DERIVATIVES						
74387	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74401	R06AA02	DIPHENHYDRAMINE	56:22.08	ANTIHISTAMINES						
74426	N02AA59	"CODEINE, COMBINATIONS EXCL. PSYCHOLEPTICS"	12:20.04	CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS						
74426	N02AA59	"CODEINE, COMBINATIONS EXCL. PSYCHOLEPTICS"	28:08.08	OPIATE AGONISTS						
74428	R06AA02	DIPHENHYDRAMINE	04:04.04	ETHANOLAMINE DERIVATIVES						
74429	N02AJ06	CODEINE AND PARACETAMOL	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74429	N02AJ06	CODEINE AND PARACETAMOL	48:08.00	ANTITUSSIVES						
74439	G04BD04	OXYBUTYNIN	86:12.04	Antimuscarinics						
74479	C09AA01	CAPTOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
74480	C09AA01	CAPTOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
74481	C09AA01	CAPTOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
74482	C09AA01	CAPTOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
74484	R03AC02	SALBUTAMOL	12:12.08.12	SELECTIVE BETA 2-ADRENERGIC AGONISTS						
74497	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74498	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74499	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74504	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74505	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74514	M03BX02	TIZANIDINE	12:20.04	CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS						
74532	D04AB07	PRAMOCAINE	84:08.00	ANTIPRURITICS AND LOCAL ANESTHETICS						
74599	A07AA02	NYSTATIN	08:14.28	POLYENES						
74611	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	12:12.00	SYMPATHOMIMETIC (ADRENERGIC) AGENTS						
74611	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74636	A06AD11	LACTULOSE	40:10.00	AMMONIA DETOXICANTS						
74641	B05D	PERITONEAL DIALYTICS	40:34.00*	HEMODIALYSIS SOLUTION						
74643	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	12:12.00	SYMPATHOMIMETIC (ADRENERGIC) AGENTS						
74643	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74644	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	04:04.04	ETHANOLAMINE DERIVATIVES						
74644	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74645	B05D	PERITONEAL DIALYTICS	40:36.00	IRRIGATING SOLUTIONS						
74646	B05DB	HYPERTONIC SOLUTIONS	40:36.00	IRRIGATING SOLUTIONS						
74664	S01AA12	TOBRAMYCIN	52:04.04	ANTIBACTERIALS						
74672	R03AC02	SALBUTAMOL	12:12.08.12	SELECTIVE BETA 2-ADRENERGIC AGONISTS						
74687	J01DD01	CEFOTAXIME	08:12.06.12	THIRD GENERATION CEPHALOSPORINS						
74769	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74770	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74788	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
74789	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
74794	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
74795	A05AA02	URSODEOXYCHOLIC ACID	56:14.00	CHOLELITHOLYTIC AGENTS						
74813	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
74815	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
74857	H01CB02	OCTREOTIDE	92:00.00	MISCELLANEOUS THERAPEUTIC AGENTS						
74858	H01CB02	OCTREOTIDE	92:00.00	MISCELLANEOUS THERAPEUTIC AGENTS						
74859	H01CB02	OCTREOTIDE	92:00.00	MISCELLANEOUS THERAPEUTIC AGENTS						
74860	H01CB02	OCTREOTIDE	92:00.00	MISCELLANEOUS THERAPEUTIC AGENTS						
74861	N06AB10	ESCITALOPRAM	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS						
74863	N06AB10	ESCITALOPRAM	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS						
74888	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74888	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
74907	B05AA01	ALBUMIN	16:00.00	BLOOD DERIVATIVES						
74915	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
74917	M01AE01	IBUPROFEN	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
74928	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	04:04.04	ETHANOLAMINE DERIVATIVES						
74928	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
74929	R06AA02	DIPHENHYDRAMINE	04:04.04	ETHANOLAMINE DERIVATIVES						
74936	B03AE04	"IRON, MULTIVITAMINS AND MINERALS"	88:28.01*	VITAMINS & MINERALS						
75007	R03AL02	SALBUTAMOL AND IPRATROPIUM BROMIDE	12:08.08	ANTIMUSCARINICS ANTISPASMODICS						
75007	R03AL02	SALBUTAMOL AND IPRATROPIUM BROMIDE	12:12.08.12	SELECTIVE BETA 2-ADRENERGIC AGONISTS						
75007	R03AL02	SALBUTAMOL AND IPRATROPIUM BROMIDE	48:12.04.12	SELECTIVE BETA 2-ADRENERGIC AGONISTS						
75018	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES						
75020	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES						
75032	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
75054	N02AJ06	CODEINE AND PARACETAMOL	28:08.08	OPIATE AGONISTS						
75054	N02AJ06	CODEINE AND PARACETAMOL	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75056	R06AA02	DIPHENHYDRAMINE	56:22.08	ANTIHISTAMINES						
75074	A07EC02	MESALAZINE	56:36.00	ANTI-INFLAMMATORY AGENTS						
75105	A02BA02	RANITIDINE	56:28.12	HISTAMINE H2-ANTAGONISTS						
75106	A02BA02	RANITIDINE	56:28.12	HISTAMINE H2-ANTAGONISTS						
75110	C10AA01	SIMVASTATIN	24:06.08	HMG-COA REDUCTASE INHIBITORS						
75111	C10AA01	SIMVASTATIN	24:06.08	HMG-COA REDUCTASE INHIBITORS						
75112	C10AA01	SIMVASTATIN	24:06.08	HMG-COA REDUCTASE INHIBITORS						
75113	C10AA01	SIMVASTATIN	24:06.08	HMG-COA REDUCTASE INHIBITORS						
75114	C10AA01	SIMVASTATIN	24:06.08	HMG-COA REDUCTASE INHIBITORS						
75130	H03BB02	THIAMAZOLE	68:36.08	ANTITHYROID AGENTS						
75131	H03BB02	THIAMAZOLE	68:36.08	ANTITHYROID AGENTS						
75185	A06AD11	LACTULOSE	56:12.00	CATHARTICS AND LAXATIVES						
75192	D11AX11	HYDROQUINONE	84:50.04	DEPIGMENTING AGENTS						
75218	N03AX12	GABAPENTIN	28:12.92	MISCELLANEOUS ANTICONVULSANTS						
75219	N06AB03	FLUOXETINE	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS						
75220	M05BA03	PAMIDRONIC ACID	92:24.00	BONE RESORPTION INHIBITORS						
75221	M05BA03	PAMIDRONIC ACID	92:24.00	BONE RESORPTION INHIBITORS						
75240	J01MA02	CIPROFLOXACIN	08:12.18	QUINOLONES						
75253	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
75255	D08AC02	CHLORHEXIDINE	84:04.92	MISCELLANEOUS LOCAL ANTI-INFECTIVES						
75257	D08AC02	CHLORHEXIDINE	84:04.92	MISCELLANEOUS LOCAL ANTI-INFECTIVES						
75260	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
75281	D08AE54	"TRICLOSAN, COMBINATIONS"	84:04.92	MISCELLANEOUS LOCAL ANTI-INFECTIVES						
75284	R01BA53	"PHENYLEPHRINE, COMBINATIONS"	04:04.20	PROPYLAMINE DERIVATIVES						
75284	R01BA53	"PHENYLEPHRINE, COMBINATIONS"	12:12.04	ALPHA-ADRENERGIC AGONISTS						
75300	L03AB07	INTERFERON BETA-1A	92:20.00	Immunomodulatory Agents						
75312	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75313	J06BA02	"IMMUNOGLOBULINS, NORMAL HUMAN, FOR INTRAVASC. ADM."	80:04.00	SERUMS						
75382	N03AX16	PREGABALIN	28:12.92	MISCELLANEOUS ANTICONVULSANTS						
75384	N03AX16	PREGABALIN	28:12.92	MISCELLANEOUS ANTICONVULSANTS						
75388	A10BA02	METFORMIN	68:20.04	BIGUANIDES						
75399	A06AB02	BISACODYL	56:12.00	CATHARTICS AND LAXATIVES						
75416	M01AE01	IBUPROFEN	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
75417	M01AE01	IBUPROFEN	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
75419	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
75476	B05DB	HYPERTONIC SOLUTIONS	40:34.00*	HEMODIALYSIS SOLUTION						
75477	B05DB	HYPERTONIC SOLUTIONS	40:34.00*	HEMODIALYSIS SOLUTION						
75478	B05DB	HYPERTONIC SOLUTIONS	40:34.00*	HEMODIALYSIS SOLUTION						
75496	A10BB12	GLIMEPIRIDE	68:20.20	SULFONYLUREAS						
75533	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75568	A06AB56	"SENNA GLYCOSIDES, COMBINATIONS"	56:12.00	CATHARTICS AND LAXATIVES						
75569	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75570	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES						
75573	J01FA10	AZITHROMYCIN	08:12.12.92	OTHER MACROLIDES						
75574	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75590	C09AA04	PERINDOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
75592	C09AA04	PERINDOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
75593	C09AA04	PERINDOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
75598	L04AA10	SIROLIMUS	92:44.00	IMMUNOSUPPRESSIVE AGENTS						
75605	L04AA10	SIROLIMUS	92:44.00	IMMUNOSUPPRESSIVE AGENTS						
75629	R06AA02	DIPHENHYDRAMINE	04:04.04	ETHANOLAMINE DERIVATIVES						
75678	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75685	V03AF07	RASBURICASE	44:00.00	ENZYMES						
75734	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
75735	N02AJ06	CODEINE AND PARACETAMOL	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75787	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
75788	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
75801	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75803	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
75806	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
75807	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
75809	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
75813	B05ZA	"HEMODIALYTICS, CONCENTRATES"	40:34.00*	HEMODIALYSIS SOLUTION						
75816	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
75817	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
75818	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
75822	D10AE01	BENZOYL PEROXIDE	84:28.00	KERATOLYTIC AGENTS						
75838	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
75845	D08AE04	TRICLOSAN	84:04.92	MISCELLANEOUS LOCAL ANTI-INFECTIVES						
75859	D08AE05	CHLOROXYLENOL	84:04.92	MISCELLANEOUS LOCAL ANTI-INFECTIVES						
75885	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
75892	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75908	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75909	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75910	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
75925	D10AE01	BENZOYL PEROXIDE	84:28.00	KERATOLYTIC AGENTS						
75927	D10AE01	BENZOYL PEROXIDE	84:28.00	KERATOLYTIC AGENTS						
75960	J01MA02	CIPROFLOXACIN	08:12.18	QUINOLONES						
75961	D08AE04	TRICLOSAN	84:04.92	MISCELLANEOUS LOCAL ANTI-INFECTIVES						
75963	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	12:12.04	ALPHA-ADRENERGIC AGONISTS						
75963	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
75995	C10AA03	PRAVASTATIN	24:06.08	HMG-COA REDUCTASE INHIBITORS						
75996	C10AA03	PRAVASTATIN	24:06.08	HMG-COA REDUCTASE INHIBITORS						
75997	C10AA03	PRAVASTATIN	24:06.08	HMG-COA REDUCTASE INHIBITORS						
76048	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
76051	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
76052	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
76053	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
76083	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
76084	M02AC	PREPARATIONS WITH SALICYLIC ACID DERIVATIVES	28:08.04.24	SALICYLATES						
76101	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
76111	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
76116	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
76127	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
76128	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
76141	D05AA	TARS	84:32.00	KERATOPLASTIC AGENTS						
76143	A07BB	BISMUTH PREPARATIONS	56:08.00	ANTIDIARRHEA AGENTS						
76156	R05CA03	GUAIFENESIN	48:16.00	EXPECTORANTS						
76180	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
76194	N02BA51	"ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS"	28:08.04.24	SALICYLATES						
76197	R05FA02	OPIUM DERIVATIVES AND EXPECTORANTS	48:08.00	ANTITUSSIVES						
76197	R05FA02	OPIUM DERIVATIVES AND EXPECTORANTS	48:16.00	EXPECTORANTS						
76209	A10AE04	INSULIN GLARGINE	68:20.08	INSULINS						
76211	M01AE01	IBUPROFEN	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
