"code"	"str"	"relationship_id"	"snomed_id"	"snomed_code"	"snomed_name"	"precedence"
"9310/3"	"Ameloblastoma, malignant"	"Maps to"	"4339416"	"88253001"	"Ameloblastoma, malignant"	
"8894/0"	"Angiomyoma"	"Maps to"	"4336682"	"86959002"	"Angiomyoma"	
"8890/1"	"Leiomyomatosis, NOS"	"Maps to"	"4328480"	"75210008"	"Leiomyomatosis"	
"8770/0"	"Epithelioid and spindle cell nevus"	"Maps to"	"4338112"	"88082008"	"Epithelioid and spindle cell nevus"	
"9020/1"	"Phyllodes tumor, borderline"	"Maps to"	"4323562"	"71232009"	"Phyllodes tumor, borderline"	
"8680/3"	"Paraganglioma, malignant"	"Maps to"	"4321605"	"9903002"	"Paraganglioma, malignant"	
"9191/0"	"Osteoid osteoma, NOS"	"Maps to"	"4325607"	"71666005"	"Osteoid osteoma"	
"9826/3"	"Burkitt cell leukemia"	"Maps to"	"4319135"	"22197008"	"Burkitt cell leukemia"	
"9110/3"	"Mesonephroma, malignant"	"Maps to"	"4319145"	"2221008"	"Mesonephroma, malignant"	
"8506/0"	"Adenoma of nipple"	"Maps to"	"4280667"	"65787003"	"Adenoma of the nipple"	
"8650/3"	"Leydig cell tumor, malignant"	"Maps to"	"4299243"	"77870005"	"Leydig cell tumor, malignant"	
"8161/0"	"Bile duct cystadenoma"	"Maps to"	"4307811"	"83025009"	"Bile duct cystadenoma"	
"8075/3"	"Squamous cell carcinoma, adenoid"	"Maps to"	"4312219"	"85956000"	"Adenoid squamous cell carcinoma"	
"8935/0"	"Stromal tumor, benign"	"Maps to"	"40493404"	"447644002"	"Benign stromal tumor"	
"9082/3"	"Malignant teratoma, undifferentiated"	"Maps to"	"4306481"	"83292005"	"Malignant teratoma, undifferentiated"	
"8002/3"	"Malignant tumor, small cell type"	"Maps to"	"4305664"	"82267002"	"Malignant tumor, small cell type"	
"9470/3"	"Medulloblastoma, NOS"	"Maps to"	"4306469"	"83217000"	"Medulloblastoma"	
"8461/0"	"Serous surface papilloma"	"Maps to"	"4283963"	"67073007"	"Serous surface papilloma"	
"9530/3"	"Meningioma, malignant"	"Maps to"	"4301120"	"78303004"	"Meningioma, malignant"	
"9010/0"	"Fibroadenoma, NOS"	"Maps to"	"4279921"	"65877006"	"Fibroadenoma"	
"9872/3"	"Acute myeloid leukemia, minimal differentiation"	"Maps to"	"4304199"	"103689001"	"Acute myeloid leukemia, minimal differentiation"	
"8170/0"	"Liver cell adenoma"	"Maps to"	"4301500"	"78058005"	"Liver cell adenoma"	
"8052/0"	"Squamous cell papilloma, NOS"	"Maps to"	"4272024"	"63451008"	"Squamous cell papilloma"	
"8150/0"	"Pancreatic endocrine tumor, benign"	"Maps to"	"4295115"	"76345009"	"Pancreatic endocrine tumor, benign"	
"8780/0"	"Blue nevus, NOS"	"Maps to"	"4271449"	"63166000"	"Blue nevus"	
"8980/3"	"Carcinosarcoma, NOS"	"Maps to"	"4271564"	"63264007"	"Carcinosarcoma"	
"8042/3"	"Oat cell carcinoma"	"Maps to"	"4298553"	"76817009"	"Oat cell carcinoma"	
"9322/0"	"Peripheral odontogenic fibroma"	"Maps to"	"4294822"	"75914009"	"Peripheral odontogenic fibroma"	
"9400/3"	"Astrocytoma, NOS"	"Maps to"	"4298902"	"38713004"	"Astrocytoma"	
"8146/0"	"Monomorphic adenoma"	"Maps to"	"4298418"	"77653004"	"Monomorphic adenoma"	
"8094/3"	"Basosquamous carcinoma"	"Maps to"	"4290437"	"37304002"	"Basosquamous carcinoma"	
"8010/3"	"Carcinoma, NOS"	"Maps to"	"4287106"	"68453008"	"Carcinoma"	
"9531/0"	"Meningothelial meningioma"	"Maps to"	"4288742"	"68944005"	"Meningothelial meningioma"	
"8858/3"	"Dedifferentiated liposarcoma"	"Maps to"	"4284833"	"67280001"	"Dedifferentiated liposarcoma"	
"8120/1"	"Urothelial papilloma, NOS"	"Maps to"	"4260683"	"45083001"	"Urothelial papilloma"	
"9050/3"	"Mesothelioma, malignant"	"Maps to"	"4268158"	"62064005"	"Mesothelioma, malignant"	
"8051/3"	"Verrucous carcinoma, NOS"	"Maps to"	"4233949"	"89906000"	"Verrucous carcinoma"	
"9391/3"	"Ependymoma, NOS"	"Maps to"	"4239952"	"57706008"	"Ependymoma"	
"9221/0"	"Juxtacortical chondroma"	"Maps to"	"4243890"	"9266000"	"Juxtacortical chondroma"	
"8070/2"	"Squamous cell carcinoma in situ, NOS"	"Maps to"	"4241977"	"59529006"	"Squamous cell carcinoma in situ"	
"8441/3"	"Serous cystadenocarcinoma, NOS"	"Maps to"	"4236657"	"90725004"	"Serous cystadenocarcinoma"	
"8102/0"	"Trichilemmoma"	"Maps to"	"4261804"	"46199002"	"Trichilemmoma"	
"9673/3"	"Mantle cell lymphoma"	"Maps to"	"4251953"	"74654000"	"Mantle cell lymphoma"	
"8430/3"	"Mucoepidermoid carcinoma"	"Maps to"	"4253608"	"4079000"	"Mucoepidermoid carcinoma"	
"9698/3"	"Follicular lymphoma, grade 3"	"Maps to"	"4230587"	"40411000"	"Follicular lymphoma, grade 3"	
"9011/0"	"Intracanalicular fibroadenoma"	"Maps to"	"4248852"	"72905006"	"Intracanalicular fibroadenoma"	
"9741/1"	"Indolent systemic mastocytosis"	"Maps to"	"4264452"	"397356009"	"Indolent systemic mastocytosis"	
"9290/0"	"Ameloblastic fibro-odontoma"	"Maps to"	"4225759"	"84983008"	"Ameloblastic fibro-odontoma"	
"8852/0"	"Fibromyxolipoma"	"Maps to"	"4241458"	"58243007"	"Fibromyxolipoma"	
"9321/0"	"Central odontogenic fibroma"	"Maps to"	"4229302"	"88686005"	"Central odontogenic fibroma"	
"8230/3"	"Solid carcinoma, NOS"	"Maps to"	"4219923"	"81920005"	"Solid carcinoma"	
"9122/0"	"Venous hemangioma"	"Maps to"	"4211103"	"56468002"	"Venous hemangioma"	
"9062/3"	"Seminoma, anaplastic"	"Maps to"	"4217987"	"72907003"	"Seminoma, anaplastic"	
"9534/0"	"Angiomatous meningioma"	"Maps to"	"4250780"	"73918009"	"Angiomatous meningioma"	
"8774/3"	"Spindle cell melanoma, type B"	"Maps to"	"4223493"	"40244008"	"Spindle cell melanoma, type B"	
"9103/0"	"Partial hydatidiform mole"	"Maps to"	"4197702"	"51793002"	"Partial hydatidiform mole"	
"8081/2"	"Bowen disease"	"Maps to"	"4224505"	"84999002"	"Bowen's disease"	
"8571/3"	"Adenocarcinoma with cartilaginous and osseous metaplasia"	"Maps to"	"4209562"	"56484001"	"Adenocarcinoma with cartilaginous and osseous metaplasia"	
"8745/3"	"Desmoplastic melanoma, malignant"	"Maps to"	"4202041"	"51757004"	"Desmoplastic melanoma, malignant"	
"8404/0"	"Hidrocystoma"	"Maps to"	"4213715"	"80549000"	"Hidrocystoma"	
"8120/2"	"Transitional cell carcinoma in situ"	"Maps to"	"4203462"	"53530009"	"Transitional cell carcinoma in situ"	
"9562/0"	"Neurothekeoma"	"Maps to"	"4202059"	"51836001"	"Neurothekeoma"	
"9241/0"	"Chondromyxoid fibroma"	"Maps to"	"4216782"	"39553005"	"Chondromyxoid fibroma"	
"8330/3"	"Follicular adenocarcinoma, NOS"	"Maps to"	"4199584"	"5257006"	"Follicular adenocarcinoma"	
"8770/3"	"Mixed epithelioid and spindle cell melanoma"	"Maps to"	"4179920"	"50813003"	"Mixed epithelioid and spindle cell melanoma"	
"9741/3"	"Malignant mastocytosis"	"Maps to"	"4178897"	"50150000"	"Malignant mastocytosis"	
"8221/3"	"Adenocarcinoma in multiple adenomatous polyps"	"Maps to"	"4187508"	"47299001"	"Adenocarcinoma in multiple adenomatous polyps"	
"8323/3"	"Mixed cell adenocarcinoma"	"Maps to"	"4190703"	"38958001"	"Mixed cell adenocarcinoma"	
"9761/3"	"Waldenstrom macroglobulinemia"	"Maps to"	"4149011"	"35562000"	"Waldenstrom's macroglobulinemia"	
"8692/1"	"Carotid body tumor"	"Maps to"	"4148626"	"30699005"	"Carotid body tumor"	
"8360/1"	"Multiple endocrine adenomas"	"Maps to"	"4189035"	"60549007"	"Multiple endocrine adenomas"	
"9530/1"	"Meningiomatosis, NOS"	"Maps to"	"4164954"	"40935003"	"Meningiomatosis"	
"8690/1"	"Glomus jugulare tumor, NOS"	"Maps to"	"4135699"	"32037004"	"Glomus jugulare tumor"	
"9383/1"	"Subependymoma"	"Maps to"	"4163959"	"4553004"	"Subependymal glioma"	
"8243/3"	"Goblet cell carcinoid"	"Maps to"	"4150814"	"31396002"	"Goblet cell carcinoid"	
"9362/3"	"Pineoblastoma"	"Maps to"	"4135326"	"31671006"	"Pineoblastoma"	
"8700/3"	"Pheochromocytoma, malignant"	"Maps to"	"4104978"	"29370006"	"Pheochromocytoma, malignant"	
"8830/0"	"Benign fibrous histiocytoma"	"Maps to"	"4093908"	"25889007"	"Benign fibrous histiocytoma"	
"8610/0"	"Luteoma, NOS"	"Maps to"	"4097073"	"26372004"	"Luteoma"	
"8830/1"	"Atypical fibrous histiocytoma"	"Maps to"	"4096931"	"26496005"	"Atypical fibrous histiocytoma"	
"8964/3"	"Clear cell sarcoma of kidney"	"Maps to"	"4084645"	"24007003"	"Clear cell sarcoma of kidney"	
"8741/3"	"Malignant melanoma in precancerous melanosis"	"Maps to"	"4083749"	"18450009"	"Malignant melanoma in precancerous melanosis"	
"8580/0"	"Thymoma, benign"	"Maps to"	"4059718"	"21181001"	"Thymoma, benign"	
"8190/0"	"Trabecular adenoma"	"Maps to"	"4072224"	"21930005"	"Trabecular adenoma"	
"9540/3"	"Malignant peripheral nerve sheath tumor"	"Maps to"	"4062426"	"19897006"	"Malignant peripheral nerve sheath tumor"	
"9510/3"	"Retinoblastoma, NOS"	"Maps to"	"4062561"	"19906005"	"Retinoblastoma"	
"9043/3"	"Synovial sarcoma, biphasic"	"Maps to"	"4085470"	"18588008"	"Synovial sarcoma, biphasic"	
"9110/1"	"Mesonephric tumor, NOS"	"Maps to"	"4045567"	"13071008"	"Mesonephric tumor"	
"8033/3"	"Pseudosarcomatous carcinoma"	"Maps to"	"4045625"	"23109009"	"Pseudosarcomatous carcinoma"	
"8400/1"	"Sweat gland tumor, NOS"	"Maps to"	"4044192"	"12933008"	"Sweat gland tumor"	
"8630/3"	"Androblastoma, malignant"	"Maps to"	"4047944"	"12323008"	"Androblastoma, malignant"	
"9185/3"	"Small cell osteosarcoma"	"Maps to"	"4049129"	"12302002"	"Small cell osteosarcoma"	
"8561/0"	"Adenolymphoma"	"Maps to"	"4048446"	"20776008"	"Adenolymphoma"	
"8280/0"	"Acidophil adenoma"	"Maps to"	"4050832"	"21109002"	"Acidophil adenoma"	
"8462/1"	"Serous papillary cystic tumor of borderline malignancy"	"Maps to"	"4029180"	"128851000"	"Serous papillary cystic tumor of borderline malignancy"	
"8857/3"	"Fibroblastic liposarcoma"	"Maps to"	"4029190"	"128883006"	"Fibroblastic liposarcoma"	
"9492/0"	"Gangliocytoma"	"Maps to"	"4029202"	"128919000"	"Gangliocytoma"	
"9834/3"	"Prolymphocytic leukemia, T-cell type"	"Maps to"	"4029175"	"128821006"	"Prolymphocytic leukemia, T-cell type"	
"9946/3"	"Juvenile myelomonocytic leukemia"	"Maps to"	"4029178"	"128832006"	"Juvenile myelomonocytic leukemia"	
"8325/0"	"Metanephric adenoma"	"Maps to"	"4028884"	"128670007"	"Metanephric adenoma"	
"8895/3"	"Myosarcoma"	"Maps to"	"4049048"	"20667008"	"Myosarcoma"	
"8910/3"	"Embryonal rhabdomyosarcoma, NOS"	"Maps to"	"4031038"	"14269005"	"Embryonal rhabdomyosarcoma"	
"8050/0"	"Papilloma, NOS"	"Maps to"	"4034142"	"23730008"	"Papilloma"	
"8103/0"	"Pilar tumor"	"Maps to"	"4029974"	"128638007"	"Pilar tumor"	
"8175/3"	"Hepatocellular carcinoma, pleomorphic type"	"Maps to"	"4029981"	"128650001"	"Hepatocellular carcinoma, pleomorphic type"	
"8319/3"	"Collecting duct carcinoma"	"Maps to"	"4029988"	"128669006"	"Collecting duct carcinoma"	
"8347/3"	"Mixed medullary-papillary carcinoma"	"Maps to"	"4029992"	"128679008"	"Mixed medullary-papillary carcinoma"	
"8408/3"	"Eccrine papillary adenocarcinoma"	"Maps to"	"4028854"	"128898008"	"Eccrine papillary adenocarcinoma"	
"9192/3"	"Parosteal osteosarcoma"	"Maps to"	"4028857"	"128918008"	"Parosteal osteosarcoma"	
"8587/0"	"Ectopic hamartomatous thymoma"	"Maps to"	"4029519"	"128718003"	"Ectopic hamartomatous thymoma"	
"8078/3"	"Squamous cell carcinoma with horn formation"	"Maps to"	"4028878"	"128633003"	"Squamous cell carcinoma with horn formation"	
"9243/3"	"Dedifferentiated chondrosarcoma"	"Maps to"	"4029031"	"128776008"	"Dedifferentiated chondrosarcoma"	
"9501/0"	"Medulloepithelioma, benign"	"Maps to"	"4029798"	"128910001"	"Medulloepithelioma, benign"	
"8584/3"	"Thymoma, type B2, malignant"	"Maps to"	"4029016"	"128714001"	"Thymoma, type B2, malignant"	
"8346/3"	"Mixed medullary-follicular carcinoma"	"Maps to"	"4028544"	"128678000"	"Mixed medullary-follicular carcinoma"	
"8634/1"	"Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements"	"Maps to"	"4029019"	"128725005"	"Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements"	
"9982/3"	"Refractory anemia with sideroblasts"	"Maps to"	"4029669"	"128846006"	"Refractory anemia with sideroblasts"	
"8810/1"	"Cellular fibroma"	"Maps to"	"4029679"	"128882001"	"Cellular fibroma"	
"8710/3"	"Glomangiosarcoma"	"Maps to"	"4029477"	"13875003"	"Glomangiosarcoma"	
"8935/1"	"Stromal tumor, NOS"	"Maps to"	"4029529"	"128752000"	"Stromal tumor"	
"9105/3"	"Trophoblastic tumor, epithelioid"	"Maps to"	"4028690"	"128767001"	"Trophoblastic tumor, epithelioid"	
"9342/3"	"Odontogenic carcinosarcoma"	"Maps to"	"4028693"	"128780003"	"Odontogenic carcinosarcoma"	
"9571/3"	"Perineurioma, malignant"	"Maps to"	"4028700"	"128796000"	"Perineurioma, malignant"	
"9651/3"	"Hodgkin lymphoma, lymphocyte-rich"	"Maps to"	"4028701"	"128799007"	"Hodgkin lymphoma, lymphocyte-rich"	
"9679/3"	"Mediastinal large B-cell lymphoma"	"Maps to"	"4028703"	"128801005"	"Mediastinal large B-cell lymphoma"	
"9983/3"	"Refractory anemia with excess blasts"	"Maps to"	"4028718"	"128847002"	"Refractory anemia with excess blasts"	
"8361/0"	"Juxtaglomerular tumor"	"Maps to"	"4028721"	"128860008"	"Juxtaglomerular tumor"	
"8592/1"	"Sex cord-gonadal stromal tumor, mixed forms"	"Maps to"	"4028555"	"128722008"	"Sex cord-gonadal stromal tumor, mixed forms"	
"8931/3"	"Endometrial stromal sarcoma, low grade"	"Maps to"	"4028557"	"128726006"	"Endometrial stromal sarcoma, low grade"	
"8815/3"	"Solitary fibrous tumor, malignant"	"Maps to"	"4028562"	"128737007"	"Solitary fibrous tumor, malignant"	
"8035/3"	"Carcinoma with osteoclast-like giant cells"	"Maps to"	"4028532"	"128631001"	"Carcinoma with osteoclast-like giant cells"	
"8098/3"	"Adenoid basal carcinoma"	"Maps to"	"4028534"	"128637002"	"Adenoid basal carcinoma"	
"8582/1"	"Thymoma, type AB, NOS"	"Maps to"	"4028550"	"128709000"	"Thymoma, type AB"	
"8584/1"	"Thymoma, type B2, NOS"	"Maps to"	"4028553"	"128713007"	"Thymoma, type B2"	
"9530/0"	"Meningioma, NOS"	"Maps to"	"4024298"	"19453003"	"Meningioma"	
"8200/3"	"Adenoid cystic carcinoma"	"Maps to"	"4022895"	"11671000"	"Adenoid cystic carcinoma"	
"9514/1"	"Retinoblastoma, spontaneously regressed"	"Maps to"	"4030143"	"128794002"	"Retinoblastoma, spontaneously regressed"	
"9835/3"	"Precursor cell lymphoblastic leukemia, NOS"	"Maps to"	"4030260"	"128822004"	"Precursor cell lymphoblastic leukemia"	
"9876/3"	"Atypical chronic myeloid leukemia, BCR/ABL negative"	"Maps to"	"4030262"	"128826001"	"Atypical chronic myeloid leukemia, BCR/ABL negative"	
"9330/0"	"Ameloblastic fibroma"	"Maps to"	"4007615"	"11063000"	"Ameloblastic fibroma"	
"8750/0"	"Intradermal nevus"	"Maps to"	"4010103"	"112681002"	"Intradermal nevus"	
"8504/2"	"Noninfiltrating intracystic carcinoma"	"Maps to"	"45766397"	"703545003"	"Encapsulated papillary carcinoma"	
"9737/3"	"ALK positive large B-cell lymphoma"	"Maps to"	"42872915"	"450910000"	"ALK positive large B-cell lymphoma"	
"9759/3"	"Fibroblastic reticular cell tumor"	"Maps to"	"42872917"	"450912008"	"Fibroblastic reticular cell tumor"	
"9806/3"	"Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1"	"Maps to"	"42872919"	"450914009"	"Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1"	
"9865/3"	"Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214"	"Maps to"	"42872933"	"450928003"	"Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214"	
"9971/1"	"Post transplant lymphoproliferative disorder, NOS"	"Maps to"	"42872948"	"450943001"	"Post transplant lymphoproliferative disorder"	
"8012/3"	"Large cell carcinoma, NOS"	"Maps to"	"4331315"	"22687000"	"Large cell carcinoma"	
"8790/0"	"Cellular blue nevus"	"Maps to"	"4339116"	"88006009"	"Cellular blue nevus"	
"9891/3"	"Acute monocytic leukemia"	"Maps to"	"4319285"	"22331004"	"Acute monocytic leukemia"	
"8260/0"	"Papillary adenoma, NOS"	"Maps to"	"4312347"	"86143001"	"Papillary adenoma"	
"8248/1"	"Apudoma"	"Maps to"	"4327196"	"74926005"	"Apudoma"	
"8820/0"	"Elastofibroma"	"Maps to"	"4321725"	"9671003"	"Elastofibroma"	
"9597/3"	"Primary cutaneous follicle centre lymphoma"	"Maps to"	"4303111"	"419662008"	"Primary cutaneous follicle center cell lymphoma"	
"9260/3"	"Ewing sarcoma"	"Maps to"	"4297997"	"76909002"	"Ewing's sarcoma"	
"8245/3"	"Adenocarcinoid tumor"	"Maps to"	"4313433"	"86293007"	"Adenocarcinoid tumor"	
"8950/3"	"Mullerian mixed tumor"	"Maps to"	"4309352"	"84427001"	"Mullerian mixed tumor"	
"9170/0"	"Lymphangioma, NOS"	"Maps to"	"4286348"	"69044001"	"Lymphangioma"	
"8000/0"	"Neoplasm, benign"	"Maps to"	"4305589"	"3898006"	"Neoplasm, benign"	
"9800/3"	"Leukemia, NOS"	"Maps to"	"4314535"	"87163000"	"Leukemia"	
"8095/3"	"Metatypical carcinoma"	"Maps to"	"4281526"	"6641007"	"Metatypical carcinoma"	
"8300/0"	"Basophil adenoma"	"Maps to"	"4312025"	"9436005"	"Basophil adenoma"	
"8470/0"	"Mucinous cystadenoma, NOS"	"Maps to"	"4281855"	"67182003"	"Mucinous cystadenoma"	
"8503/3"	"Intraductal papillary adenocarcinoma with invasion"	"Maps to"	"4276167"	"64524002"	"Intraductal papillary adenocarcinoma with invasion"	
"8902/3"	"Mixed type rhabdomyosarcoma"	"Maps to"	"4269659"	"62383007"	"Mixed type rhabdomyosarcoma"	
"9537/0"	"Transitional meningioma"	"Maps to"	"4277603"	"64967004"	"Transitional meningioma"	
"8727/0"	"Dysplastic nevus"	"Maps to"	"4267895"	"61814002"	"Dysplastic nevus"	
"9687/3"	"Burkitt lymphoma, NOS"	"Maps to"	"4300163"	"77381001"	"Burkitt lymphoma"	
"8320/3"	"Granular cell carcinoma"	"Maps to"	"4288763"	"69028005"	"Granular cell carcinoma"	
"8091/3"	"Multifocal superficial basal cell carcinoma"	"Maps to"	"4264758"	"61098004"	"Multifocal superficial basal cell carcinoma"	
"8372/0"	"Adrenal cortical adenoma, pigmented"	"Maps to"	"4290634"	"37302003"	"Adrenal cortical adenoma, pigmented"	
"9364/3"	"Peripheral neuroectodermal tumor"	"Maps to"	"4251325"	"73676002"	"Peripheral neuroectodermal tumor"	
"8812/3"	"Periosteal fibrosarcoma"	"Maps to"	"4274980"	"65140001"	"Periosteal fibrosarcoma"	
"8804/3"	"Epithelioid sarcoma"	"Maps to"	"4244886"	"59238007"	"Epithelioid sarcoma"	
"8210/2"	"Adenocarcinoma in situ in adenomatous polyp"	"Maps to"	"4244728"	"60286009"	"Adenocarcinoma in situ in adenomatous polyp"	
"9393/3"	"Papillary ependymoma"	"Maps to"	"4028715"	"128839002"	"Papillary ependymoma"	
"8728/3"	"Meningeal melanomatosis"	"Maps to"	"4028561"	"128731008"	"Meningeal melanomatosis"	
"8842/0"	"Ossifying fibromyxoid tumor"	"Maps to"	"4028565"	"128745002"	"Ossifying fibromyxoid tumor"	
"8015/3"	"Glassy cell carcinoma"	"Maps to"	"4028531"	"128630000"	"Glassy cell carcinoma"	
"8204/0"	"Lactating adenoma"	"Maps to"	"4028537"	"128651002"	"Lactating adenoma"	
"8253/3"	"Bronchiolo-alveolar carcinoma, mucinous"	"Maps to"	"4028539"	"128660005"	"Bronchiolo-alveolar carcinoma, mucinous"	
"8255/3"	"Adenocarcinoma with mixed subtypes"	"Maps to"	"4028540"	"128662002"	"Adenocarcinoma with mixed subtypes"	
"8413/3"	"Eccrine adenocarcinoma"	"Maps to"	"4028545"	"128686000"	"Eccrine adenocarcinoma"	
"8581/1"	"Thymoma, type A, NOS"	"Maps to"	"4028548"	"128707003"	"Thymoma, type A"	
"8588/3"	"Spindle epithelial tumor with thymus-like element"	"Maps to"	"4028554"	"128719006"	"Spindle epithelial tumor with thymus-like element"	
"8815/0"	"Solitary fibrous tumor"	"Maps to"	"4030130"	"128736003"	"Solitary fibrous tumor"	
"8936/0"	"Gastrointestinal stromal tumor, benign"	"Maps to"	"4030134"	"128754004"	"Gastrointestinal stromal tumor, benign"	
"9065/3"	"Germ cell tumor, nonseminomatous"	"Maps to"	"4030137"	"128766005"	"Germ cell tumor, nonseminomatous"	
"9136/1"	"Spindle cell hemangioendothelioma"	"Maps to"	"4030139"	"128769003"	"Spindle cell hemangioendothelioma"	
"9769/1"	"Immunoglobulin deposition disease"	"Maps to"	"4030147"	"128817004"	"Immunoglobulin deposition disease"	
"9837/3"	"Precursor T-cell lymphoblastic leukemia"	"Maps to"	"4030261"	"128824003"	"Precursor T-cell lymphoblastic leukemia"	
"8832/3"	"Dermatofibrosarcoma, NOS"	"Maps to"	"4295283"	"76594008"	"Dermatofibrosarcoma "	
"9509/1"	"Papillary glioneuronal tumor"	"Maps to"	"42872907"	"450902001"	"Papillary glioneuronal tumor"	
"9726/3"	"Primary cutaneous gamma-delta T-cell lymphoma"	"Maps to"	"42872913"	"450908002"	"Primary cutaneous gamma-delta T-cell lymphoma"	
"9808/3"	"Mixed phenotype acute leukemia, B/myeloid, NOS"	"Maps to"	"42872921"	"450916006"	"Mixed phenotype acute leukemia B/myeloid"	
"9809/3"	"Mixed phenotype acute leukemia, T/myeloid, NOS"	"Maps to"	"42872922"	"450917002"	"Mixed phenotype acute leukemia T/myeloid"	
"9992/3"	"Refractory thrombocytopenia"	"Maps to"	"42872952"	"450947000"	"Refractory thrombocytopenia"	
"9431/1"	"Angiocentric glioma"	"Maps to"	"42872905"	"450900009"	"Angiocentric glioma"	
"8407/0"	"Syringoma, NOS"	"Maps to"	"4323567"	"71244007"	"Syringoma"	
"8963/3"	"Malignant rhabdoid tumor"	"Maps to"	"4307938"	"83118000"	"Malignant rhabdoid tumor"	
"8801/3"	"Spindle cell sarcoma"	"Maps to"	"4321133"	"9801004"	"Spindle cell sarcoma"	
"9560/0"	"Neurilemoma, NOS"	"Maps to"	"4321755"	"985004"	"Neurilemoma"	
"8800/9"	"Sarcomatosis, NOS"	"Maps to"	"4311495"	"9395006"	"Sarcomatosis"	
"9871/3"	"Acute myeloid leukemia with abnormal marrow eosinophils"	"Maps to"	"4304355"	"103688009"	"Acute myeloid leukemia with abnormal marrow eosinophils"	
"8622/1"	"Granulosa cell tumor, juvenile"	"Maps to"	"4297451"	"77029009"	"Juvenile granulosa cell tumor"	
"8761/3"	"Malignant melanoma in giant pigmented nevus"	"Maps to"	"4294258"	"75931002"	"Malignant melanoma in giant pigmented nevus"	
"8152/3"	"Glucagonoma, malignant"	"Maps to"	"4282771"	"66515009"	"Glucagonoma, malignant"	
"8723/0"	"Halo nevus"	"Maps to"	"4302320"	"78325005"	"Halo nevus"	
"8471/0"	"Papillary mucinous cystadenoma, NOS"	"Maps to"	"4272233"	"36721002"	"Papillary mucinous cystadenoma"	
"9863/3"	"Chronic myeloid leukemia, NOS"	"Maps to"	"4272001"	"63364005"	"Chronic myeloid leukemia"	
"9170/3"	"Lymphangiosarcoma"	"Maps to"	"4272004"	"63373002"	"Lymphangiosarcoma"	
"8901/3"	"Pleomorphic rhabdomyosarcoma, adult type"	"Maps to"	"4298312"	"77455004"	"Pleomorphic rhabdomyosarcoma"	
"8034/3"	"Polygonal cell carcinoma"	"Maps to"	"4290675"	"70401000"	"Polygonal cell carcinoma"	
"8261/3"	"Adenocarcinoma in villous adenoma"	"Maps to"	"4262979"	"36087009"	"Adenocarcinoma in villous adenoma"	
"8772/3"	"Spindle cell melanoma, NOS"	"Maps to"	"4288627"	"68827007"	"Spindle cell melanoma"	
"9275/0"	"Gigantiform cementoma"	"Maps to"	"4273710"	"63937004"	"Gigantiform cementoma"	
"8032/3"	"Spindle cell carcinoma, NOS"	"Maps to"	"4277415"	"65692009"	"Spindle cell carcinoma"	
"9073/1"	"Gonadoblastoma"	"Maps to"	"4253033"	"74751003"	"Gonadoblastoma"	
"8000/9"	"Neoplasm, malignant, uncertain whether primary or metastatic"	"Maps to"	"4268747"	"6219000"	"Neoplasm, malignant, uncertain whether primary or metastatic"	
"9505/1"	"Ganglioglioma, NOS"	"Maps to"	"4233836"	"89880005"	"Ganglioglioma, no ICD-O subtype"	
"8092/3"	"Infiltrating basal cell carcinoma, NOS"	"Maps to"	"4236978"	"56665009"	"Infiltrating basal cell carcinoma"	
"9052/0"	"Epithelioid mesothelioma, benign"	"Maps to"	"4225737"	"84919003"	"Epithelioid mesothelioma, benign"	
"8892/0"	"Cellular leiomyoma"	"Maps to"	"4235284"	"90955001"	"Cellular leiomyoma"	
"8722/0"	"Balloon cell nevus"	"Maps to"	"4220963"	"8276007"	"Balloon cell nevus"	
"8490/3"	"Signet ring cell carcinoma"	"Maps to"	"4227888"	"87737001"	"Signet ring cell carcinoma"	
"9270/1"	"Odontogenic tumor, NOS"	"Maps to"	"4244071"	"3833004"	"Odontogenic tumor"	
"8313/0"	"Clear cell adenofibroma"	"Maps to"	"4240840"	"58161009"	"Clear cell adenofibroma"	
"8121/3"	"Schneiderian carcinoma"	"Maps to"	"4206785"	"5600009"	"Schneiderian carcinoma"	
"8683/0"	"Gangliocytic paraganglioma"	"Maps to"	"4217828"	"72787006"	"Gangliocytic paraganglioma"	
"8004/3"	"Malignant tumor, spindle cell type"	"Maps to"	"4228203"	"88897007"	"Malignant tumor, fusiform cell type"	
"8143/3"	"Superficial spreading adenocarcinoma"	"Maps to"	"4216830"	"81446001"	"Superficial spreading adenocarcinoma"	
"8001/1"	"Tumor cells, uncertain whether benign or malignant"	"Maps to"	"4216929"	"39577004"	"Tumor cells, uncertain whether benign or malignant"	
"9964/3"	"Chronic eosinophilic leukemia, NOS"	"Maps to"	"4211647"	"413836008"	"Chronic eosinophilic leukemia"	
"8401/3"	"Apocrine adenocarcinoma"	"Maps to"	"4211683"	"57141000"	"Apocrine adenocarcinoma"	
"9732/3"	"Multiple myeloma"	"Maps to"	"4210177"	"55921005"	"Multiple myeloma"	
"9410/3"	"Protoplasmic astrocytoma"	"Maps to"	"4208378"	"55094006"	"Protoplasmic astrocytoma"	
