CONCEPT_NAME_1	CONCEPT_CLASS_ID_1	CONCEPT_ID_2	CONCEPT_NAME_2	PRECEDENCE	CONVERSION_FACTOR
CHLOROQUINE DIPHOSPHATE	Ingredient	1792515	Chloroquine	1	
CHLOROTHIAZIDE	Ingredient	992590	Chlorothiazide	1	
CHLOROXYLENOL	Ingredient	949459	chloroxylenol	1	
CHLORPHENESIN	Ingredient	19092712	Chlorphenesin	1	
CHLORPHENIRAMINE	Ingredient	1192710	Chlorpheniramine	1	
CHLORPHENIRAMINE MALEATE	Ingredient	1192710	Chlorpheniramine	1	
CHLORPROMAZINE	Ingredient	794852	Chlorpromazine	1	
CHLORPROMAZINE HYDROCHLORIDE	Ingredient	794852	Chlorpromazine	1	
CHLORPROPAMIDE	Ingredient	1594973	Chlorpropamide	1	
CHLORTETRACYCLINE HYDROCHLORIDE	Ingredient	19095043	Chlortetracycline	1	
CHLORTHALIDONE	Ingredient	1395058	Chlorthalidone	1	
CHLORZOXAZONE	Ingredient	795113	Chlorzoxazone	1	
CHOLECYSTOKININ	Ingredient	19058355	Cholecystokinin	1	
CHOLERA VACCINE	Ingredient	595252	Cholera Vaccine	1	
CHOLERA VACCINE, LIVE ORAL CVD 103-HGR	Ingredient	595252	Cholera Vaccine	1	
CHOLESTEROL	Ingredient	19059097	Cholesterol	1	
CHOLESTYRAMINE RESIN	Ingredient	19095309	Cholestyramine Resin	1	
CHOLINE	Ingredient	1195334	Choline	1	
CHOLINE BITARTRATE	Ingredient	1195334	Choline	1	
CHOLINE CHLORIDE	Ingredient	1195334	Choline	1	
CHOLINE CITRATE	Ingredient	1195334	Choline	1	
CHOLINE DIHYDROGEN CITRATE	Ingredient	1195334	Choline	1	
CHOLINE SALICYLATE	Ingredient	1195334	Choline	1	
CHORIOGONADOTROPIN ALPHA	Ingredient	1563600	Chorionic Gonadotropin	1	
CHORIONIC GONADOTROPIN	Ingredient	1563600	Chorionic Gonadotropin	1	
CHROMIC CHLORIDE	Ingredient	19049877	chromic chloride	1	
CHROMIC GLUTAMATE	Ingredient	42900269	chromium gluconate	1	
CHROMIC OXIDE	Ingredient	43012274	chromium oxide	1	
CHROMIC SULFATE	Ingredient	19060391	Chromic sulfate	1	
CHROMIUM	Ingredient	19061821	Chromium	1	
CHROMIUM ASPARTATE	Ingredient	19065778	CHROMIUM ASPARTATE	1	
CHROMIUM CHLORIDE CR51	Ingredient	19061821	Chromium	1	
CHROMIUM CITRATE	Ingredient	19103213	CHROMIUM CITRATE	1	
CHROMIUM PROTEINATE	Ingredient	19061821	Chromium	1	
CHROMIUM SULFATE	Ingredient	19060391	Chromic sulfate	1	
CHROMIUM TRIOXIDE	Ingredient	45775095	chromium trioxide	1	
CHRYSANTHEMUM MORIFOLIA	Ingredient	42898856	Chrysanthemum X morifolium flower extract	1	
CHYMOPAPAIN	Ingredient	19096683	Chymopapain	1	
CHYMOTRYPSIN	Ingredient	19096710	CHYMOTRYPSIN	1	
CICHORIUM INTYBUS	Ingredient	45774904	Cichorium intybus whole extract	1	
CICHORIUM INTYBUS, FLOS	Ingredient	45774904	Cichorium intybus whole extract	1	
CICLESONIDE	Ingredient	902938	ciclesonide	1	
CICLOPIROX	Ingredient	950098	ciclopirox	1	
CICLOPIROX OLAMINE	Ingredient	950098	ciclopirox	1	
CICUTA VIROSA	Ingredient	44784734	Cicuta virosa whole extract	1	
CILASTATIN SODIUM	Ingredient	1797258	Cilastatin	1	
CILAZAPRIL	Ingredient	19050216	Cilazapril	1	
CILAZAPRIL MONOHYDRATE	Ingredient	19050216	Cilazapril	1	
CIMETIDINE	Ingredient	997276	Cimetidine	1	
CIMETIDINE HYDROCHLORIDE	Ingredient	997276	Cimetidine	1	
CINA	Ingredient	43125924	Cina for homeopathic preparations	1	
CINACALCET HYDROCHLORIDE	Ingredient	1548111	cinacalcet	1	
CINCHONA OFFICINALIS	Ingredient	42898864	Cinchona officinalis bark extract	1	
CINCHONA OFFICINALIS	Ingredient	19030960	Cinchona officinalis preparation	2	
CINCHONA OFFICINALIS	Ingredient	45775165	Cinchona officinalis whole extract	3	
CINNAMALDEHYDE	Ingredient	42900368	alpha-hexylcinnamaldehyde	1	
CINNAMEDRINE	Ingredient	1150362	cinnamedrine	1	
CINNAMOMUM VERUM	Ingredient	1307310	Cinnamon Preparation	1	
CINNAMOMUM ZEYLANICUM	Ingredient	42898866	Cinnamomum camphora leaf extract	3	
CINNAMOMUM ZEYLANICUM	Ingredient	44785623	CINNAMOMUM CAMPHORA WHOLE EXTRACT	2	
CINNAMOMUM ZEYLANICUM	Ingredient	44814231	Cinnamomum aromaticum whole extract	4	
CINNAMOMUM ZEYLANICUM	Ingredient	45776124	Cinnamomum camphora resin	1	
CINNAMON OIL	Ingredient	42898867	Cinnamon oil	1	
CINNAMYL ALCOHOL	Ingredient	43012232	cinnamyl alcohol	1	
CIPROFLOXACIN	Ingredient	1797513	Ciprofloxacin	1	
CIPROFLOXACIN HYDROCHLORIDE	Ingredient	1797513	Ciprofloxacin	1	
CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE	Ingredient	1797513	Ciprofloxacin	1	
CIPROFLOXACIN LACTATE	Ingredient	1797513	Ciprofloxacin	1	
CISAPRIDE MONOHYDRATE	Ingredient	932196	Cisapride	1	
CISATRACURIUM BESYLATE	Ingredient	19015726	Cisatracurium	1	
CIS-LINOLEIC ACID	Ingredient	19011795	linoleate	1	
CISPLATIN	Ingredient	1397599	Cisplatin	1	
CITALOPRAM HYDROBROMIDE	Ingredient	797617	Citalopram	1	
CITRIC ACID	Ingredient	950435	Citric Acid	1	
CITRIC ACID MONOHYDRATE	Ingredient	950435	Citric Acid	1	
CITRULLUS COLOCYNTHIS	Ingredient	42904264	Citrullus colocynthis fruit extract	1	
CITRULLUS COLOCYNTHIS	Ingredient	42898910	Citrullus colocynthis fruit pulp extract	2	
CITRULLUS COLOCYNTHIS	Ingredient	46276344	Citrullus colocynthis whole extract	3	
CITRUS	Ingredient	19013754	citrus bioflavonoids	1	
CITRUS	Ingredient	42898447	CITRUS AURANTIUM FRUIT OIL	3	
CITRUS	Ingredient	42898456	CITRUS RETICULATA FRUIT OIL	4	
CITRUS	Ingredient	42898457	CITRUS RETICULATA LEAF OIL	5	
CITRUS	Ingredient	42898458	CITRUS SINENSIS FLOWER OIL	7	
CITRUS	Ingredient	42898459	CITRUS SINENSIS FRUIT OIL	9	
CITRUS	Ingredient	979035	Citrus Pectin extract	2	
CITRUS	Ingredient	43526055	Citrus sinensis flower extract	6	
CITRUS	Ingredient	43560687	citrus sinensis whole extract	10	
CITRUS	Ingredient	46276373	Citrus sinensis flower wax	8	
CITRUS AURANTIUM L.	Ingredient	42898449	CITRUS AURANTIUM LEAFY TWIG OIL	1	
CITRUS RETICULATA	Ingredient	35603641	Citrus reticulata whole extract	1	
CLADRIBINE	Ingredient	19054825	Cladribine	1	
CLARITHROMYCIN	Ingredient	1750500	Clarithromycin	1	
CLAVULANATE POTASSIUM	Ingredient	1759842	Clavulanate	1	
CLEMASTINE HYDROGEN FUMARATE	Ingredient	1197677	Clemastine	1	
CLEMATIS	Ingredient	42898935	CLEMATIS VIRGINIANA TOP	1	
CLEMATIS	Ingredient	42898937	Clematis vitalba leaf extract	2	
CLEMATIS	Ingredient	42898934	Clematis recta flowering top extract	4	
CLEMATIS	Ingredient	45776028	Clematis hexapetala whole extract	3	
CLEMATIS ERECTA	Ingredient	42898934	Clematis recta flowering top extract	1	
CLEMATIS VIRGINIANA	Ingredient	42898935	CLEMATIS VIRGINIANA TOP	1	
CLEMATIS VITALBA	Ingredient	42898938	Clematis vitalba top extract	1	
CLEMATIS VITALBA, FLOS	Ingredient	42898938	Clematis vitalba top extract	1	
CLIDINIUM BROMIDE	Ingredient	950792	clidinium	1	
CLINDAMYCIN HYDROCHLORIDE	Ingredient	997881	Clindamycin	1	
CLINDAMYCIN PHOSPHATE	Ingredient	997881	Clindamycin	1	
CLIOQUINOL	Ingredient	980867	Clioquinol	1	
CLOBAZAM	Ingredient	19050832	clobazam	1	
CLOBETASOL PROPIONATE	Ingredient	998415	Clobetasol	1	
CLOBETASONE BUTYRATE	Ingredient	19005129	Clobetasone	1	
CLODRONATE DISODIUM	Ingredient	19024249	Clodronic Acid	1	
CLODRONATE DISODIUM TETRAHYDRATE	Ingredient	19024249	Clodronic Acid	1	
CLOFARABINE	Ingredient	19054821	clofarabine	1	
CLOFEDANOL HYDROCHLORIDE	Ingredient	1150886	chlophedianol	1	
CLOFIBRATE	Ingredient	1598658	Clofibrate	1	
CLOMIPHENE CITRATE	Ingredient	1598819	Clomiphene	1	
CLOMIPRAMINE HYDROCHLORIDE	Ingredient	798834	Clomipramine	1	
CLONAZEPAM	Ingredient	798874	Clonazepam	1	
CLONIDINE HYDROCHLORIDE	Ingredient	1398937	Clonidine	1	
CLOPIDOGREL BISULFATE	Ingredient	1322184	clopidogrel	1	
CLORAZEPATE DIPOTASSIUM	Ingredient	790253	clorazepate	1	
CLOTRIMAZOLE	Ingredient	1000632	Clotrimazole	1	
CLOVE	Ingredient	19023184	Clove oil	1	
CLOVE	Ingredient	40172112	clove allergenic extract	2	
CLOVE OIL	Ingredient	19023184	Clove oil	1	
CLOXACILLIN SODIUM	Ingredient	1800835	Cloxacillin	1	
CLOZAPINE	Ingredient	800878	Clozapine	1	
CNIDIUM	Ingredient	43526059	Cnidium officinale whole extract	1	
COAGULATION FACTOR II (HUMAN)	Ingredient	44507865	Prothrombin	1	
COAGULATION FACTOR IX (HUMAN)	Ingredient	1351935	factor IX	1	
COAGULATION FACTOR IX (RECOMBINANT)	Ingredient	1351935	factor IX	2	
COAGULATION FACTOR VII (HUMAN)	Ingredient	44785020	factor VII	1	
COAGULATION FACTOR X (HUMAN)	Ingredient	44785022	factor X	1	
COAL TAR	Ingredient	1000995	Coal Tar	1	
COBALT	Ingredient	42898944	Cobalt	1	
COBALT GLUCONATE	Ingredient	19055712	COBALT GLUCONATE	1	
COBALTOUS CHLORIDE	Ingredient	43532280	cobaltous chloride	1	
COBALTUM NITRICUM	Ingredient	43527195	cobaltous nitrate	1	
COBAMAMIDE	Ingredient	19048026	cobamamide	1	
Cobicistat	Ingredient	42874220	cobicistat	1	
COCAINE HYDROCHLORIDE	Ingredient	1001419	Cocaine	1	
COCCULUS INDICUS	Ingredient	43126046	Cocculus Indicus for homeopathic preparations	1	
COCHINEAL	Ingredient	43531800	Cochineal	1	
COCILLANA	Ingredient	19050414	Ethylmorphine	1	
COCKLEBUR	Ingredient	42903953	Xanthium extract	1	
COCOA	Ingredient	43525921	Cocoa extract	3	
COCOA	Ingredient	951112	cocoa butter	1	
COCOA	Ingredient	40170576	cocoa bean allergenic extract	2	
COCOA BUTTER	Ingredient	951112	cocoa butter	1	
COD LIVER OIL	Ingredient	19101604	Cod Liver Oil	1	
CODEINE	Ingredient	1201620	Codeine	1	
CODEINE PHOSPHATE	Ingredient	1201620	Codeine	1	
COENZYME Q10	Ingredient	1351115	coenzyme Q10	1	
COFFEA TOSTA	Ingredient	40226473	coffee fruit preparation	1	
COFFEE	Ingredient	40226473	coffee fruit preparation	1	
COFFEE	Ingredient	40170628	coffee bean allergenic extract	2	
COFFEE	Ingredient	42900449	robusta coffee bean extract	3	
COLCHICINE	Ingredient	1101554	Colchicine	1	
COLCHICUM	Ingredient	44784745	Colchicum autumnale seed extract	3	
COLCHICUM	Ingredient	42904136	Colchicum autumnale bulb extract	1	
COLCHICUM	Ingredient	44814256	Colchicum autumnale flower extract	2	
COLCHICUM	Ingredient	45774905	Colchicum autumnale whole extract	4	
Colesevelam hydrochloride	Ingredient	1518148	colesevelam	1	
COLESTIPOL HYDROCHLORIDE	Ingredient	1501617	Colestipol	1	
COLFOSCERIL PALMITATE	Ingredient	19004764	Colfosceril	1	
COLISTIMETHATE SODIUM	Ingredient	901845	Colistin	1	
COLLAGEN	Ingredient	19069049	Collagen	1	
COLLAGENASE	Ingredient	980311	COLLAGENASE	1	
Collagenase Clostridium Histolyticum	Ingredient	40172153	collagenase Clostridium histolyticum	1	
COLLINSONIA CANADENSIS	Ingredient	42898923	Collinsonia canadensis root extract	1	
COLOCASIA ESCULENTA	Ingredient	42898928	Colocasia esculenta root extract	1	
COLOSTRUM	Ingredient	46221662	Human Colostrum	1	
COLTSFOOT	Ingredient	42903436	Tussilago farfara extract	1	
COMBRETUM	Ingredient	45892530	Combretum micranthum leaf extract	1	
COMFREY	Ingredient	42903951	Comfrey leaf extract	1	
COMFREY	Ingredient	42904063	comfrey root extract	2	
COMMON ARUM	Ingredient	42898307	Arum maculatum root extract	1	
COMMON SAGEBRUSH	Ingredient	40161598	common sagebrush pollen extract	1	
COMOCLADIA DENTATA	Ingredient	42898931	Comocladia dentata bark-leaf extract	1	
CONDURANGO	Ingredient	35605671	Marsdenia cundurango whole extract	1	
CONIINE	Ingredient	42903623	coniine	1	
CONIUM MACULATUM	Ingredient	19071780	Conium maculatum preparation	1	
CONIUM MACULATUM	Ingredient	45774565	Conium maculatum root extract	2	
CONJUGATED ESTROGENS	Ingredient	1549080	Estrogens, Conjugated (USP)	1	
CONVALLARIA MAJALIS	Ingredient	42904067	Convallaria majalis extract	1	
COPPER	Ingredient	19071128	Copper	1	
COPPER CITRATE	Ingredient	19071128	Copper	1	
COPPER GLUCONATE	Ingredient	19004810	Copper Gluconate	1	
COPPER HVP CHELATE	Ingredient	19071128	Copper	1	
COPPER PROTEINATE	Ingredient	19071128	Copper	1	
COPPER SULFATE	Ingredient	19057346	Copper Sulfate	1	
CORALLIUM RUBRUM	Ingredient	42898948	Corallium rubrum exoskeleton preparation	1	
CORBADRINE	Ingredient	19015395	Levonordefrin	1	
CORBADRINE HYDROCHLORIDE	Ingredient	19015395	Levonordefrin	1	
CORIANDER	Ingredient	19017893	Coriander Extract	1	
CORIANDRUM SATIVUM	Ingredient	45776110	Coriandrum sativum whole extract	1	
CORN POPPY	Ingredient	43527194	corn grain extract	1	
CORTEX MAGNOLIAE OFFICINALIS	Ingredient	42899333	Magnolia officinalis bark extract	1	
CORTISONE ACETATE	Ingredient	1507705	Cortisone	1	
CORYNEBACTERIUM DIPHTHERIAE CRM-197 PROTEIN	Ingredient	529303	diphtheria toxoid vaccine, inactivated	1	
COTTON PLANT	Ingredient	40175806	cotton allergenic extract	1	
COTTON PLANT	Ingredient	40174252	cotton fiber allergenic extract	2	
COTTON PLANT	Ingredient	40161624	cotton seed allergenic extract	3	
COTTON SEED OIL EXT.	Ingredient	42898955	Cottonseed Oil	1	
COUCH GRASS	Ingredient	42899045	Elymus repens root extract	1	
COUCH GRASS	Ingredient	42904070	Elymus repens top extract	2	
COUCH GRASS	Ingredient	46276249	Elymus repens whole extract	3	
COUMARIN	Ingredient	19008106	coumarin	1	
COWSLIP	Ingredient	42899873	Primula veris extract	1	
CRESOL	Ingredient	19087223	Cresol	1	
CRESYL ACETATE	Ingredient	920064	4-cresyl acetate	1	
Crizotinib	Ingredient	40242675	crizotinib	1	
CROMOLYN SODIUM	Ingredient	1152631	Cromolyn	1	
CROTAMITON	Ingredient	969276	crotamiton	1	
CROTON OIL	Ingredient	42898838	Croton Oil	1	
CUCURBITA PEPO	Ingredient	45776111	Cucurbita pepo whole extract	1	
CUCURBITA PEPO SEMEN	Ingredient	45776111	Cucurbita pepo whole extract	1	
CUMMIN	Ingredient	40172218	cumin allergenic extract	1	
CUPRESSUS SEMPERVIRENS	Ingredient	44784736	Cupressus sempervirens whole extract	1	
CUPRIC ACETATE	Ingredient	42898849	cupric acetate	1	
CUPRIC CARBONATE BASIC	Ingredient	42903620	cupric carbonate basic	1	
CUPRIC CHLORIDE	Ingredient	19073031	cupric chloride	1	
CUPRIC CITRATE	Ingredient	19071128	Copper	1	
CUPRIC OXIDE	Ingredient	19073229	Cupric oxide	1	
CUPRIC SULFATE	Ingredient	19057346	Copper Sulfate	1	
CURARE	Ingredient	46276352	Strychnos ignatii whole extract	1	
CYANOCOBALAMIN	Ingredient	1308738	Vitamin B 12	1	
CYANOCOBALAMIN CO 57	Ingredient	19135931	Cyanocobalamin Co57	1	
CYCLAMEN EUROPAEUM L.	Ingredient	42898861	Cyclamen purpurascens tuber extract	1	
CYCLANDELATE	Ingredient	1309323	Cyclandelate	1	
CYCLIZINE HYDROCHLORIDE	Ingredient	909358	Cyclizine	1	
CYCLOBENZAPRINE HYDROCHLORIDE	Ingredient	778711	cyclobenzaprine	1	
CYCLOPENTOLATE HYDROCHLORIDE	Ingredient	910232	Cyclopentolate	1	
CYCLOPHOSPHAMIDE	Ingredient	1310317	Cyclophosphamide	1	
CYCLOSERINE	Ingredient	1710446	Cycloserine	1	
CYNARA SCOLYMUS	Ingredient	42903976	Cynara scolymus leaf extract	1	
CYPERUS ROTUNDUS	Ingredient	42898876	Cyperus rotundus root extract	1	
CYPRESS	Ingredient	40222427	bald cypress pollen extract	1	
CYPROHEPTADINE HYDROCHLORIDE	Ingredient	1110727	Cyproheptadine	1	
CYPROTERONE ACETATE	Ingredient	19010792	Cyproterone	1	
CYSTINE	Ingredient	19011082	Cystine	1	
CYTARABINE	Ingredient	1311078	Cytarabine	1	
CYTISUS SCOPARIUS	Ingredient	45775973	Cytisus scoparius flower extract	1	
CYTOMEGALOVIRUS IMMUNE GLOBULIN (HUMAN)	Ingredient	586491	cytomegalovirus immune globulin	1	
D&C RED NO. 28	Ingredient	42898883	D&C RED NO. 28	1	
DABIGATRAN ETEXILATE MESILATE	Ingredient	40228152	dabigatran etexilate	1	
Dabrafenib mesylate	Ingredient	43532299	dabrafenib	1	
DACARBAZINE	Ingredient	1311409	Dacarbazine	1	
Daclatasvir Dihydrochloride	Ingredient	46221696	daclatasvir	1	
DACLIZUMAB	Ingredient	19036892	Daclizumab	1	
DACTINOMYCIN	Ingredient	1311443	Dactinomycin	1	
DALFOPRISTIN	Ingredient	1789517	dalfopristin	1	
D-ALPHA TOCOPHEROL	Ingredient	19056802	alpha Tocopherol	1	
D-ALPHA TOCOPHERYL	Ingredient	19014220	TOCOPHERYL ACID SUCCINATE,D-ALPHA	1	
D-ALPHA TOCOPHERYL ACETATE	Ingredient	19014220	TOCOPHERYL ACID SUCCINATE,D-ALPHA	1	
D-ALPHA TOCOPHERYL ACID SUCCINATE	Ingredient	19014220	TOCOPHERYL ACID SUCCINATE,D-ALPHA	1	
DALTEPARIN SODIUM	Ingredient	1301065	Dalteparin	1	
DAMIANA	Ingredient	45775017	Turnera diffusa leaf extract	1	
DANAPAROID SODIUM	Ingredient	19026343	danaparoid	1	
DANAZOL	Ingredient	1511449	Danazol	1	
DANTHRON	Ingredient	19086560	danthron	1	
DANTROLENE SODIUM	Ingredient	711714	Dantrolene	1	
Dapagliflozin propanediol monohydrate	Ingredient	44785829	dapagliflozin	1	
DAPSONE	Ingredient	1711759	Dapsone	1	
DAPTOMYCIN	Ingredient	1786617	Daptomycin	1	
DARBEPOETIN ALFA	Ingredient	1304643	darbepoetin alfa	1	
DARIFENACIN HYDROBROMIDE	Ingredient	916230	darifenacin	1	
DARUNAVIR ETHANOLATE	Ingredient	1756831	darunavir	1	
Dasabuvir sodium monohydrate	Ingredient	45892558	dasabuvir	1	
DASATINIB MONOHYDRATE	Ingredient	1358436	dasatinib	1	
DAUNORUBICIN	Ingredient	1311799	Daunorubicin	1	
DAUNORUBICIN HYDROCHLORIDE	Ingredient	1311799	Daunorubicin	1	
DEAD NETTLE	Ingredient	43531998	Lamium album extract	1	
DEFERASIROX	Ingredient	1786055	deferasirox	1	
Deferiprone	Ingredient	19011091	deferiprone	1	
DEFEROXAMINE MESYLATE	Ingredient	1711947	Deferoxamine	1	
DEHYDROCHOLIC ACID	Ingredient	19052817	Dehydrocholate	1	
DELAVIRDINE MESYLATE	Ingredient	1747157	Delavirdine	1	
DELPHINIUM STAPHISAGRIA	Ingredient	42898832	Delphinium staphisagria seed extract	2	
DELPHINIUM STAPHISAGRIA	Ingredient	19070925	Delphinium Staphisagria Preparation	1	
DEMECLOCYCLINE HYDROCHLORIDE	Ingredient	1714527	Demeclocycline	1	
DENOSUMAB	Ingredient	40222444	denosumab	1	
DEOXYCHOLIC ACID	Ingredient	19052896	Deoxycholate	1	
DEOXYRIBONUCLEASE PANCREATIC	Ingredient	915841	Deoxyribonucleases	1	
DEOXYRIBONUCLEIC ACID	Ingredient	915841	Deoxyribonucleases	1	
DEQUALINIUM CHLORIDE	Ingredient	19016063	Dequalinium	1	
DERMATOPHAGOIDES FARINAE	Ingredient	40161821	house dust mite extract, Dermatophagoides farinae	1	
DERMATOPHAGOIDES PTERONYSSINUS	Ingredient	40161835	house dust mite extract, Dermatophagoides pteronyssinus	1	
DESFLURANE	Ingredient	19002770	desflurane	1	
DESIPRAMINE HYDROCHLORIDE	Ingredient	716968	Desipramine	1	
DESLORATADINE	Ingredient	1103006	desloratadine	1	
DESMOPRESSIN ACETATE	Ingredient	1517070	desmopressin	1	
DESMOPRESSIN ACETATE TRIHYDRATE	Ingredient	1517070	desmopressin	1	
DESOGESTREL	Ingredient	1588000	Desogestrel	1	
DESONIDE	Ingredient	917205	Desonide	1	
DESOXIMETASONE	Ingredient	917336	Desoximetasone	1	
DESVENLAFAXINE SUCCINATE	Ingredient	717607	Desvenlafaxine	1	
DEXAMETHASONE	Ingredient	1518254	Dexamethasone	1	
DEXAMETHASONE SODIUM METASULPHOBENZOATE	Ingredient	1518254	Dexamethasone	1	
DEXAMETHASONE SODIUM PHOSPHATE	Ingredient	1518254	Dexamethasone	1	
DEXBROMPHENIRAMINE MALEATE	Ingredient	1188052	dexbrompheniramine	1	
DEXCHLORPHENIRAMINE MALEATE	Ingredient	1188114	dexchlorpheniramine	1	
DEXLANSOPRAZOLE	Ingredient	19039926	dexlansoprazole	1	
DEXMEDETOMIDINE HYDROCHLORIDE	Ingredient	19061088	Dexmedetomidine	1	
DEXPANTHENOL	Ingredient	988294	dexpanthenol	1	
DEXRAZOXANE	Ingredient	1353011	Dexrazoxane	1	
DEXTRAN	Ingredient	1352890	Dextran	1	
DEXTRAN 40	Ingredient	19019122	Dextran 40	1	
DEXTRAN 70	Ingredient	1319156	Dextran 70	1	
DEXTROAMPHETAMINE SACCHARATE	Ingredient	719311	Dextroamphetamine	1	
DEXTROAMPHETAMINE SULFATE	Ingredient	719311	Dextroamphetamine	1	
DEXTROMETHORPHAN HYDROBROMIDE	Ingredient	1119510	Dextromethorphan	1	
DEXTROMETHORPHAN POLISTIREX	Ingredient	1119510	Dextromethorphan	1	
DEXTROSE	Ingredient	1560524	Glucose	1	
DEXTROSE ANHYDROUS	Ingredient	1560524	Glucose	1	
DEXTROSE MONOHYDRATE	Ingredient	1560524	Glucose	1	
DEXTROTHYROXINE SODIUM	Ingredient	19022003	Dextrothyroxine	1	
DIADEM SPIDER	Ingredient	42904119	Araneus diadematus preparation	1	
DIATRIZOATE MEGLUMINE	Ingredient	19022596	Diatrizoate	1	
DIATRIZOATE SODIUM	Ingredient	19022596	Diatrizoate	1	
DIAZEPAM	Ingredient	723013	Diazepam	1	
DIAZOXIDE	Ingredient	1523280	Diazoxide	1	
DIBUCAINE	Ingredient	923840	Dibucaine	1	
DIBUCAINE HYDROCHLORIDE	Ingredient	923840	Dibucaine	1	
DIBUNATE SODIUM	Ingredient	19045601	DIBUNATE	1	
DICALCIUM ORTHOPHOSPHATE	Ingredient	19065779	dicalcium phosphate	1	
DICENTRA CANADENSIS	Ingredient	44816344	Dicentra canadensis root extract	1	
DICHLORACETIC ACID	Ingredient	19024246	Dichloroacetate	1	
DICHLOROBENZENE	Ingredient	19058341	Dichlorobenzene	1	
DICHLOROBENZYL ALCOHOL	Ingredient	19054875	dichlorobenzyl alcohol	1	
DICHLORODIFLUOROMETHANE	Ingredient	963747	dichlorodifluoromethane	1	
DICLOFENAC DIETHYLAMINE	Ingredient	1124300	Diclofenac	1	
DICLOFENAC POTASSIUM	Ingredient	1124300	Diclofenac	1	
DICLOFENAC SODIUM	Ingredient	1124300	Diclofenac	1	
DICYCLOMINE HYDROCHLORIDE	Ingredient	924724	Dicyclomine	1	
DIDANOSINE	Ingredient	1724869	Didanosine	1	
DIDECYL DIMETHYL AMMONIUM CHLORIDE	Ingredient	40226492	didecyldimethylammonium chloride	1	
DIENESTROL	Ingredient	925102	Dienestrol	1	
Dienogest	Ingredient	19054876	dienogest	1	
DIETHYLAMINE SALICYLATE	Ingredient	19029278	diethylamine salicylate	1	
DIETHYLCARBAMAZINE CITRATE	Ingredient	19025698	Diethylcarbamazine	1	
DIETHYLPROPION HYDROCHLORIDE	Ingredient	725822	Diethylpropion	1	
DIETHYLSTILBESTROL	Ingredient	1525866	Diethylstilbestrol	1	
DIETHYLSTILBESTROL DIPHOSPHATE SODIUM	Ingredient	19065450	fosfestrol	1	
DIFLORASONE DIACETATE	Ingredient	960988	Diflorasone	1	
DIFLUCORTOLONE VALERATE	Ingredient	19026096	Diflucortolone	1	
DIFLUNISAL	Ingredient	1126128	Diflunisal	1	
Difluprednate	Ingredient	19089579	difluprednate	1	
DIGITALIS	Ingredient	19060903	Digitalis preparation	1	
DIGITOXIN	Ingredient	19026180	Digitoxin	1	
DIGOXIN	Ingredient	1326303	Digoxin	1	
DIGOXIN IMMUNE FAB (OVINE)	Ingredient	19045317	digoxin antibodies Fab fragments	1	
DIHYDROERGOTAMINE MESYLATE	Ingredient	1126557	Dihydroergotamine	1	
DIHYDROTACHYSTEROL	Ingredient	19027015	Dihydrotachysterol	1	
DIIODOHYDROXYQUIN	Ingredient	928006	Iodoquinol	1	
DILL	Ingredient	45893011	Anethum graveolens whole extract	1	
DILTIAZEM HYDROCHLORIDE	Ingredient	1328165	Diltiazem	1	
DIMENHYDRINATE	Ingredient	928744	Dimenhydrinate	1	
DIMERCAPROL	Ingredient	1728903	Dimercaprol	1	
DIMETHICONE	Ingredient	916662	dimethicone	1	
DIMETHOXANE	Ingredient	19011098	Dimethoxanate	1	
Dimethyl Fumarate	Ingredient	43526424	dimethyl fumarate	1	
DIMETHYL SULFOXIDE	Ingredient	928980	Dimethyl Sulfoxide	1	
DINOPROST TROMETHAMINE	Ingredient	19029421	Dinoprost	1	
DINOPROSTONE	Ingredient	1329415	Dinoprostone	1	
DIOSCOREA OPPOSITA	Ingredient	46221697	Dioscorea oppositifolia whole extract	1	
DIOSCOREA VILLOSA	Ingredient	42899038	Dioscorea villosa tuber extract	1	
DIOXYBENZONE	Ingredient	989957	dioxybenzone	1	
DIPHENHYDRAMINE	Ingredient	1129625	Diphenhydramine	1	
DIPHENHYDRAMINE CITRATE	Ingredient	1129625	Diphenhydramine	1	
DIPHENHYDRAMINE HYDROCHLORIDE	Ingredient	1129625	Diphenhydramine	1	
DIPHENOXYLATE HYDROCHLORIDE	Ingredient	930916	Diphenoxylate	1	
DIPHENYLGUANIDINE	Ingredient	43014102	diphenylguanidine	1	
DIPHENYLPYRALINE HYDROCHLORIDE	Ingredient	19090000	diphenylpyraline	1	
DIPHTHERIA ANTITOXIN	Ingredient	19031041	Diphtheria Antitoxin	1	
DIPHTHERIA TOXOID	Ingredient	529303	diphtheria toxoid vaccine, inactivated	1	
DIPHTHERIA TOXOID ADSORBED	Ingredient	529303	diphtheria toxoid vaccine, inactivated	1	
DIPHTHERIA TOXOID ANTIGEN	Ingredient	529303	diphtheria toxoid vaccine, inactivated	1	
DIPIVEFRIN	Ingredient	990009	Dipivefrin	1	
DIPIVEFRIN HYDROCHLORIDE	Ingredient	990009	Dipivefrin	1	
DIPYRIDAMOLE	Ingredient	1331270	Dipyridamole	1	
DISODIUM EDETATE	Ingredient	1741008	Edetic Acid	1	
DISOPYRAMIDE	Ingredient	1335606	Disopyramide	1	
DISOPYRAMIDE PHOSPHATE	Ingredient	1335606	Disopyramide	1	
