CONCEPT_CODE_1	CONCEPT_NAME_1	CONCEPT_CLASS_ID_1	CONCEPT_CODE_2	CONCEPT_NAME_2	CONCEPT_CLASS_ID_2	CONCEPT_ID_2	INVALID_REASON_2	PRECEDENCE	CONVERSION_FACTOR
OMOP107311	FC CAPLET	Dose Form	316945	Extended Release Oral Tablet	Dose Form	19082079		1	
OMOP116693	ORAL TABLET (EXTENDED-RELEASE)	Dose Form	316945	Extended Release Oral Tablet	Dose Form	19082079		1	
OMOP122220	SILTUXIMAB	Ingredient	1535218	siltuximab	Ingredient	44818461		1	
OMOP98061	ALBIGLUTIDE	Ingredient	1534763	albiglutide	Ingredient	44816332		1	
OMOP98645	ANDROGRAPHIS PANICULATA	Ingredient	1534766	Andrographis paniculata whole extract	Ingredient	44816334		1	
OMOP121105	RUE OIL	Ingredient	1367425	RUTA GRAVEOLENS FLOWERING TOP OIL	Ingredient	43012955		1	
OMOP100196	Apixaban	Ingredient	1364430	apixaban	Ingredient	43013024		1	
OMOP105212	DICENTRA CANADENSIS	Ingredient	1534777	Dicentra canadensis root extract	Ingredient	44816344		1	
OMOP123224	STAPHYLOCOCCUS ALBUS	Ingredient	1489915	Staphylococcus epidermidis	Ingredient	44814416		1	
OMOP119549	PURPLE WILLOW	Ingredient	1492383	Salix purpurea bark extract	Ingredient	44814431		1	
OMOP121670	SCHIZONEPETA TENUIFOLIA	Ingredient	1489550	Schizonepeta tenuifolia whole extract	Ingredient	44814437		1	
OMOP126647	VIROLA SEBIFERA	Ingredient	1310276	Virola sebifera resin extract	Ingredient	42900019		1	
OMOP102942	CHROMIC GLUTAMATE	Ingredient	1311292	chromium gluconate	Ingredient	42900269		1	
OMOP107208	Enzalutamide	Ingredient	1307298	enzalutamide	Ingredient	42900250		1	
OMOP97914	AESCULUS GLABRA	Ingredient	1357998	Aesculus glabra nut extract	Ingredient	42904207		1	
OMOP108269	GAULTHERIA PROCUMBENS	Ingredient	1358001	Gaultheria procumbens leaf extract	Ingredient	42904210		1	
OMOP109924	HYDROGEN SULFIDE	Ingredient	1366859	hydrogen sulfite	Ingredient	43013072		1	
OMOP112515	Lomitapide Mesylate	Ingredient	1364479	lomitapide	Ingredient	43013119		1	
OMOP111946	LEVOMILNACIPRAN HYDROCHLORIDE	Ingredient	1433212	levomilnacipran	Ingredient	43560354		1	
OMOP121287	SALVIA	Ingredient	1487140	Salvia officinalis root extract	Ingredient	44785368		4	
OMOP105101	DEXPANTHENOL	Ingredient	22701	dexpanthenol	Ingredient	988294		1	
OMOP121898	SENNA	Ingredient	36387	sennosides, USP	Ingredient	938268		1	
OMOP121904	SENNOSIDES	Ingredient	36387	sennosides, USP	Ingredient	938268		1	
OMOP121905	SENNOSIDES A	Ingredient	36387	sennosides, USP	Ingredient	938268		1	
OMOP121906	SENNOSIDES B	Ingredient	36387	sennosides, USP	Ingredient	938268		2	
OMOP114552	NARATRIPTAN HYDROCHLORIDE	Ingredient	141366	naratriptan	Ingredient	1118117		1	
OMOP106302	EMEDASTINE DIFUMARATE	Ingredient	28144	emedastine	Ingredient	903893		1	
OMOP115141	NIFEDIPINE	Ingredient	7417	Nifedipine	Ingredient	1318853		1	
OMOP112788	MANNITOL	Ingredient	6628	Mannitol	Ingredient	994058		1	
OMOP114498	NADOLOL	Ingredient	7226	Nadolol	Ingredient	1313200		1	
OMOP112625	MAGALDRATE	Ingredient	29151	magaldrate	Ingredient	908360		1	
OMOP110741	ITRACONAZOLE	Ingredient	28031	Itraconazole	Ingredient	1703653		1	
OMOP113501	METHYLPREDNISOLONE SODIUM SUCCINATE	Ingredient	6902	Methylprednisolone	Ingredient	1506270		1	
OMOP113500	METHYLPREDNISOLONE ACETATE	Ingredient	6902	Methylprednisolone	Ingredient	1506270		1	
OMOP113499	METHYLPREDNISOLONE	Ingredient	6902	Methylprednisolone	Ingredient	1506270		1	
OMOP110750	IVERMECTIN	Ingredient	6069	Ivermectin	Ingredient	1784444		1	
OMOP110258	INFLIXIMAB	Ingredient	191831	infliximab	Ingredient	937368		1	
OMOP105815	DOXACURIUM CHLORIDE	Ingredient	23651	doxacurium	Ingredient	19091486		1	
OMOP110055	IBUTILIDE FUMARATE	Ingredient	41289	ibutilide	Ingredient	19050087		1	
OMOP123583	SULFAMERAZINE	Ingredient	10176	Sulfamerazine	Ingredient	19136426		1	
OMOP123584	SULFAMETHAZINE	Ingredient	10178	Sulfamethazine	Ingredient	19136429		1	
OMOP118791	POTASSIUM PERMANGANATE	Ingredient	8604	Potassium Permanganate	Ingredient	19135788		1	
OMOP118607	PODOPHYLLOTOXIN	Ingredient	8463	podofilox	Ingredient	947705		1	
OMOP117688	PETROLEUM	Ingredient	324028	Petroleum preparation	Ingredient	19016457		2	
OMOP114871	NEON	Ingredient	7301	Neon	Ingredient	19016747		1	
OMOP114880	NEOSTIGMINE METHYLSULFATE	Ingredient	7315	Neostigmine	Ingredient	717136		1	
OMOP114879	NEOSTIGMINE BROMIDE	Ingredient	7315	Neostigmine	Ingredient	717136		1	
OMOP108174	GADOBUTROL	Ingredient	84990	gadobutrol	Ingredient	19048493		1	
OMOP108175	GADODIAMIDE	Ingredient	41144	gadodiamide	Ingredient	19103699		1	
OMOP111940	LEVOCABASTINE HYDROCHLORIDE	Ingredient	28627	levocabastine	Ingredient	907553		1	
OMOP110545	IOVERSOL	Ingredient	27792	ioversol	Ingredient	19069131		1	
OMOP114528	NALOXONE HYDROCHLORIDE DIHYDRATE	Ingredient	7242	Naloxone	Ingredient	1114220		1	
OMOP114527	NALOXONE HYDROCHLORIDE	Ingredient	7242	Naloxone	Ingredient	1114220		1	
OMOP114526	NALOXONE HCL	Ingredient	7242	Naloxone	Ingredient	1114220		1	
OMOP106173	EDOXUDINE	Ingredient	49428	edoxudine	Ingredient	19063245		1	
OMOP107203	EZETIMIBE	Ingredient	341248	ezetimibe	Ingredient	1526475		1	
OMOP113889	MOMETASONE FUROATE MONOHYDRATE	Ingredient	108118	Mometasone	Ingredient	905233		1	
OMOP113887	MOMETASONE FUROATE	Ingredient	108118	Mometasone	Ingredient	905233		1	
OMOP123581	SULFADIMETHOXINE	Ingredient	10172	Sulfadimethoxine	Ingredient	19000818		1	
OMOP123582	SULFADOXINE	Ingredient	10173	Sulfadoxine	Ingredient	1836410		1	
OMOP113290	MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135	Ingredient	314724	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135	Ingredient	514012		1	
OMOP113296	MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135	Ingredient	314724	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135	Ingredient	514012		1	
OMOP113291	MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y	Ingredient	314725	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y	Ingredient	514015		1	
OMOP113297	MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y	Ingredient	314725	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y	Ingredient	514015		1	
OMOP117191	PARAFFIN	Ingredient	7906	Paraffin	Ingredient	19129738		1	
OMOP117197	PARALDEHYDE	Ingredient	7909	Paraldehyde	Ingredient	19027181		1	
OMOP125447	TRETINOIN	Ingredient	10753	Tretinoin	Ingredient	903643		1	
OMOP112993	MAZINDOL	Ingredient	6664	Mazindol	Ingredient	794229		1	
OMOP116939	OX BILE EXTRACT	Ingredient	89870	Ox bile extract	Ingredient	19059511		1	
OMOP107681	FLUOCINOLONE ACETONIDE	Ingredient	25126	fluocinolone	Ingredient	996541		1	
OMOP108178	GADOTERIDOL	Ingredient	25483	gadoteridol	Ingredient	19097463		1	
OMOP113912	MONTELUKAST SODIUM	Ingredient	88249	montelukast	Ingredient	1154161		1	
OMOP113770	MISOPROSTOL	Ingredient	42331	Misoprostol	Ingredient	1150871		1	
OMOP112653	MAGNESIUM ACETATE	Ingredient	314718	magnesium acetate	Ingredient	19013986		1	
OMOP113031	MEBENDAZOLE	Ingredient	6672	Mebendazole	Ingredient	1794280		1	
OMOP102612	CETUXIMAB	Ingredient	318341	cetuximab	Ingredient	1315411		1	
OMOP103412	CLOFARABINE	Ingredient	44151	clofarabine	Ingredient	19054821		1	
OMOP101470	BOSENTAN MONOHYDRATE	Ingredient	498193	bosentan monohydrate	Ingredient	19113007		1	
OMOP101157	BIOFLAVONOIDS	Ingredient	1562	Bioflavonoids	Ingredient	19024669		1	
OMOP101229	BIOTIN	Ingredient	1588	Biotin	Ingredient	19024770		1	
OMOP105058	DESOGESTREL	Ingredient	22656	Desogestrel	Ingredient	1588000		1	
OMOP104625	DANAZOL	Ingredient	3102	Danazol	Ingredient	1511449		1	
OMOP102873	CHLOROQUINALDOL	Ingredient	2407	Chlorquinaldol	Ingredient	19095028		1	
OMOP111942	LEVODOPA	Ingredient	6375	Levodopa	Ingredient	789578		1	
OMOP111945	LEVOFLOXACIN HEMIHYDRATE	Ingredient	82122	Levofloxacin	Ingredient	1742253		1	
OMOP111943	LEVOFLOXACIN	Ingredient	82122	Levofloxacin	Ingredient	1742253		1	
OMOP98594	AMYLMETACRESOL	Ingredient	236248	amylmetacresol	Ingredient	19055907		1	
OMOP98505	AMINOPHYLLINE	Ingredient	689	Aminophylline	Ingredient	1105775		1	
OMOP98794	ANTIMONY POTASSIUM TARTRATE	Ingredient	981	Antimony Potassium Tartrate	Ingredient	19067810		1	
OMOP99442	ARNICA MONTANA	Ingredient	285208	Arnica montana Extract	Ingredient	19071833		1	
OMOP99565	ASAFETIDA	Ingredient	319779	Asafetida extract	Ingredient	19015539		1	
OMOP127506	azelastine hydrochloride	Ingredient	18603	azelastine	Ingredient	934075		1	
OMOP97839	ADRENAL CORTICAL EXTRACT	Ingredient	91413	Adrenal cortex extract	Ingredient	19061053		1	
OMOP98187	ALLANTOIN	Ingredient	508	Allantoin	Ingredient	966376		1	
OMOP97950	AGAR	Ingredient	397	Agar	Ingredient	19043649		1	
OMOP98008	AIR	Ingredient	411	Air	Ingredient	19103572		1	
OMOP98814	ANTITHROMBIN III (HUMAN)	Ingredient	1009	Antithrombin III	Ingredient	1436169		1	
OMOP110759	IncobotulinumtoxinA	Ingredient	1712	Botulinum Toxin Type A	Ingredient	729855		1	
OMOP117035	OnabotulinumtoxinA	Ingredient	1712	Botulinum Toxin Type A	Ingredient	729855		1	
OMOP100190	AbobotulinumtoxinA	Ingredient	1712	Botulinum Toxin Type A	Ingredient	729855		1	
OMOP113345	MERCAPTOPURINE	Ingredient	103	mercaptopurine	Ingredient	1436650		1	
OMOP117017	OXYQUINOLINE BENZOATE	Ingredient	110	Oxyquinoline	Ingredient	906874		1	
OMOP117018	OXYQUINOLINE SULFATE	Ingredient	110	Oxyquinoline	Ingredient	906874		1	
OMOP117016	OXYQUINOLINE	Ingredient	110	Oxyquinoline	Ingredient	906874		1	
OMOP97382	ACEBUTOLOL HYDROCHLORIDE	Ingredient	149	Acebutolol	Ingredient	1319998		1	
OMOP97381	ACEBUTOLOL HCL	Ingredient	149	Acebutolol	Ingredient	1319998		1	
OMOP97386	ACENOCOUMAROL	Ingredient	154	Acenocoumarol	Ingredient	19024063		1	
OMOP97414	ACETANILIDE	Ingredient	162	acetanilide	Ingredient	19029248		1	
OMOP97418	ACETAZOLAMIDE	Ingredient	167	Acetazolamide	Ingredient	929435		1	
OMOP97419	ACETAZOLAMIDE SODIUM	Ingredient	167	Acetazolamide	Ingredient	929435		1	
OMOP97421	ACETIC ACID	Ingredient	168	Acetic Acid	Ingredient	929549		1	
OMOP97422	ACETOHEXAMIDE	Ingredient	173	Acetohexamide	Ingredient	1530014		1	
OMOP98654	ANETHOLE TRITHIONE	Ingredient	820	Anethole Trithione	Ingredient	19041226		1	
OMOP98680	ANGELICA	Ingredient	328141	Angelica sinensis preparation	Ingredient	1319232		1	
OMOP99701	AURANOFIN	Ingredient	1227	Auranofin	Ingredient	1114771		1	
OMOP100762	BENDROFLUMETHIAZIDE	Ingredient	1369	Bendroflumethiazide	Ingredient	1316354		1	
OMOP102387	CEFACLOR	Ingredient	2176	Cefaclor	Ingredient	1768849		1	
OMOP125009	THYROID	Ingredient	10572	thyroid (USP)	Ingredient	1501309		1	
OMOP105826	DOXYCYCLINE HYCLATE	Ingredient	3640	Doxycycline	Ingredient	1738521		1	
OMOP106035	Doxycycline Monohydrate	Ingredient	3640	Doxycycline	Ingredient	1738521		1	
OMOP104109	CORTISONE ACETATE	Ingredient	2878	Cortisone	Ingredient	1507705		1	
OMOP118664	POLYSORBATE 80	Ingredient	8560	Polysorbate 80	Ingredient	948760		1	
OMOP107787	FONDAPARINUX SODIUM	Ingredient	321208	fondaparinux	Ingredient	1315865		1	
OMOP107823	FORMESTANE	Ingredient	15070	formestane	Ingredient	19020079		1	
OMOP113793	MITOMYCIN	Ingredient	632	Mitomycin	Ingredient	1389036		1	
OMOP113477	METHYL AMINOLEVULINATE HYDROCHLORIDE	Ingredient	337068	methyl 5-aminolevulinate	Ingredient	19025194		1	
OMOP113480	METHYL SALICYLATE	Ingredient	29787	methyl salicylate	Ingredient	909440		1	
OMOP110399	INTERFERON ALFACON-1	Ingredient	59744	interferon alfacon-1	Ingredient	1781314		1	
OMOP111687	LAMOTRIGINE	Ingredient	28439	lamotrigine	Ingredient	705103		1	
OMOP116088	Nebivolol Hydrochloride	Ingredient	31555	nebivolol	Ingredient	1314577		1	
OMOP114786	NEFAZODONE HYDROCHLORIDE	Ingredient	31565	nefazodone	Ingredient	714684		1	
OMOP114785	NEFAZODONE	Ingredient	31565	nefazodone	Ingredient	714684		1	
OMOP100676	BECAPLERMIN	Ingredient	115238	Becaplermin	Ingredient	912476		1	
OMOP98460	AMANTADINE HYDROCHLORIDE	Ingredient	620	Amantadine	Ingredient	19087090		1	
OMOP98459	AMANTADINE HCL	Ingredient	620	Amantadine	Ingredient	19087090		1	
OMOP98427	ALUMINUM OXIDE	Ingredient	615	Aluminum Oxide	Ingredient	19123348		1	
OMOP98044	ALANINE	Ingredient	426	Alanine	Ingredient	19052489		1	
OMOP111446	L-ALANINE	Ingredient	426	Alanine	Ingredient	19052489		1	
OMOP99635	ASTRAGALUS	Ingredient	319818	Astragalus preparation	Ingredient	1315656		1	
OMOP100719	BELLADONNA	Ingredient	89781	belladonna extract, USP	Ingredient	958527		1	
OMOP100721	BELLADONNA RADIX	Ingredient	89781	belladonna extract, USP	Ingredient	958527		1	
OMOP99676	ATRACURIUM BESYLATE	Ingredient	1218	Atracurium	Ingredient	19014341		1	
OMOP99686	ATROPINE SULFATE	Ingredient	1223	Atropine	Ingredient	914335		1	
OMOP99683	ATROPINE	Ingredient	1223	Atropine	Ingredient	914335		1	
OMOP103896	COPPER GLUCONATE	Ingredient	2839	Copper Gluconate	Ingredient	19004810		1	
OMOP104428	CUPRIC SULFATE	Ingredient	21579	Copper Sulfate	Ingredient	19057346		1	
OMOP103904	COPPER SULFATE	Ingredient	21579	Copper Sulfate	Ingredient	19057346		1	
OMOP112312	LORAZEPAM	Ingredient	6470	Lorazepam	Ingredient	791967		1	
OMOP98579	AMPRENAVIR	Ingredient	228656	Amprenavir	Ingredient	1789428		1	
OMOP98580	AMRINONE LACTATE	Ingredient	738	Inamrinone	Ingredient	19017805		1	
OMOP100719	BELLADONNA	Ingredient	1359	Belladonna Alkaloids	Ingredient	1116109		2	
OMOP100721	BELLADONNA RADIX	Ingredient	1359	Belladonna Alkaloids	Ingredient	1116109		2	
OMOP101571	BROMAZEPAM	Ingredient	1749	Bromazepam	Ingredient	19030353		1	
OMOP98639	ANCROD	Ingredient	772	Ancrod	Ingredient	19024544		1	
OMOP98513	AMIODARONE HYDROCHLORIDE	Ingredient	703	Amiodarone	Ingredient	1309944		1	
OMOP112379	LOXAPINE SUCCINATE	Ingredient	6475	Loxapine	Ingredient	792263		1	
OMOP112378	LOXAPINE HYDROCHLORIDE	Ingredient	6475	Loxapine	Ingredient	792263		1	
OMOP112377	LOXAPINE	Ingredient	6475	Loxapine	Ingredient	792263		1	
OMOP104425	CUPRIC CITRATE	Ingredient	2837	Copper	Ingredient	19071128		1	
OMOP103901	COPPER PROTEINATE	Ingredient	2837	Copper	Ingredient	19071128		1	
OMOP103898	COPPER HVP CHELATE	Ingredient	2837	Copper	Ingredient	19071128		1	
OMOP103894	COPPER CITRATE	Ingredient	2837	Copper	Ingredient	19071128		1	
OMOP103891	COPPER	Ingredient	2837	Copper	Ingredient	19071128		1	
OMOP112311	LORATADINE	Ingredient	28889	Loratadine	Ingredient	1107830		1	
OMOP123504	SUBLINGUAL TABLET	Dose Form	317007	Sublingual Tablet	Dose Form	19082285		1	
OMOP123505	SUBLINGUAL TABLET (ORALLY DISINTEGRATING)	Dose Form	317007	Sublingual Tablet	Dose Form	19082285		1	
OMOP126214	VAGINAL GEL	Dose Form	11108	Vaginal Gel	Dose Form	19010880		1	
OMOP126216	VAGINAL JELLY	Dose Form	11108	Vaginal Gel	Dose Form	19010880		1	
OMOP110468	INTRAUTERINE LIQUID	Dose Form	11108	Vaginal Gel	Dose Form	19010880		1	
OMOP126213	VAGINAL DOUCHE	Dose Form	11108	Vaginal Gel	Dose Form	19010880		1	
OMOP126217	VAGINAL LIQUID	Dose Form	11108	Vaginal Gel	Dose Form	19010880		1	
OMOP108321	GEL	Dose Form	11108	Vaginal Gel	Dose Form	19010880		2	
OMOP126218	VAGINAL OINTMENT	Dose Form	317010	Vaginal Ointment	Dose Form	19082287		1	
OMOP126220	VAGINAL POWDER	Dose Form	316988	Vaginal Powder	Dose Form	19082230		1	
OMOP126222	VAGINAL SUPPOSITORY	Dose Form	337840	Vaginal Suppository	Dose Form	19093368		1	
OMOP117346	PED SUPP	Dose Form	337840	Vaginal Suppository	Dose Form	19093368		2	
OMOP123993	SUPP	Dose Form	337840	Vaginal Suppository	Dose Form	19093368		2	
OMOP123996	SUPPOSITORY	Dose Form	337840	Vaginal Suppository	Dose Form	19093368		2	
OMOP126207	VAG INSERT	Dose Form	337840	Vaginal Suppository	Dose Form	19093368		2	
OMOP126206	VAG CAP	Dose Form	337840	Vaginal Suppository	Dose Form	19093368		2	
OMOP126225	VAGINAL VAGINAL TABLET, EFFERVESCENT	Dose Form	11110	Vaginal Tablet	Dose Form	19010962		1	
OMOP126219	VAGINAL OVULE	Dose Form	11110	Vaginal Tablet	Dose Form	19010962		1	
OMOP126207	VAG INSERT	Dose Form	11110	Vaginal Tablet	Dose Form	19010962		3	
OMOP126223	VAGINAL TABLET	Dose Form	11110	Vaginal Tablet	Dose Form	19010962		1	
OMOP126206	VAG CAP	Dose Form	11110	Vaginal Tablet	Dose Form	19010962		1	
OMOP126224	VAGINAL VAGINAL TABLET	Dose Form	11110	Vaginal Tablet	Dose Form	19010962		1	
OMOP120213	RECTAL GEL	Dose Form	346170	Rectal Gel	Dose Form	19095917		1	
OMOP120215	RECTAL OINTMENT	Dose Form	317005	Rectal Ointment	Dose Form	19082282		1	
OMOP116275	OINTMENT	Dose Form	317005	Rectal Ointment	Dose Form	19082282		3	
OMOP120216	RECTAL PASTE	Dose Form	317005	Rectal Ointment	Dose Form	19082282		2	
OMOP120218	RECTAL POWDER FOR SUSPENSION	Dose Form	316976	Rectal Powder	Dose Form	19082198		1	
OMOP120217	RECTAL POWDER FOR SOLUTION	Dose Form	316976	Rectal Powder	Dose Form	19082198		1	
OMOP120214	RECTAL LIQUID	Dose Form	317006	Rectal Solution	Dose Form	19082283		1	
OMOP120217	RECTAL POWDER FOR SOLUTION	Dose Form	317006	Rectal Solution	Dose Form	19082283		2	
OMOP120212	RECTAL ENEMA	Dose Form	317006	Rectal Solution	Dose Form	19082283		1	
OMOP120219	RECTAL SOLUTION	Dose Form	317006	Rectal Solution	Dose Form	19082283		1	
OMOP106367	ENEMA	Dose Form	317006	Rectal Solution	Dose Form	19082283		3	
OMOP120211	RECTAL AEROSOL	Dose Form	316977	Rectal Spray	Dose Form	19082199		1	
OMOP123996	SUPPOSITORY	Dose Form	316978	Rectal Suppository	Dose Form	19082200		1	
OMOP120220	RECTAL SUPPOSITORY	Dose Form	316978	Rectal Suppository	Dose Form	19082200		1	
OMOP120223	RECTAL TABLET	Dose Form	316978	Rectal Suppository	Dose Form	19082200		1	
OMOP123993	SUPP	Dose Form	316978	Rectal Suppository	Dose Form	19082200		1	
OMOP120221	RECTAL SUPPOSITORY (SUSTAINED-RELEASE)	Dose Form	316978	Rectal Suppository	Dose Form	19082200		1	
OMOP117346	PED SUPP	Dose Form	316978	Rectal Suppository	Dose Form	19082200		1	
OMOP120218	RECTAL POWDER FOR SUSPENSION	Dose Form	316979	Rectal Suspension	Dose Form	19082221		2	
OMOP106367	ENEMA	Dose Form	316979	Rectal Suspension	Dose Form	19082221		2	
OMOP120222	RECTAL SUSPENSION	Dose Form	316979	Rectal Suspension	Dose Form	19082221		1	
OMOP120214	RECTAL LIQUID	Dose Form	316979	Rectal Suspension	Dose Form	19082221		2	
OMOP120212	RECTAL ENEMA	Dose Form	316979	Rectal Suspension	Dose Form	19082221		2	
OMOP112385	LOZ HONEY	Dose Form	316992	Oral Lozenge	Dose Form	19082253		1	
OMOP112387	LOZ ORANGE	Dose Form	316992	Oral Lozenge	Dose Form	19082253		1	
OMOP101654	BUCCAL LOZENGE	Dose Form	316992	Oral Lozenge	Dose Form	19082253		2	
OMOP116655	ORAL LOZENGE	Dose Form	316992	Oral Lozenge	Dose Form	19082253		1	
OMOP112388	LOZENGE	Dose Form	316992	Oral Lozenge	Dose Form	19082253		1	
OMOP112386	LOZ MINT	Dose Form	316992	Oral Lozenge	Dose Form	19082253		1	
OMOP112384	LOZ	Dose Form	316992	Oral Lozenge	Dose Form	19082253		1	
OMOP116624	ORAL BAR (CHEWABLE)	Dose Form	316941	Chewable Bar	Dose Form	19082075		1	
OMOP102739	CHEW TAB W/O ALUM H/R	Dose Form	91058	Chewable Tablet	Dose Form	19135866		1	
OMOP116687	ORAL TABLET (CHEWABLE)	Dose Form	91058	Chewable Tablet	Dose Form	19135866		1	
OMOP122593	SOFT CHEWS	Dose Form	91058	Chewable Tablet	Dose Form	19135866		1	
OMOP102738	CHEW TAB	Dose Form	91058	Chewable Tablet	Dose Form	19135866		1	
OMOP116663	ORAL PIECE (CHEWABLE)	Dose Form	91058	Chewable Tablet	Dose Form	19135866		1	
OMOP116647	ORAL GUM	Dose Form	402499	Chewing Gum	Dose Form	19102296		1	
OMOP108839	GUM	Dose Form	402499	Chewing Gum	Dose Form	19102296		1	
OMOP104864	DENTAL GUM	Dose Form	402499	Chewing Gum	Dose Form	19102296		1	
OMOP104377	CRYSTALS	Dose Form	446993	Oral Crystals	Dose Form	19111148		1	
OMOP110667	IRRIGATION SOLUTION	Dose Form	152903	Irrigation Solution	Dose Form	19016586		1	
OMOP116699	ORAL TABLET FOR SUSPENSION	Dose Form	316942	Disintegrating Oral Tablet	Dose Form	19082076		1	
OMOP101651	BUCCAL FILM, SOLUBLE	Dose Form	316942	Disintegrating Oral Tablet	Dose Form	19082076		3	
OMOP116697	ORAL TABLET (ORALLY DISINTEGRATING)	Dose Form	316942	Disintegrating Oral Tablet	Dose Form	19082076		1	
OMOP124195	TABLET (EFFERVESCENT)	Dose Form	316942	Disintegrating Oral Tablet	Dose Form	19082076		1	
OMOP116691	ORAL TABLET (EFFERVESCENT)	Dose Form	316942	Disintegrating Oral Tablet	Dose Form	19082076		1	
OMOP123505	SUBLINGUAL TABLET (ORALLY DISINTEGRATING)	Dose Form	316942	Disintegrating Oral Tablet	Dose Form	19082076		2	
OMOP119978	RAP DS TAB	Dose Form	316942	Disintegrating Oral Tablet	Dose Form	19082076		1	
OMOP116638	ORAL FILM, SOLUBLE	Dose Form	316942	Disintegrating Oral Tablet	Dose Form	19082076		1	
OMOP106189	EFF TAB	Dose Form	316942	Disintegrating Oral Tablet	Dose Form	19082076		1	
OMOP122601	SOFTGEL CAP	Dose Form	316965	Oral Capsule	Dose Form	19082168		1	
OMOP116631	ORAL CAPSULE (IMMEDIATE AND EXTENDED RELEASE)	Dose Form	316965	Oral Capsule	Dose Form	19082168		3	
OMOP108325	GEL CAP	Dose Form	316965	Oral Capsule	Dose Form	19082168		1	
OMOP116629	ORAL CAPSULE (EXTENDED RELEASE)	Dose Form	316965	Oral Capsule	Dose Form	19082168		2	
OMOP116625	ORAL CAPSULE	Dose Form	316965	Oral Capsule	Dose Form	19082168		1	
OMOP123152	SR CAP	Dose Form	316965	Oral Capsule	Dose Form	19082168		3	
OMOP102145	CAPSULE	Dose Form	316965	Oral Capsule	Dose Form	19082168		2	
OMOP116633	ORAL CAPSULE (SUSTAINED-RELEASE)	Dose Form	316965	Oral Capsule	Dose Form	19082168		2	
OMOP116628	ORAL CAPSULE (ENTERIC-COATED)	Dose Form	316965	Oral Capsule	Dose Form	19082168		2	
OMOP102127	CAP	Dose Form	316965	Oral Capsule	Dose Form	19082168		1	
OMOP102372	CD CAP	Dose Form	316965	Oral Capsule	Dose Form	19082168		1	
OMOP116632	ORAL CAPSULE (IMMEDIATE RELEASE)	Dose Form	316965	Oral Capsule	Dose Form	19082168		2	
OMOP116659	ORAL PACKAGE	Dose Form	316965	Oral Capsule	Dose Form	19082168		1	
OMOP116650	ORAL KIT	Dose Form	316965	Oral Capsule	Dose Form	19082168		2	
OMOP116626	ORAL CAPSULE (CONTROLLED-DELIVERY)	Dose Form	316965	Oral Capsule	Dose Form	19082168		2	
OMOP116630	ORAL CAPSULE (IMMEDIATE AND DELAYED RELEASE)	Dose Form	316965	Oral Capsule	Dose Form	19082168		3	
OMOP116627	ORAL CAPSULE (DELAYED RELEASE)	Dose Form	316965	Oral Capsule	Dose Form	19082168		2	
OMOP116654	ORAL LOTION	Dose Form	316966	Oral Cream	Dose Form	19082169		2	
OMOP116634	ORAL CREAM	Dose Form	316966	Oral Cream	Dose Form	19082169		1	
OMOP104871	DENTAL PASTE	Dose Form	316966	Oral Cream	Dose Form	19082169		2	
OMOP116661	ORAL PASTE	Dose Form	316966	Oral Cream	Dose Form	19082169		2	
OMOP107757	FOAM	Dose Form	346284	Oral Foam	Dose Form	19095971		2	
OMOP104862	DENTAL GEL	Dose Form	346169	Oral Gel	Dose Form	19095916		1	
OMOP101652	BUCCAL GEL	Dose Form	346169	Oral Gel	Dose Form	19095916		1	
OMOP116660	ORAL PAINT	Dose Form	346169	Oral Gel	Dose Form	19095916		1	
OMOP108321	GEL	Dose Form	346169	Oral Gel	Dose Form	19095916		1	
OMOP123482	SUBGINGIVAL GEL (CONTROLLED-RELEASE)	Dose Form	346169	Oral Gel	Dose Form	19095916		1	
OMOP116640	ORAL GEL	Dose Form	346169	Oral Gel	Dose Form	19095916		1	
OMOP116649	ORAL JAM	Dose Form	346169	Oral Gel	Dose Form	19095916		1	
OMOP116274	OINT LEMON	Dose Form	346288	Oral Ointment	Dose Form	19095975		3	
OMOP116660	ORAL PAINT	Dose Form	346171	Oral Paste	Dose Form	19095918		2	
OMOP104262	CREAM	Dose Form	346171	Oral Paste	Dose Form	19095918		2	
OMOP117268	PASTE	Dose Form	346171	Oral Paste	Dose Form	19095918		1	
OMOP116661	ORAL PASTE	Dose Form	346171	Oral Paste	Dose Form	19095918		1	
OMOP104871	DENTAL PASTE	Dose Form	346171	Oral Paste	Dose Form	19095918		1	
OMOP116649	ORAL JAM	Dose Form	346171	Oral Paste	Dose Form	19095918		2	
OMOP120260	REFER (SEE DOSAGE FORM) POWDER	Dose Form	346289	Oral Powder	Dose Form	19095976		1	
OMOP116670	ORAL POWDER FOR SUSPENSION	Dose Form	346289	Oral Powder	Dose Form	19095976		1	
