CONCEPT_NAME	CONCEPT_CODE_1	VOCABULARY_ID_1	CONCEPT_ID_2	PRECEDENCE	CONVERSION_FACTOR
Coagulation Factor Ix (Recombinant)	DPD133884	DPD	1351935	2	
Coagulation Factor Vii (Human)	DPD133885	DPD	44785020	1	
Coagulation Factor X (Human)	DPD133886	DPD	44785022	1	
Coal Tar	DPD133887	DPD	1000995	1	
Coal Tar Anti-Dandruff Shampoo [Drug]	2307022	DPD	21602030	1	
Coal Tar Solution [Drug]	530492	DPD	21602030	1	
Coal Tar Topical Solution - 20% [Drug]	2143941	DPD	21602030	1	
Coated Aspirin	DPD120299	DPD	19049593	1	
Coated Aspirin - Ect 80mg [Drug]	2208156	DPD	1112807	1	
Coated Daily Low Dose Asa 81 Mg [Drug]	2377683	DPD	1112807	1	
Coated Daily Low-Dose Asa [Drug]	2243897	DPD	1112807	1	
Cobalt	DPD133888	DPD	42898944	1	
Cobalt Gluconate	DPD133889	DPD	19055712	1	
Cobaltous Chloride	DPD133890	DPD	43532280	1	
Cobaltum Nitricum	DPD133891	DPD	43527195	1	
Cobamamide	DPD133892	DPD	19048026	1	
Cobex Inj 1000mcg/Ml [Drug]	465356	DPD	1308738	1	
Cobicistat	DPD133893	DPD	42874220	1	
Cocaine Hydrochloride	DPD133895	DPD	1001419	1	
Cocaine Hydrochloride Top Sol 40mg/Ml [Drug]	1962388	DPD	1001419	1	
Cocaine Hydrochloride Topical Sol 10% [Drug]	2004062	DPD	1001419	1	
Coccinella Septempunctata	DPD133896	DPD	46221576	1	
Cochineal	DPD133898	DPD	43531800	1	
Cocillana	DPD133899	DPD	19050414	1	
Cocklebur	DPD133900	DPD	42903953	1	
Cocoa	DPD133901	DPD	43525921	3	
Cocoa	DPD133901	DPD	951112	1	
Cocoa	DPD133901	DPD	40170576	2	
Cocoa Butter	DPD133902	DPD	951112	1	
Cod Liver Oil	DPD133903	DPD	19101604	1	
Cod Liver Oil  -  Capsule [Drug]	2167484	DPD	21600814	1	
Cod Liver Oil - Cap [Drug]	2168014	DPD	21600814	1	
Cod Liver Oil [Drug]	179957	DPD	21600814	1	
Cod Liver Oil [Drug]	2231168	DPD	21600814	1	
Cod Liver Oil [Drug]	325295	DPD	21600814	1	
Cod Liver Oil [Drug]	417831	DPD	21600814	1	
Cod Liver Oil [Drug]	487279	DPD	21600814	1	
Cod Liver Oil Cap 10 Min [Drug]	228265	DPD	21600814	1	
Cod Liver Oil Cap 10min [Drug]	417858	DPD	21600814	1	
Cod Liver Oil Cap 20 Min [Drug]	41262	DPD	21600814	1	
Cod Liver Oil Cap 20min [Drug]	229474	DPD	21600814	1	
Cod Liver Oil Cap 20min [Drug]	414999	DPD	21600814	1	
Cod Liver Oil Cap [Drug]	2015005	DPD	21600814	1	
Cod Liver Oil Cap [Drug]	214310	DPD	21600814	1	
Cod Liver Oil Cap [Drug]	474789	DPD	21600814	1	
Cod Liver Oil Cap [Drug]	650722	DPD	21600814	1	
Cod Liver Oil Cap [Drug]	722375	DPD	21600814	1	
Cod Liver Oil Cap [Drug]	889385	DPD	21600814	1	
Cod Liver Oil Capsule [Drug]	695149	DPD	21600814	1	
Cod Liver Oil Capsules 10 Min [Drug]	535508	DPD	21600814	1	
Cod Liver Oil Capsules [Drug]	92185	DPD	21600814	1	
Cod Liver Oil Capsules [Drug]	95435	DPD	21600814	1	
Cod Liver Oil Cherry [Drug]	1922823	DPD	21600814	1	
Cod Liver Oil Liq 100% [Drug]	378240	DPD	21600814	1	
Cod Liver Oil Liq [Drug]	296953	DPD	21600814	1	
Cod Liver Oil Mint [Drug]	1922831	DPD	21600814	1	
Cod Liver Oil Mint Flavoured [Drug]	578061	DPD	21600814	1	
Cod Liver Oil Oleovitamin A & D Caps 20min [Drug]	2015056	DPD	21600814	1	
Cod Liver Oil Usp [Drug]	668419	DPD	21600814	1	
Cod Liver Oil W Added Vit A&D [Drug]	95427	DPD	21600814	1	
Codeine	DPD133904	DPD	1201620	1	
Codeine 15 [Drug]	2009889	DPD	1201620	1	
Codeine 30 [Drug]	2009757	DPD	1201620	1	
Codeine Contin 100mg Controlled Release Tab [Drug]	2163748	DPD	1201620	1	
Codeine Contin 150mg Controlled Release Tab [Drug]	2163780	DPD	1201620	1	
Codeine Contin 200mg Controlled Release Tab [Drug]	2163799	DPD	1201620	1	
Codeine Contin 50mg Controlled Release Tab [Drug]	2230302	DPD	1201620	1	
Codeine Phosphate	DPD133905	DPD	1201620	1	
Codeine Phosphate Inj 30mg/Ml [Drug]	497282	DPD	1201620	1	
Codeine Phosphate Inj 60mg/Ml [Drug]	497290	DPD	1201620	1	
Codeine Phosphate Injection Usp [Drug]	544884	DPD	1201620	1	
Codeine Phosphate Syrup [Drug]	50024	DPD	1201620	1	
Codeine Phosphate Syrup [Drug]	93114	DPD	1201620	1	
Codeine Phosphate Tab 15mg [Drug]	93122	DPD	1201620	1	
Codeine Phosphate Tab 60mg [Drug]	93149	DPD	1201620	1	
Codeine Tab 15mg [Drug]	779458	DPD	1201620	1	
Codeine Tab 30mg [Drug]	779466	DPD	1201620	1	
Codofen [Drug]	2309785	DPD	21603984	1	
Codonopsitis	DPD133906	DPD	43560329	1	
Codulax Tablets [Drug]	2238155	DPD	924939	1	
Coen.Q10w.Vit.C And E Beta-Car.Se Cu Zn Mn [Drug]	2148307	DPD	21600855	1	
Coenzyme Co Q10 Cap 10mg [Drug]	757543	DPD	1351115	1	
Coenzyme Co Q10 Cap 30mg [Drug]	778257	DPD	1351115	1	
Coenzyme Q-10 - 30 Mg [Drug]	2153149	DPD	1351115	1	
Coenzyme Q-10 60 Mg [Drug]	2153130	DPD	1351115	1	
Coenzyme Q-10 [Drug]	2237920	DPD	1351115	1	
Coenzyme Q10	DPD133907	DPD	1351115	1	
Coenzyme Q10  -  Capsule  30 Mg [Drug]	2155133	DPD	1351115	1	
Coenzyme Q10 (60 Mg) [Drug]	2245926	DPD	1351115	1	
Coenzyme Q10 + [Drug]	2230240	DPD	1351115	1	
Coenzyme Q10 - 10mg (Ubiquinone) [Drug]	2231582	DPD	1351115	1	
Coenzyme Q10 - 30mg (Ubiquinone) [Drug]	2237475	DPD	1351115	1	
Coenzyme Q10 100 Mg [Drug]	2246219	DPD	1351115	1	
Coenzyme Q10 100mg [Drug]	2244255	DPD	1351115	1	
Coenzyme Q10 100mg [Drug]	2244697	DPD	1351115	1	
Coenzyme Q10 100mg [Drug]	2247580	DPD	1351115	1	
Coenzyme Q10 30 Mg [Drug]	2229774	DPD	1351115	1	
Coenzyme Q10 30mg [Drug]	2039419	DPD	1351115	1	
Coenzyme Q10 30mg [Drug]	2230776	DPD	1351115	1	
Coenzyme Q10 30mg [Drug]	2231736	DPD	1351115	1	
Coenzyme Q10 30mg [Drug]	2237054	DPD	1351115	1	
Coenzyme Q10 30mg [Drug]	2239330	DPD	1351115	1	
Coenzyme Q10 30mg [Drug]	2247579	DPD	1351115	1	
Coenzyme Q10 50 Mg [Drug]	2247894	DPD	1351115	1	
Coenzyme Q10 50mg [Drug]	2243242	DPD	1351115	1	
Coenzyme Q10 60mg [Drug]	2231735	DPD	1351115	1	
Coenzyme Q10 60mg [Drug]	2239331	DPD	1351115	1	
Coenzyme Q10 60mg Cap [Drug]	1991205	DPD	1351115	1	
Coenzyme Q10 60mg Cap [Drug]	2064111	DPD	1351115	1	
Coenzyme Q10 60mg Capsules [Drug]	2243502	DPD	1351115	1	
Coenzyme Q10 80mg [Drug]	2230696	DPD	1351115	1	
Coenzyme Q10 [Drug]	2229620	DPD	1351115	1	
Coenzyme Q10 [Drug]	2238023	DPD	1351115	1	
Coenzyme Q10 [Drug]	2238527	DPD	1351115	1	
Coenzyme Q10 [Drug]	2238750	DPD	1351115	1	
Coenzyme Q10 Cap 15mg [Drug]	1982605	DPD	1351115	1	
Coenzyme Q10 Cap 15mg [Drug]	760218	DPD	1351115	1	
Coenzyme Q10 Cap 15mg [Drug]	880094	DPD	1351115	1	
Coenzyme Q10 Cap 30mg [Drug]	835471	DPD	1351115	1	
Coenzyme Q10 Isotonix Vitamin And Mineral Supplement [Drug]	2245390	DPD	21600856	1	
Coenzyme Q10 Tab 10mg [Drug]	757942	DPD	1351115	1	
Coenzyme Q10 Ubiquinone 60mg - Cap [Drug]	2158752	DPD	1351115	1	
Coenzyme Q10 With Vitamin E [Drug]	2246388	DPD	21600856	1	
Coenzyme-Q10 M.R.B. [Drug]	2242629	DPD	1351115	1	
Coffea Tosta	DPD133908	DPD	40226473	1	
Coffee	DPD133909	DPD	42900449	3	
Coffee	DPD133909	DPD	40226473	1	
Coffee	DPD133909	DPD	40170628	2	
Cogentin Inj 1mg/Ml [Drug]	16128	DPD	719174	1	
Cogentin Tab 2mg [Drug]	16357	DPD	719174	1	
Colace	DPD120321	DPD	19041262	1	
Colace [Drug]	2090163	DPD	21600535	1	
Colace Cap 100mg [Drug]	464767	DPD	21600535	1	
Colace Capsules [Drug]	2106256	DPD	21600535	1	
Colace Drops [Drug]	464775	DPD	21600535	1	
Colace Syrup [Drug]	2086018	DPD	21600535	1	
Colace Syrup [Drug]	464783	DPD	21600535	1	
Colchicine	DPD133910	DPD	1101554	1	
Colchicine [Drug]	206032	DPD	1101554	1	
Colchicine [Drug]	287873	DPD	1101554	1	
Colchicine Tab 0.6mg [Drug]	396	DPD	1101554	1	
Colchicine Tab 0.6mg [Drug]	572349	DPD	1101554	1	
Colchicine Tab 0.6mg [Drug]	94382	DPD	1101554	1	
Colchicine Tab 1mg [Drug]	621374	DPD	1101554	1	
Colchicum	DPD133911	DPD	45774905	4	
Colchicum	DPD133911	DPD	44814256	2	
Colchicum	DPD133911	DPD	44784745	3	
Colchicum	DPD133911	DPD	42904136	1	
Cold & Allergy Relief - Liq [Drug]	2198916	DPD	21603212	1	
Cold & Allergy Relief [Drug]	2246021	DPD	943852	1	
Cold & Cough [Drug]	2248906	DPD	21604348	1	
Cold & Cough Extra Strength [Drug]	2258277	DPD	21604348	1	
Cold & Flu [Drug]	1908634	DPD	21604348	1	
Cold & Flu [Drug]	2248908	DPD	21604348	1	
Cold & Flu [Drug]	2368536	DPD	21604348	1	
Cold & Flu Daytime [Drug]	2289903	DPD	21604348	1	
Cold & Flu Nighttime [Drug]	2289911	DPD	21604348	1	
Cold & Flu Relief Nighttime [Drug]	2306344	DPD	21604348	1	
Cold & Flu Super Strength [Drug]	2279517	DPD	21604348	1	
Cold & Flu-In-One [Drug]	2368528	DPD	21604348	1	
Cold & Sinus Liquid Capsules [Drug]	2427958	DPD	21604348	1	
Cold & Sinus Liquid Fastgels [Drug]	2305356	DPD	21604348	1	
Cold & Stuffy Nose [Drug]	2328402	DPD	21603214	1	
Cold + Sinus [Drug]	2352281	DPD	21603984	1	
Cold + Sinus Caplets [Drug]	2279851	DPD	21603984	1	
Cold + Sinus Daytime [Drug]	2362392	DPD	21603984	1	
Cold + Sinus Daytime Cold + Sinus Nighttime [Drug]	2388030	DPD	21603984	1	
Cold + Sinus Nighttime [Drug]	2369559	DPD	21603984	1	
Cold + Sinus Plus [Drug]	2359243	DPD	21603984	1	
Cold And Allergy Decongestant Nasal Spray [Drug]	2351927	DPD	943852	1	
Cold And Cough Relief Extra Strength	DPD120344	DPD	19049631	1	
Cold And Cough Relief Extra Strength [Drug]	2312565	DPD	21604348	1	
Cold And Flu	DPD120345	DPD	43252585	1	
Cold And Flu Capsules [Drug]	2246238	DPD	21604348	1	
Cold And Flu Extra Strength Day [Drug]	2312573	DPD	21604348	1	
Cold And Flu Medicine - Day Time Formula [Drug]	2271664	DPD	21604348	1	
Cold And Flu Medicine - Night Time Formula [Drug]	2271672	DPD	21604348	1	
Cold And Flu Nighttime Relief Syrup Extra Strength [Drug]	2322234	DPD	21604348	1	
Cold And Flu Relief	DPD120349	DPD	21014786	1	
Cold And Flu Relief [Drug]	2432498	DPD	21604348	1	
Cold And Flu-In-One Extra Strength [Drug]	2281147	DPD	21604348	1	
Cold And Flu-In-One Regular Strength [Drug]	2281120	DPD	21604348	1	
Cold And Nasal Congestion Relief Nighttime Extra Strength [Drug]	2321912	DPD	21604348	1	
Cold And Nasal Congestion Relief Super Strength [Drug]	2322137	DPD	21604348	1	
Cold And Sinus Complete Liquid Gels [Drug]	2349523	DPD	21604348	1	
Cold And Sinus Daytime Relief [Drug]	2385252	DPD	21604348	1	
Cold And Sinus Nighttime Relief [Drug]	2385260	DPD	21604348	1	
Cold And Sinus Plus [Drug]	2395118	DPD	21603984	1	
Cold And Sinus Relief [Drug]	2248522	DPD	21603377	1	
Cold And Sinus Relief Combo [Drug]	2388537	DPD	21604348	1	
Cold Chest Congestion Pe Regular Strength [Drug]	2322102	DPD	21604348	1	
Cold Decongestant Long Acting Cap [Drug]	328286	DPD	21603212	1	
Cold Flu Relief [Drug]	2218836	DPD	21604348	1	
Cold Liquid [Drug]	2267411	DPD	21603214	1	
Cold Liquid Grape Flavour [Drug]	2315475	DPD	21603214	1	
Cold Medication [Drug]	2383373	DPD	21604348	1	
Cold Medication Daytime Relief [Drug]	2396602	DPD	21604348	1	
Cold Medication Extra Strength Daytime [Drug]	1957619	DPD	21604348	1	
Cold Medication Extra Strength Night Time [Drug]	1957627	DPD	21604348	1	
Cold Medication Reg Strength D Tab [Drug]	1957635	DPD	21604348	1	
Cold Medication Reg Strength N Tab [Drug]	1957643	DPD	21604348	1	
Cold Medication Regular Nighttime Tablets [Drug]	2254980	DPD	21604348	1	
Cold Medication Regular Nighttime Tablets Pe [Drug]	2295792	DPD	21604348	1	
Cold Multi Symptom Relief [Drug]	2404826	DPD	21604348	1	
Cold Relief	DPD120373	DPD	19049598	1	
Cold Relief [Drug]	2231802	DPD	21603212	1	
Cold Relief Daytime	DPD120374	DPD	19049598	1	
Cold Relief Daytime Tablet [Drug]	2246142	DPD	21604348	1	
Cold Relief Dm	DPD120375	DPD	19049598	1	
Cold Relief Dm [Drug]	2231803	DPD	21603408	1	
Cold Relief Duo Pack	DPD120376	DPD	19049598	1	
Cold Relief Duo Pack [Drug]	2380390	DPD	21604348	1	
Cold Relief Nightime	DPD120377	DPD	19049598	1	
Cold Relief Nightime Tablet [Drug]	2246143	DPD	21604348	1	
Cold Sore	DPD120378	DPD	43252570	1	
Cold Sore Lotion [Drug]	558559	DPD	21601978	1	
Cold Sore Lotion [Drug]	96075	DPD	917006	1	
Cold Stix - Hot Lemon, Sugar-Free; Sweetened With Xylitol [Drug]	2432234	DPD	21604348	1	
Cold Stix [Drug]	2377861	DPD	21604348	1	
Cold Stix Super Strength [Drug]	2377888	DPD	21604348	1	
Cold Stix-Extra Strength [Drug]	2368439	DPD	21604348	1	
Cold Stix-Regular Strength [Drug]	2368420	DPD	21604348	1	
Cold Syrup [Drug]	2266180	DPD	21603214	1	
Cold,Sore Throat Pain & Cough Ultra Strength [Drug]	2377837	DPD	21604348	1	
Cold/Flu Medicine [Drug]	2290537	DPD	21604348	1	
Cold/Flu Relief [Drug]	2237749	DPD	21604348	1	
Coldaside Cold & Flu Extra Strength [Drug]	2305216	DPD	21604348	1	
Coldaside Cold [Drug]	2311682	DPD	21604348	1	
Coldaside Cough & Cold [Drug]	2309440	DPD	21603408	1	
Colds & Coughs [Drug]	2377853	DPD	21603408	1	
Colesevelam Hydrochloride	DPD133912	DPD	1518148	1	
Colestid	DPD120390	DPD	19021323	1	
Colestid Granules [Drug]	642975	DPD	1501617	1	
Colestid Orange Granules [Drug]	2132699	DPD	1501617	1	
Colestid Tablets 1 G [Drug]	2132680	DPD	1501617	1	
Colestipol Hydrochloride	DPD133913	DPD	1501617	1	
Colfosceril Palmitate	DPD133914	DPD	19004764	1	
Colgate Fluoride Gel Toothpaste - Mint 0.243% [Drug]	2050374	DPD	19069022	1	
Colgate Fluoride Gel Toothpaste 0.243% [Drug]	1981544	DPD	19069022	1	
Colgate Fluoride Toothpaste 0.243% [Drug]	1978810	DPD	19069022	1	
Colgate Fluoride Toothpaste-Mint 0.243% [Drug]	2050366	DPD	19069022	1	
Colgate Fresh Confidence With Whitening Fluoride Toothpaste [Drug]	2244779	DPD	19069022	1	
Colgate Herbal White [Drug]	2246670	DPD	21600006	1	
Colgate Jr Fluoride Toothpaste 0.76%(Tube) [Drug]	1964542	DPD	21600006	1	
Colgate Liquid Gel Toothpaste - Fresh Mint [Drug]	2242271	DPD	19069022	1	
Colgate Liquid Gel Toothpaste - Winterfresh [Drug]	2242272	DPD	19069022	1	
Colgate Liquid Gel Toothpaste Kids 2 In 1 [Drug]	2245933	DPD	19069022	1	
Colgate Sensation Whitening [Drug]	2230979	DPD	21600006	1	
Colgate Sensation Whitening Mint Plus Toothpaste [Drug]	2237170	DPD	21600006	1	
Colgate Superstar Toothpaste-Tpt 3.281 Mg/Ml [Drug]	2220946	DPD	19069022	1	
Colgate Tartar Control Mint Gel Tpt - Tube [Drug]	2018799	DPD	21600010	1	
Colgate Tartar Control Mint Tpt - Tube [Drug]	2018802	DPD	21600010	1	
Colgate Total - Advanced Health [Drug]	2285568	DPD	21600010	1	
Colgate Total 12h Pro-Shield [Drug]	2401991	DPD	21600010	1	
Colgate Total [Drug]	2443783	DPD	989301	1	
Colgate Total Advanced Health Daily Repair [Drug]	2440679	DPD	21600010	1	
Colgate Total Advanced Health Gum Defense [Drug]	2364786	DPD	21600010	1	
Colgate Total Advanced Health Sensitive [Drug]	2373254	DPD	21600010	1	
Colgate Total Tpt [Drug]	2044730	DPD	21600010	1	
Colip 20% [Drug]	2230772	DPD	21601156	1	
Colistimethate For Injection [Drug]	2403544	DPD	901845	1	
Colistimethate For Injection U.S.P. [Drug]	2244849	DPD	901845	1	
Colistimethate Sodium	DPD133915	DPD	901845	1	
Collag-En [Drug]	2231925	DPD	21600855	1	
Collagen	DPD133916	DPD	19069049	1	
Collagenase	DPD133917	DPD	980311	1	
Collagenase Clostridium Histolyticum	DPD133918	DPD	40172153	1	
Collinsonia Canadensis	DPD133919	DPD	42898923	1	
Collyre Bleu [Drug]	787043	DPD	21605079	1	
Collyre Bleu Laiter	DPD120402	DPD	43126399	1	
Collyre Bleu Laiter [Drug]	674354	DPD	914533	1	
Collyre Hygienique Soker [Drug]	425745	DPD	21603601	1	
Collyrium Eye Drops [Drug]	2041618	DPD	21605080	1	
Collyrium Eye Drops [Drug]	2155311	DPD	21605080	1	
Colocasia Esculenta	DPD133920	DPD	42898928	1	
Colocynthis	DPD120405	DPD	21017723	1	
Colon Pure [Drug]	2229843	DPD	21600555	1	
Coloplast	DPD120410	DPD	21020278	1	
Colostrum	DPD133921	DPD	46221662	1	
Colpermin	DPD120413	DPD	21015709	1	
Colprone	DPD120414	DPD	43126406	1	
Colprone Tab 5mg [Drug]	2041693	DPD	19000207	1	
Colprone Tab 5mg [Drug]	37117	DPD	19000207	1	
Coltalin Cold & Allergy Tablets [Drug]	2244263	DPD	21604348	1	
Coltsfoot	DPD133922	DPD	42903436	1	
Coly-Mycin M Parenteral [Drug]	476420	DPD	901845	1	
Colyte	DPD120419	DPD	19048875	1	
Colyte [Drug]	677442	DPD	21600582	1	
Comalose R Sirop 10gm/15ml [Drug]	651796	DPD	987245	1	
Combantrin	DPD120423	DPD	19026953	1	
Combantrin Oral Suspension 50mg/Ml [Drug]	1944355	DPD	1759270	1	
Combantrin Tab 125mg [Drug]	1944363	DPD	1759270	1	
Combigan	DPD120425	DPD	19020934	1	
Combigan [Drug]	2248347	DPD	21603705	1	
Combipres	DPD120426	DPD	19051794	1	
Combipres 0.1/15 Tab [Drug]	291870	DPD	21600467	1	
Combivent Inhalation Aerosol	DPD120427	DPD	19021326	1	
Combivent Inhalation Aerosol [Drug]	2163721	DPD	21603278	1	
Combivent Respimat	DPD120428	DPD	19021326	1	
Combivent Respimat [Drug]	2419106	DPD	43534844	1	
Combivent Udv	DPD120429	DPD	19021326	1	
Combivent Udv [Drug]	2231675	DPD	43534844	1	
Combivir	DPD120430	DPD	19037444	1	
Combivir [Drug]	2239213	DPD	21603181	1	
Combretum	DPD133923	DPD	45892530	1	
Comfrey	DPD133924	DPD	42903951	1	
Comfrey	DPD133924	DPD	42904063	2	
Common Arum	DPD133925	DPD	42898307	1	
Common Sagebrush	DPD133927	DPD	40161598	1	
Comocladia Dentata	DPD133928	DPD	42898931	1	
Complamin Tab 150mg [Drug]	1923374	DPD	21601576	1	
Complamin Tab 300mg [Drug]	1923382	DPD	21601576	1	
Complera	DPD120438	DPD	40241493	1	
Complera [Drug]	2374129	DPD	40252140	1	
Complete [Drug]	2427559	DPD	21604348	1	
Complete Daytime [Drug]	2427540	DPD	21604348	1	
Complete Daytime Liquid Capsules [Drug]	2428113	DPD	21604348	1	
Complete Formula For Adults Tab [Drug]	2047527	DPD	21600805	1	
Complete Liquid Capsules [Drug]	2383365	DPD	21604348	1	
Complete Liquid Capsules Nighttime Relief [Drug]	2427923	DPD	21604348	1	
Complete Mega B [Drug]	2242229	DPD	21600830	1	
Complete Mega B [Drug]	624950	DPD	21600830	1	
Complete Mega Packets [Drug]	518638	DPD	21600951	1	
Complete Multi Tab [Drug]	477354	DPD	21600805	1	
Complete Multivitamins And Minerals For Children [Drug]	2242548	DPD	21600805	1	
Complete Multivitamins And Minerals Tablets Timed Release [Drug]	2237940	DPD	21600805	1	
Complete Multivitamins With Minerals [Drug]	2244852	DPD	21600805	1	
Complete One A Day Tab [Drug]	1964984	DPD	21600805	1	
Complete One Cold And Flu Extra Strength [Drug]	2289415	DPD	21604348	1	
Complete One Cold And Flu Extra Strength Tablets [Drug]	2289423	DPD	21604348	1	
Complete One Cold And Flu Nightime Extra Strength Liquid [Drug]	2294362	DPD	21604348	1	
Complete One Cold And Flu Nightime Extra Strength Tablets [Drug]	2294370	DPD	21604348	1	
Complete One Cold And Flu Pe Night [Drug]	2322099	DPD	21604348	1	
Complete One-A-Day  -  Tab [Drug]	2212587	DPD	21600805	1	
Complex 5 - Pwr [Drug]	2194309	DPD	21600854	1	
Complex-75 [Drug]	881368	DPD	21600830	1	
Complexe B 75mg [Drug]	753947	DPD	21600830	1	
Complexe B 75mg [Drug]	757799	DPD	21600830	1	
Complexe B Compose 75 [Drug]	591947	DPD	21600830	1	
Complexe B-75 [Drug]	2237176	DPD	21600830	1	
Compliments White Petroleum Jelly [Drug]	2305178	DPD	21601972	1	
Compound Benzoin Tincture Usp 10% Swabstick [Drug]	2053659	DPD	21602251	1	
Compound W Gel 17% [Drug]	1929429	DPD	21602336	1	
Compound W Liquid 20% [Drug]	1977725	DPD	21602336	1	
Compound W Plus Liq 30% [Drug]	1948156	DPD	21602336	1	
Comprime De Vitamine C 250mg [Drug]	840777	DPD	19011773	1	
Comprimes Laxatifs [Drug]	484881	DPD	21600547	1	
Comtan	DPD120455	DPD	19100401	1	
Comtan [Drug]	2243763	DPD	782211	1	
Concerta	DPD120457	DPD	19005361	1	
Concerta [Drug]	2247732	DPD	705944	1	
Concerta [Drug]	2247733	DPD	705944	1	
Concerta [Drug]	2247734	DPD	705944	1	
Concerta [Drug]	2250241	DPD	705944	1	
Conditioning Gel [Drug]	2237408	DPD	976778	1	
Condurango	DPD133930	DPD	35605671	1	
Condyline	DPD120462	DPD	19053299	1	
Condyline [Drug]	1945149	DPD	947705	1	
Congest Aid Tab 30mg [Drug]	806838	DPD	1154332	1	
Congest Tab 0.3mg [Drug]	830240	DPD	1549080	1	
Congest Tab 0.625mg [Drug]	830232	DPD	1549080	1	
Congest Tab 0.9mg [Drug]	830224	DPD	1549080	1	
Congest Tab 1.25mg [Drug]	830216	DPD	1549080	1	
Congest Tab 2.5mg [Drug]	830208	DPD	1549080	1	
Congest-Ease [Drug]	2237455	DPD	1143374	1	
Congest-Eze Tab 60mg [Drug]	1950401	DPD	1154332	1	
Coniine	DPD133931	DPD	42903623	1	
Conium Maculatum	DPD133932	DPD	19071780	1	
Conium Maculatum	DPD133932	DPD	45774565	2	
Conjugated Estrogens	DPD133933	DPD	1549080	1	
Constella	DPD120473	DPD	21016526	1	
Constella [Drug]	2417162	DPD	42900505	1	
Constella [Drug]	2417170	DPD	42900505	1	
Constipation [Drug]	2229964	DPD	21600547	1	
Contac	DPD120475	DPD	21017489	1	
Contac Cold & Sinus Extra Strength [Drug]	2313820	DPD	21604348	1	
Contac Cold [Drug]	2276828	DPD	21604348	1	
Contac Cold And Fever Caplets [Drug]	2242691	DPD	21604348	1	
Contac Cold And Sore Throat Caplets [Drug]	2242690	DPD	21604348	1	
Contac Cold Capsules [Drug]	2230326	DPD	21603212	1	
Contac Cold Chest Congestion [Drug]	2276682	DPD	21604348	1	
Contac Cold Extra Strength Capsules [Drug]	2230425	DPD	21603212	1	
Contac Cold Nasal Congestion [Drug]	2276690	DPD	21604320	1	
Contac Cold Nasal Congestion-Nighttime [Drug]	2250578	DPD	21604348	1	
Contac Cold Nasal Congestion-Non Drowsy Regular Strength [Drug]	2250586	DPD	21604348	1	
Contac Cold Nondrowsy Capsules [Drug]	2230423	DPD	1154332	1	
Contac Complete Cough, Cold & Flu Syrup [Drug]	2266458	DPD	21604348	1	
Contac Cough  Cold And Flu Caplets [Drug]	2085984	DPD	21604348	1	
Contac Cough & Cold Syrup [Drug]	2265958	DPD	21603439	1	
Contac Cough And Sore Throat Syrup [Drug]	2275384	DPD	21604348	1	
Contac Cough Syrup [Drug]	2265966	DPD	1119510	1	
Contac Day & Night Sinus/Allergy Caplet [Drug]	2046784	DPD	21604348	1	
Contac Extend-C Sustained Release Capsules [Drug]	2229712	DPD	21603213	1	
Contac Night Caplets [Drug]	2239514	DPD	21604348	1	
Contac Night Cough Syrup [Drug]	2275422	DPD	21604348	1	
Contac-C Ext.Stren.Night Time Cough,Cold&Flu [Drug]	2215861	DPD	21604348	1	
Contac-C Nondrowsy (Sustained Release Cap) [Drug]	2082489	DPD	1154332	1	
Contact [Drug]	892777	DPD	949459	1	
Contact C Src [Drug]	1910469	DPD	21603212	1	
Contingency [Drug]	2410230	DPD	1589505	1	
Continuous Epidural Anesthesia Tray [Drug]	1909517	DPD	21604241	1	
Continuum Unifying Lotion I [Drug]	2268868	DPD	976778	1	
Continuum Unifying Lotion Ii [Drug]	2257076	DPD	976778	1	
Control-Bac [Drug]	2313871	DPD	916460	1	
Convallaria Majalis	DPD133934	DPD	42904067	1	
Cool B [Drug]	2244400	DPD	21601126	1	
Cool Eye Drops [Drug]	2248545	DPD	21605143	1	
Cooling Menthol Nasal Spray [Drug]	2428504	DPD	925636	1	
Cooper Tears [Drug]	2174898	DPD	21605143	1	
Coopervision	DPD120489	DPD	43132352	1	
Copaiva Officinalis	DPD133935	DPD	42898468	1	
Copaxone	DPD120491	DPD	19016114	1	
Copaxone [Drug]	2233014	DPD	21603886	1	
Copaxone [Drug]	2245619	DPD	21603886	1	
Cophylac [Drug]	116343	DPD	21603408	1	
Cophylac Drops [Drug]	1987577	DPD	21603408	1	
Cophylac Drops [Drug]	2224577	DPD	21603408	1	
Cophylac Expectorant [Drug]	116351	DPD	21603408	1	
Cophylac Expectorant Drops [Drug]	1987801	DPD	21603439	1	
Cophylac Expectorant Drops [Drug]	2224585	DPD	21603439	1	
Copper	DPD133936	DPD	19071128	1	
Copper (Gluconate) 2 Mg Tablets [Drug]	2167549	DPD	21600911	1	
Copper Amino Acid Chelate	DPD133937	DPD	19071128	1	
Copper Chelate - 5mg Tab [Drug]	2117916	DPD	21600911	1	
Copper Citrate	DPD133938	DPD	19071128	1	
Copper Gluconate	DPD133940	DPD	19004810	1	
Copper Hvp Chelate	DPD133942	DPD	19071128	1	
Copper Proteinate	DPD133945	DPD	19071128	1	
Copper Sulfate	DPD133947	DPD	19057346	1	
Coptin Oral Suspension [Drug]	745618	DPD	21602962	1	
Coptin Tab [Drug]	478717	DPD	21602962	1	
Coptin Tab [Drug]	656933	DPD	21602962	1	
