FO_PRD_ID	PRD_NAME	MOL_NAME	INGREDIENT_CONCEPT_CODE	CONCEPT_NAME	BOX_SIZE	AMOUNT_VALUE	AMOUNT_UNIT	NUMERATOR_VALUE	NUMERATOR_UNIT	DENOMINATOR_VALUE	DENOMINATOR_UNIT	VALID_DS
29913	GLUCOSAMINE SULFATE/CHONDROITIN SULFATE (SHARK)/CAMPHOR CREAM 3MG/G-20MG/G-3.1%	CAMPHOR/CHONDROITIN/GLUCOSAMINE	OMOP2850139	CAMPHOR				3	MG		G	1
29913	GLUCOSAMINE SULFATE/CHONDROITIN SULFATE (SHARK)/CAMPHOR CREAM 3MG/G-20MG/G-3.1%	CAMPHOR/CHONDROITIN/GLUCOSAMINE	OMOP2850518	CHONDROITIN							G	1
29916	MENTHYL VALERATE/QUININE/CAMPHOR O 100MG/15MG/1	CAMPHOR/EUCALYPTUS OIL/MENTHYL VALERATE/QUININE	OMOP2851626	EUCALYPTUS OIL		15	MG					1
29916	MENTHYL VALERATE/QUININE/CAMPHOR O 100MG/15MG/1	CAMPHOR/EUCALYPTUS OIL/MENTHYL VALERATE/QUININE	OMOP2853404	MENTHYL VALERATE								1
29916	MENTHYL VALERATE/QUININE/CAMPHOR O 100MG/15MG/1	CAMPHOR/EUCALYPTUS OIL/MENTHYL VALERATE/QUININE	OMOP2850139	CAMPHOR		100	MG					1
29916	MENTHYL VALERATE/QUININE/CAMPHOR O 100MG/15MG/1	CAMPHOR/EUCALYPTUS OIL/MENTHYL VALERATE/QUININE	OMOP2855174	QUININE								1
29927	GLUCOSAMINE SULFATE/BOSWELLIA/HARP 750MG/100MG/	BOSWELLIA/CENTELLA ASIATICA/GLUCOSAMINE/HARPAGOPHYTUM PROCUMBENS/MANGANESE/VITIS VINIFERA/ZINGIBER OFFICINALE	OMOP2856869	ZINGIBER OFFICINALE								1
12505	MINTEC CAPSULE 0.2ML	MENTHA PIPERITA	OMOP2853400	MENTHA PIPERITA		0.2	ML					
12514	LIGNOCAINE HYDROCHLORIDE/ADRENALIN 1%/1:200.000	ADRENALINE (EPINEPHRINE)/LIGNOCAINE	OMOP2849027	ADRENALINE (EPINEPHRINE)				5	MG	1	ML	
12514	LIGNOCAINE HYDROCHLORIDE/ADRENALIN 1%/1:200.000	ADRENALINE (EPINEPHRINE)/LIGNOCAINE	OMOP2853063	LIGNOCAINE				10	MG	1	ML	
13468	MYSTECLIN V CAPSULE 250MG/250.00	NYSTATIN/TETRACYCLINE	OMOP2856202	TETRACYCLINE		250	MG					
13468	MYSTECLIN V CAPSULE 250MG/250.00	NYSTATIN/TETRACYCLINE	OMOP2854152	NYSTATIN		250	MG					
13508	POLIOMYELITIS VACCINE - INACTIVATED VERO SYRINGE 0.5ML	POLIOMYELITIS VACCINE - INACTIVATED	OMOP2854851	POLIOMYELITIS VACCINE - INACTIVATED		0.5	ML					
15328	PANADOL COLD AND FLU CAPLET 500MG/30MG/1	DEXTROMETHORPHAN/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2851085	DEXTROMETHORPHAN		1	MG					
15328	PANADOL COLD AND FLU CAPLET 500MG/30MG/1	DEXTROMETHORPHAN/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2855100	PSEUDOEPHEDRINE		30	MG					
15328	PANADOL COLD AND FLU CAPLET 500MG/30MG/1	DEXTROMETHORPHAN/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2854533	PARACETAMOL		500	MG					
15382	PANADOL ALLERGY SINUS CAPLET 500MG/30MG/2	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2854533	PARACETAMOL		500	MG					
15382	PANADOL ALLERGY SINUS CAPLET 500MG/30MG/2	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2855100	PSEUDOEPHEDRINE		30	MG					
15382	PANADOL ALLERGY SINUS CAPLET 500MG/30MG/2	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2850496	CHLORPHENIRAMINE		2	MG					
15738	METHOXYFLURANE INHALATION >=99.9%	METHOXYFLURANE	OMOP2853468	METHOXYFLURANE				999	MG	1	ML	
15839	JAPANESE ENCEPHALITIS VIRUS VACCIN 1ML	JAPANESE ENCEPHALITIS VACCINE INACTIVATED	OMOP2852787	JAPANESE ENCEPHALITIS VACCINE INACTIVATED		1	ML					
15880	PAXYL CREAM 1%/0.52%/0.2	ALLANTOIN/BENZALKONIUM/LIGNOCAINE	OMOP2849112	ALLANTOIN				10	MG	1	ML	
15880	PAXYL CREAM 1%/0.52%/0.2	ALLANTOIN/BENZALKONIUM/LIGNOCAINE	OMOP2849777	BENZALKONIUM				5.2	MG	1	ML	
15880	PAXYL CREAM 1%/0.52%/0.2	ALLANTOIN/BENZALKONIUM/LIGNOCAINE	OMOP2853063	LIGNOCAINE				2	MG	1	ML	
15887	PAXYL CREAM 1%/0.52%/0.2	ALLANTOIN/BENZALKONIUM/LIGNOCAINE	OMOP2849777	BENZALKONIUM				5.2	MG	1	ML	
15887	PAXYL CREAM 1%/0.52%/0.2	ALLANTOIN/BENZALKONIUM/LIGNOCAINE	OMOP2849112	ALLANTOIN				10	MG	1	ML	
15887	PAXYL CREAM 1%/0.52%/0.2	ALLANTOIN/BENZALKONIUM/LIGNOCAINE	OMOP2853063	LIGNOCAINE				2	MG	1	ML	
16349	PHARMA-COL JUNIOR SUSPENSION 120MG-20MG-7	DEXTROMETHORPHAN/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2854533	PARACETAMOL		120	MG					
16349	PHARMA-COL JUNIOR SUSPENSION 120MG-20MG-7	DEXTROMETHORPHAN/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2851085	DEXTROMETHORPHAN		7	MG					
16349	PHARMA-COL JUNIOR SUSPENSION 120MG-20MG-7	DEXTROMETHORPHAN/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2855100	PSEUDOEPHEDRINE		20	MG					
16443	PHENSEDYL DRY LINCTUS 3.6-5-20MG/5	PHOLCODINE/PROMETHAZINE/PSEUDOEPHEDRINE	OMOP2855100	PSEUDOEPHEDRINE				5	MG	5	ML	
16443	PHENSEDYL DRY LINCTUS 3.6-5-20MG/5	PHOLCODINE/PROMETHAZINE/PSEUDOEPHEDRINE	OMOP2855041	PROMETHAZINE				3.6	MG	5	ML	
16443	PHENSEDYL DRY LINCTUS 3.6-5-20MG/5	PHOLCODINE/PROMETHAZINE/PSEUDOEPHEDRINE	OMOP2854741	PHOLCODINE				20	MG	5	ML	
17028	PREPARATION H SUPPOSITORY 1%-3%/2.3G	SHARK-LIVER OIL/YEAST	OMOP2856812	YEAST				69	MG	2.3	G	
17028	PREPARATION H SUPPOSITORY 1%-3%/2.3G	SHARK-LIVER OIL/YEAST	OMOP2855664	SHARK-LIVER OIL				23	MG	2.3	G	
17543	CALCIUM CITRATE/MAGNESIUM/CHOLECAL 643MG/90MG/1	CALCIUM CITRATE/CHOLECALCIFEROL/MAGNESIUM	OMOP2853245	MAGNESIUM		1	MG					
17543	CALCIUM CITRATE/MAGNESIUM/CHOLECAL 643MG/90MG/1	CALCIUM CITRATE/CHOLECALCIFEROL/MAGNESIUM	OMOP2850102	CALCIUM CITRATE		643	MG					
17543	CALCIUM CITRATE/MAGNESIUM/CHOLECAL 643MG/90MG/1	CALCIUM CITRATE/CHOLECALCIFEROL/MAGNESIUM	OMOP2850505	CHOLECALCIFEROL		90	MG					
17921	HYDROXOCOBALAMIN + SALINE POWDER+DIL 2.5G + 100ML	HYDROXOCOBALAMIN	OMOP2852494	HYDROXOCOBALAMIN				2.5	G	100	ML	
18476	PEPPERMINT OIL CAPSULE 0.2ML	MENTHA PIPERITA	OMOP2853400	MENTHA PIPERITA		0.2	ML					
18753	POLIOMYELITIS VACCINE - INACTIVATE 0.5ML	POLIOMYELITIS VACCINE - INACTIVATED	OMOP2854851	POLIOMYELITIS VACCINE - INACTIVATED		0.5	ML					
18937	CHLORHEXIDINE GLUCONATE/CETRIMIDE/ 0.05%/0.5%/7	CETRIMIDE/CHLORHEXIDINE/ETHANOL	OMOP2850332	CETRIMIDE				0.5	MG	1	ML	
18937	CHLORHEXIDINE GLUCONATE/CETRIMIDE/ 0.05%/0.5%/7	CETRIMIDE/CHLORHEXIDINE/ETHANOL	OMOP2850481	CHLORHEXIDINE				5	MG	1	ML	
18937	CHLORHEXIDINE GLUCONATE/CETRIMIDE/ 0.05%/0.5%/7	CETRIMIDE/CHLORHEXIDINE/ETHANOL	OMOP2851613	ETHANOL				70	MG	1	ML	
19007	TETANUS VACCINE ADSORBED SYRINGE 0.5ML	TETANUS VACCINE	OMOP2856196	TETANUS VACCINE		0.5	ML					
19405	SINUTAB SINUS ALLERGY & PAIN RELIE 325MG/30MG/2	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2850496	CHLORPHENIRAMINE		2	MG					
19405	SINUTAB SINUS ALLERGY & PAIN RELIE 325MG/30MG/2	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2855100	PSEUDOEPHEDRINE		30	MG					
19405	SINUTAB SINUS ALLERGY & PAIN RELIE 325MG/30MG/2	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2854533	PARACETAMOL		325	MG					
19409	SINUTAB SINUS ALLERGY & PAIN RELIE 325MG/30MG/2	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2850496	CHLORPHENIRAMINE		2	MG					
19409	SINUTAB SINUS ALLERGY & PAIN RELIE 325MG/30MG/2	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2855100	PSEUDOEPHEDRINE		30	MG					
19409	SINUTAB SINUS ALLERGY & PAIN RELIE 325MG/30MG/2	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2854533	PARACETAMOL		325	MG					
20463	TET-TOX INJECTION 0.5ML	TETANUS VACCINE	OMOP2856196	TETANUS VACCINE		0.5	ML					
20469	TET-TOX INJECTION 0.5ML	TETANUS VACCINE	OMOP2856196	TETANUS VACCINE		0.5	ML					
20772	TRAVACALM ORIGINAL TABLET 50MG/0.2MG/2	CAFFEINE/DIMENHYDRINATE/HYOSCINE	OMOP2850069	CAFFEINE		50	MG					
20772	TRAVACALM ORIGINAL TABLET 50MG/0.2MG/2	CAFFEINE/DIMENHYDRINATE/HYOSCINE	OMOP2851186	DIMENHYDRINATE		0.2	MG					
20772	TRAVACALM ORIGINAL TABLET 50MG/0.2MG/2	CAFFEINE/DIMENHYDRINATE/HYOSCINE	OMOP2852515	HYOSCINE		2	MG					
20842	TROBICIN INJECTION 2G + 3.2ML D	SPECTINOMYCIN	OMOP2855854	SPECTINOMYCIN				2	G	3.2	ML	
20904	METHOXYFLURANE INHALATION >=99.9%	METHOXYFLURANE	OMOP2853468	METHOXYFLURANE				999	MG	1	ML	
21355	XYLOCAINE - ADRENALINE AMPOULE 1%/1:100.000	ADRENALINE (EPINEPHRINE)/LIGNOCAINE	OMOP2853063	LIGNOCAINE				10	MG	1	ML	
21355	XYLOCAINE - ADRENALINE AMPOULE 1%/1:100.000	ADRENALINE (EPINEPHRINE)/LIGNOCAINE	OMOP2849027	ADRENALINE (EPINEPHRINE)				10	MG	1	ML	
21640	SEDA-GEL GEL 8.7%/0.01%/3	CETALKONIUM/CHOLINE SALICYLATE/MENTHOL	OMOP2850325	CETALKONIUM				87	MG	1	ML	
21640	SEDA-GEL GEL 8.7%/0.01%/3	CETALKONIUM/CHOLINE SALICYLATE/MENTHOL	OMOP2850512	CHOLINE SALICYLATE				0.1	MG	1	ML	
21640	SEDA-GEL GEL 8.7%/0.01%/3	CETALKONIUM/CHOLINE SALICYLATE/MENTHOL	OMOP2853401	MENTHOL				30	MG	1	ML	
22031	PANADOL CHILDREN'S COLD ELIXIR 160MG-15MG-1	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2850496	CHLORPHENIRAMINE		1	MG					
22031	PANADOL CHILDREN'S COLD ELIXIR 160MG-15MG-1	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2854533	PARACETAMOL		160	MG					
22031	PANADOL CHILDREN'S COLD ELIXIR 160MG-15MG-1	CHLORPHENIRAMINE/PARACETAMOL/PSEUDOEPHEDRINE	OMOP2855100	PSEUDOEPHEDRINE		15	MG					
11546	LIQUID PARAFFIN - EMULSIFIED LIQUID 2.5ML/5ML	LIQUID PARAFFIN	OMOP2853094	LIQUID PARAFFIN				2.5	ML	5	ML	1
11710	PINE TAR/CADE OIL/COAL TAR SOLUTIO 3MG-3MG-1MG-	CADE OIL/COAL TAR/OLEYL ALCOHOL/TAR	OMOP2856064	TAR								1
11710	PINE TAR/CADE OIL/COAL TAR SOLUTIO 3MG-3MG-1MG-	CADE OIL/COAL TAR/OLEYL ALCOHOL/TAR	OMOP2850707	COAL TAR		3	MG					1
11710	PINE TAR/CADE OIL/COAL TAR SOLUTIO 3MG-3MG-1MG-	CADE OIL/COAL TAR/OLEYL ALCOHOL/TAR	OMOP2854206	OLEYL ALCOHOL		1	MG					1
11710	PINE TAR/CADE OIL/COAL TAR SOLUTIO 3MG-3MG-1MG-	CADE OIL/COAL TAR/OLEYL ALCOHOL/TAR	OMOP2850062	CADE OIL		3	MG					1
11712	PINE TAR/CADE OIL/COAL TAR SOLUTIO 3MG-3MG-1MG-	CADE OIL/COAL TAR/OLEYL ALCOHOL/TAR	OMOP2856064	TAR								1
11712	PINE TAR/CADE OIL/COAL TAR SOLUTIO 3MG-3MG-1MG-	CADE OIL/COAL TAR/OLEYL ALCOHOL/TAR	OMOP2850062	CADE OIL		3	MG					1
11712	PINE TAR/CADE OIL/COAL TAR SOLUTIO 3MG-3MG-1MG-	CADE OIL/COAL TAR/OLEYL ALCOHOL/TAR	OMOP2854206	OLEYL ALCOHOL		1	MG					1
11712	PINE TAR/CADE OIL/COAL TAR SOLUTIO 3MG-3MG-1MG-	CADE OIL/COAL TAR/OLEYL ALCOHOL/TAR	OMOP2850707	COAL TAR		3	MG					1
11908	ADRENALINE/BENZOCAINE/ZINC OXIDE S 0.27MG/150MG	ADRENALINE (EPINEPHRINE)/BENZOCAINE/ZINC OXIDE	OMOP2849027	ADRENALINE (EPINEPHRINE)		0.27	MG					1
11908	ADRENALINE/BENZOCAINE/ZINC OXIDE S 0.27MG/150MG	ADRENALINE (EPINEPHRINE)/BENZOCAINE/ZINC OXIDE	OMOP2856863	ZINC OXIDE								1
11908	ADRENALINE/BENZOCAINE/ZINC OXIDE S 0.27MG/150MG	ADRENALINE (EPINEPHRINE)/BENZOCAINE/ZINC OXIDE	OMOP2849782	BENZOCAINE		150	MG					1
12030	PHENOL/MENTHOL/CAMPHOR LOTION 0.5%/0.5%/0.	CAMPHOR/MENTHOL/PHENOL	OMOP2850139	CAMPHOR				5	MG		ML	1
12030	PHENOL/MENTHOL/CAMPHOR LOTION 0.5%/0.5%/0.	CAMPHOR/MENTHOL/PHENOL	OMOP2853401	MENTHOL				5	MG		ML	1
12030	PHENOL/MENTHOL/CAMPHOR LOTION 0.5%/0.5%/0.	CAMPHOR/MENTHOL/PHENOL	OMOP2854723	PHENOL								1
12113	LIGNOCAINE/ETHANOL (95%)/SALICYLIC 2.5%/45%/1.5	ETHANOL/LIGNOCAINE/RHUBARB/SALICYLIC ACID/TANNIC ACID	OMOP2853063	LIGNOCAINE				450	MG		ML	1
12113	LIGNOCAINE/ETHANOL (95%)/SALICYLIC 2.5%/45%/1.5	ETHANOL/LIGNOCAINE/RHUBARB/SALICYLIC ACID/TANNIC ACID	OMOP2851613	ETHANOL				25	MG		ML	1
12113	LIGNOCAINE/ETHANOL (95%)/SALICYLIC 2.5%/45%/1.5	ETHANOL/LIGNOCAINE/RHUBARB/SALICYLIC ACID/TANNIC ACID	OMOP2855512	SALICYLIC ACID								1
12113	LIGNOCAINE/ETHANOL (95%)/SALICYLIC 2.5%/45%/1.5	ETHANOL/LIGNOCAINE/RHUBARB/SALICYLIC ACID/TANNIC ACID	OMOP2855349	RHUBARB								1
12113	LIGNOCAINE/ETHANOL (95%)/SALICYLIC 2.5%/45%/1.5	ETHANOL/LIGNOCAINE/RHUBARB/SALICYLIC ACID/TANNIC ACID	OMOP2856062	TANNIC ACID								1
12132	DEXAMETHASONE/FRAMYCETIN SULFATE/G 0.5MG-5MG-0.	DEXAMETHASONE/FRAMYCETIN/GRAMICIDIN	OMOP2851071	DEXAMETHASONE		0.5	MG					1
12132	DEXAMETHASONE/FRAMYCETIN SULFATE/G 0.5MG-5MG-0.	DEXAMETHASONE/FRAMYCETIN/GRAMICIDIN	OMOP2851986	FRAMYCETIN		5	MG					1
12132	DEXAMETHASONE/FRAMYCETIN SULFATE/G 0.5MG-5MG-0.	DEXAMETHASONE/FRAMYCETIN/GRAMICIDIN	OMOP2852286	GRAMICIDIN								1
12361	ANUSOL WIPES 0.5ML-3MG/ML	HAMAMELIS	OMOP2852329	HAMAMELIS					MG	3	MG	1
12440	ACNEDERM OINTMENT 2.5%/0.5%/1%	HYDROXYBENZOATE/ICHTHAMMOL/SULFUR/UNDECYLENAMIDE/ZINC OXIDE	OMOP2856863	ZINC OXIDE								1
12440	ACNEDERM OINTMENT 2.5%/0.5%/1%	HYDROXYBENZOATE/ICHTHAMMOL/SULFUR/UNDECYLENAMIDE/ZINC OXIDE	OMOP2855972	SULFUR				10	MG		ML	1
12440	ACNEDERM OINTMENT 2.5%/0.5%/1%	HYDROXYBENZOATE/ICHTHAMMOL/SULFUR/UNDECYLENAMIDE/ZINC OXIDE	OMOP2852496	HYDROXYBENZOATE				25	MG		ML	1
12440	ACNEDERM OINTMENT 2.5%/0.5%/1%	HYDROXYBENZOATE/ICHTHAMMOL/SULFUR/UNDECYLENAMIDE/ZINC OXIDE	OMOP2852543	ICHTHAMMOL				5	MG		ML	1
12440	ACNEDERM OINTMENT 2.5%/0.5%/1%	HYDROXYBENZOATE/ICHTHAMMOL/SULFUR/UNDECYLENAMIDE/ZINC OXIDE	OMOP2856488	UNDECYLENAMIDE								1
12580	ZINC SULFATE/MAGNESIUM SULFATE/ASC 100MG/50MG/2	ASCORBATE/MAGNESIUM SULFATE/ZINC SULFATE	OMOP2856864	ZINC SULFATE								1
12580	ZINC SULFATE/MAGNESIUM SULFATE/ASC 100MG/50MG/2	ASCORBATE/MAGNESIUM SULFATE/ZINC SULFATE	OMOP2853258	MAGNESIUM SULFATE		50	MG					1
12580	ZINC SULFATE/MAGNESIUM SULFATE/ASC 100MG/50MG/2	ASCORBATE/MAGNESIUM SULFATE/ZINC SULFATE	OMOP2849540	ASCORBATE		100	MG					1
12785	TAR/CADE OIL/COAL TAR SOLUTION/ARA 0.3%/0.3%/0.	CADE OIL/COAL TAR/PYRITHIONE ZINC/TAR	OMOP2850707	COAL TAR				3	MG		ML	1
12785	TAR/CADE OIL/COAL TAR SOLUTION/ARA 0.3%/0.3%/0.	CADE OIL/COAL TAR/PYRITHIONE ZINC/TAR	OMOP2850062	CADE OIL				3	MG		ML	1
12785	TAR/CADE OIL/COAL TAR SOLUTION/ARA 0.3%/0.3%/0.	CADE OIL/COAL TAR/PYRITHIONE ZINC/TAR	OMOP2856064	TAR								1
12785	TAR/CADE OIL/COAL TAR SOLUTION/ARA 0.3%/0.3%/0.	CADE OIL/COAL TAR/PYRITHIONE ZINC/TAR	OMOP2855130	PYRITHIONE ZINC								1
13191	CALAMINE/ZINC OXIDE/BENTONITE LOTION 15G/100ML	BENTONITE/CALAMINE/ZINC OXIDE	OMOP2850079	CALAMINE		100	ML					1
13191	CALAMINE/ZINC OXIDE/BENTONITE LOTION 15G/100ML	BENTONITE/CALAMINE/ZINC OXIDE	OMOP2856863	ZINC OXIDE								1
13191	CALAMINE/ZINC OXIDE/BENTONITE LOTION 15G/100ML	BENTONITE/CALAMINE/ZINC OXIDE	OMOP2849772	BENTONITE		15	G					1
13321	MYLANTA ORIGINAL LIQUID 200MG-200MG-	ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE	OMOP2853253	MAGNESIUM HYDROXIDE		200	MG					1
13321	MYLANTA ORIGINAL LIQUID 200MG-200MG-	ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE	OMOP2855708	SIMETHICONE								1
13321	MYLANTA ORIGINAL LIQUID 200MG-200MG-	ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE	OMOP2849174	ALUMINIUM HYDROXIDE		200	MG					1
13330	MYLANTA DOUBLE STRENGTH LIQUID 400MG-400MG-	ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE	OMOP2855708	SIMETHICONE								1
13330	MYLANTA DOUBLE STRENGTH LIQUID 400MG-400MG-	ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE	OMOP2853253	MAGNESIUM HYDROXIDE		400	MG					1
13330	MYLANTA DOUBLE STRENGTH LIQUID 400MG-400MG-	ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE	OMOP2849174	ALUMINIUM HYDROXIDE		400	MG					1
13347	MYLANTA DOUBLE STRENGTH TABLET 400MG/400MG/	ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE	OMOP2849174	ALUMINIUM HYDROXIDE		400	MG					1
13347	MYLANTA DOUBLE STRENGTH TABLET 400MG/400MG/	ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE	OMOP2853253	MAGNESIUM HYDROXIDE		400	MG					1
13347	MYLANTA DOUBLE STRENGTH TABLET 400MG/400MG/	ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE	OMOP2855708	SIMETHICONE								1
13369	MYLANTA 2GO DUAL ACTION TABLET 37LMG/215MG/234MG	ALGINATE/ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SODIUM BICARBONATE	OMOP2853253	MAGNESIUM HYDROXIDE		234	MG					1
13369	MYLANTA 2GO DUAL ACTION TABLET 37LMG/215MG/234MG	ALGINATE/ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SODIUM BICARBONATE	OMOP2849174	ALUMINIUM HYDROXIDE		215	MG					1
13369	MYLANTA 2GO DUAL ACTION TABLET 37LMG/215MG/234MG	ALGINATE/ALUMINIUM HYDROXIDE/MAGNESIUM HYDROXIDE/SODIUM BICARBONATE	OMOP2849105	ALGINATE		37	L					1
29927	GLUCOSAMINE SULFATE/BOSWELLIA/HARP 750MG/100MG/	BOSWELLIA/CENTELLA ASIATICA/GLUCOSAMINE/HARPAGOPHYTUM PROCUMBENS/MANGANESE/VITIS VINIFERA/ZINGIBER OFFICINALE	OMOP2856730	VITIS VINIFERA								1
29927	GLUCOSAMINE SULFATE/BOSWELLIA/HARP 750MG/100MG/	BOSWELLIA/CENTELLA ASIATICA/GLUCOSAMINE/HARPAGOPHYTUM PROCUMBENS/MANGANESE/VITIS VINIFERA/ZINGIBER OFFICINALE	OMOP2849977	BOSWELLIA		750	MG					1
29927	GLUCOSAMINE SULFATE/BOSWELLIA/HARP 750MG/100MG/	BOSWELLIA/CENTELLA ASIATICA/GLUCOSAMINE/HARPAGOPHYTUM PROCUMBENS/MANGANESE/VITIS VINIFERA/ZINGIBER OFFICINALE	OMOP2850296	CENTELLA ASIATICA		100	MG					1
29927	GLUCOSAMINE SULFATE/BOSWELLIA/HARP 750MG/100MG/	BOSWELLIA/CENTELLA ASIATICA/GLUCOSAMINE/HARPAGOPHYTUM PROCUMBENS/MANGANESE/VITIS VINIFERA/ZINGIBER OFFICINALE	OMOP2853274	MANGANESE								1
29927	GLUCOSAMINE SULFATE/BOSWELLIA/HARP 750MG/100MG/	BOSWELLIA/CENTELLA ASIATICA/GLUCOSAMINE/HARPAGOPHYTUM PROCUMBENS/MANGANESE/VITIS VINIFERA/ZINGIBER OFFICINALE	OMOP2852220	GLUCOSAMINE								1
29927	GLUCOSAMINE SULFATE/BOSWELLIA/HARP 750MG/100MG/	BOSWELLIA/CENTELLA ASIATICA/GLUCOSAMINE/HARPAGOPHYTUM PROCUMBENS/MANGANESE/VITIS VINIFERA/ZINGIBER OFFICINALE	OMOP2852337	HARPAGOPHYTUM PROCUMBENS								1
29971	GLUCOSAMINE SULFATE POTASSIUM CHLO 1.5G/20MG/20	BOSWELLIA/CENTELLA ASIATICA/COPPER/GLUCOSAMINE/MAGNESIUM/ZINC/ZINGIBER OFFICINALE	OMOP2856869	ZINGIBER OFFICINALE								1
29971	GLUCOSAMINE SULFATE POTASSIUM CHLO 1.5G/20MG/20	BOSWELLIA/CENTELLA ASIATICA/COPPER/GLUCOSAMINE/MAGNESIUM/ZINC/ZINGIBER OFFICINALE	OMOP2850296	CENTELLA ASIATICA		20	MG					1
29971	GLUCOSAMINE SULFATE POTASSIUM CHLO 1.5G/20MG/20	BOSWELLIA/CENTELLA ASIATICA/COPPER/GLUCOSAMINE/MAGNESIUM/ZINC/ZINGIBER OFFICINALE	OMOP2850795	COPPER								1
29971	GLUCOSAMINE SULFATE POTASSIUM CHLO 1.5G/20MG/20	BOSWELLIA/CENTELLA ASIATICA/COPPER/GLUCOSAMINE/MAGNESIUM/ZINC/ZINGIBER OFFICINALE	OMOP2853245	MAGNESIUM								1
29971	GLUCOSAMINE SULFATE POTASSIUM CHLO 1.5G/20MG/20	BOSWELLIA/CENTELLA ASIATICA/COPPER/GLUCOSAMINE/MAGNESIUM/ZINC/ZINGIBER OFFICINALE	OMOP2856858	ZINC								1
29971	GLUCOSAMINE SULFATE POTASSIUM CHLO 1.5G/20MG/20	BOSWELLIA/CENTELLA ASIATICA/COPPER/GLUCOSAMINE/MAGNESIUM/ZINC/ZINGIBER OFFICINALE	OMOP2852220	GLUCOSAMINE								1
29971	GLUCOSAMINE SULFATE POTASSIUM CHLO 1.5G/20MG/20	BOSWELLIA/CENTELLA ASIATICA/COPPER/GLUCOSAMINE/MAGNESIUM/ZINC/ZINGIBER OFFICINALE	OMOP2849977	BOSWELLIA		1.5	G					1
30031	CAPSICUM ANNUUM FRUIT OLEORESIN/AR 360MG-5MG-5M	ALOES/ARCTIUM/ARNICA MONTANA/CAPSICUM	OMOP2849511	ARNICA MONTANA		5	MG					1
30031	CAPSICUM ANNUUM FRUIT OLEORESIN/AR 360MG-5MG-5M	ALOES/ARCTIUM/ARNICA MONTANA/CAPSICUM	OMOP2849492	ARCTIUM		5	MG					1
30031	CAPSICUM ANNUUM FRUIT OLEORESIN/AR 360MG-5MG-5M	ALOES/ARCTIUM/ARNICA MONTANA/CAPSICUM	OMOP2850179	CAPSICUM								1
30031	CAPSICUM ANNUUM FRUIT OLEORESIN/AR 360MG-5MG-5M	ALOES/ARCTIUM/ARNICA MONTANA/CAPSICUM	OMOP2849133	ALOES		360	MG					1
30141	CALCIUM ASCORBATE/FOLIC ACID/GLYCI 75MG/150MCG/	ASCORBATE/FOLATE/GLYCINE/HISTIDINE/MAGNESIUM OXIDE/NICOTINAMIDE/PYRIDOXINE/SERINE/THREONINE/ZINC	OMOP2852251	GLYCINE								1
30141	CALCIUM ASCORBATE/FOLIC ACID/GLYCI 75MG/150MCG/	ASCORBATE/FOLATE/GLYCINE/HISTIDINE/MAGNESIUM OXIDE/NICOTINAMIDE/PYRIDOXINE/SERINE/THREONINE/ZINC	OMOP2856223	THREONINE								1
