concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
"MORPHINE MR AN","Drug","LPD_Australia","Drug Product",,"606752","2022-05-27","2099-12-31",
"MORPHINE SULPHATEAMPS 10MG 5 1ML","Drug","LPD_Australia","Drug Product",,"2040505","2022-05-27","2099-12-31",
"MORPHINE SULPHATECAPS 100MG","Drug","LPD_Australia","Drug Product",,"2044461","2022-05-27","2099-12-31",
"MORPHINE SULPHATECAPS 60MG","Drug","LPD_Australia","Drug Product",,"2046278","2022-05-27","2099-12-31",
"MORPHINE SULPHATESR TABS 10MG","Drug","LPD_Australia","Drug Product",,"2050648","2022-05-27","2099-12-31",
"MOVALISUNSPECIFIED 7.5MG","Drug","LPD_Australia","Drug Product",,"2048424","2022-05-27","2099-12-31",
"MS CONTINF.C TABS 200MG 20","Drug","LPD_Australia","Drug Product",,"2044097","2022-05-27","2099-12-31",
"MYAMBUTOLTABS 400MG 100","Drug","LPD_Australia","Drug Product",,"2044417","2022-05-27","2099-12-31",
"MYFORTIC","Drug","LPD_Australia","Drug Product",,"3588","2022-05-27","2099-12-31",
"MYFORTIC","Drug","LPD_Australia","Drug Product",,"596758","2022-05-27","2099-12-31",
"NAPROXEN SODIUM","Drug","LPD_Australia","Drug Product",,"589845","2022-05-27","2099-12-31",
"NEUPOGEN","Drug","LPD_Australia","Drug Product",,"596767","2022-05-27","2099-12-31",
"NEVIRAPINE TABLET 200MG","Drug","LPD_Australia","Drug Product",,"15299","2022-05-27","2099-12-31",
"NEXIUMIV VIAL 40MG 10","Drug","LPD_Australia","Drug Product",,"2046562","2022-05-27","2099-12-31",
"NIFEDIPINEUNSPECIFIED 10MG","Drug","LPD_Australia","Drug Product",,"2043771","2022-05-27","2099-12-31",
"NIMBEX","Drug","LPD_Australia","Drug Product",,"24085","2022-05-27","2099-12-31",
"NOXAFIL","Drug","LPD_Australia","Drug Product",,"605984","2022-05-27","2099-12-31",
"NUROFENUNSPECIFIED 200MG","Drug","LPD_Australia","Drug Product",,"2045271","2022-05-27","2099-12-31",
"NUVIGIL","Drug","LPD_Australia","Drug Product",,"607106","2022-05-27","2099-12-31",
"NYSTATINUNSPECIFIED .5M","Drug","LPD_Australia","Drug Product",,"2042073","2022-05-27","2099-12-31",
"OESTRAD+NORETHISTPATCH 250Y /50Y","Drug","LPD_Australia","Drug Product",,"2046418","2022-05-27","2099-12-31",
"OFEV","Drug","LPD_Australia","Drug Product",,"606511","2022-05-27","2099-12-31",
"OLANZAPINEPDR/DILUENT 405MG","Drug","LPD_Australia","Drug Product",,"2039964","2022-05-27","2099-12-31",
"OLANZAPINEUNSPECIFIED 10MG","Drug","LPD_Australia","Drug Product",,"2049403","2022-05-27","2099-12-31",
"OLMESART/AMLOD/HCTTABS 10MG 40MG /12.","Drug","LPD_Australia","Drug Product",,"2050316","2022-05-27","2099-12-31",
"OLMESART/AMLOD/HCTTABS 10MG 40MG /25M","Drug","LPD_Australia","Drug Product",,"2050674","2022-05-27","2099-12-31",
"OMEGAPHARM NYSTATIN ORAL DROPS","Drug","LPD_Australia","Drug Product",,"8535","2022-05-27","2099-12-31",
"ONDANSETRON-RLZYDIS WAFERS 4MG 4","Drug","LPD_Australia","Drug Product",,"2047019","2022-05-27","2099-12-31",
"ONDANSETRON-RLZYDIS WAFERS 8MG 4","Drug","LPD_Australia","Drug Product",,"2047020","2022-05-27","2099-12-31",
"ONDAZZYDIS WAFERS 8MG 4","Drug","LPD_Australia","Drug Product",,"2047017","2022-05-27","2099-12-31",
"OPTIFAST VLCDDESSERT CHOC 8 54G","Device","LPD_Australia","Device","S","2046449","2022-05-27","2099-12-31",
"ORION CHLORHEXIDINE PRE-OP WASH 4%","Drug","LPD_Australia","Drug Product",,"4616","2022-05-27","2099-12-31",
"ORION EMOLLIENT OINTMENT STERILE","Drug","LPD_Australia","Drug Product",,"4620","2022-05-27","2099-12-31",
"OTOPOLEAR DROPS 15ML","Drug","LPD_Australia","Drug Product",,"2045289","2022-05-27","2099-12-31",
"OXYBUPROCAINEEYE DROPS .4%","Drug","LPD_Australia","Drug Product",,"2043613","2022-05-27","2099-12-31",
"OXYCODONE HYDROCHLORIDE/NALOXONE HYDROCHLORIDE","Drug","LPD_Australia","Drug Product",,"605670","2022-05-27","2099-12-31",
"OXYCODONE HYDROCHLORIDE/NALOXONE HYDROCHLORIDE","Drug","LPD_Australia","Drug Product",,"605671","2022-05-27","2099-12-31",
"OXYTOCIN GH","Drug","LPD_Australia","Drug Product",,"604662","2022-05-27","2099-12-31",
"PAINSTOPUNSPECIFIED","Drug","LPD_Australia","Drug Product",,"2050100","2022-05-27","2099-12-31",
"PANADOL CAPLETS (OPTIZORB FORMULATION)","Drug","LPD_Australia","Drug Product",,"590844","2022-05-27","2099-12-31",
"PANADOL NIGHT","Drug","LPD_Australia","Drug Product",,"24228","2022-05-27","2099-12-31",
"PANCRELIPASECAPS 10K","Drug","LPD_Australia","Drug Product",,"2048551","2022-05-27","2099-12-31",
"PARACETAMOL","Drug","LPD_Australia","Drug Product",,"17564","2022-05-27","2099-12-31",
"PARACETAMOL/CAFFEINE","Drug","LPD_Australia","Drug Product",,"589221","2022-05-27","2099-12-31",
"PARACETAMOL/PSEUDOEPHEDRINE HYDROCHLORIDE/CHLORPHENIRAMINE MALEATE","Drug","LPD_Australia","Drug Product",,"11514","2022-05-27","2099-12-31",
"PARACETAMOLUNSPECIFIED 120MG /5ML","Drug","LPD_Australia","Drug Product",,"2043115","2022-05-27","2099-12-31",
"PARAFFINOIL 200ML","Drug","LPD_Australia","Drug Product",,"2042798","2022-05-27","2099-12-31",
"PARECOXIB","Drug","LPD_Australia","Drug Product",,"19163","2022-05-27","2099-12-31",
"PEGINTERFERON BETA-1A","Drug","LPD_Australia","Drug Product",,"605552","2022-05-27","2099-12-31",
"PENICILLIN BENZATHTABS 150MG","Drug","LPD_Australia","Drug Product",,"2040904","2022-05-27","2099-12-31",
"PETRUS BISACODYL SUPPOSITORIES","Drug","LPD_Australia","Drug Product",,"606605","2022-05-27","2099-12-31",
"PHARMACOR MYCOPHENOLATE","Drug","LPD_Australia","Drug Product",,"599788","2022-05-27","2099-12-31",
"PHARMACOR ZOLPIDEM","Drug","LPD_Australia","Drug Product",,"596444","2022-05-27","2099-12-31",
"PHARMACY ACTION ANTI-FUNGAL NAIL TREATMENT","Drug","LPD_Australia","Drug Product",,"606673","2022-05-27","2099-12-31",
"PHARMACY ACTION IBUPROFEN PLUS CODEINE","Drug","LPD_Australia","Drug Product",,"607812","2022-05-27","2099-12-31",
"PHENOXYBENZAMINE [AMDIPHARM MERCURY AUSTRALIA]","Drug","LPD_Australia","Drug Product",,"607226","2022-05-27","2099-12-31",
"PHENYTOIN SODIUMSYRUP 30MG /5ML","Drug","LPD_Australia","Drug Product",,"2044353","2022-05-27","2099-12-31",
"PKU LOPHLEX SENSATION 20","Device","LPD_Australia","Device","S","603817","2022-05-27","2099-12-31",
"POLY GLY/PROPY GLYEYE DROPS 4MG /3MG","Drug","LPD_Australia","Drug Product",,"2048246","2022-05-27","2099-12-31",
"POTASSIUM CHLORIDEEFF TABS","Drug","LPD_Australia","Drug Product",,"2044914","2022-05-27","2099-12-31",
"POVIDINE IODINESOLN 10%","Drug","LPD_Australia","Drug Product",,"2040958","2022-05-27","2099-12-31",
"POVIDONE-IODINE","Drug","LPD_Australia","Drug Product",,"12478","2022-05-27","2099-12-31",
"PREDNISOL/CINCHOCAOINT 1.9MG /5MG","Drug","LPD_Australia","Drug Product",,"2046695","2022-05-27","2099-12-31",
"PREDNISOLONEPHENYLEP.12% 1%","Drug","LPD_Australia","Drug Product",,"2040191","2022-05-27","2099-12-31",
"PREDNISOL SOD PHOSE/E DROPS .5%","Drug","LPD_Australia","Drug Product",,"2040962","2022-05-27","2099-12-31",
"PREDNISOL SOD PHOSEYE DROPS","Drug","LPD_Australia","Drug Product",,"2042995","2022-05-27","2099-12-31",
"PREMARINTABS 1.25MG 28 X2","Drug","LPD_Australia","Drug Product",,"2044030","2022-05-27","2099-12-31",
"PREVENARVIAL .5ML","Drug","LPD_Australia","Drug Product",,"2045438","2022-05-27","2099-12-31",
"PRO-BANTHINE","Drug","LPD_Australia","Drug Product",,"23450","2022-05-27","2099-12-31",
"PROGESTERONECREAM 10%","Drug","LPD_Australia","Drug Product",,"2046034","2022-05-27","2099-12-31",
"PROGESTERONECREAM 6%","Drug","LPD_Australia","Drug Product",,"2047958","2022-05-27","2099-12-31",
"PROGESTERONEVAG. GEL 90MG","Drug","LPD_Australia","Drug Product",,"2048659","2022-05-27","2099-12-31",
"PROGRAF XL","Drug","LPD_Australia","Drug Product",,"8847","2022-05-27","2099-12-31",
"PROTIFAR","Device","LPD_Australia","Device","S","591163","2022-05-27","2099-12-31",
"PROXYMETACAINE HCLEYE DROPS .5%","Drug","LPD_Australia","Drug Product",,"2040980","2022-05-27","2099-12-31",
"PSYLLIUM HUSK POWDER","Drug","LPD_Australia","Drug Product",,"20097","2022-05-27","2099-12-31",
"PVAEYE DROPS 3% FORT 15ML","Drug","LPD_Australia","Drug Product",,"2045775","2022-05-27","2099-12-31",
"Q E STABS","Drug","LPD_Australia","Drug Product",,"2040988","2022-05-27","2099-12-31",
"QUETIAPINE RBXTABS 200MG 60","Drug","LPD_Australia","Drug Product",,"2049217","2022-05-27","2099-12-31",
"QUETIAPINE SANDOZTABS 300MG 60","Drug","LPD_Australia","Drug Product",,"2049221","2022-05-27","2099-12-31",
"QUMAX DAA (DOSE ADMINISTRATION AID)","Drug","LPD_Australia","Drug Product",,"602418","2022-05-27","2099-12-31",
"RAMIPRILUNSPECIFIED 2.5MG","Drug","LPD_Australia","Drug Product",,"2047608","2022-05-27","2099-12-31",
"RANITALTABS 300MG FORT 14","Drug","LPD_Australia","Drug Product",,"2048953","2022-05-27","2099-12-31",
"REMICADEPDR VIAL 100MG","Drug","LPD_Australia","Drug Product",,"2045199","2022-05-27","2099-12-31",
"RISPERDALUNSPECIFIED 1MG","Drug","LPD_Australia","Drug Product",,"2048802","2022-05-27","2099-12-31",
"RIVASTIGMINE","Drug","LPD_Australia","Drug Product",,"603179","2022-05-27","2099-12-31",
"RIVASTIGMINE","Drug","LPD_Australia","Drug Product",,"606529","2022-05-27","2099-12-31",
"RIVASTIGMINE","Drug","LPD_Australia","Drug Product",,"606530","2022-05-27","2099-12-31",
"RIXADONETABS 4MG 60","Drug","LPD_Australia","Drug Product",,"2047911","2022-05-27","2099-12-31",
"ROBITUSSIN PEHEAD/CLD&SIN /TAB 24","Drug","LPD_Australia","Drug Product",,"2039807","2022-05-27","2099-12-31",
"SACUBITRIL/VALSARTAN","Drug","LPD_Australia","Drug Product",,"606796","2022-05-27","2099-12-31",
"SALICYLIC ACID/RESORCINOL","Drug","LPD_Australia","Drug Product",,"13163","2022-05-27","2099-12-31",
"SECUKINUMAB","Drug","LPD_Australia","Drug Product",,"607950","2022-05-27","2099-12-31",
"SERETIDE ACCUHALER 250/50","Drug","LPD_Australia","Drug Product",,"1120","2022-05-27","2099-12-31",
"SERETIDE ACCUHALER 500/50","Drug","LPD_Australia","Drug Product",,"3616","2022-05-27","2099-12-31",
"SERETIDE MDI","Drug","LPD_Australia","Drug Product",,"3619","2022-05-27","2099-12-31",
"SILDENAFIL-DRLA","Drug","LPD_Australia","Drug Product",,"607635","2022-05-27","2099-12-31",
"SIMVASTATIN AN","Drug","LPD_Australia","Drug Product",,"604889","2022-05-27","2099-12-31",
"SIMVASTATIN AN","Drug","LPD_Australia","Drug Product",,"604892","2022-05-27","2099-12-31",
"SIMVASTATIN SANDOZ","Drug","LPD_Australia","Drug Product",,"602006","2022-05-27","2099-12-31",
"SOD/AL-BIC CAL/CARLIQUID","Drug","LPD_Australia","Drug Product",,"2048185","2022-05-27","2099-12-31",
"SOD AMINOSALICYLTABS 500MG","Drug","LPD_Australia","Drug Product",,"2041005","2022-05-27","2099-12-31",
"SODIUM ASCORBATE","Drug","LPD_Australia","Drug Product",,"602448","2022-05-27","2099-12-31",
"SODIUM ASCORBATE SOLUTION [BIOLOGICAL THERAPIES]","Drug","LPD_Australia","Drug Product",,"602427","2022-05-27","2099-12-31",
"SODIUM CITRATE","Drug","LPD_Australia","Drug Product",,"13215","2022-05-27","2099-12-31",
"SODIUM CROMOGLYCATMETER AERO 1MG","Drug","LPD_Australia","Drug Product",,"2044515","2022-05-27","2099-12-31",
"SODIUM CROMOGLYCATMETER AERO 5MG","Drug","LPD_Australia","Drug Product",,"2044516","2022-05-27","2099-12-31",
"SODIUM HYPOCHLORITE","Drug","LPD_Australia","Drug Product",,"17002","2022-05-27","2099-12-31",
"SODIUM PICOSULFATE/MAGNESIUM CARBONATE/CITRIC ACID","Drug","LPD_Australia","Drug Product",,"608073","2022-05-27","2099-12-31",
"SOFRADEXEAR OINTMENT 5G","Drug","LPD_Australia","Drug Product",,"2048211","2022-05-27","2099-12-31",
"SOMATROPININJECTION 12MG /36U","Drug","LPD_Australia","Drug Product",,"2039990","2022-05-27","2099-12-31",
"SOMATROPIN (RBE)","Drug","LPD_Australia","Drug Product",,"17637","2022-05-27","2099-12-31",
"SPIRITEAR DROPS","Drug","LPD_Australia","Drug Product",,"2041121","2022-05-27","2099-12-31",
"SPORANOXORAL SOLN 10MG /ML 150ML","Drug","LPD_Australia","Drug Product",,"2044572","2022-05-27","2099-12-31",
"STERCULIA/FRANGULAGRANS","Drug","LPD_Australia","Drug Product",,"2048517","2022-05-27","2099-12-31",
"STINGOSEUNSPECIFIED","Drug","LPD_Australia","Drug Product",,"2042882","2022-05-27","2099-12-31",
"SUNSCREEN","Device","LPD_Australia","Device","S","589488","2022-05-27","2099-12-31",
"SUNSENSE SENSITIVE INVISIBLE","Device","LPD_Australia","Device","S","607844","2022-05-27","2099-12-31",
"SUNSENSE SPORT SPF 50+","Device","LPD_Australia","Device","S","586623","2022-05-27","2099-12-31",
"SYMBICORT RAPIHALER","Drug","LPD_Australia","Drug Product",,"603849","2022-05-27","2099-12-31",
"TACHOSIL","Drug","LPD_Australia","Drug Product",,"607200","2022-05-27","2099-12-31",
"TACROLIMUS","Drug","LPD_Australia","Drug Product",,"607713","2022-05-27","2099-12-31",
"TACROLIMUS APOTEX","Drug","LPD_Australia","Drug Product",,"606488","2022-05-27","2099-12-31",
"TASIGNACAPS 150MG 120","Drug","LPD_Australia","Drug Product",,"2049190","2022-05-27","2099-12-31",
"TEMOZOLOMIDE","Drug","LPD_Australia","Drug Product",,"19110","2022-05-27","2099-12-31",
"TEMOZOLOMIDE","Drug","LPD_Australia","Drug Product",,"20682","2022-05-27","2099-12-31",
"TENOFOVIR DISOPROXIL FUMARATE/EMTRICITABINE","Drug","LPD_Australia","Drug Product",,"597708","2022-05-27","2099-12-31",
"THIAMINE HCLTABS 50MG","Drug","LPD_Australia","Drug Product",,"2041497","2022-05-27","2099-12-31",
"T LUKASTCHEW TABS 4MG 28","Drug","LPD_Australia","Drug Product",,"2050003","2022-05-27","2099-12-31",
"TOBRAMYCINAMPS 80MG 2ML","Drug","LPD_Australia","Drug Product",,"2047861","2022-05-27","2099-12-31",
"TOBRAMYCINVIAL 80MG 5 2ML","Drug","LPD_Australia","Drug Product",,"2042719","2022-05-27","2099-12-31",
"TRAMADOL GEN/HLTHSR TABS 150MG 20","Drug","LPD_Australia","Drug Product",,"2049647","2022-05-27","2099-12-31",
"TREXJECT","Drug","LPD_Australia","Drug Product",,"607754","2022-05-27","2099-12-31",
"TREXJECT","Drug","LPD_Australia","Drug Product",,"607757","2022-05-27","2099-12-31",
"TRIAMC/NEO/GRAM/NYEAR OINTMENT","Drug","LPD_Australia","Drug Product",,"2045613","2022-05-27","2099-12-31",
"TRIETHANOLAMINE SALICYLATE CREAM 100MG/ML (10","Drug","LPD_Australia","Drug Product",,"10059","2022-05-27","2099-12-31",
"TRUSAMIDE","Drug","LPD_Australia","Drug Product",,"605740","2022-05-27","2099-12-31",
"TRYZANUNSPECIFIED 10MG","Drug","LPD_Australia","Drug Product",,"2048507","2022-05-27","2099-12-31",
"TYSABRIIV INFUSION 300MG 15ML","Drug","LPD_Australia","Drug Product",,"2047710","2022-05-27","2099-12-31",
"UMECLIDINIUM/VILANTEROL","Drug","LPD_Australia","Drug Product",,"605295","2022-05-27","2099-12-31",
"VENOSAN STOCKINGS 40MMHG","Device","LPD_Australia","Device","S","33788","2022-05-27","2099-12-31",
"VERAPAMILUNSPECIFIED 240MG","Drug","LPD_Australia","Drug Product",,"2043137","2022-05-27","2099-12-31",
"VILDAG/METFORM HYDTABS 850MG /50M","Drug","LPD_Australia","Drug Product",,"2039868","2022-05-27","2099-12-31",
"VIRAPROX","Drug","LPD_Australia","Drug Product",,"605465","2022-05-27","2099-12-31",
"VITAMIN B1TABS 100MG 100","Drug","LPD_Australia","Drug Product",,"2043807","2022-05-27","2099-12-31",
"VITAMIN CTABS 250MG","Drug","LPD_Australia","Drug Product",,"2046035","2022-05-27","2099-12-31",
"VITAMIN ECREAM","Drug","LPD_Australia","Drug Product",,"2042437","2022-05-27","2099-12-31",
"VORTIOXETINE","Drug","LPD_Australia","Drug Product",,"605477","2022-05-27","2099-12-31",
"WARFARINTABS 10MG","Drug","LPD_Australia","Drug Product",,"2041095","2022-05-27","2099-12-31",
"WARFARINTABS 2.5MG","Drug","LPD_Australia","Drug Product",,"2042201","2022-05-27","2099-12-31",
"XELJANZ","Drug","LPD_Australia","Drug Product",,"606423","2022-05-27","2099-12-31",
"XYLOMETAZ/IPRATROPNASAL SPRAY .05% /.06","Drug","LPD_Australia","Drug Product",,"2039892","2022-05-27","2099-12-31",
"ZABEP","Drug","LPD_Australia","Drug Product",,"605896","2022-05-27","2099-12-31",
"ZATAMIL","Drug","LPD_Australia","Drug Product",,"607468","2022-05-27","2099-12-31",
"ZOPRAL ODT","Drug","LPD_Australia","Drug Product",,"603404","2022-05-27","2099-12-31",
