CONCEPT_NAME	DUMMY	CONCEPT_ID	RXNE_NAME	PRECEDENCE
ASTRIX 100		43252277	Astrix	
ATACAND PLUS 16/12.5		43565884	Atacand Plus	
ATACAND PLUS 32/12.5		43565884	Atacand Plus	
ATACAND PLUS 32/25		43565884	Atacand Plus	
ATORVASTATIN PFIZER		35406573	ATORVASTATINE PFIZER	
ATORVASTATIN SZ		43127676	ATORVASTATINE SANDOZ	
ATOZET COMPOSITE PACK		43252293	Atozet	
ATROPINE INJECTION	ing			
ATROVENT CFC FREE		19020409	Atrovent	
ATROVENT UDV		19020409	Atrovent	
ATROVENT UDV ADULT		19020409	Atrovent	
AUGMENTIN DUO FORTE		19053736	Augmentin Duo	
AUGMENTIN FORTE		19020435	Augmentin	
AURALGAN OTIC		19033980	Auralgan	
AUREOMYCIN TOPICAL		19087117	Aureomycin	
AUSCAP ASPEN		43252297	Auscap	
AUSFAM 20		43252298	Ausfam	
AUSFAM 40		43252298	Ausfam	
AVANZA SOLTAB		43252308	Avanza	
AVAPRO HCT 150/12.5		19023613	Avapro	
AVAPRO HCT 300/12.5		19023613	Avapro	
AVAPRO HCT 300/25		19023613	Avapro	
AVIL DECONGESTANT		43252311	Avil	
AVIL RETARD		43252311	Avil	
AXIT 15		43252314	Axit	
AXIT 30		43252314	Axit	
AXIT 45		43252314	Axit	
AYLIDE 1		43252315	Aylide	
AYLIDE 2		43252315	Aylide	
AYLIDE 3		43252315	Aylide	
AYLIDE 4		43252315	Aylide	
AZCLEAR		43252324	Azclear Action	
AZCLEAR ACTION FOAMING WASH		43252324	Azclear Action	
AZOL 200		43252327	Azol	
B GROUP VITAMINS	ing			
B12 LIQUID	ing			
B12 SUBLINGUAL	ing			
BACTRIM Sugar Free		19020462	Bactrim	
BANLICE MOUSSE		43252340	Banlice	
BECONASE ALLERGY AND HAYFEVER 12 HOUR		19021038	Beconase	
BECONASE ALLERGY AND HAYFEVER 24 HOUR		19021038	Beconase	
BENADRYL CHESTY FORTE		19046518	Benadryl	
BENADRYL DAY & NIGHT		19046518	Benadryl	
BENADRYL DRY FORTE		19046518	Benadryl	
BENADRYL DRY TICKLY		19046518	Benadryl	
BENADRYL FOR THE FAMILY CHESTY FORTE		19046518	Benadryl	
BENADRYL MUCUS RELIEF DOUBLE ACTION		19046518	Benadryl	
BENADRYL MUCUS RELIEF PLUS DECONGESTANT		19046518	Benadryl	
BENADRYL NIGHTIME		19046518	Benadryl	
BENADRYL ORIGINAL		19046518	Benadryl	
BENYLIN SORE THROAT		19021082	Benylin	
BENZAC AC WASH		19049365	Benzac AC	
BENZEMUL		43252344	Benzemul Application	
BENZOIC	ing			
BENZOTECH GEL		43252351	Benzotech	
BERGOLINE 1		43252356	Bergoline	
BERGOLINE 2		43252356	Bergoline	
BEROTEC AEROSOL		21015513	Berotec	
BETA-1,3 1,m	ing			
BETACAROTENE	ing			
BETACHEK QUICK TEST	device			
BETACHEK VISUAL	device			
BETADINE ALCOHOLIC SKIN PREPARATION		19043659	Betadine	
BETADINE COLD SORE PAINT		19043659	Betadine	
BETADINE COLD SORE PAINT PAIN RELIEF FORMULA		19043659	Betadine	
BETADINE PRE-OP BODY WASH		19043659	Betadine	
BETADINE READY TO USE SORE THROAT GARGLE		19043659	Betadine	
BETADINE SORE THROAT GARGLE		19043659	Betadine	
BETADINE SWABSTICKS		19043659	Betadine	
BETNOVATE 1/2		19018707	Betnovate	
BETNOVATE 1/5		19018707	Betnovate	
BETNOVATE SCALP APPLICATION		19018707	Betnovate	
BICILLIN L-A TUBEX		19056481	Bicillin L-A	
BIFIDO BACTERIA INFANTUS	ing			
BIO	?			
BIOFLAVONOIDS PLUS VITAMIN C	ing			
BIOMEGA III		21017226	BIOmega	
BIOTENE DRY MOUTH FLUORIDE TOOTHPASTE		40241713	Biotene Dry Mouth	
BIOTENE ORALBALANCE DRY MOUTH MOISTURISING GEL		40241713	Biotene Dry Mouth	
BIOTENE ORALBALANCE DRY MOUTH MOISTURISING LIQUID		40241713	Biotene Dry Mouth	
BISALAX MICRO		43252433	Bisalax	
BISOLVON CHESTY FORTE		43252441	Bisolvon Chesty	
BISOLVON CHESTY FORTE LIQUID ON-THE-GO		43252441	Bisolvon Chesty	
BISOLVON CHESTY KIDS STRAWBERRY FLAVOUR ORAL LIQUID		43252441	Bisolvon Chesty	
BISOLVON CHESTY NATURAL KIDS		43252441	Bisolvon Chesty	
BISOLVON CHESTY ORAL LIQUID		43252441	Bisolvon Chesty	
BISOLVON DRY		19069169	Bisolvon	
BISOLVON DRY JUNIOR		19069169	Bisolvon	
BISOLVON DRY PASTILLES		19069169	Bisolvon	
BISOLVON PHOLCODINE DRY FORTE		19069169	Bisolvon	
BISOLVON SINUS		19069169	Bisolvon	
BLEPH 10		19056812	Bleph-10	
BLEPHAMIDE LIQUIFILM		19056815	Blephamide	
BLINK INTENSIVE TEARS		40802084	Blink	
BLISTEX ANTIVIRAL COLD SORE		19056821	Blistex	
BONJELA MOUTH ULCER GEL		19112546	Bonjela	
BONJELA TEETHING GEL		19112546	Bonjela	
BOOSTRIX PRESERVATIVE FREE		19079703	Boostrix	
BOOSTRIX-IPV		19079703	Boostrix	
BORIC	1			
BOSISTO'S		43252392	Bosisto'S Eucalyptus	
BOSISTO'S EUCALYPTUS RUB		43252392	Bosisto'S Eucalyptus	
BOTOX PURIFIED NEUROTOXIN COMPLEX		19045570	Botox	
BRETARIS GENUAIR		40801880	Bretaris	
BREVINOR 21		21017391	Brevinor	
BREVINOR 28 DAY		21017391	Brevinor	
BRICANYL NEBUHALER		19021117	Bricanyl	
BRICANYL RESPULES		19021117	Bricanyl	
BRIMICA GENUAIR		40801942	Brimica	
BRUFEN SR		19026302	Brufen	
BUDAMAX AQUEOUS		43252410	Budamax	
BUFFERED	?			
BUSCOPAN FORTE		19026930	Buscopan	
BUTAMOL 2.5		43252422	Butamol	
BUTAMOL 5		43252422	Butamol	
BUTESIN PICRATE WITH METAPHEN		19057260	Butesin Picrate	
C PLUS		44014519	C-Plus	
C PLUS POWDER		44014519	C-Plus	
C-FLOX 250		43252428	C-Flox	
C-FLOX 500		43252428	C-Flox	
C-FLOX 750		43252428	C-Flox	
CALCI-TAB 600		43252457	Calci-Tab	
CALCIA		43252462	Calcia-1000	
CALCIA 1000		43252462	Calcia-1000	
CALCIA VITAMIN D		43252458	Calcia Plus Vitamin D	
CALCIUM & MAGNESIUM	ing			
CALCIUM COMPOUND	ing			
CALCIVITE		40802657	Calcivit	
CALSOURCE CA 1000		43252373	Calsource Ca	
CALSOURCE CA 1200 + D		43252373	Calsource Ca	
CALTRATE BONE AND MUSCLE HEALTH		19057757	Caltrate	
CALTRATE BONE HEALTH		19057757	Caltrate	
CALTRATE PLUS		19057757	Caltrate	
CALTRATE PLUS WITH		19057757	Caltrate	
CALTRATE VITAMIN D		19057757	Caltrate	
CALVID EFFERVESCENT GRANULES		43252386	Calvid	
CANESORAL DUO		43252430	Canesoral	
CANESTEN CLOTRIMAZOLE THRUSH TREATMENT 6 DAY		19026368	Canesten	
CANESTEN CLOTRIMAZOLE THRUSH TREATMENT ONCE		19026368	Canesten	
CANESTEN FUNGAL NAIL TREATMENT SET		19026368	Canesten	
CANESTEN SPORTS		19026368	Canesten	
CARBAMAZEPINE SANDOZ		43567947	Carbamazepin Sandoz	
CARBOMER 974	1			
CARBOSORB X		43252365	Carbosorb	
CARDIPRIN 100		43252380	Cardiprin	
CAROLYN-35 ED		43252389	Carolyn-35	
CATAPRES 100		19044425	Catapres	
CATAPRES 150		19044425	Catapres	
CEFOTAXIME SANDOZ		40802573	Cefotaxim Sandoz	
CEFTRIAXONE	ing			
CELERY SEED OIL	1			
CELESTONE CHRONODOSE		19047752	Celestone	
CELESTONE-V 1/2		19047752	Celestone	
CELESTONE-VG		19047752	Celestone	
CENTRUM ADVANCE		21015708	Centrum	
CENTRUM ADVANCE 50+		21015708	Centrum	
CENTRUM KIDS INCREMIN IRON MIXTURE		21015708	Centrum	
CENTRUM KIDS ORANGE		21015708	Centrum	
CENTRUM SELECT 50+		21015708	Centrum	
CEPACAINE		43252381	Cepacaine Oral Solution	
CEPACOL MINT ANTIBACTERIAL		19086557	Cepacol	
CEPHATRUST 250		43252396	Cephatrust	
CEPHATRUST 500		43252396	Cephatrust	
CHAMPIX. COMPLETION PACK		21016858	Champix	
CHICKEN POX	ing			
CHILDREN'S PANADOL 5-12 YEARS SUPPOSITORIES		19058388	Childrens Panadol	
CHILDREN'S PANADOL 6Mths-5Yrs SUPPOSITORIES		19058388	Childrens Panadol	
CHILDREN'S PANADOL 7+ YRS COLOUR FREE SOLUBLE		19058388	Childrens Panadol	
CHILDREN'S PANADOL COLD RELIEF ELIXIR		19058388	Childrens Panadol	
CHILDREN'S PANADOL COLOURFREE BABY DROPS		19058388	Childrens Panadol	
CHILDREN'S PANADOL ELIXIR 1-5 YRS		19058388	Childrens Panadol	
CHILDREN'S PANADOL ELIXIR 5-12 YRS		19058388	Childrens Panadol	
CHILDREN'S PANADOL ORIGINAL BABY DROPS		19058388	Childrens Panadol	
CHLORHEXIDINE	ing			
CHLORHEXIDINE 2% IN ALCOHOL 70%	ing			
CHLORHEXIDINE 2% IN ISOPROPYL ALCOHOL 70%	ing			
CHLORHEXIDINE IN ALCOHOL	ing			
CHLORHEXIDINE IN ALCOHOL 70%	ing			
CHLORIDE COMPOUND	ing			
CHOLSTAT 10		43252478	Cholstat	
CHOLSTAT 20		43252478	Cholstat	
CHOLSTAT 40		43252478	Cholstat	
CILAMOX SUGAR FREE		43252500	Cilamox	
CILICAINE VK		21014841	Cilicaine	
CILOXAN EAR DROPS		19047252	Ciloxan	
CIPROFLOXACIN 500	ing			
CIPROFLOXACIN 750	ing			
CIPROL 250		43252582	Ciprol	
CIPROL 500		43252582	Ciprol	
CIPROL 750		43252582	Ciprol	
CIPROXIN 250		19013875	Ciproxin	
CIPROXIN 500		19013875	Ciproxin	
CIPROXIN 750		19013875	Ciproxin	
CIPROXIN HC EAR DROPS		19013875	Ciproxin	
CIPROXIN IV		19013875	Ciproxin	
CITALOPRAM 20	ing			
CITANEST DENTAL		19021279	Citanest	
CITRACAL D MAX		19012022	Citracal + D	
CITRACAL PLUS		19058693	Citracal	
CLAMOHEXAL DUO		43252485	Clamohexal	
CLAMOHEXAL DUO FORTE		43252485	Clamohexal	
CLAMOXYL DUO 400		43252502	Clamoxyl Duo	
CLAMOXYL DUO FORTE		43252502	Clamoxyl Duo	
CLAMOXYL FORTE		43127148	CLAMOXYL	
CLARATYNE D WITH DECONGESTANT		43252506	Claratyne	
CLARATYNE EFFERVESCENT		43252506	Claratyne	
CLARINASE 24 HOUR RELIEF		43252525	Clarinase	
CLARINASE REPETABS		43252525	Clarinase	
CLARITHRO 250		43252532	Clarithro	
CLARITHRO 500		43252532	Clarithro	
CLAVULIN 125		43252540	Clavulin	
CLAVULIN 250		43252540	Clavulin	
CLAVULIN 500		43252540	Clavulin	
CLAVULIN DUO		43252540	Clavulin	
CLAVULIN DUO 400		43252540	Clavulin	
CLAVULIN DUO FORTE		43252540	Clavulin	
CLEARASIL DAILY FACE WASH		19129572	Clearasil	
CLIMEN 28		21014895	Climen	
CLINORIL 200		19021281	Clinoril	
CLOFEN 10		43252603	Clofen	
CLOFEN 25		43252603	Clofen	
CLONEA CLOTRIMAZOLE THRUSH TREATMENT 3 DAY		43252607	Clonea	
CLOPIDOGREL WINTHROP PLUS ASPIRIN		40804032	Clopidogrel Winthrop	
CLOVIX 75		43252510	Clovix	
CO ENZYME Q10	ing			
CO-ENZYME Q10	ing			
CO-ENZYME Q10 PLUS SALMON OIL AND VITAMIN E	ing			
COAL	ing			
CODALGIN FORTE		43252533	Codalgin	
CODALGIN PLUS		43252533	Codalgin	
CODAPANE FORTE		43252536	Codapane	
CODAPANE XTRA		43252536	Codapane	
CODEINE PHOSPHATE	ing			
CODRAL CHESTY COUGH LIQUID		43252545	Codral	
CODRAL COLD & FLU		43252546	Codral Cold And Flu	
CODRAL DAY & NIGHT COLD & FLU		43252546	Codral Cold And Flu	
CODRAL DRY COUGH LIQUID		43252545	Codral	
CODRAL FORTE		43252545	Codral	
CODRAL LINCTUS		43252545	Codral	
CODRAL NIGHTIME		43252545	Codral	
CODRAL NIGHTIME COLD & FLU RELIEF		43252546	Codral Cold And Flu	
CODRAL ORIGINAL CHESTY COUGH LIQUICAPS		43252545	Codral	
CODRAL ORIGINAL COLD & FLU MAX		43252561	Codral Original Cold And Flu	
CODRAL PAIN RELIEF		43252545	Codral	
COLD	?			
COLONLYTELY LEMON POWDER		43252492	Colonlytely	
COLONLYTELY ORIGINAL POWDER		43252492	Colonlytely	
COLONPREP KIT A	device			
COLOXYL WITH SENNA		43252494	Coloxyl	
COMBANTRIN ADULT STRENGTH		19026953	Combantrin	
COMBANTRIN-1 WITH MEBENDAZOLE		19026953	Combantrin	
COMBANTRIN-1 WITH MEBENDAZOLE CHOCOLATE SQUARES		19026953	Combantrin	
COMBIVENT METERED AEROSOL		19021326	Combivent	
COMPOUND SODIUM LACTATE IV INFUSION	device			
CONDYLINE PAINT		19053299	Condyline	
COPPER IUD	device			
COPPER T 380A IUD	device			
COQ10		19131388	Co-Q10	
COQ10 EXCEL		19131388	Co-Q10	
CORBETON 20		43252718	Corbeton	
CORBETON 40		43252718	Corbeton	
CORDARONE X INTRAVENOUS		19047290	Cordarone	
CORDILOX ORAL		19071672	Cordilox	
CORTIVAL 1/2		43252727	Cortival	
CORTIVAL 1/5		43252727	Cortival	
COTAZYM S FORTE		19089109	Cotazym	
COUGH MEDICINE	?			
COVERSYL PLUS		19018706	Coversyl	
COVERSYL PLUS LD		19018706	Coversyl	
CRANBERRY 15000	ing			
CRANBERRY 20,000MG	ing			
CREON MICRO		19060531	Creon	
CUBITAN	device			
CURAM 125/31.25		43252641	Curam	
CURAM DUO 400/57		43252641	Curam	
CURAM DUO 500/125		43252641	Curam	
CURAM DUO FORTE 875/125		43252641	Curam	
CURASH ANTI-RASH BABY POWDER		43252644	Curash	
CURASH FAMILY ORAL PAIN RELIEVING GEL		43252644	Curash	
CURASH MEDICATED FAMILY POWDER		43252644	Curash	
CYPROSTAT-100		19013943	Cyprostat	
CYTARABINE INJECTION	ing			
DAIVOBET 50/500		43131527	DAIVOBET	
DAKTARIN ORAL GEL		19013946	Daktarin	
DALACIN C		21017165	Dalacin	
DALACIN C PHOSPHATE INJ.		21017165	Dalacin	
DAN GARD		44016779	Dan-Gard	
DAPSONE	ing			
DAPSONE 100	ing			
DAY	?			
DBL	?			
DE-GAS EXTRA		19060746	Degas	
DEEP	?			
DEEP HEAT FOAM		21017438	Deep Heat	
DEHYDRO-EPI-ANDROSTERON	ing			
DELFEN FOAM		19021402	Delfen	
DEMAZIN 12 HOUR SINUS REPETABS		19060869	Demazin	
DEMAZIN CHESTY COUGH		19060869	Demazin	
DEMAZIN COLD RELIEF		19060869	Demazin	
DEMAZIN COLD RELIEF PAEDIATRIC ORAL DROPS	?			
DEMAZIN COUGH & COLD		19060869	Demazin	
DEMAZIN COUGH & COLD RELIEF		19060869	Demazin	
DEMAZIN DAY & NIGHT COLD & FLU		19060869	Demazin	
DEMAZIN PE COLD & FLU RELIEF DAY & NIGHT		19060869	Demazin	
DEMECLOCYCLINE	ing			
DENCORUB ANTI-INFLAMMATORY		43252654	Dencorub	
DENCORUB ARTHRITIS ICE THERAPY		43252654	Dencorub	
DENCORUB EXTRA STRENGTH HEAT GEL		43252654	Dencorub	
DENCORUB PAIN RELIEVING HEAT PATCHES		43252654	Dencorub	
DERMAVEEN BABY SHAMPOO		44015902	Dermaveen	
DERMAVEEN OATMEAL SHAMPOO		44015902	Dermaveen	
DHEA 6X		21014191	DHEA	
DIABEX XR		43252736	Diabex	
DIACOL		40804605	Diacoll	
DIAFORMIN 850		43252751	Diaformin	
DIAFORMIN XR		43252751	Diaformin	
DIANE-35 ED		43567357	Diane-35	
DIAPRIDE 1		43252773	Diapride	
DIAPRIDE 2		43252773	Diapride	
DIAPRIDE 3		43252773	Diapride	
DIAPRIDE 4		43252773	Diapride	
DIASP		43252631	Diasp Sr	
DIAZEPAM	1			
DIAZEPAM SUPPOSITORIES	1			
DIDROCAL OSTEOPOROSIS THERAPY		43252669	Didrocal	
DIFFERIN TOPICAL		19023386	Differin	
DIFFERIN TOPICAL GEL		19023386	Differin	
DIFFLAM ANTI-INFLAMMATORY LOZENGE		19112994	Difflam	
DIFFLAM ANTI-INFLAMMATORY LOZENGE Sugar Free		19112994	Difflam	
DIFFLAM SORE THROAT GARGLE WITH IODINE		19112994	Difflam	
DIFLUCAN DUO		19043888	Diflucan	
DILANTIN FORTE		19043651	Dilantin	
DILANTIN PAEDIATRIC SUSP.		19043651	Dilantin	
DILART HCT		43252706	Dilart	
DILATREND TITRATION PACK		43252716	Dilatrend	
DILTAHEXAL CD		43252725	Diltahexal	
DILZEM CD		43252755	Dilzem	
DIMETAPP ALLERGIC RHINITIS COLOUR FREE KIDS 2-5 YEARS		19061130	Dimetapp	
DIMETAPP CHEST CONGESTION PAEDIATRIC DROPS		19061130	Dimetapp	
DIMETAPP CHESTY COUGH ELIXIR		19061130	Dimetapp	
DIMETAPP COLD,COUGH & SINUS LIQUID CAPS		19061130	Dimetapp	
DIMETAPP COLOUR FREE INFANT DROPS		19061130	Dimetapp	
DIMETAPP COUGH COLD + FLU DAY + NIGHT LIQUID CAPS		19061130	Dimetapp	
DIMETAPP COUGH COLD + FLU DAY RELIEF LIQUID CAPS		19061130	Dimetapp	
DIMETAPP COUGH COLD + FLU NIGHT RELIEF CAPS		19061130	Dimetapp	
DIMETAPP DM DROPS COLOUR FREE COUGH & COLD		19061130	Dimetapp	
DIMETAPP DM DROPS COUGH & COLD		19061130	Dimetapp	
DIMETAPP DM ELIXIR COLOUR FREE COUGH & COLD		19061130	Dimetapp	
DIMETAPP DM ELIXIR COUGH & COLD		19061130	Dimetapp	
DIMETAPP DM ELIXIR PAEDIATRIC DROPS		19061130	Dimetapp	
DIMETAPP ELIXIR COLD & ALLERGY		19061130	Dimetapp	
DIMETAPP ELIXIR COLOUR FREE COLD & ALLERGY		19061130	Dimetapp	
DIMETAPP INFANT'S PAIN & FEVER IBUPROFEN COLOUR FREE RELIEF SUSPENS'N		19061130	Dimetapp	
DIMETAPP PE DAY + NIGHT COUGH COLD + FLU		19061130	Dimetapp	
DIMETAPP PE SINUS DAY + NIGHT		43252633	Dimetapp Pe Sinus Pain	
DIMETAPP PE SINUS PAIN + ALLERGY		43252633	Dimetapp Pe Sinus Pain	
DIMETAPP SINUS LIQUID CAPS		19061130	Dimetapp	
DIOCTYL SODIUM SULPHOSUCCINATE		19062178	Dioctyl	
DIPHTHERIA VACCINE ADSORBED	ing			
DIPROSONE OV		19062340	Diprosone	
DISODIUM ETIDRONATE	ing			
DISPRIN DIRECT		21018166	Disprin	
DISPRIN FORTE		21018166	Disprin	
DISPRIN MAX		21018166	Disprin	
DIZOLE ONE		43252684	Dizole	
DOLASED ANALGESIC-CALMATIVE		43252847	Dolased	
DOLASED FORTE		43252847	Dolased	
MERSYNDOL CAPLETS		43253327	Mersyndol	
MERSYNDOL DAYSTRENGTH		43253327	Mersyndol	
MERSYNDOL FORTE		43253327	Mersyndol	
METAMUCIL FIBRECAPS		19003263	Metamucil	
METAMUCIL FIBRESURE		19003263	Metamucil	
METAMUCIL LEMON-LIME SMOOTH FIBRE SUPPLEMENT		19003263	Metamucil	
METAMUCIL NATURAL GRANULAR FIBRE SUPPLEMENT		19003263	Metamucil	
METAMUCIL NATURAL SMOOTH FIBRE SUPPLEMENT		19003263	Metamucil	
METAMUCIL ORANGE FLAVOUR		19003263	Metamucil	
METAMUCIL ORANGE GRANULAR FIBRE SUPPLEMENT		19003263	Metamucil	
METAMUCIL ORANGE SMOOTH FIBRE SUPPLEMENT		19003263	Metamucil	
METAMUCIL WILD BERRY SMOOTH FIBRE SUPPLEMENT		19003263	Metamucil	
METEX XR		43570780	Metex	
METFORMIN	ing			
METFORMIN RANBAXY 1000		43129896	METFORMINE RANBAXY	
METHADONE POWDER	ing			
METHOHEXITONE SODIUM	ing			
METHOPT		43253436	Methopt Tears	
METHOPT FORTE		43253436	Methopt Tears	
METHYL	ing			
METHYL SALICYLATE	ing			
METHYL SULFONYL METHANE	ing			
METHYLCOBALAMIN	ing			
METROGYL 200		43253463	Metrogyl	
METROGYL 400		43253463	Metrogyl	
METROL 100		43253464	Metrol	
METROL-XL		43253464	Metrol	
METRONIDAZOLE	ing			
METRONIDAZOLE IV INFUSION	ing			
METSAL ANALGESIC GEL				
METSAL AR ANALGESIC GEL		43253320	Metsal	
METSAL HEAT RUB GEL		43253320	Metsal	
METSAL LINIMENT		43253320	Metsal	
MICROGYNON 20 ED		21014736	Microgynon	
MICROGYNON 30 ED		21014736	Microgynon	
MICROGYNON 50 ED		21014736	Microgynon	
MICROLEVLEN ED		43253353	Microlevlen	
MICRONELLE 20 ED		43253365	Micronelle	
MICRONELLE 30 ED		43253365	Micronelle	
MICROSHIELD T		43253366	Microshield	
MINAX XL		43253523	Minax	
MINERAL MATRIX WITH SELENIUM	1			
MINIMS AMETHOCAINE HCL		19053429	Minims Amethocaine hydrochloride	
MINIMS OXYBUPROCAINE HCL		21015505	Minims oxybuprocaine hydrochloride	
MINIMS SODIUM CHLORIDE		21016402	Minims saline	
MITOMYCIN C		19053504	Mitomycin C Kyowa	
MIXTARD 20/80 NOVOLET		21017389	Mixtard	
MIXTARD 20/80 PENFILL		21017389	Mixtard	
MIXTARD 30/70		21017389	Mixtard	
MIXTARD 30/70 INNOLET		21017389	Mixtard	
MIXTARD 30/70 NOVOLET		21017389	Mixtard	
MIXTARD 30/70 PENFILL		21017389	Mixtard	
MIXTARD 50/50		21017389	Mixtard	
MIXTARD 50/50 NOVOLET		21017389	Mixtard	
MIXTARD 50/50 PENFILL		21017389	Mixtard	
MIZART HCT		43253568	Mizart	
MMR II	ing			
MOBILIS 10				
MOBILIS 20		43253474	Mobilis	
MOBILIS-D 10		43253474	Mobilis	
MOBILIS-D 20		43253474	Mobilis	
MOCLOBEMIDE SANDOZ		43573785	Moclobemid Sandoz	
MONISTAT 1 COMPOSITE PACK		19099337	Monistat	
MONOPLUS 10/12.5		43253493	Monoplus	
MONOPLUS 20/12.5		43253493	Monoplus	
MOOV HEAD LICE COMBING CONDITIONER		43253516	Moov Head Lice	
MOOV HEAD LICE SHAMPOO		43253516	Moov Head Lice	
MORPHINE MIXTURE	ing			
MOVELAT SPORTZ		21018883	Movelat	
MOVICOL CHOCOLATE		43253544	Movicol	
MOVICOL FLAVOUR FREE		43253544	Movicol	
MOVICOL HALF		43253544	Movicol	
MOVICOL JUNIOR		43253544	Movicol	
MOVICOL JUNIOR CHOCOLATE		43253544	Movicol	
MOVICOL READY TO TAKE		43253544	Movicol	
MOXICLAV DUO 500/125		43253556	Moxiclav Duo	
MOXICLAV DUO FORTE		43253556	Moxiclav Duo	
MUCAINE 2 in 1		44018079	Mucaine	
MULTI B FORTE		44018087	Multi B	
MULTILOAD-CU375		40811610	Multiload Cu	
MULTIMINERAL	ing			
MULTIVITAMINS & MINERALS	ing			
MUPIROCIN		43573907	Mupirocin Gsk	
MURINE CLEAR EYES		44017510	Murine	
MURINE REVITAL EYES		44017510	Murine	
MURINE SORE EYES		44017510	Murine	
MURINE TEARS FOR EYES		44017510	Murine	
MYCIL HEALTHY FEET TINEA POWDER		21018002	Mycil	
MYCODERM POWDER		43253573	Mycoderm	
MYCOPHENOLATE SANDOZ		43130638	MYCOPHENOLATE MOFETIL SANDOZ	
MYCOSTATIN ORAL		19043564	Mycostatin	
MYGLUCOHEALTH	device			
MYLANTA DOUBLE STRENGTH		19011151	Mylanta	
MYLANTA DUAL ACTION		19011151	Mylanta	
MYLANTA EFFERVESCENT ANTACID,LEMON FLAVOUR		19011151	Mylanta	
MYLANTA ORIGINAL		19011151	Mylanta	
MYLANTA RANITIDINE 12 HOUR ACTION		19011151	Mylanta	
MYLANTA RANITIDINE 24 HOUR ACTION		19011151	Mylanta	
MYSTECLIN 250		43572851	Mysteclin	
MYSTECLIN V		43572851	Mysteclin	
NABILONE	ing			
NALOXONE HCl MIN-I-JET		43253488	Naloxone Min-I-Jet	
NAPROXEN	ing			
NASALATE DRY RELIEF OIL		43253519	Nasalate	
NASALATE NOSEBLEED GEL		43253519	Nasalate	
NASEX NATURAL RINSE		19071526	Nasex	
NASONEX ALLERGY		19023532	Nasonex	
NASONEX JUNIOR		19023532	Nasonex	
NATURAL FISH OIL	ing			
NATURAL VITAMIN E	ing			
NEILMED		40812495	Neilmed Nasoflo	1
NEILMED		40812496	Neilmed Nasogel	2
NEMDYN		43253535	Nemdyn Otic	
NEO-B12		43253536	Neo-B	
NEOSPORIN OPHTHALMIC		19081491	Neosporin	
NEUTRAFLUOR 5000 PLUS TOOTHPASTE		43253563	Neutrafluor	
NEUTRAFLUOR 900 RINSE		43253563	Neutrafluor	
NEUTRAFLUOR GEL		43253563	Neutrafluor	
NEXIUM HP7		19005694	Nexium	
NEXIUM IV		19005694	Nexium	
NICABATE CLEAR		19101357	Nicabate	
NICABATE PRE-QUIT		19101357	Nicabate	
NICABATE SOFT GUM		19101357	Nicabate	
NICORETTE CITRUS GUM		19048313	Nicorette	
NICORETTE CLASSIC GUM		19048313	Nicorette	
NICORETTE FRESHMINT GUM		19048313	Nicorette	
NICORETTE ICY MINT		19048313	Nicorette	
NICORETTE INHALATOR		19048313	Nicorette	
NICORETTE INVISIPATCH STEP 1		19048313	Nicorette	
NICORETTE INVISIPATCH STEP 2		19048313	Nicorette	
NICORETTE INVISIPATCH STEP 3		19048313	Nicorette	
NICORETTE MICROTAB CLASSIC		19048313	Nicorette	
NICORETTE MICROTAB LEMON		19048313	Nicorette	
NICORETTE MINT GUM		19048313	Nicorette	
NICORETTE PATCH		19048313	Nicorette	
NICORETTE PATCH STEP 1		19048313	Nicorette	
NICORETTE PATCH STEP 2		19048313	Nicorette	
NICORETTE PATCH STEP 3		19048313	Nicorette	
NICORETTE QUICKMIST		19048313	Nicorette	
NICOTINELL CHEWING GUM		21015132	Nicotinell	
NICOTINELL STEP 1		21015132	Nicotinell	
NICOTINELL STEP 2		21015132	Nicotinell	
NICOTINELL STEP 3		21015132	Nicotinell	
NICOTINIC ACID	ing			
NILSTAT ORAL		19043567	Nilstat	
NILSTAT TOPICAL		19043567	Nilstat	
NIVESTIM PFS		21015073	Nivestim	
NIZORAL SHAMPOO		19043477	Nizoral	
NO DOZ PLUS		19043024	No Doz	
NORDETTE 21		19054803	Nordette	
NORDETTE 50		19054803	Nordette	
NORIDAY 28 DAY		43253567	Noriday Day	
NORIMIN 28 DAY		43253577	Norimin	
NORPROLAC STARTER PACK		19014783	Norprolac	
NOVOMIX 30 FLEXPEN		44020986	Novomix	
NOVOMIX 30 PENFILL		44020986	Novomix	
NOVORAPID FLEXPEN		43253490	Novorapid	
NOVORAPID NOVOLET		43253490	Novorapid	
NOVORAPID PENFILL		43253490	Novorapid	
NOVOSEVEN RT		19023205	Novoseven	
NOZOIL NOSE DROPS		43253501	Nozoil	
NU-LAX		43253502	Nu-Lax Fruit Laxative	
NUCOSEF		43253507	Nucosef Syrup	
NUELIN-SR 125		21018489	Nuelin	
NUELIN-SR 200		21018489	Nuelin	
NUELIN-SR 250		21018489	Nuelin	
NUELIN-SR 300		21018489	Nuelin	
NUPENTIN 100		43253509	Nupentin	
NUPENTIN 300		43253509	Nupentin	
NUPENTIN 400		43253509	Nupentin	
NUPENTIN TABS		43253509	Nupentin	
NUROFEN 400 DOUBLE STRENGTH		21016480	Nurofen	
NUROFEN BACK PAIN		21016480	Nurofen	
