"drug_concept_code";"drug_concept_name";"ingredient_concept_code";"ingredient_concept_name";"amount_value";"amount_name";"denominator_value";"denominator_unit"
"20556211000001108";Meningococcal polysaccharide A C W135 and Y conjugate vaccine powder and solvent for solution for injection 0.5ml pre-filled syringes;"11172811000001107";Neisseria meningitidis group C capsular polysaccharide protein conjugate;;;;
"20556211000001108";Meningococcal polysaccharide A C W135 and Y conjugate vaccine powder and solvent for solution for injection 0.5ml pre-filled syringes;"20532711000001101";Neisseria meningitidis group A capsular polysaccharide protein conjugate;;;;
"20556211000001108";Meningococcal polysaccharide A C W135 and Y conjugate vaccine powder and solvent for solution for injection 0.5ml pre-filled syringes;"20532811000001109";Neisseria meningitidis group W135 capsular polysaccharide protein conjugate;;;;
"20556211000001108";Meningococcal polysaccharide A C W135 and Y conjugate vaccine powder and solvent for solution for injection 0.5ml pre-filled syringes;"20532911000001104";Neisseria meningitidis group Y capsular polysaccharide protein conjugate;;;;
"21407311000001106";Generic Macusan tablets;;;;;;
"21704811000001104";Generic Macusan plus tablets;;;;;;
"22192211000001103";Generic Viviscal Maximum Strength tablets;;;;;;
"22375111000001100";Saccharomyces Boulardii capsules;"700441006";Saccharomyces boulardii;;;;
"22663711000001103";Generic Natural Cranberry with Vitamin C capsules;;;;;;
"22777711000001109";Sodium hyaluronate 800mg / Sodium chondroitin sulfate 1g intravesical solution 50ml vials;"387578003";Sodium hyaluronate;800;mg;50;ml
"22777711000001109";Sodium hyaluronate 800mg / Sodium chondroitin sulfate 1g intravesical solution 50ml vials;"387578003";Sodium hyaluronate;1000;mg;50;ml
"22777711000001109";Sodium hyaluronate 800mg / Sodium chondroitin sulfate 1g intravesical solution 50ml vials;"838509000";Chondroitin;800;mg;50;ml
"22777711000001109";Sodium hyaluronate 800mg / Sodium chondroitin sulfate 1g intravesical solution 50ml vials;"838509000";Chondroitin;1000;mg;50;ml
"23611911000001107";Generic Bexsero vaccine suspension for injection 0.5ml pre-filled syringes;"23604911000001108";Neisseria meningitidis group B NHBA fusion protein;;;;
"23611911000001107";Generic Bexsero vaccine suspension for injection 0.5ml pre-filled syringes;"23605011000001108";Neisseria meningitidis group B NadA protein;;;;
"23611911000001107";Generic Bexsero vaccine suspension for injection 0.5ml pre-filled syringes;"23605111000001109";Neisseria meningitidis group B fHbp fusion protein;;;;
"23611911000001107";Generic Bexsero vaccine suspension for injection 0.5ml pre-filled syringes;"23605211000001103";Outer membrane vesicles (OMV) from Neisseria meningitidis group B containing the PorA P1.4;;;;
"23946411000001100";Generic Wellkid Smart chewable tablets;;;;;;
"23946811000001103";Sodium hyaluronate 800mg / Sodium chondroitin sulfate 1g intravesical solution 50ml pre-filled syringes;"387578003";Sodium hyaluronate;800;mg;50;ml
"23946811000001103";Sodium hyaluronate 800mg / Sodium chondroitin sulfate 1g intravesical solution 50ml pre-filled syringes;"387578003";Sodium hyaluronate;1000;mg;50;ml
"23946811000001103";Sodium hyaluronate 800mg / Sodium chondroitin sulfate 1g intravesical solution 50ml pre-filled syringes;"838509000";Chondroitin;800;mg;50;ml
"23946811000001103";Sodium hyaluronate 800mg / Sodium chondroitin sulfate 1g intravesical solution 50ml pre-filled syringes;"838509000";Chondroitin;1000;mg;50;ml
"24446911000001108";Generic Bio-Kult capsules;;;;;;
"24609511000001100";Generic Alacramyn polyvalent scorpion antivenom powder and solvent for solution for infusion vials;;;;;;
"24856811000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg solution for injection 1ml pre-filled syringes;"387578003";Sodium hyaluronate;30;mg;1;ml
"24856811000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg solution for injection 1ml pre-filled syringes;"387578003";Sodium hyaluronate;40;mg;1;ml
"24856811000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg solution for injection 1ml pre-filled syringes;"838509000";Chondroitin;30;mg;1;ml
"24856811000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg solution for injection 1ml pre-filled syringes;"838509000";Chondroitin;40;mg;1;ml
"27440611000001109";Generic Cortaflex HA 200mg capsules;"38218009";Hyaluronic acid;;;;
"27440611000001109";Generic Cortaflex HA 200mg capsules;"4104007";Chondroitin sulfate;;;;
"27440611000001109";Generic Cortaflex HA 200mg capsules;"734505004";Glucosamine sulfate;;;;
"27623211000001102";Generic Nortase capsules;;;;;;
"28049611000001104";Indacaterol 85micrograms/dose / Glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device;"702801003";Indacaterol;85;mcg;1;dose
"28049611000001104";Indacaterol 85micrograms/dose / Glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device;"769097000";Glycopyrronium;54;mcg;1;dose
"28881511000001105";Generic Digestizyme capsules;;;;;;
"28881611000001109";Generic Eyewise tablets;;;;;;
"28881711000001100";Ginkgo biloba modified-release tablets;"420733007";Ginkgo biloba;;;;
"28990411000001109";Recombinant human hyaluronidase solution for infusion 1.25ml vials;"387280008";Hyaluronidase;;;;
"28990511000001108";Recombinant human hyaluronidase solution for infusion 15ml vials;"387280008";Hyaluronidase;;;;
"28990611000001107";Recombinant human hyaluronidase solution for infusion 2.5ml vials;"387280008";Hyaluronidase;;;;
"28990711000001103";Recombinant human hyaluronidase solution for infusion 5ml vials;"387280008";Hyaluronidase;;;;
"28991111000001105";Recombinant human hyaluronidase solution for infusion 10ml vials;"387280008";Hyaluronidase;;;;
"29716811000001101";Generic Probioguard capsules;;;;;;
"29981011000001108";Escherichia coli capsules;;;;;;
"30799011000001103";Generic Glucosamine Complete tablets;"13440211000001104";Dog rose;;;;
"30799011000001103";Generic Glucosamine Complete tablets;"17565711000001105";Ginger extract;;;;
"30799011000001103";Generic Glucosamine Complete tablets;"4104007";Chondroitin sulfate;;;;
"30799011000001103";Generic Glucosamine Complete tablets;"412190005";Dimethyl sulfone;;;;
"30799011000001103";Generic Glucosamine Complete tablets;"52130006";Quercetin;;;;
"30799011000001103";Generic Glucosamine Complete tablets;"734505004";Glucosamine sulfate;;;;
"30799111000001102";Generic Glucosamine QCV tablets;"30994311000001106";Apple cider vinegar;;;;
"30799111000001102";Generic Glucosamine QCV tablets;"52130006";Quercetin;;;;
"30799111000001102";Generic Glucosamine QCV tablets;"734505004";Glucosamine sulfate;;;;
"30799311000001100";Generic Gold capsules;;;;;;
"30799511000001106";Generic Omega 369 1200mg capsules;;;;;;
"31703511000001104";Generic Efamarine Omega 6+3 capsules;;;;;;
"32654811000001101";Generic Vivomixx capsules;;;;;;
"32676311000001102";Sodium hyaluronate 0.15% / Trehalose 3% eye drops preservative free;"387578003";Sodium hyaluronate;1.5;mg;;ml
"32676311000001102";Sodium hyaluronate 0.15% / Trehalose 3% eye drops preservative free;"387578003";Sodium hyaluronate;30;mg;;ml
"32676311000001102";Sodium hyaluronate 0.15% / Trehalose 3% eye drops preservative free;"44102011000001103";Trehalose;1.5;mg;;ml
"32676311000001102";Sodium hyaluronate 0.15% / Trehalose 3% eye drops preservative free;"44102011000001103";Trehalose;30;mg;;ml
"32676711000001103";Sodium hyaluronate 0.15% / Trehalose 3% eye drops 0.4ml unit dose preservative free;"387578003";Sodium hyaluronate;1.5;mg;0.4;ml
"32676711000001103";Sodium hyaluronate 0.15% / Trehalose 3% eye drops 0.4ml unit dose preservative free;"387578003";Sodium hyaluronate;30;mg;0.4;ml
"32676711000001103";Sodium hyaluronate 0.15% / Trehalose 3% eye drops 0.4ml unit dose preservative free;"44102011000001103";Trehalose;1.5;mg;0.4;ml
"32676711000001103";Sodium hyaluronate 0.15% / Trehalose 3% eye drops 0.4ml unit dose preservative free;"44102011000001103";Trehalose;30;mg;0.4;ml
"32861911000001105";Generic B5 Weeds and Shrub Pollen 2.5% solution for skin prick test;"32861411000001102";Mugwort (Artemisia vulgaris) pollen allergen extract;;;;
"32861911000001105";Generic B5 Weeds and Shrub Pollen 2.5% solution for skin prick test;"32861511000001103";Fat hen (Chenopodium species) pollen allergen extract;;;;
"32861911000001105";Generic B5 Weeds and Shrub Pollen 2.5% solution for skin prick test;"32861611000001104";Atriplex species pollen allergen extract;;;;
"32861911000001105";Generic B5 Weeds and Shrub Pollen 2.5% solution for skin prick test;"32861711000001108";Nettle (Urtica dioica) pollen allergen extract;;;;
"32861911000001105";Generic B5 Weeds and Shrub Pollen 2.5% solution for skin prick test;"32861811000001100";Plantain (Plantago lanceolata) pollen allergen extract;;;;
"32870511000001100";Generic B3 Tree Pollens 2.5% solution for skin prick test;"32869511000001102";Alder (Alnus species) pollen allergen extract;;;;
"32870511000001100";Generic B3 Tree Pollens 2.5% solution for skin prick test;"32869611000001103";Ash (Fraxinus species) pollen allergen extract;;;;
"32870511000001100";Generic B3 Tree Pollens 2.5% solution for skin prick test;"32869711000001107";Beech (Fagus species) pollen allergen extract;;;;
"32870511000001100";Generic B3 Tree Pollens 2.5% solution for skin prick test;"32869811000001104";Birch (Betula species) pollen allergen extract;;;;
"32870511000001100";Generic B3 Tree Pollens 2.5% solution for skin prick test;"32869911000001109";Ulmus species pollen allergen extract;;;;
"32870511000001100";Generic B3 Tree Pollens 2.5% solution for skin prick test;"32870011000001108";Hazel (Corylus species) pollen allergen extract;;;;
"32870511000001100";Generic B3 Tree Pollens 2.5% solution for skin prick test;"32870111000001109";Oak (Common, Quercus species) pollen allergen extract;;;;
"32870511000001100";Generic B3 Tree Pollens 2.5% solution for skin prick test;"32870211000001103";Plane (Platanus species) pollen allergen extract;;;;
"32870511000001100";Generic B3 Tree Pollens 2.5% solution for skin prick test;"32870311000001106";Poplar (Populus species) pollen allergen extract;;;;
"32870511000001100";Generic B3 Tree Pollens 2.5% solution for skin prick test;"32870411000001104";Salix species pollen allergen extract;;;;
"32877011000001109";Generic Lestrin plant sterols tablets;;;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"16100011000001109";Timothy grass (Phleum pratense) pollen allergen extract;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"32883111000001106";Bent (Agrostis capillaris) pollen allergen extract;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"32883211000001100";Brome (Bromus species) pollen allergen extract;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"32883311000001108";Cocksfoot (Orchard grass, Dactylis glomerata) pollen allergen extract;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"32883411000001101";Dogstail (Cynosurus cristatus) pollen allergen extract;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"32883511000001102";Tall fescue (Meadow fescue, Festuca pratensis) pollen allergen extract;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"32883611000001103";Meadow foxtail (Alopecurus pratensis) pollen allergen extract;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"32883711000001107";Meadow grass (Kentucky blue grass, Poa pratensis) pollen allergen extract;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"32883811000001104";False oat grass (Arrhenatherum elatius) pollen allergen extract;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"32883911000001109";Rye grass (Lolium perenne) pollen allergen extract;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"32884011000001107";Sweet vernal (Anthoxanthum odoratum) pollen allergen extract;;;;
"32884311000001105";Generic B2 Grass Pollens 10000DU/ml ODC solution for skin prick test;"32884211000001102";Yorkshire fog (Velvet grass, Holcus lanatus) pollen allergen extract;;;;
"330047006";Synovial fluid 20mg/2ml injection pre-filled syringes;;;20;mg;;ml
"33494711000001106";Human papillomavirus (type 6 11 16 18 31 33 45 52 58) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11170911000001101";Human papillomavirus type 11 L1 protein;;;;
"33494711000001106";Human papillomavirus (type 6 11 16 18 31 33 45 52 58) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171011000001109";Human papillomavirus type 16 L1 protein;;;;
"33494711000001106";Human papillomavirus (type 6 11 16 18 31 33 45 52 58) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171111000001105";Human papillomavirus type 18 L1 protein;;;;
"33494711000001106";Human papillomavirus (type 6 11 16 18 31 33 45 52 58) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171211000001104";Human papillomavirus type 6 L1 protein;;;;
"33494711000001106";Human papillomavirus (type 6 11 16 18 31 33 45 52 58) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"33393211000001109";Human papillomavirus type 31 L1 protein;;;;
"33494711000001106";Human papillomavirus (type 6 11 16 18 31 33 45 52 58) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"33393311000001101";Human papillomavirus type 33 L1 protein;;;;
"33494711000001106";Human papillomavirus (type 6 11 16 18 31 33 45 52 58) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"33393411000001108";Human papillomavirus type 45 L1 protein;;;;
"33494711000001106";Human papillomavirus (type 6 11 16 18 31 33 45 52 58) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"33393511000001107";Human papillomavirus type 52 L1 protein;;;;
"33494711000001106";Human papillomavirus (type 6 11 16 18 31 33 45 52 58) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"33393611000001106";Human papillomavirus type 58 L1 protein;;;;
"33497311000001103";Generic Trees mix I (early blossoming) 100000BU/ml solution for skin prick test;"32870311000001106";Poplar (Populus species) pollen allergen extract;;;;
"33497311000001103";Generic Trees mix I (early blossoming) 100000BU/ml solution for skin prick test;"33497011000001101";Alder (Alnus glutinosa) pollen allergen extract;;;;
"33497311000001103";Generic Trees mix I (early blossoming) 100000BU/ml solution for skin prick test;"33497111000001100";Hazel (Corylus avellana) pollen allergen extract;;;;
"33497311000001103";Generic Trees mix I (early blossoming) 100000BU/ml solution for skin prick test;"33497211000001106";Willow (Salix caprea) pollen allergen extract;;;;
"33497311000001103";Generic Trees mix I (early blossoming) 100000BU/ml solution for skin prick test;"33523511000001100";Elm (Ulmus scabra) pollen allergen extract;;;;
"33510911000001106";Generic Trees mix II (mid blossoming) 100000BU/ml solution for skin prick test;"32869811000001104";Birch (Betula species) pollen allergen extract;;;;
"33510911000001106";Generic Trees mix II (mid blossoming) 100000BU/ml solution for skin prick test;"33510611000001100";Beech (Fagus sylvatica) pollen allergen extract;;;;
"33510911000001106";Generic Trees mix II (mid blossoming) 100000BU/ml solution for skin prick test;"33510711000001109";Oak (Quercus robur) pollen allergen extract;;;;
"33510911000001106";Generic Trees mix II (mid blossoming) 100000BU/ml solution for skin prick test;"33510811000001101";Platanus orientalis pollen allergen extract;;;;
"33512211000001101";Generic Weed mix 100000BU/ml solution for skin prick test;"32861411000001102";Mugwort (Artemisia vulgaris) pollen allergen extract;;;;
"33512211000001101";Generic Weed mix 100000BU/ml solution for skin prick test;"32861711000001108";Nettle (Urtica dioica) pollen allergen extract;;;;
"33512211000001101";Generic Weed mix 100000BU/ml solution for skin prick test;"32861811000001100";Plantain (Plantago lanceolata) pollen allergen extract;;;;
"33512211000001101";Generic Weed mix 100000BU/ml solution for skin prick test;"33512011000001106";Wall Pellitory (Parietaria officinalis) pollen allergen extract;;;;
"33512211000001101";Generic Weed mix 100000BU/ml solution for skin prick test;"33512111000001107";Dandelion (Taraxacum vulgare) pollen allergen extract;;;;
"33523611000001101";Bacillus Calmette-Guerin vaccine powder and solvent for suspension for injection ampoules;"11172511000001109";Mycobacterium bovis BCG;;;;
"33838411000001108";Generic Sanderson's Throat Specific mixture;;;;;;
"3387411000001103";Generic Algicon oral suspension sugar free;"3511411000001105";Aluminium hydroxide / Magnesium carbonate co-gel;28;mg;1;ml
"3387411000001103";Generic Algicon oral suspension sugar free;"387401007";Magnesium carbonate;35;mg;1;ml
"3387411000001103";Generic Algicon oral suspension sugar free;"417987009";Magnesium alginate;50;mg;1;ml
"3387411000001103";Generic Algicon oral suspension sugar free;"77849004";Potassium bicarbonate;10;mg;1;ml
"34088211000001102";Generic DEKAs Essential capsules;;;;;;
"34088311000001105";Generic DEKAs Plus chewable tablets;;;;;;
"34088611000001100";Generic DEKAs Plus softgels capsules;;;;;;
"34199511000001101";Generic Health Plus Omega Complex capsules;;;;;;
"34235611000001106";Generic Urostemol Men capsules;;;;;;
"34235711000001102";Generic Urostemol Prosta capsules;;;;;;
"34235811000001105";Generic Urostemol capsules;;;;;;
"34235911000001100";Generic Urostemol femina capsules;;;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11173511000001102";Streptococcus pneumoniae serotype 1 capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11173611000001103";Streptococcus pneumoniae serotype 10A capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11173711000001107";Streptococcus pneumoniae serotype 11A capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11173811000001104";Streptococcus pneumoniae serotype 12F capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11173911000001109";Streptococcus pneumoniae serotype 14 capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11174011000001107";Streptococcus pneumoniae serotype 15B capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11174111000001108";Streptococcus pneumoniae serotype 17A or 17F capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11174211000001102";Streptococcus pneumoniae serotype 18C capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11174311000001105";Streptococcus pneumoniae serotype 19A capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11174411000001103";Streptococcus pneumoniae serotype 19F capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11174511000001104";Streptococcus pneumoniae serotype 2 capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11174611000001100";Streptococcus pneumoniae serotype 20 capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11174711000001109";Streptococcus pneumoniae serotype 22F capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11174811000001101";Streptococcus pneumoniae serotype 23F capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11174911000001106";Streptococcus pneumoniae serotype 3 capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11175011000001106";Streptococcus pneumoniae serotype 33F capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11175111000001107";Streptococcus pneumoniae serotype 4 capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11175211000001101";Streptococcus pneumoniae serotype 5 capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11175311000001109";Streptococcus pneumoniae serotype 6B capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11175411000001102";Streptococcus pneumoniae serotype 7F capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11175511000001103";Streptococcus pneumoniae serotype 8 capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11175611000001104";Streptococcus pneumoniae serotype 9N capsular polysaccharide;;;;
"3439211000001108";Pneumococcal polysaccharide vaccine solution for injection 0.5ml pre-filled syringes;"11175711000001108";Streptococcus pneumoniae serotype 9V capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11173511000001102";Streptococcus pneumoniae serotype 1 capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11173611000001103";Streptococcus pneumoniae serotype 10A capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11173711000001107";Streptococcus pneumoniae serotype 11A capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11173811000001104";Streptococcus pneumoniae serotype 12F capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11173911000001109";Streptococcus pneumoniae serotype 14 capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11174011000001107";Streptococcus pneumoniae serotype 15B capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11174111000001108";Streptococcus pneumoniae serotype 17A or 17F capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11174211000001102";Streptococcus pneumoniae serotype 18C capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11174311000001105";Streptococcus pneumoniae serotype 19A capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11174411000001103";Streptococcus pneumoniae serotype 19F capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11174511000001104";Streptococcus pneumoniae serotype 2 capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11174611000001100";Streptococcus pneumoniae serotype 20 capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11174711000001109";Streptococcus pneumoniae serotype 22F capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11174811000001101";Streptococcus pneumoniae serotype 23F capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11174911000001106";Streptococcus pneumoniae serotype 3 capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11175011000001106";Streptococcus pneumoniae serotype 33F capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11175111000001107";Streptococcus pneumoniae serotype 4 capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11175211000001101";Streptococcus pneumoniae serotype 5 capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11175311000001109";Streptococcus pneumoniae serotype 6B capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11175411000001102";Streptococcus pneumoniae serotype 7F capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11175511000001103";Streptococcus pneumoniae serotype 8 capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11175611000001104";Streptococcus pneumoniae serotype 9N capsular polysaccharide;;;;
"3439311000001100";Pneumococcal polysaccharide vaccine solution for injection 0.5ml vials;"11175711000001108";Streptococcus pneumoniae serotype 9V capsular polysaccharide;;;;
"34617111000001104";Generic Trumenba vaccine suspension for injection 0.5ml pre-filled syringes;"34613211000001101";Neisseria meningitidis serogroup B fHbp subfamily A fusion protein;;;;
"34617111000001104";Generic Trumenba vaccine suspension for injection 0.5ml pre-filled syringes;"34613311000001109";Neisseria meningitidis serogroup B fHbp subfamily B fusion protein;;;;
"3465911000001108";Glucose tablets;"67079006";Glucose;;;;
"3467011000001102";Inactive tablets;;;;;;
"34769511000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) powder and suspension for suspension for injection 0.5ml pre-filled syringes;"11170511000001108";Haemophilus influenzae type b polysaccharide protein conjugate;;;;
"34769511000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) powder and suspension for suspension for injection 0.5ml pre-filled syringes;"11171411000001100";Human poliovirus type 1 inactivated;;;;
"34769511000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) powder and suspension for suspension for injection 0.5ml pre-filled syringes;"11171511000001101";Human poliovirus type 2 inactivated;;;;
"34769511000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) powder and suspension for suspension for injection 0.5ml pre-filled syringes;"11171611000001102";Human poliovirus type 3 inactivated;;;;
"34769511000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) powder and suspension for suspension for injection 0.5ml pre-filled syringes;"11173111000001106";Pertussis antigens;;;;
"34769511000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) powder and suspension for suspension for injection 0.5ml pre-filled syringes;"14608011000001104";Tetanus toxoid;;;;
"34769511000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) powder and suspension for suspension for injection 0.5ml pre-filled syringes;"161000221102";Diphtheria toxoid;;;;
"34769511000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) powder and suspension for suspension for injection 0.5ml pre-filled syringes;"22290004";Hepatitis B virus surface antigen;;;;
"3486611000001105";Hepatitis A (adsorbed) / Typhoid polysaccharide vaccine suspension for injection 1ml pre-filled syringes;"9894211000001105";Hepatitis A vaccine;;;;
"3486611000001105";Hepatitis A (adsorbed) / Typhoid polysaccharide vaccine suspension for injection 1ml pre-filled syringes;"9895511000001109";Typhoid vaccine;;;;
"34938511000001103";Measles Mumps and Rubella vaccine (live) powder and solvent for solution for injection 0.5ml pre-filled syringes;"11172311000001103";Measles virus live attenuated;;;;
"34938511000001103";Measles Mumps and Rubella vaccine (live) powder and solvent for solution for injection 0.5ml pre-filled syringes;"11172411000001105";Mumps virus live attenuated;;;;
"34938511000001103";Measles Mumps and Rubella vaccine (live) powder and solvent for solution for injection 0.5ml pre-filled syringes;"11173211000001100";Rubella virus live attenuated;;;;
