FO_PRD_ID	PACK_NAME	PRD_NAME	DOSAGE	UNIT	DOSAGE_2	UNIT_2	AMOUNT_PACK	MOL_NAME	ATCCODE	ATC_NAME	NFC_CODE	MANUFACTURER
594014	MONOFEME TABLET 150MCG/30MCG (21). INACTIVE (7)	MONOFEME PACK_TABLET 150MCG/30MCG					21	ETHINYLOESTRADIOL/LEVONORGESTREL	-1	UNKNOWN	ABA	PFIZER
594014	MONOFEME TABLET 150MCG/30MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	ABA	PFIZER
594018	LEVLEN ED TABLET 150MCG/30MCG (21). INACTIVE (7)	LEVLEN ED PACK_TABLET  150MCG/30MCG					21	LEVONORGESTREL/ETHINYLOESTRADIOL	-1	UNKNOWN	ABA	BAYER PHARMA
594018	LEVLEN ED TABLET 150MCG/30MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	ABA	BAYER PHARMA
594019	LOGYNON ED TABLET 50MCG/30MCG (6). 75MCG/40MCG (5). 125MCG/30MCG (10). INACTIVE (7)	LOGYNON ED PACK_TABLET 125MCG/30MCG					10	ETHINYLOESTRADIOL/LEVONORGESTREL	-1	UNKNOWN	ABA	BAYER PHARMA
594019	LOGYNON ED TABLET 50MCG/30MCG (6). 75MCG/40MCG (5). 125MCG/30MCG (10). INACTIVE (7)	LOGYNON ED PACK_TABLET  75MCG/40MCG					5	ETHINYLOESTRADIOL/LEVONORGESTREL	-1	UNKNOWN	ABA	BAYER PHARMA
594019	LOGYNON ED TABLET 50MCG/30MCG (6). 75MCG/40MCG (5). 125MCG/30MCG (10). INACTIVE (7)	LOGYNON ED PACK_TABLET  50MCG/30MCG					6	ETHINYLOESTRADIOL/LEVONORGESTREL	-1	UNKNOWN	ABA	BAYER PHARMA
594019	LOGYNON ED TABLET 50MCG/30MCG (6). 75MCG/40MCG (5). 125MCG/30MCG (10). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	ABA	BAYER PHARMA
595740	BREVINOR - 1. 28 TABLET 1MG/35MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	AAA	PFIZER
595740	BREVINOR - 1. 28 TABLET 1MG/35MCG (21). INACTIVE (7)	BREVINOR - 1,28 DAY PACK_ TABLET 1MG/35MCG	1	mg	35	µg	21	åõéäÅå	-1	UNKNOWN	AAA	PFIZER
602989	FEMME-TAB ED 20/100 TABLET 100MCG/20MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	ABC	AFT PHARMACEUTICAL
602989	FEMME-TAB ED 20/100 TABLET 100MCG/20MCG (21). INACTIVE (7)	FEMME-TAB ED 20/100 PACK_TABLET 100MCG/20MCG					21	ETHINYLOESTRADIOL/LEVONORGESTREL	-1	UNKNOWN	ABC	AFT PHARMACEUTICAL
603113	FEMME-TAB ED 30/150 TABLET 150MCG/30MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	ABC	AFT PHARMACEUTICAL
603113	FEMME-TAB ED 30/150 TABLET 150MCG/30MCG (21). INACTIVE (7)	FEMME-TAB ED 30/150 PACK_TABLET 150MCG/30MCG					21	ETHINYLOESTRADIOL/LEVONORGESTREL	-1	UNKNOWN	ABC	AFT PHARMACEUTICAL
604201	MADELINE TABLET 150MCG/30MCG (21). INACTIVE (7)	MADELINE PACK_TABLET 150MCG/30MCG					21	DESOGESTREL/ETHINYLOESTRADIOL	-1	UNKNOWN	ABC	APOTEX
604201	MADELINE TABLET 150MCG/30MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	ABC	APOTEX
604308	MICRONELLE 30 ED TABLET 150MCG/30MCG (21). INACTIVE (7)	MICRONELLE 30 ED PACK_TABLET 150MCG/30MCG					21	ETHINYLOESTRADIOL/LEVONORGESTREL	-1	UNKNOWN	ABC	APOTEX
604308	MICRONELLE 30 ED TABLET 150MCG/30MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	ABC	APOTEX
604958	EVELYN 150/30 ED TABLET 150MCG/30MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	ABC	GENERIC HEALTH P/L
604958	EVELYN 150/30 ED TABLET 150MCG/30MCG (21). INACTIVE (7)	EVELYN 150/30 ED PACK_TABLET  150MCG/30MCG					21	ETHINYLOESTRADIOL/LEVONORGESTREL	-1	UNKNOWN	ABC	GENERIC HEALTH P/L
604985	MICRONELLE 20 ED TABLET 100MCG/20MCG (21). INACTIVE (7)	MICRONELLE 20 ED PACK_TABLET 100MCG/20MCG					21	ETHINYLOESTRADIOL/LEVONORGESTREL	-1	UNKNOWN	ABC	APOTEX
604985	MICRONELLE 20 ED TABLET 100MCG/20MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	ABC	APOTEX
604998	MICRONELLE 20 ED TABLET 100MCG/20MCG (21). INACTIVE (7)	MICRONELLE 20 ED PACK_TABLET 100MCG/20MCG					21	ETHINYLOESTRADIOL/LEVONORGESTREL	-1	UNKNOWN	ABC	APOTEX
604998	MICRONELLE 20 ED TABLET 100MCG/20MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	ABC	APOTEX
605068	FEMOSTON 1/10 TABLET 1MG/0MG (14). 1MG/10MG (14)	FEMOSTON 1/10 PACK_TABLET 1MG	1	mg			14	OESTRADIOL	-1	UNKNOWN	ABC	ABBOTT
605068	FEMOSTON 1/10 TABLET 1MG/0MG (14). 1MG/10MG (14)	FEMOSTON 1/10  PACK_TABLET 1MG/10MG					14	OESTRADIOL/DYDROGESTERONE	-1	UNKNOWN	ABC	ABBOTT
605443	ELEANOR 150/30 ED TABLET 150MCG/30MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN	ABC	AMNEAL PHARMA AUST
605443	ELEANOR 150/30 ED TABLET 150MCG/30MCG (21). INACTIVE (7)	ELEANOR 150/30 ED PACK_TABLET 150MCG/30MCG	150	µg	30	µg	21	ETHINYLOESTRADIOL/LEVONORGESTREL	-1	UNKNOWN	ABC	AMNEAL PHARMA AUST
605851	LENEST 20 ED TABLET 100MCG/20MCG (21). INACTIVE (7)	LENEST 20 ED PACK_TABLET 100MCG/20MCG					21	LEVONORGESTREL/ETHINYLOESTRADIOL	-1	UNKNOWN		
605851	LENEST 20 ED TABLET 100MCG/20MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	-1	UNKNOWN		
607082	LENEST 30 ED TABLET 150MCG/30MCG (21). INACTIVE (7)	LENEST 30 ED PACK_TABLET  150MCG/30MCG					21	ETHINYLOESTRADIOL/LEVONORGESTREL		-1	UNKNOWN	
607082	LENEST 30 ED TABLET 150MCG/30MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE		-1	UNKNOWN	
607300	DIMETAPP PE DAY + NIGHT COUGH COLD + FLU SOFTGELCAP DAY: 300MG/10MG/5MG + NIGHT: 300MG/10MG/5MG/2MG	DIMETAPP PE DAY + NIGHT COUGH COLD + FLU PACK_DAY :300MG/10MG/5MG						DEXTROMETHORPHAN/PARACETAMOL/PHENYLEPHRINE		-1	UNKNOWN	
607300	DIMETAPP PE DAY + NIGHT COUGH COLD + FLU SOFTGELCAP DAY: 300MG/10MG/5MG + NIGHT: 300MG/10MG/5MG/2MG	DIMETAPP PE DAY + NIGHT COUGH COLD + FLU PACK_NIGHT: 300MG/10MG/5MG/2MG						CHLORPHENIRAMINE/DEXTROMETHORPHAN/PARACETAMOL/PHENYLEPHRINE		-1	UNKNOWN	
6283	VALETTE TABLET 2MG/30MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	G03FA15	DIENOGEST AND ESTROGEN	AAA	BAYER PHARMA
6283	VALETTE TABLET 2MG/30MCG (21). INACTIVE (7)	VALETTE PACK_TABLET 2MG/30MG					21	DIENOGEST/ETHINYLOESTRADIOL	G03FA15	DIENOGEST AND ESTROGEN	AAA	BAYER PHARMA
6284	VALETTE TABLET 2MG/30MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	G03FA15	DIENOGEST AND ESTROGEN	AAA	BAYER PHARMA
6284	VALETTE TABLET 2MG/30MCG (21). INACTIVE (7)	VALETTE PACK_TABLET 2MG/30MG					21	DIENOGEST/ETHINYLOESTRADIOL	G03FA15	DIENOGEST AND ESTROGEN	AAA	BAYER PHARMA
6312	DEMAZIN DAY & NIGHT COLD & FLU TABLET DAY: 30MG/500MG/9MG. NIGHT: 30MG/500MG/2MG	DEMAZIN DAY & NIGHT COLD & FLU PACK_NIGHT: 30MG/500MG/2MG		mg	500	mg		PSEUDOEPHEDRINE/PARACETAMOL/CHLORPHENIRAMINE	N02BE51	"PARACETAMOL, COMBINATIONS EXCL. PSYCHOLEPTICS"		
6312	DEMAZIN DAY & NIGHT COLD & FLU TABLET DAY: 30MG/500MG/9MG. NIGHT: 30MG/500MG/2MG	DEMAZIN DAY & NIGHT COLD & FLU PACK_DAY: 30MG/500MG/9MG		mg	500	mg		PSEUDOEPHEDRINE/PARACETAMOL/CODEINE	N02BE51	"PARACETAMOL, COMBINATIONS EXCL. PSYCHOLEPTICS"		
6431	DIMETAPP DAYTIME/NIGHTIME LIQUID CAPSULES DAY: 300MG/10MG + NIGHT: 300MG/10MG/6.25MG	DIMETAPP DAYTIME/NIGHTIME LIQUID CAPS PACK_NIGHT: 300MG/10MG/6.25MG		mg		mg		PARACETAMOL/DEXTROMETHORPHAN/DOXYLAMINE	R05DA20	COMBINATIONS		
6431	DIMETAPP DAYTIME/NIGHTIME LIQUID CAPSULES DAY: 300MG/10MG + NIGHT: 300MG/10MG/6.25MG	DIMETAPP DAYTIME/NIGHTIME LIQUID CAPS PACK_DAY: 300MG/10MG		mg		mg		PARACETAMOL/DEXTROMETHORPHAN	R05DA20	COMBINATIONS		
7307	PANADOL FLU STRENGTH DAY & NIGHT PE CAPLET DAY: 500MG/5MG/15MG + NIGHT: 500MG/2MG/15MG/5MG	PANADOL FLU STRENGTH DAY & NIGHT PE PACK_NIGHT:  500MG/2MG/15MG/5MG						CHLORPHENIRAMINE/DEXTROMETHORPHAN/PARACETAMOL/PHENYLEPHRINE	R01BA53	"PHENYLEPHRINE, COMBINATIONS"		
7307	PANADOL FLU STRENGTH DAY & NIGHT PE CAPLET DAY: 500MG/5MG/15MG + NIGHT: 500MG/2MG/15MG/5MG	PANADOL FLU STRENGTH DAY & NIGHT PE PACK_DAY: 500MG/5MG/15MG						DEXTROMETHORPHAN/PARACETAMOL/PHENYLEPHRINE	R01BA53	"PHENYLEPHRINE, COMBINATIONS"		
7324	CHEMISTS' OWN COLD & FLU DAY/NIGHT PE TABLET DAY: 500MG/9MG/5MG + NIGHT: 500MG/5MG/2MG	CHEMISTS' OWN COLD & FLU DAY/NIGHT PE PACK_NIGHT: 500MG/5MG/2MG		mg	9	mg		PARACETAMOL/PHENYLEPHRINE/CHLORPHENIRAMINE	R01BA53	"PHENYLEPHRINE, COMBINATIONS"		
7324	CHEMISTS' OWN COLD & FLU DAY/NIGHT PE TABLET DAY: 500MG/9MG/5MG + NIGHT: 500MG/5MG/2MG	CHEMISTS' OWN COLD & FLU DAY/NIGHT PE PACK_DAY: 500MG/9MG/5MG		mg	9	mg		PARACETAMOL/CODEINE/PHENYLEPHRINE	R01BA53	"PHENYLEPHRINE, COMBINATIONS"		
1003	DAY & NIGHT COLD & FLU- NIGHT CAPS	DAY & NIGHT COLD & FLU CAPSULES - Night						CHLORPHENIRAMINE/DEXTROMETHORPHAN/PARACETAMOL	N02BE51	"PARACETAMOL, COMBINATIONS EXCL. PSYCHOLEPTICS"		
1113	CLIMEN 28 TABLETS 2MG/0MG (16)	CLIMEN 28 PACK_2TABLET 2MG/1MG	2	mg		mg		OESTRADIOL/CYPROTERONE	G03HB01	CYPROTERONE AND ESTROGEN		
1113	CLIMEN 28 TABLETS 2MG/0MG (16)	CLIMEN 28 PACK_1TABLET	2	mg		mg		OESTRADIOL	G03HB01	CYPROTERONE AND ESTROGEN		
12816	OESTRADIOL/NORETHISTERONE ACETATE TABLET 2MG/0MG (12). 2MG/1MG (10). 1MG/0MG (6)	OESTRADIOL/NORETHISTERONE ACETATE PACK_TABLET 2MG/0MG	2	MG			6	OESTRADIOL	G03FB05	NORETHISTERONE AND ESTROGEN		
12816	OESTRADIOL/NORETHISTERONE ACETATE TABLET 2MG/0MG (12). 2MG/1MG (10). 1MG/0MG (6)	OESTRADIOL/NORETHISTERONE ACETATE PACK_TABLET 1MG/0MG					6	NORETHISTERONE/OESTRADIOL	G03FB05	NORETHISTERONE AND ESTROGEN		
12816	OESTRADIOL/NORETHISTERONE ACETATE TABLET 2MG/0MG (12). 2MG/1MG (10). 1MG/0MG (6)	OESTRADIOL/NORETHISTERONE ACETATE PACK_TABLET  2MG/1MG					6	NORETHISTERONE/OESTRADIOL	G03FB05	NORETHISTERONE AND ESTROGEN		
14789	OESTRADIOL VALERATE/CYPROTERONE AC 2MG/0MG (10)	OESTRADIOL VALERATE/CYPROTERONE AC  PACK_TABLET 2MG/0MG					10	OESTRADIOL	G03HB01	CYPROTERONE AND ESTROGEN		
15599	OESTRADIOL/DYDROGESTERONE TABLET 2MG/0MG (14). 2MG/10MG (14)	OESTRADIOL/DYDROGESTERONE PACK_TABLET  2MG/10MG					14	DYDROGESTERONE/OESTRADIOL	G03FA14	DYDROGESTERONE AND ESTROGEN		
15599	OESTRADIOL/DYDROGESTERONE TABLET 2MG/0MG (14). 2MG/10MG (14)	OESTRADIOL/DYDROGESTERONE PACK_TABLET  2MG/0MG	2	MG			14	OESTRADIOL	G03FA14	DYDROGESTERONE AND ESTROGEN		
15729	CLARITHROMYCIN + OMEPRAZOLE + AMOXYCILLIN TAB/CAP/CAP 500MG + 20MG + 500MG	CLARITHROMYCIN  PACK_TABLET	500	MG				CLARITHROMYCIN				
15729	CLARITHROMYCIN + OMEPRAZOLE + AMOXYCILLIN TAB/CAP/CAP 500MG + 20MG + 500MG	OMEPRAZOL  PACK_TABLET	20	MG				OMEPRAZOLE				
15729	CLARITHROMYCIN + OMEPRAZOLE + AMOXYCILLIN TAB/CAP/CAP 500MG + 20MG + 500MG	AMOXYCILLIN PACK_TABLET	500	MG				AMOXYCILLIN				
16589	OESTRADIOL/NORETHISTERONE ACETATE PATCH 50MCG-0MCG/24HRS (4). 50MCG-140MCG/24HRS (4)	OESTRADIOL/NORETHISTERONE ACETATE PACK_PATCH 50MCG-140MCG					4	NORETHISTERONE/OESTRADIOL	G03FB05	NORETHISTERONE AND ESTROGEN		
16589	OESTRADIOL/NORETHISTERONE ACETATE PATCH 50MCG-0MCG/24HRS (4). 50MCG-140MCG/24HRS (4)	OESTRADIOL/NORETHISTERONE ACETATE PACK_PATCH  50MCG-0MCG/24HRS	50	MCG			4	OESTRADIOL	G03FB05	NORETHISTERONE AND ESTROGEN		
18399	MICONAZOLE NITRATE + MICONAZOLE NITRATE VAG. OV+CM 1,200MG + 20MG/G (2%)	Miconazole Nitrate 1200 MG Vaginal Suppository	1200	MG				MICONAZOLE				
18399	MICONAZOLE NITRATE + MICONAZOLE NITRATE VAG. OV+CM 1,200MG + 20MG/G (2%)	MICONAZOLE NITRATE Vaginal Cream	20	MG		G		MICONAZOLE				
19849	GOSERELIN ACETATE + BICALUTAMIDE INJ + TABS 3.6MG + 50MG	BICALUTAMIDE PACK_TABLET	50	MG				BICALUTAMIDE				
19849	GOSERELIN ACETATE + BICALUTAMIDE INJ + TABS 3.6MG + 50MG	GOSERELIN ACETATE PACK_TABLET	3.6	MG				GOSERELIN				
19935	DIENOGEST/ETHINYLOESTRADIOL TABLET 2MG/30MCG (21). INACTIVE (7)	INACTIVE TABLET					7	INACTIVE	G03FA15	DIENOGEST AND ESTROGEN		
19935	DIENOGEST/ETHINYLOESTRADIOL TABLET 2MG/30MCG (21). INACTIVE (7)	DIENOGEST/ETHINYLOESTRADIOL PACK_TABLET: 2MG/30MCG	2	mg	30	µg	21	DIENOGEST/ETHINYLOESTRADIOL	G03FA15	DIENOGEST AND ESTROGEN		
21269	VERMOX - FAMILY PACK TAB/SUSP. 100MG+100MG/	VERMOX TABLET 100MG	100	mg				MEBENDAZOLE				
21269	VERMOX - FAMILY PACK TAB/SUSP. 100MG+100MG/	VERMOX SUSPENSION 100MG/5ML	100	mg	5	ml		MEBENDAZOLE				
21700	TRISEQUENS TABLET 2MG/0MG (12). 2MG/1MG (10). 1MG/0MG (6)	TRISEQUENS TABLET PACK_TABLET 2MG/1MG					10	NORETHISTERONE/OESTRADIOL	G03FB05	NORETHISTERONE AND ESTROGEN	AAA	NOVO-NORDISK
21700	TRISEQUENS TABLET 2MG/0MG (12). 2MG/1MG (10). 1MG/0MG (6)	TRISEQUENS TABLET PACK_TABLET 0MG/1MG	1	MG			6	NORETHISTERONE	G03FB05	NORETHISTERONE AND ESTROGEN	AAA	NOVO-NORDISK
21700	TRISEQUENS TABLET 2MG/0MG (12). 2MG/1MG (10). 1MG/0MG (6)	TRISEQUENS TABLET PACK_TABLET 2MG/0MG	2	MG			12	OESTRADIOL	G03FB05	NORETHISTERONE AND ESTROGEN	AAA	NOVO-NORDISK
21701	TRISEQUENS FORTE TABLET 4MG/0MG (12)	TRISEQUENS FORTE TABLET PACK_TABLET 4MG/1MG					10	NORETHISTERONE/OESTRADIOL	G03FB05	NORETHISTERONE AND ESTROGEN		
21701	TRISEQUENS FORTE TABLET 4MG/0MG (12)	TRISEQUENS FORTE TABLET PACK_TABLET 4MG/0MG	4	MG			12	OESTRADIOL	G03FB05	NORETHISTERONE AND ESTROGEN		
21701	TRISEQUENS FORTE TABLET 4MG/0MG (12)	TRISEQUENS FORTE TABLET PACK_TABLET 0MG/1MG	1	mg			6	NORETHISTERONE	G03FB05	NORETHISTERONE AND ESTROGEN		
21798	CODRAL ORIGINAL DAY & NIGHT COLD & FLU TABLETS DAY: 500MG/30MG/6MG + NIGHT: 500MG/30MG/1.25MG	CODRAL ORIGINAL DAY & NIGHT COLD & FLU TABLETS PACK_NIGHT:500MG/30MG/1.25MG		mg	30	mg		PARACETAMOL/PSEUDOEPHEDRINE/TRIPROLIDINE	N02BE51	"PARACETAMOL, COMBINATIONS EXCL. PSYCHOLEPTICS"		
21798	CODRAL ORIGINAL DAY & NIGHT COLD & FLU TABLETS DAY: 500MG/30MG/6MG + NIGHT: 500MG/30MG/1.25MG	CODRAL ORIGINAL DAY & NIGHT COLD & FLU TABLETS PACK_DAY: 500MG/30MG/6MG		mg	30	mg		PARACETAMOL/PSEUDOEPHEDRINE/CODEINE	N02BE51	"PARACETAMOL, COMBINATIONS EXCL. PSYCHOLEPTICS"		
2218	CODRAL ORIGINAL COLD & FLU + COUGH DAY & NIGHT CAPSULES DAY: 500MG/30MG/10MG + NIGHT: 500MG/10MG/2MG	CODRAL ORIGINAL COLD & FLU + COUGH DAY & NIGHT CAPSULES PACK_NIGHT: 500MG/10MG/2MG		mg	30	mg		PARACETAMOL/DEXTROMETHORPHAN/CHLORPHENIRAMINE	N02BE51	"PARACETAMOL, COMBINATIONS EXCL. PSYCHOLEPTICS"		
2218	CODRAL ORIGINAL COLD & FLU + COUGH DAY & NIGHT CAPSULES DAY: 500MG/30MG/10MG + NIGHT: 500MG/10MG/2MG	CODRAL ORIGINAL COLD & FLU + COUGH DAY & NIGHT CAPSULES PACK_DAY: 500MG/30MG/10MG		mg	30	mg		PARACETAMOL/PSEUDOEPHEDRINE/DEXTROMETHORPHAN	N02BE51	"PARACETAMOL, COMBINATIONS EXCL. PSYCHOLEPTICS"		
23677	ESTRACOMBI PATCHES 4MG/0MG (4).	ESTRACOMBI PACK_PATCH ESTRAGEST 250MCG-50MCG/24H					4	NORETHISTERONE/OESTRADIOL	G03FB05	NORETHISTERONE AND ESTROGEN	JWN	NOVARTIS
23677	ESTRACOMBI PATCHES 4MG/0MG (4).	ESTRACOMBI PACK_PATCH ESTRADERM 50MCG/24H	50	MCG			4	OESTRADIOL	G03FB05	NORETHISTERONE AND ESTROGEN	JWN	NOVARTIS
23926	BENADRYL DAY & NIGHT SYRUP DAY: 15MG/5ML	BENADRYL DAY & NIGHT PACK_NIGHT: 10MG-12.5MG/5ML		mg		mg		DEXTROMETHORPHAN/DIPHENHYDRAMINE	R01BA52	"PSEUDOEPHEDRINE, COMBINATIONS"	DGM	JOHNSON & JOHNSON
23926	BENADRYL DAY & NIGHT SYRUP DAY: 15MG/5ML NIGHT: 10MG-12.5MG/5ML	BENADRYL DAY & NIGHT PACK_ DAY: 15MG/5ML	15	mg	5	mg		DEXTROMETHORPHAN	R01BA52	"PSEUDOEPHEDRINE, COMBINATIONS"	DGM	JOHNSON & JOHNSON
24166	HELIDAC TRIPLE THERAPY TABS & CAPS 107.7/200/25	HELIDAC TRIPLE THERAPY  PACK_TABLET BISMUTH	262	MG				BISMUTH				
24166	HELIDAC TRIPLE THERAPY TABS & CAPS 107.7/200/25	HELIDAC TRIPLE THERAPY  PACK_TABLET METRONIDAZOL	250	MG				METRONIDAZOL				
24166	HELIDAC TRIPLE THERAPY TABS & CAPS 107.7/200/25	HELIDAC TRIPLE THERAPY  PACK_TABLET TETRACYCLINE	500	MG				TETRACYCLINE				
24339	DIMETAPP COLD. COUGH & FLU - DAY & NIGHT LIQUID CAPS DAY: 300MG/30MG/10MG. NIGHT: 300MG/30MG/10MG/6.25MG	DIMETAPP COUGH COLD + FLU DAY + NIGHT LIQUID CAPS PACK_NIGHT:300MG/30MG/10MG/6.25MG		mg	30	mg		PARACETAMOL/PSEUDOEPHEDRINE/DEXTROMETHORPHAN/DOXYLAMINE	R01BA52	"PSEUDOEPHEDRINE, COMBINATIONS"		
