FO_PRD_ID	PRD_NAME	MAST_PRD_NAME	DOSAGE	UNIT	DOSAGE2	UNIT2	MOL_EID	MOL_NAME	ATC_NAME	MANUFACTURER	INGREDIENT_NAME	BOX_SIZE	AMOUNT_VALUE	AMOUNT_UNIT	NUMERATOR_VALUE	NUMERATOR_UNIT	DENOMINATOR_VALUE	DENOMINATOR_UNIT
2040111	BEPANTHENOINT 5% 30G		0	unknown	0	unknown	0		UNKNOWN	BAYER CONSUMER	PANTHENOL				1.5	G	30	G
589653	PENATEN CREAM						-1		ZINC PRODUCTS		PANTHENOL							
2048285	CM PANTOPRAZOLETABS 20MG 30		0	unknown	0	unknown	0		UNKNOWN	APOTEX	PANTOPRAZOLE	30	20	MG				
2048286	CM PANTOPRAZOLETABS 40MG 30		0	unknown	0	unknown	0		UNKNOWN	APOTEX	PANTOPRAZOLE	30	40	MG				
2049517	I-PANTOPRAZOLEEC TABS 20MG 30		0	unknown	0	unknown	0		UNKNOWN	PHARMACOR LIMITED	PANTOPRAZOLE	30	20	MG				
2048648	PANTOFASTE.C.TABS 20MG 30		0	unknown	0	unknown	0		UNKNOWN	DR REDDYS LABS	PANTOPRAZOLE	30	20	MG				
2048649	PANTOFASTE.C.TABS 40MG 30		0	unknown	0	unknown	0		UNKNOWN	DR REDDYS LABS	PANTOPRAZOLE	30	40	MG				
2048447	PANTOPRAZOLE-GAEC TABS 40MG 30		0	unknown	0	unknown	0		UNKNOWN	ASCENT PHARMA	PANTOPRAZOLE	30	40	MG				
2048057	SOMACGRAN SACHET 40MG 30		0	unknown	0	unknown	0		UNKNOWN	TAKEDA PHARMACEUT	PANTOPRAZOLE	30	40	MG				
2050525	SOZOLEC TABS 20MG 30		0	unknown	0	unknown	0		UNKNOWN	ARROW PHARMA	PANTOPRAZOLE	30	20	MG				
24019	IRON PLUS FORMULA TABLET		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PANTOTHENIC ACID							
33094	MEGA B CAPSULE										PANTOTHENIC ACID							
1378	DERMADRATE DRY SKIN TREATMENT CREA	DERMADRATE DRY SKIN TREATMENT					66481	LACTIC ACID/LIQUID PARAFFIN/SODIUM-2-PYRROLIDONE CARBOXYLATE/UREA	CARBAMIDE, COMBINATIONS	VALEANT	PARAFFIN							
24277	DERMADRATE DRY SKIN TREATMENT CREA	DERMADRATE DRY SKIN TREATMENT					66481	LACTIC ACID/LIQUID PARAFFIN/SODIUM-2-PYRROLIDONE CARBOXYLATE/UREA	CARBAMIDE, COMBINATIONS	VALEANT	PARAFFIN							
24278	DERMADRATE DRY SKIN TREATMENT CREA	DERMADRATE DRY SKIN TREATMENT					66481	LACTIC ACID/LIQUID PARAFFIN/SODIUM-2-PYRROLIDONE CARBOXYLATE/UREA	CARBAMIDE, COMBINATIONS	VALEANT	PARAFFIN							
2044247	DERMADRATEDRY SKIN CRM 50G		0	unknown	0	unknown	0		UNKNOWN	VALEANT	PARAFFIN							
2044911	DERMEZEOINT 500G		0	unknown	0	unknown	0		UNKNOWN	ASPEN PHARMA PL	PARAFFIN							
3053	DURATEARS	DURATEARS					66529	LIQUID PARAFFIN/PARAFFIN/WOOL FAT	ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	ALCON	PARAFFIN							
3058	DURATEARS EYE OINT.	DURATEARS					66529	LIQUID PARAFFIN/PARAFFIN/WOOL FAT	ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	ALCON	PARAFFIN							
2049532	EPADERMOINT 25G		0	unknown	0	unknown	0		UNKNOWN	MOLNLYCKE HEALTH	PARAFFIN							
2045994	IRCALOPHTH OINT 2 3.5G		0	unknown	0	unknown	0		UNKNOWN	ALLERGAN	PARAFFIN	2			3500	MG	3.5	G
18969	LIQUID PARAFFIN	LIQUID PARAFFIN					52159		LIQUID PARAFFIN	SCHAFFER	PARAFFIN							
17222	LIQUID PARAFFIN LIQUID	LIQUID PARAFFIN					52159		LIQUID PARAFFIN	CHEM-MART	PARAFFIN							
2044280	OILATUMPLUS 150ML		0	unknown	0	unknown	0		UNKNOWN	GLAXOSMITHKLINE	PARAFFIN							
2042316	PARACHOCLIQUID 50% 200ML		0	unknown	0	unknown	0		UNKNOWN	CARE PHARMACEUT	PARAFFIN				100000	MG	200	ML
10269	PARAFFIN EYE OINT.	PARAFFIN/WOOL FAT					66529		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	GENERIC	PARAFFIN							
16683	PARAFFIN/WOOL FAT	PARAFFIN/WOOL FAT					66529		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	AMCAL	PARAFFIN							
20522	PARAFFIN/WOOL FAT	PARAFFIN/WOOL FAT					66529		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	AMCAL	PARAFFIN							
589706	PARAFFIN/WOOL FAT	PARAFFIN/WOOL FAT					66529		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	AMCAL	PARAFFIN							
20521	PARAFFIN/WOOL FAT	PARAFFIN/WOOL FAT					66529		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	AMCAL	PARAFFIN							
10268	PARAFFIN/WOOL FAT	PARAFFIN/WOOL FAT					66529		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS		PARAFFIN							
2046781	PARAFFINEYE OINT		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PARAFFIN							
2040901	PARAFFINLIQUID CRM		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PARAFFIN							
2043043	PARAFFINWHITE OINT		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PARAFFIN							
589653	PENATEN CREAM						-1		ZINC PRODUCTS		PARAFFIN							
7453	POLY VISC	POLY VISC					66529		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	INTEGRIA HEALTHCAR	PARAFFIN							
7452	POLY VISC	POLY VISC					66529		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	INTEGRIA HEALTHCAR	PARAFFIN							
25644	POLY VISC (EYE OINTMENT) 3.5 G 3.5 G	POLY VISC					66529		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	ALCON	PARAFFIN							
1252	POLY VISC EYE OINT.	POLY VISC					66529		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	ALCON	PARAFFIN							
2045237	POLY VISCEYE OINT 2 3.5G		0	unknown	0	unknown	0		UNKNOWN	ALCON	PARAFFIN							
2041327	REFRESH NIGHT TIMEOINT 3.5G		0	unknown	0	unknown	0		UNKNOWN	ALLERGAN	PARAFFIN							
11554	PARALDEHYDE INJECTION 100% V/V	PARALDEHYDE					57061		PARALDEHYDE		PARALDEHYDE				1000	MG	1	ML
2045936	CM PAROXETINETABS 20MG 30		0	unknown	0	unknown	0		UNKNOWN	APOTEX	PAROXETINE	30	20	MG				
2048140	PAROXETINE-GATABS 20MG 30		0	unknown	0	unknown	0		UNKNOWN	ASCENT PHARMA	PAROXETINE	30	20	MG				
27665	DIURET	DIURET					65085	APIUM GRAVEOLENS/ARCTOSTAPHYLOS UVA-URSI/PARSLEY/TARAXACUM	UNKNOWN	SKIN DOCTORS DERM	PARSLEY EXTRACT							
33583	NERVATONA CALM TABLET	NERVATONA CALM					-1		UNKNOWN		PASSIFLORA INCARNATA EXTRACT							
29355	PAW PAW EXTRACT	PAW PAW EXTRACT					65635		UNKNOWN		PAWPAW EXTRACT							
25265	BIS-PECTIN SUSPENSION	BIS-PECTIN					65004	ALUMINIUM HYDROXIDE/CODEINE/KAOLIN/PECTIN	OTHER ANTIDIARRHEALS	PROBIOTECH	PECTIN							
596506	FESS CHILDRENS NASAL SPRAY EQUIVALENT TO 9MG/ML SODIUM CHLORIDE	FESS CHILDRENS		mg			-1	VARIOUS	VARIOUS	CARE PHARMACEUT	SODIUM CHLORIDE				9	mg	1	ml
11434	CARMELLOSE SODIUM/PECTIN/GELATIN	CARMELLOSE SODIUM/PECTIN/GELATIN					65639	CARMELLOSE/GELATIN/PECTIN	VARIOUS		PECTIN							
9108	KAOMAGMA SUSP.										PECTIN							
2050713	PLEGRIDYAUTO INJECT 125Y 2 .5ML		0	unknown	0	unknown	0		UNKNOWN	BIOGEN AUSTRALIA	PEGINTERFERON BETA-1A	2			125	MCG	0.5	ML
13780	SALICYLIC ACID/UREA/MELALEUCA OIL/ 10%-M/C	SALICYLIC ACID/UREA/MELALEUCA OIL/LINOLEIC ACID/SOLASODINE GLYCOSIDES					66522	LINOLEIC ACID/MELALEUCA/SALICYLIC ACID/UREA	SALICYLIC ACID PREPARATIONS		MELALEUCA ALTERNIFOLIA WHOLE EXTRACT							
2048365	CIRCADINPROL REL TAB 2MG 21		0	unknown	0	unknown	0		UNKNOWN	ASPEN PHARMA PL	MELATONIN	21	2	MG				
36361	MELATONIN TABLET 6X	MELATONIN					53037		UNKNOWN	BIOGLAN LTD	MELATONIN							
2047361	CM MELOXICAMTABS 15MG 30		0	unknown	0	unknown	0		UNKNOWN	APOTEX	MELOXICAM	30	15	MG				
2047362	GENRX MELOXICAMTABS 7.5MG 30		0	unknown	0	unknown	0		UNKNOWN	APOTEX	MELOXICAM	7.5	30	MG				
2047485	MELOXICAM-GATABS 15MG 30		0	unknown	0	unknown	0		UNKNOWN	ASCENT PHARMA	MELOXICAM	30	15	MG				
2047484	MELOXICAM-GATABS 7.5MG 30		0	unknown	0	unknown	0		UNKNOWN	ASCENT PHARMA	MELOXICAM	30	7.5	MG				
2041853	MENCEVAX ACVIAL .5ML		0	unknown	0	unknown	0		UNKNOWN	PFIZER	MENINGOCOCCAL GROUP A POLYSACCHARIDE							
2050305	NIMENRIXVIAL+DILUTEN .5ML		0	unknown	0	unknown	0		UNKNOWN	PFIZER	MENINGOCOCCAL GROUP A POLYSACCHARIDE							
2050096	BEXSEROPREFILL SYR .5ML		0	unknown	0	unknown	0		UNKNOWN	GLAXOSMITHKLINE	MENINGOCOCCAL GROUP B VACCINE							
2041853	MENCEVAX ACVIAL .5ML										MENINGOCOCCAL GROUP C POLYSACCHARIDE							
2405	MENINGITEC INJECTION	MENINGITEC					66606		MENINGOCOCCUS C, PURIFIED POLYSACCHARIDES ANTIGEN CONJUGATED	EMERGE HEALTH	MENINGOCOCCAL GROUP C POLYSACCHARIDE							
2404	MENINGITEC INJECTION	MENINGITEC					66606		MENINGOCOCCUS C, PURIFIED POLYSACCHARIDES ANTIGEN CONJUGATED	EMERGE HEALTH	MENINGOCOCCAL GROUP C POLYSACCHARIDE							
6460	MENINGITEC SYRINGE	MENINGITEC					66606		MENINGOCOCCUS C, PURIFIED POLYSACCHARIDES ANTIGEN CONJUGATED	PFIZER	MENINGOCOCCAL GROUP C POLYSACCHARIDE							
6461	MENINGITEC SYRINGE	MENINGITEC					66606		MENINGOCOCCUS C, PURIFIED POLYSACCHARIDES ANTIGEN CONJUGATED	PFIZER	MENINGOCOCCAL GROUP C POLYSACCHARIDE							
2924	NEISVAC-C VACCINE INJECTION	NEISVAC-C VACCINE									MENINGOCOCCAL GROUP C POLYSACCHARIDE							
2045840	NEISVAC-CSYRINGE .5ML		0	unknown	0	unknown	0		UNKNOWN	PFIZER	MENINGOCOCCAL GROUP C POLYSACCHARIDE							
2050305	NIMENRIXVIAL+DILUTEN .5ML		0	unknown	0	unknown	0		UNKNOWN	PFIZER	MENINGOCOCCAL GROUP C POLYSACCHARIDE							
599863	MENOPUR POWDER+SYRG 600 UNITS EQUIVALENT TO 600 UNITS FSH ACTIVITY & 600 UNITS LH ACTIVITY	MENOPUR	600				66297		HUMAN MENOPAUSAL GONADOTROPIN		MENOTROPHIN		600	IU				
22095	BENZOIN & MENTHOL INHALATION APF	BENZOIN & MENTHOL INHALATION APF					40197	BENZOIN/MENTHOL	OTHER RESPIRATORY SYSTEM PRODUCTS		MENTHOL							
2045622	CALMOSEPTINEOINT 20G		0	unknown	0	unknown	0		UNKNOWN	CALMOSEPTINE AUST	MENTHOL							
34384	DENTYL - CLOVE FLAVOUR	DENTYL - CLOVE FLAVOUR					-1		UNKNOWN		MENTHOL							
34383	DENTYL - CLOVE FLAVOUR	DENTYL - CLOVE FLAVOUR					-1		UNKNOWN		MENTHOL							
13096	EUCALYPTUS OIL/MENTHOL/CAMPHOR	EUCALYPTUS OIL/MENTHOL/CAMPHOR					65613	CAMPHOR/EUCALYPTUS OIL/MENTHOL	OTHER COLD COMBINATION PREPARATIONS		MENTHOL							
13104	EUCALYPTUS OIL/METHYL SALICYLATE/MENTHOL	EUCALYPTUS OIL/METHYL SALICYLATE/MENTHOL					66155	EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE	PREPARATIONS WITH SALICYLIC ACID DERIVATIVES		MENTHOL							
22782	KARVOL DECONGESTANT CAPSULES										MENTHOL							
13182	MENTHOL	MENTHOL					53074		OTHER RESPIRATORY SYSTEM PRODUCTS	EXTEMPORANEOUS	MENTHOL							
22098	MENTHOL & EUCALYPTUS INHALATION BP 1980	MENTHOL & EUCALYPTUS INHALATION BP 1980					46989		OTHER COLD COMBINATION PREPARATIONS	MCGLOIN	MENTHOL							
22097	MENTHOL & PINE INHALATION APF	MENTHOL & PINE INHALATION APF					66614		OTHER COLD COMBINATION PREPARATIONS		MENTHOL							
22096	MENTHOL INHALATION APF	MENTHOL INHALATION APF					53074		OTHER RESPIRATORY SYSTEM PRODUCTS	UNBRANDED	MENTHOL							
13184	MENTHOL/EUCALYPTUS	MENTHOL/EUCALYPTUS					46989		OTHER COLD COMBINATION PREPARATIONS	EXTEMPORANEOUS	MENTHOL							
18485	MENTHOL/EUCALYPTUS OIL/CAMPHOR/METHYL SALICYLATE LIQUID	MENTHOL/EUCALYPTUS OIL/CAMPHOR/METHYL SALICYLATE					65614		OTHER COLD COMBINATION PREPARATIONS		MENTHOL							
15964	MENTHOL/SALICYLIC ACID GEL 4%	MENTHOL/GLYCOL SALICYLATE	4	%			71626		PREPARATIONS WITH SALICYLIC ACID DERIVATIVES		MENTHOL							
22070	METHYL SALICYLATE COMPOUND CREAM APF	METHYL SALICYLATE COMPOUND CREAM APF					53423		PREPARATIONS WITH SALICYLIC ACID DERIVATIVES	GENERIC	MENTHOL							
22152	METHYL SALICYLATE COMPOUND OINTMENT AFP 1934	METHYL SALICYLATE COMPOUND OINTMENT AFP 1934					53423		PREPARATIONS WITH SALICYLIC ACID DERIVATIVES		MENTHOL							
596512	NASALATE DRY RELIEF OIL	NASALATE DRY RELIEF OIL					71221		UNKNOWN	CARE PHARMACEUT	MENTHOL							
14558	NYAL COLD SORE CREAM 10 G 10 G	NYAL COLD SORE CREAM	10	g			41656		OTHER ANTIPRURITICS	VALEANT	MENTHOL				50	MG	10	G
2048135	S M 33GEL 10G		0	unknown	0	unknown	0		UNKNOWN	BAYER CONSUMER	MENTHOL							
607087	MESALAZINE MR TABLET 500MG	MESALAZINE	500				53256		MESALAZINE		MESALAMINE		500	MG				
2042431	MESALAZINEE.C.TABS 250MG		0	unknown	0	unknown	0		UNKNOWN	GENERIC	MESALAMINE		250	MG				
2040323	MESALAZINEEC GRANULES 1.5G		0	unknown	0	unknown	0		UNKNOWN	GENERIC	MESALAMINE		1500	MG				
2050868	MESALAZINEENEMA 1G /100		0	unknown	0	unknown	0		UNKNOWN	GENERIC	MESALAMINE				1000	MG	100	ML
2047956	MESALAZINEENEMA 2G /60M		0	unknown	0	unknown	0		UNKNOWN	GENERIC	MESALAMINE				2000	MG	60	ML
2046704	MESALAZINEENEMA 4G /60M		0	unknown	0	unknown	0		UNKNOWN	GENERIC	MESALAMINE				4000	MG	60	ML
2040230	MESALAZINEMR GRANULES 3G		0	unknown	0	unknown	0		UNKNOWN	GENERIC	MESALAMINE		3000	MG				
2050124	MESALAZINEMR TAB 1.2G		0	unknown	0	unknown	0		UNKNOWN	GENERIC	MESALAMINE		1200	MG				
2048181	MESALAZINERECTAL FOAM 1G /		0	unknown	0	unknown	0		UNKNOWN	GENERIC	MESALAMINE				1000	MG	1	ACTUAT
2046130	MESALAZINESACHET 1G		0	unknown	0	unknown	0		UNKNOWN	GENERIC	MESALAMINE		1000	MG				
2050849	MESALAZINESACHET 2G		0	unknown	0	unknown	0		UNKNOWN	GENERIC	MESALAMINE		2000	MG				
2042366	MESASALE.C.TABS 250MG 100		0	unknown	0	unknown	0		UNKNOWN	ASPEN PHARMA PL	MESALAMINE	100	250	MG				
2044228	MESTINONTIME SPAN 180MG 100		0	unknown	0	unknown	0		UNKNOWN	VALEANT	MESALAMINE	100	180	MG				
2048467	MEZAVANTPROL REL TAB 1.2G 60		0	unknown	0	unknown	0		UNKNOWN	SHIRE AUST P/L	MESALAMINE	60	1200	MG				
2046496	PENTASAENEMA 1G 7 100ML		0	unknown	0	unknown	0		UNKNOWN	FERRING	MESALAMINE	7			1	G	100	ML
2047466	PENTASASACHET 1G 100 1G		0	unknown	0	unknown	0		UNKNOWN	FERRING	MESALAMINE	100			1	G	1	G
2047467	PENTASASACHET 2G 60 2G		0	unknown	0	unknown	0		UNKNOWN	FERRING	MESALAMINE	60			2	G	2	G
2045885	SALOFALKENEMA 2G 7 60ML		0	unknown	0	unknown	0		UNKNOWN	ASPEN PHARMA PL	MESALAMINE	7			2	G	60	ML
2045886	SALOFALKENEMA 4G 7 60ML		0	unknown	0	unknown	0		UNKNOWN	ASPEN PHARMA PL	MESALAMINE	7			4	G	60	ML
2047851	SALOFALKGRAN SACHET 1.5G 60 1.5G		0	unknown	0	unknown	0		UNKNOWN	ASPEN PHARMA PL	MESALAMINE	60	1.5	G				
2045820	SALOFALKGRAN SACHET 1G 100 1G		0	unknown	0	unknown	0		UNKNOWN	ASPEN PHARMA PL	MESALAMINE	100	1	G				
26450	CRANBERRY 10.000 PLUS CAPSULE 10G/100MG	"BIO-ORGANICS CRANBERRY 10,000 PLUS"	10	g	100	mg	71701	}	UNKNOWN	HEALTH DIRECTION	CRANBERRY PREPARATION		10	g				
22167	FORMALDEHYDE AND SALICYLIC ACID PAINT APF	FORMALDEHYDE AND SALICYLIC ACID PAINT APF					47909	FORMALDEHYDE/SALICYLIC ACID	WART AND ANTI-CORN PREPARATIONS		SALICYLIC ACID							
13245	FORMALDEHYDE/SALICYLIC ACID	FORMALDEHYDE/SALICYLIC ACID					47909	FORMALDEHYDE/SALICYLIC ACID	WART AND ANTI-CORN PREPARATIONS		SALICYLIC ACID							
2171	GOLD CROSS WHITFIELD'S OINTMENT	GOLD CROSS WHITFIELD'S OINTMENT					40194	BENZOIC ACID/SALICYLIC ACID	COMBINATIONS		SALICYLIC ACID							
13248	LACTIC ACID/SALICYLIC ACID	LACTIC ACID/SALICYLIC ACID					51578		WART AND ANTI-CORN PREPARATIONS		SALICYLIC ACID							
22171	LACTIC AND SALICYLIC ACID PAINT APF										SALICYLIC ACID							
15964	MENTHOL/SALICYLIC ACID GEL 4%	MENTHOL/GLYCOL SALICYLATE	4	%			71626		PREPARATIONS WITH SALICYLIC ACID DERIVATIVES		SALICYLIC ACID							
2043178	PLUNKETT SUPERFADECREAM 60ML		0	unknown	0	unknown	0		UNKNOWN	SUNSPOT	SALICYLIC ACID							
2041697	PLUNKETTS  SUNSPOTCREAM 100G		0	unknown	0	unknown	0		UNKNOWN	SUNSPOT	SALICYLIC ACID							
2046547	POSALFILINWART OINTMNT 10G		0	unknown	0	unknown	0		UNKNOWN	NORGINE	SALICYLIC ACID							
29837	PSOR-ASIST SCALP LOTION	JOHN PLUNKETT'S PSOR-ASIST SCALP LOTION					64979		UNKNOWN	SUNSPOT	SALICYLIC ACID							
2048135	S M 33GEL 10G		0	unknown	0	unknown	0		UNKNOWN	BAYER CONSUMER	SALICYLIC ACID							
2041111	SAL ACID SULPH AQCREAM		0	unknown	0	unknown	0		UNKNOWN	EXTEMPORANEOUS	SALICYLIC ACID							
13175	SALICYLIC ACID	SALICYLIC ACID					59867	SALICYLIC ACID	OTHER OTOLOGICALS	RAMPRIE	SALICYLIC ACID							
13194	SALICYLIC ACID	SALICYLIC ACID					59867	SALICYLIC ACID	SALICYLIC ACID PREPARATIONS	RAMPRIE	SALICYLIC ACID							
13251	SALICYLIC ACID	SALICYLIC ACID					59867	SALICYLIC ACID	SALICYLIC ACID PREPARATIONS	RAMPRIE	SALICYLIC ACID							
22111	SALICYLIC ACID & COAL TAR LOTION APF	SALICYLIC ACID & COAL TAR LOTION APF					65840	COAL TAR/SALICYLIC ACID	TARS	PROBIOTECH	SALICYLIC ACID							
22071	SALICYLIC ACID & RESORCINOL AQUEOUS CREAM APF	SALICYLIC ACID & RESORCINOL AQUEOUS CREAM APF					66975	RESORCINOL/SALICYLIC ACID	VARIOUS COMBINATIONS		SALICYLIC ACID							
22072	SALICYLIC ACID & SULFUR AQUEOUS CREAM APF	SALICYLIC ACID & SULFUR AQUEOUS CREAM APF					59886	SALICYLIC ACID/SULFUR	SALICYLIC ACID PREPARATIONS	PROBIOTECH	SALICYLIC ACID							
22087	SALICYLIC ACID EAR DROPS APF	SALICYLIC ACID EAR DROPS APF					59867	SALICYLIC ACID	OTHER OTOLOGICALS		SALICYLIC ACID							
17247	SALICYLIC ACID LIQUID 20%	SALICYLIC ACID/LACTIC ACID/PODOPHYLLIN RESIN	20	%			71767	LACTIC ACID/PODOPHYLLIN/SALICYLIC ACID	PODOPHYLLOTOXIN	RAMPRIE	SALICYLIC ACID				200	MG	1	ML
22109	SALICYLIC ACID LOTION APF	SALICYLIC ACID LOTION APF					59867	SALICYLIC ACID	SALICYLIC ACID PREPARATIONS	PROBIOTECH	SALICYLIC ACID							
22110	SALICYLIC ACID LOTION BP	SALICYLIC ACID LOTION BP					59867	SALICYLIC ACID	SALICYLIC ACID PREPARATIONS	PROBIOTECH	SALICYLIC ACID							
13238	SALICYLIC ACID OINTMENT	SALICYLIC ACID					59867	SALICYLIC ACID	SALICYLIC ACID PREPARATIONS	RAMPRIE	SALICYLIC ACID							
22158	SALICYLIC ACID OINTMENT BP	SALICYLIC ACID OINTMENT BP					59867	SALICYLIC ACID	SALICYLIC ACID PREPARATIONS	RAMPRIE	SALICYLIC ACID							
13164	SALICYLIC ACID/SULFUR CREAM	SALICYLIC ACID/SULFUR					59886	SALICYLIC ACID/SULFUR	SALICYLIC ACID PREPARATIONS	EXTEMPORANEOUS	SALICYLIC ACID							
13780	SALICYLIC ACID/UREA/MELALEUCA OIL/ 10%-M/C	SALICYLIC ACID/UREA/MELALEUCA OIL/LINOLEIC ACID/SOLASODINE GLYCOSIDES					66522	LINOLEIC ACID/MELALEUCA/SALICYLIC ACID/UREA	SALICYLIC ACID PREPARATIONS		SALICYLIC ACID							
22157	SALICYLIC ACIDAPF OINTMENT	SALICYLIC ACID OINTMENT APF					59867	SALICYLIC ACID	SALICYLIC ACID PREPARATIONS	PROBIOTECH	SALICYLIC ACID							
2043950	SALICYLIC ACIDAQUEOUS CRM		0	unknown	0	unknown	0		UNKNOWN	EXTEMPORANEOUS	SALICYLIC ACID							
2042803	SALICYLIC ACIDCR/OINT/PNT		0	unknown	0	unknown	0		UNKNOWN	GENERIC	SALICYLIC ACID							
18989	SEBITAR SCALP CLEANSING TREATMENT	SEBITAR SCALP CLEANSING TREATMENT					65842	COAL TAR/SALICYLIC ACID/TAR	OTHERS		SALICYLIC ACID							
2041827	SEBITARLOTION 250ML		0	unknown	0	unknown	0		UNKNOWN	EGO	SALICYLIC ACID							
2045712	SORBOLENE & AC SALCREAM 5% 100G		0	unknown	0	unknown	0		UNKNOWN	PROBIOTECH	SALICYLIC ACID				5	G	100	G
2046382	FLUTICASN&SALMETERACCUHALER 50Y /250		0	unknown	0	unknown	0		UNKNOWN	GENERIC	SALMETEROL		250	MCG				
2046111	FLUTICASN&SALMETERACCUHALER 50Y /500		0	unknown	0	unknown	0		UNKNOWN	GENERIC	SALMETEROL		500	MCG				
2046204	FLUTICASN&SALMETERINHALER 125Y /25Y		0	unknown	0	unknown	0		UNKNOWN	GENERIC	SALMETEROL		25	MCG				
2046539	FLUTICASN&SALMETERINHALER 50Y		0	unknown	0	unknown	0		UNKNOWN	GENERIC	SALMETEROL							
2046993	SERETIDEDC INHALER 125Y /25Y 120		0	unknown	0	unknown	0		UNKNOWN	GLAXOSMITHKLINE	SALMETEROL				3	MG	120	ACTUAT
2046994	SERETIDEDC INHALER 250Y /25Y 120		0	unknown	0	unknown	0		UNKNOWN	GLAXOSMITHKLINE	SALMETEROL				3	MG	120	ACTUAT
2046992	SERETIDEDC INHALER 50Y /25Y 120		0	unknown	0	unknown	0		UNKNOWN	GLAXOSMITHKLINE	SALMETEROL				3	MG	120	ACTUAT
2043884	MIACALCICKIT 100IU 5 1ML		0	unknown	0	unknown	0		UNKNOWN	NOVARTIS	SALMON CALCITONIN				100	IU	1	ML
2049435	SALMON/TYPHI HEP ASYRINGE		0	unknown	0	unknown	0		UNKNOWN	GENERIC	SALMONELLA TYPHI INACTIVATED ANTIGEN							
590171	SALMONELLA TYPHI STRAIN TY21A BERN	SALMONELLA TYPHI STRAIN TY21A					71699	TYPHOID (STRAIN TY21A) VACCINE,}	UNKNOWN	SEQIRUS	SALMONELLA TYPHI INACTIVATED ANTIGEN							
16254	SALMONELLA TYPHI VI POLYSACCHARIDE	SALMONELLA TYPHI VI POLYSACCHARIDE					67176	TYPHOID (STRAIN TY2) VI POLYSACCHARIDE VACCINE	TYPHOID, PURIFIED POLYSACCHARIDE ANTIGEN	SEQIRUS	SALMONELLA TYPHI INACTIVATED ANTIGEN							
26241	MENO-EZE TABLET						65785		UNKNOWN	NATUROPATHICA	SALVIA OFFICINALIS WHOLE EXTRACT							
26241	MENO-EZE TABLET						65785		UNKNOWN	NATUROPATHICA	SAPONINS							
17449	PROSTA	PROSTA					67031		SERENOA REPENS		SAW PALMETTO EXTRACT							
605881	PROSTACARE	PROSTACARE					72089		UNKNOWN		SAW PALMETTO EXTRACT							
2050109	KOMBIGLYZEXR TABS 2.5MG /1G 56										SAXAGLIPTIN	56	2.5	MG				
2050111	KOMBIGLYZEXR TABS 5MG /1G 28										SAXAGLIPTIN	28	5	MG				
2050110	KOMBIGLYZEXR TABS 5MG /500 28										SAXAGLIPTIN	28	5	MG				
2039848	SAXAGLIPTIN/METFORMR TAB 5MG /1G		0	unknown	0	unknown	0		UNKNOWN	GENERIC	SAXAGLIPTIN		5	MG				
2554	DONNATAB TABLET	DONNATAB					65290	ATROPINE/HYOSCINE/HYOSCYAMINE	BELLADONNA TOTAL ALKALOIDS		SCOPOLAMINE							
24825	DONNATAB TABLET	DONNATAB					65290	ATROPINE/HYOSCINE/HYOSCYAMINE	BELLADONNA TOTAL ALKALOIDS	PFIZER	SCOPOLAMINE							
25440	DONNATAB TABLET	DONNATAB					65290	ATROPINE/HYOSCINE/HYOSCYAMINE	BELLADONNA TOTAL ALKALOIDS	PFIZER	SCOPOLAMINE							
2044849	TRAVACALMHO TABS 10		0	unknown	0	unknown	0		UNKNOWN		SCOPOLAMINE	10	300	MCG				
605523	COSENTYX SOL FOR INJ 150MG/1ML	COSENTYX	150		1		71918	SECUKINUMAB	SECUKINUMAB		SECUKINUMAB				150	MG	1	ML
2050742	COSENTYXPREFILL PEN 150MG /1ML 2 1ML		0	unknown	0	unknown	0		UNKNOWN	NOVARTIS	SECUKINUMAB	2			150	MG	1	ML
36026	PHARMATON CAPSULE	PHARMATON					71855		UNKNOWN		SELENITE							
59428	LUTEIN-VISION ADVANCED CAPSULE 500MG (STANDARDISED TO CONTAIN 5MG LUTEIN)/122MCG (EQUIVALENT TO 50MCG SELENI...										SELENIUM							
27623	MINERAL MATRIX WITH SELENIUM						71488				SELENIUM							
