"CONCEPT_CODE"	"CONCEPT_NAME"	"MAPPED_ID"	"MAPPED_NAME"	"PRECEDENCE"						
"stof00483"	"deferoxamine mesilaat"	1711947	"Deferoxamine"	1						
"stof02133"	"defibrotide"	42898933	"defibrotide"	1						
"stof00485"	"degarelix acetaat"	19058410	"degarelix"	1						
"stof00486"	"denosumab"	40222444	"denosumab"	1						
"stof00488"	"dequalinium chloride"	19016063	"Dequalinium"	1						
"stof00489"	"desloratadine"	1103006	"desloratadine"	1						
"stof00490"	"desmopressine"	1517070	"desmopressin"	1						
"stof00491"	"desmopressine acetaat"	1517070	"desmopressin"	1						
"stof00492"	"desogestrel"	1588000	"Desogestrel"	1						
"stof02025"	"Harpagophytum (poeder)"	1391248	"Devil's claw preparation"	1						
"stof02175"	"Harpagophytum procumbens droog extract"	1391248	"Devil's claw preparation"	1						
"stof00493"	"dexamethason"	1518254	"Dexamethasone"	1						
"stof00494"	"dexamethason isonicotinaat"	1518254	"Dexamethasone"	1						
"stof00495"	"dexamethason natriumfosfaat"	1518254	"Dexamethasone"	1						
"stof00496"	"dexamethason natriummetasulfobenzoaat"	1518254	"Dexamethasone"	1						
"stof00498"	"dexketoprofen trometamol"	19056874	"Dexketoprofen"	1						
"stof00499"	"dexmedetomidine"	19061088	"Dexmedetomidine"	1						
"stof00500"	"dexpanthenol"	988294	"dexpanthenol"	1						
"stof00502"	"dexrazoxan hydrochloride"	1353011	"Dexrazoxane"	1						
"stof00503"	"dextraan"	1352890	"Dextran"	1						
"stof00504"	"dextromethorfan"	1119510	"Dextromethorphan"	1						
"stof00505"	"dextromethorfan hydrobromide"	1119510	"Dextromethorphan"	1						
"stof00506"	"diazepam"	723013	"Diazepam"	1						
"stof00373"	"cinchocaïne hydrochloride"	923840	"Dibucaine"	1						
"stof00508"	"dichloorbenzylalcohol"	19054875	"dichlorobenzyl alcohol"	1						
"stof00510"	"diclofenac kalium"	1124300	"Diclofenac"	1						
"stof00511"	"diclofenac natrium"	1124300	"Diclofenac"	1						
"stof00512"	"diclofenac natrium (onder de vorm van diethylaminediclofenac)"	1124300	"Diclofenac"	1						
"stof00513"	"diclofenac natrium (onder de vorm van epolaminediclofenac)"	1124300	"Diclofenac"	1						
"stof00515"	"diënogest"	19054876	"dienogest"	1						
"stof01584"	"salicylaat diethylamine"	19029278	"diethylamine salicylate"	1						
"stof00521"	"diflucortolon valeraat"	19026096	"Diflucortolone"	1						
"stof00523"	"digoxine"	1326303	"Digoxin"	1						
"stof00527"	"dihydrocodeïne waterstoftartraat"	1189596	"dihydrocodeine"	1						
"stof00529"	"diltiazem hydrochloride"	1328165	"Diltiazem"	1						
"stof00530"	"dimenhydrinaat"	928744	"Dimenhydrinate"	1						
"stof00532"	"dimetindeen maleaat"	19028947	"Dimethindene"	1						
"stof02009"	"dimethylfumaraat"	43526424	"dimethyl fumarate"	1						
"stof00534"	"dinoproston"	1329415	"Dinoprostone"	1						
"stof02351"	"dinutuximab bèta"	46221699	"dinutuximab"	1						
"stof00536"	"diosmine"	19029488	"Diosmin"	1						
"stof00517"	"difenhydramine hydrochloride"	1129625	"Diphenhydramine"	1						
"stof00522"	"difterie-anatoxine"	529303	"diphtheria toxoid vaccine, inactivated"	1						
"stof01038"	"levodropropizine"	19054993	"dipropizine"	1						
"stof01038"	"levodropropizine"	19067412	"dipropizine, (S)-isomer"	2						
"stof00538"	"dipyridamol"	1331270	"Dipyridamole"	1						
"stof01142"	"metamizol natrium"	19031397	"Dipyrone"	1						
"stof00766"	"folinaat dinatrium"	36878754	"Disodium folinate"	1						
"stof01042"	"levofolinaat dinatrium"	36878907	"disodium levofolinate"	1						
"stof00539"	"disopyramide"	1335606	"Disopyramide"	1						
"stof00540"	"disopyramide fosfaat"	1335606	"Disopyramide"	1						
"stof00541"	"disulfiram"	735850	"Disulfiram"	1						
"stof00543"	"dobutamine hydrochloride"	1337720	"Dobutamine"	1						
"stof02127"	"docetaxel"	1315942	"docetaxel"	1						
"stof02127"	"docetaxel"	1315942	"docetaxel"	1						
"stof00544"	"docetaxel"	1315942	"docetaxel"	1						
"stof00544"	"docetaxel"	1315942	"docetaxel"	1						
"stof00545"	"docosanol"	980955	"docosanol"	1						
"stof00547"	"docusaat natrium"	941258	"Docusate"	1						
"stof01933"	"dolutegravir natrium"	43560385	"dolutegravir"	1						
"stof00549"	"domperidon"	19037833	"Domperidone"	1						
"stof00550"	"domperidon maleaat"	19037833	"Domperidone"	1						
"stof00552"	"donepezil hydrochloride"	715997	"donepezil"	1						
"stof00555"	"dornase alfa"	1125443	"Dornase Alfa"	1						
"stof00557"	"dorzolamide hydrochloride"	981709	"dorzolamide"	1						
"stof00559"	"dosulepine hydrochloride"	19037989	"Dothiepin"	1						
"stof00561"	"doxapram hydrochloride"	738152	"Doxapram"	1						
"stof00565"	"doxorubicine hydrochloride"	1338512	"Doxorubicin"	1						
"stof00566"	"doxorubicine hydrochloride (in gepegyleerde liposomen)"	19051649	"doxorubicin liposome"	1						
"stof00567"	"doxorubicine hydrochloride (in liposomen)"	19051649	"doxorubicin liposome"	1						
"stof00568"	"doxycycline"	1738521	"Doxycycline"	1						
"stof00569"	"doxycycline hyclaat"	1738521	"Doxycycline"	1						
"stof00571"	"doxylamine succinaat"	738818	"Doxylamine"	1						
"stof00572"	"droperidol"	739323	"Droperidol"	1						
"stof00574"	"drospirenon"	1512674	"drospirenone"	1						
"stof02050"	"dulaglutide"	45774435	"dulaglutide"	1						
"stof00576"	"duloxetine hydrochloride"	715259	"duloxetine"	1						
"stof00577"	"dutasteride"	989482	"Dutasteride"	1						
"stof00578"	"dydrogesteron"	19040060	"Dydrogesterone"	1						
"stof00579"	"ebastine"	19092433	"ebastine"	1						
"stof00580"	"Echinacea purpurea (sap)"	1399063	"Echinacea purpurea extract"	1						
"stof00581"	"eculizumab"	19080458	"eculizumab"	1						
"stof02147"	"edoxaban tosilaat"	45892847	"edoxaban"	1						
"stof00582"	"efavirenz"	1738135	"efavirenz"	1						
"stof00586"	"eflornithine hydrochloride"	978236	"Eflornithine"	1						
"stof02158"	"efmoroctocog alfa"	45776421	"efmoroctocog alfa"	1						
"stof02310"	"elbasvir"	35606465	"elbasvir"	1						
"stof00588"	"eletriptan hydrobromide"	1189697	"eletriptan"	1						
"stof02065"	"eliglustat tartraat"	45775782	"eliglustat"	1						
"stof02353"	"elotuzumab"	35604032	"elotuzumab"	1						
"stof00590"	"eltrombopag olamine"	19012346	"eltrombopag"	1						
"stof00591"	"elvitegravir"	42874212	"elvitegravir"	1						
"stof01981"	"empagliflozine"	45774751	"empagliflozin"	1						
"stof00594"	"emtricitabine"	1703069	"emtricitabine"	1						
"stof00596"	"enalapril maleaat"	1341927	"Enalapril"	1						
"stof00599"	"enoxaparine natrium"	1301025	"Enoxaparin"	1						
"stof00601"	"entacapon"	782211	"entacapone"	1						
"stof00602"	"entecavir"	1711246	"entecavir"	1						
"stof01946"	"enzalutamide"	42900250	"enzalutamide"	1						
"stof00584"	"efedrine hydrochloride"	1143374	"Ephedrine"	1						
"stof00606"	"epinastine hydrochloride"	943634	"epinastine"	1						
"stof00607"	"epinefrine"	1343916	"Epinephrine"	1						
"stof00608"	"epinefrine hydrochloride"	1343916	"Epinephrine"	1						
"stof00609"	"epinefrine waterstoftartraat"	1343916	"Epinephrine"	1						
"stof00611"	"epirubicine hydrochloride"	1344354	"Epirubicin"	1						
"stof00612"	"eplerenon"	1309799	"eplerenone"	1						
"stof00613"	"epoëtine alfa"	1301125	"Epoetin Alfa"	1						
"stof00614"	"epoëtine bèta"	19001311	"epoetin beta"	1						
"stof00615"	"epoëtine zèta"	36878697	"Epoetin zeta"	1						
"stof00617"	"epoprostenol natrium"	1354118	"Epoprostenol"	1						
"stof00619"	"eprosartan mesilaat"	1346686	"eprosartan"	1						
"stof00621"	"eptifibatide"	1322199	"eptifibatide"	1						
"stof00623"	"erdosteïne"	19058933	"erdosteine"	1						
"stof00624"	"ergocalciferol"	19045045	"Ergocalciferol"	1						
"stof00626"	"ergotamine tartraat"	1145379	"Ergotamine"	1						
"stof00627"	"eribuline mesilaat"	40230712	"eribulin"	1						
"stof00629"	"erlotinib hydrochloride"	1325363	"erlotinib"	1						
"stof00630"	"erythromycine"	1746940	"Erythromycin"	1						
"stof00631"	"erythromycine ethylsuccinaat"	1746940	"Erythromycin"	1						
"stof00632"	"erythromycine lactobionaat"	1746940	"Erythromycin"	1						
"stof00671"	"extract van Escherichia coli"	19030957	"Escherichia coli"	1						
"stof00034"	"aescine"	19048012	"Escin"	1						
"stof00035"	"Aesculus hippocastanum (aescine)"	19048012	"Escin"	1						
"stof00634"	"escitalopram oxalaat"	715939	"Escitalopram"	1						
"stof00636"	"esmolol hydrochloride"	19063575	"esmolol"	1						
"stof00638"	"esomeprazol magnesium"	904453	"Esomeprazole"	1						
"stof00638"	"esomeprazol magnesium"	904453	"Esomeprazole"	1						
"stof00638"	"esomeprazol magnesium"	904453	"Esomeprazole"	1						
"stof02084"	"esomeprazol magnesium"	904453	"Esomeprazole"	1						
"stof02084"	"esomeprazol magnesium"	904453	"Esomeprazole"	1						
"stof02084"	"esomeprazol magnesium"	904453	"Esomeprazole"	1						
"stof02128"	"esomeprazol magnesium"	904453	"Esomeprazole"	1						
"stof02128"	"esomeprazol magnesium"	904453	"Esomeprazole"	1						
"stof02128"	"esomeprazol magnesium"	904453	"Esomeprazole"	1						
"stof00639"	"esomeprazol natrium"	904453	"Esomeprazole"	1						
"stof02085"	"estradiol"	1548195	"Estradiol"	1						
"stof02085"	"estradiol"	1548195	"Estradiol"	1						
"stof00640"	"estradiol"	1548195	"Estradiol"	1						
"stof00640"	"estradiol"	1548195	"Estradiol"	1						
"stof00641"	"estradiol valeraat"	1548195	"Estradiol"	1						
"stof02086"	"estramustine fosfaat"	1349025	"Estramustine"	1						
"stof00644"	"estriol"	19049038	"Estriol"	1						
"stof02066"	"oestrogenen (geconjugeerd)"	1549080	"Estrogens, Conjugated (USP)"	1						
"stof00646"	"etanercept"	1151789	"Etanercept"	1						
"stof02403"	"etelcalcetide hydrochloride"	1593331	"etelcalcetide"	1						
"stof00648"	"ethambutol dihydrochloride"	1749301	"Ethambutol"	1						
"stof00645"	"etamsylaat"	19049350	"Ethamsylate"	1						
"stof00650"	"ethinylestradiol"	1549786	"Ethinyl Estradiol"	1						
"stof00651"	"ethinylestradiol betadexcladraat"	1549786	"Ethinyl Estradiol"	1						
"stof00652"	"ethosuximide"	750119	"Ethosuximide"	1						
"stof00653"	"ethylloflazepaat"	19095467	"ethyl loflazepate"	1						
"stof00655"	"ethylmorfine hydrochloride"	19050414	"Ethylmorphine"	1						
"stof00658"	"etilefrine hydrochloride"	19050419	"Etilefrine"	1						
"stof00659"	"etofenamaat"	19095561	"etofenamate"	1						
"stof00660"	"etomidaat"	19050488	"Etomidate"	1						
"stof00661"	"etonogestrel"	1519936	"Etonogestrel"	1						
"stof00662"	"etoposide"	1350504	"Etoposide"	1						
"stof00663"	"etoricoxib"	19011355	"etoricoxib"	1						
"stof00664"	"etravirine"	1758536	"etravirine"	1						
"stof00665"	"eucalyptol"	19050346	"Eucalyptol"	1						
"stof00666"	"Eucalyptus (vluchtige olie)"	1180412	"Eucalyptus oil"	1						
"stof00210"	"bijengif"	40162005	"European honey bee venom protein"	2						
"stof00667"	"everolimus"	19011440	"everolimus"	1						
"stof02140"	"evolocumab"	46287466	"evolocumab"	1						
"stof00668"	"exemestan"	1398399	"exemestane"	1						
"stof00669"	"exenatide"	1583722	"exenatide"	1						
"stof00670"	"exenatide (microsferen)"	1583722	"exenatide"	1						
"stof00672"	"ezetimibe"	1526475	"ezetimibe"	1						
"stof02162"	"albutrepenonacog alfa"	1351935	"factor IX"	1						
"stof02338"	"eftrenonacog alfa"	1351935	"factor IX"	1						
"stof00674"	"factor IX"	1351935	"factor IX"	1						
"stof01283"	"nonacog alfa"	1351935	"factor IX"	1						
"stof02379"	"nonacog gamma"	35602783	"factor IX complex"	1						
"stof00675"	"factor VII"	44785020	"factor VII"	1						
"stof00620"	"eptacog alfa (geactiveerd)"	1352141	"Factor VIIa"	1						
"stof00676"	"factor VIII"	1352213	"Factor VIII"	1						
"stof02352"	"lonoctocog alfa"	1352213	"Factor VIII"	1						
"stof01209"	"moroctocog alfa"	1352213	"Factor VIII"	1						
"stof01299"	"octocog alfa"	1352213	"Factor VIII"	1						
"stof02019"	"simoctocog alfa"	1352213	"Factor VIII"	1						
"stof02366"	"susoctocog alfa"	1352213	"Factor VIII"	1						
"stof02030"	"turoctocog alfa"	1352213	"Factor VIII"	1						
"stof00678"	"factor X"	44785022	"factor X"	1						
"stof00679"	"factor XIII"	19106100	"factor XIII"	1						
"stof00680"	"febuxostat"	19017742	"febuxostat"	1						
"stof00682"	"felbamaat"	795661	"felbamate"	1						
"stof00684"	"felodipine"	1353776	"Felodipine"	1						
"stof00693"	"fenofibraat"	1551803	"Fenofibrate"	1						
"stof00694"	"fenofibraat (gemicroniseerd)"	1551803	"Fenofibrate"	1						
"stof00695"	"fenofibraat (nanopartikels)"	1551803	"Fenofibrate"	1						
"stof00698"	"fenoterol hydrobromide"	19053979	"Fenoterol"	1						
"stof00702"	"fentanyl"	1154029	"Fentanyl"	1						
"stof00703"	"fentanyl citraat"	1154029	"Fentanyl"	1						
"stof00705"	"fenticonazol nitraat"	19095729	"fenticonazole"	1						
"stof00900"	"ijzer(III) carboxymaltose"	43560392	"ferric carboxymaltose"	1						
"stof00897"	"ijzer(II) fumaraat"	1595799	"Ferrous fumarate"	1						
"stof00898"	"ijzer(II) gluconaat"	1396012	"ferrous gluconate"	1						
"stof00899"	"ijzer(II) sulfaat"	1396131	"ferrous sulfate"	1						
"stof00899"	"ijzer(II) sulfaat"	1396131	"ferrous sulfate"	1						
"stof02091"	"ijzer(II) sulfaat"	1396131	"ferrous sulfate"	1						
"stof02091"	"ijzer(II) sulfaat"	1396131	"ferrous sulfate"	1						
"stof00711"	"fesoterodine fumaraat"	19027958	"fesoterodine"	1						
"stof00713"	"fexofenadine hydrochloride"	1153428	"fexofenadine"	1						
"stof00714"	"fibrinogeen"	19054702	"Fibrinogen"	1						
"stof01891"	"fidaxomicine"	40239985	"fidaxomicin"	1						
"stof00715"	"filgrastim"	1304850	"Filgrastim"	1						
"stof00716"	"finasteride"	996416	"Finasteride"	1						
"stof00718"	"fingolimod hydrochloride"	40226579	"fingolimod"	1						
"stof00725"	"flecaïnide acetaat"	1354860	"Flecainide"	1						
"stof00727"	"flucloxacilline magnesium"	19054936	"Floxacillin"	1						
"stof00728"	"flucloxacilline natrium"	19054936	"Floxacillin"	1						
"stof00729"	"fluconazol"	1754994	"Fluconazole"	1						
"stof00731"	"fludarabine fosfaat"	1395557	"fludarabine"	1						
"stof00733"	"fludrocortison acetaat"	1555120	"Fludrocortisone"	1						
"stof00734"	"flufenaminezuur"	19110711	"Flufenamic Acid"	1						
"stof00735"	"flumazenil"	19055153	"Flumazenil"	1						
"stof00737"	"flumetason pivalaat"	19055156	"Flumethasone"	1						
"stof00739"	"flunarizine dihydrochloride"	19055183	"Flunarizine"	1						
"stof00740"	"flunitrazepam"	19055224	"Flunitrazepam"	1						
"stof00745"	"fluoresceïne natrium"	996625	"Fluorescein"	1						
"stof00746"	"fluorometholon"	955583	"Fluorometholone"	1						
"stof00747"	"fluorouracil"	955632	"Fluorouracil"	1						
"stof00749"	"fluoxetine hydrochloride"	755695	"Fluoxetine"	1						
"stof00751"	"flupentixol decanoaat"	19055982	"Flupenthixol"	1						
"stof00752"	"flupentixol dihydrochloride"	19055982	"Flupenthixol"	1						
"stof00753"	"flurazepam"	756349	"Flurazepam"	1						
"stof00754"	"flurbiprofen"	1156378	"Flurbiprofen"	1						
"stof00755"	"fluspirileen"	19056465	"Fluspirilene"	1						
"stof00756"	"flutamide"	1356461	"Flutamide"	1						
"stof00757"	"fluticason furoaat"	1149380	"fluticasone"	1						
"stof00758"	"fluticason propionaat"	1149380	"fluticasone"	1						
"stof00760"	"fluvastatine natrium"	1549686	"fluvastatin"	1						
"stof00762"	"fluvoxamine maleaat"	751412	"Fluvoxamine"	1						
"stof00767"	"foliumzuur"	19111620	"Folic Acid"	1						
"stof02327"	"follitropine delta"	1588712	"Follicle Stimulating Hormone"	1						
"stof01123"	"menotrofine (HMG) (FSH 1 200 IE + LH 1 200 IE)"	1588712	"Follicle Stimulating Hormone"							
"stof01124"	"menotrofine (HMG) (FSH 600 IE + LH 600 IE)"	1588712	"Follicle Stimulating Hormone"							
"stof01125"	"menotrofine (HMG) (FSH 75 IE + LH 75 IE)"	1588712	"Follicle Stimulating Hormone"							
"stof00768"	"follitropine alfa"	1542948	"Follitropin Alfa"	1						
"stof00769"	"follitropine bèta"	1597235	"follitropin beta"	1						
"stof00770"	"fondaparinux natrium"	1315865	"fondaparinux"	1						
"stof02088"	"formoterol fumaraat"	1196677	"formoterol"	1						
"stof00772"	"formoterol fumaraat"	1196677	"formoterol"	1						
"stof00774"	"fosamprenavir calcium"	1736829	"fosamprenavir"	1						
"stof00776"	"fosaprepitant dimeglumine"	35605594	"fosaprepitant"	1						
"stof00778"	"foscarnet trinatrium"	1724700	"Foscarnet"	1						
"stof00780"	"fosfomycine trometamol"	956653	"Fosfomycin"	1						
"stof00782"	"fosinopril natrium"	1363749	"Fosinopril"	1						
"stof00783"	"fotemustine"	36879099	"Fotemustine"	1						
"stof00785"	"framycetine sulfaat"	19056694	"Framycetin"	1						
"stof00787"	"frovatriptan succinaat"	1189458	"frovatriptan"	1						
"stof00788"	"fulvestrant"	1304044	"fulvestrant"	1						
"stof00789"	"furosemide"	956874	"Furosemide"	1						
"stof00792"	"fusidaat natrium"	19010400	"Fusidate"	1						
"stof00791"	"fusidinezuur"	19010400	"Fusidate"	1						
"stof00794"	"gabapentine"	797399	"gabapentin"	1						
"stof00806"	"galantamine hydrobromide"	757627	"Galantamine"	1						
"stof00807"	"galsulfase"	19078649	"galsulfase"	1						
"stof00808"	"ganciclovir"	1757803	"Ganciclovir"	1						
"stof00809"	"ganciclovir natrium"	1757803	"Ganciclovir"	1						
"stof00810"	"ganirelix"	1536743	"ganirelix"	1						
"stof00812"	"gefitinib"	1319193	"gefitinib"	1						
"stof00815"	"gemcitabine hydrochloride"	1314924	"gemcitabine"	1						
"stof00817"	"gentamicine sulfaat"	45892419	"Gentamicin"	1						
"stof00818"	"gestodeen"	19097684	"Gestodene"	1						
"stof01892"	"gimeracil"	36878778	"Gimeracil"	1						
"stof00820"	"Ginkgo biloba (extract, EGb761)"	19098505	"Ginkgo Biloba Leaf Extract"	1						
"stof00822"	"glatirameer acetaat"	751889	"Glatiramer"	1						
"stof02373"	"glecaprevir"	793843	"glecaprevir"	1						
"stof00824"	"gliclazide"	19059796	"Gliclazide"	1						
"stof00825"	"glimepiride"	1597756	"glimepiride"	1						
"stof00826"	"glipizide"	1560171	"Glipizide"	1						
"stof00827"	"gliquidon"	19097821	"gliquidone"	1						
"stof00828"	"glucagon hydrochloride"	1560278	"Glucagon"	1						
"stof01999"	"glucosamine sulfaat-kaliumchloride"	1360332	"Glucosamine"	1						
"stof00830"	"glucosamine sulfaat-natriumchloride"	1360332	"Glucosamine"	1						
"stof02017"	"glucose"	1560524	"Glucose"	1						
"stof00823"	"glibenclamide"	1559684	"Glyburide"	1						
"stof00831"	"glycerol"	961145	"Glycerin"	1						
"stof00834"	"salicylaat glycol"	19068028	"glycol salicylate"	1						
"stof00836"	"glycopyrronium bromide"	45775571	"glycopyrronium"	1						
"stof00837"	"golimumab"	19041065	"golimumab"	1						
"stof00839"	"gosereline acetaat"	1366310	"Goserelin"	1						
"stof00842"	"granisetron hydrochloride"	1000772	"Granisetron"	1						
"stof02311"	"grazoprevir"	35606467	"grazoprevir"	1						
"stof00844"	"guaifenesine"	1163944	"Guaifenesin"	1						
"stof02309"	"guanfacine hydrochloride"	1344965	"Guanfacine"	1						
"stof02381"	"guselkumab"	1593700	"guselkumab"	1						
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"	43012721	"Haemophilus influenzae"							
"stof00845"	"Haemophilus influenzae type b (polysachariden, geconjugeerd)"	19113026	"Haemophilus influenzae type b"	1						
"stof00846"	"haloperidol"	766529	"Haloperidol"	1						
"stof00847"	"haloperidol decanoaat"	766529	"Haloperidol"	1						
"stof02025"	"Harpagophytum (poeder)"	42544021	"Harpagophytum procumbens whole extract"	2						
"stof02175"	"Harpagophytum procumbens droog extract"	42544021	"Harpagophytum procumbens whole extract"	2						
"stof00443"	"Crataegus (droog extract)"	40176021	"Hawthorn Flower Extract"	2						
"stof00443"	"Crataegus (droog extract)"	46234010	"Hawthorn Flowering Top Extract"	3						
"stof02398"	"Hedera helix (droog extract)"	42904005	"Hedera helix flowering twig extract"	3						
"stof02398"	"Hedera helix (droog extract)"	42899163	"Hedera helix leaf extract"	1						
"stof02398"	"Hedera helix (droog extract)"	42899164	"Hedera helix top extract"	2						
"stof00850"	"hemine"	19067303	"Hemin"	1						
"stof00852"	"heparine natrium"	1367571	"heparin"	1						
"stof00853"	"hepatitis A-virus (geïnactiveerd)"	596876	"Hepatitis A Vaccine, Inactivated"	1						
"stof00918"	"immunoglobulinen, antihepatitis B"	501343	"hepatitis B immune globulin"	1						
"stof00855"	"hepatitis B-virus (oppervlakte-antigenen)"	528323	"Hepatitis B Surface Antigen Vaccine"	1						
"stof00721"	"flavonoïden (hesperidine)"	19068688	"Hesperidin"	1						
"stof00856"	"hexamidine diisetionaat"	19001599	"hexamidine"	1						
"stof00858"	"hexetidine"	19068839	"Hexetidine"	1						
"stof02036"	"histamine dihydrochloride"	19069019	"Histamine"	1						
"stof00210"	"bijengif"	514834	"Honey bee venom"	1						
"stof00044"	"alfa-1-proteïnase-inhibitor"	40798876	"Human Alpha1 Proteinase Inhibitor"	1						
"stof00863"	"Humulus lupulus (droog extract)"	35605669	"Humulus lupulus pollen extract"	2						
"stof00863"	"Humulus lupulus (droog extract)"	42899117	"Humulus lupulus stem extract"	3						
"stof00863"	"Humulus lupulus (droog extract)"	44818477	"Humulus lupulus whole extract"	1						
"stof00865"	"hyaluronaat natrium"	787787	"hyaluronate"	1						
"stof00866"	"hydrochloorthiazide"	974166	"Hydrochlorothiazide"	1						
"stof00867"	"hydrocortison"	975125	"Hydrocortisone"	1						
"stof00868"	"hydrocortison acetaat"	975125	"Hydrocortisone"	1						
"stof00869"	"hydrocortison butyraat"	975125	"Hydrocortisone"	1						
"stof02396"	"hydrocortison natriumfosfaat"	975125	"Hydrocortisone"	1						
"stof00870"	"hydrocortison natriumsuccinaat"	975125	"Hydrocortisone"	1						
"stof00872"	"hydromorfon hydrochloride"	1126658	"Hydromorphone"	1						
"stof00874"	"hydroxocobalamine"	1377023	"Hydroxocobalamin"	1						
"stof00875"	"hydroxocobalamine acetaat"	1377023	"Hydroxocobalamin"	1						
"stof00878"	"hydroxychloroquine sulfaat"	1777087	"Hydroxychloroquine"	1						
"stof00879"	"hydroxyethylrutosiden"	36256133	"Hydroxyethylrutosides"	1						
"stof00876"	"hydroxycarbamide"	1377141	"hydroxyurea"	1						
"stof00881"	"hydroxyzine dihydrochloride"	777221	"Hydroxyzine"	1						
"stof00883"	"Hypericum perforatum (droog extract)"	42899138	"Hypericum Perforatum Flower extract"	1						
"stof00883"	"Hypericum perforatum (droog extract)"	42899140	"Hypericum perforatum leaf extract"	2						
"stof00027"	"actief chloor (onder vorm van natriumhypochloriet)"	44784806	"Hypochlorite"	1						
"stof00884"	"hypromellose"	902251	"hypromellose"	1						
"stof00886"	"ibandronaat natrium"	1512480	"Ibandronate"	1						
"stof01986"	"ibrutinib"	44507848	"Ibrutinib"	1						
"stof00888"	"ibuprofen"	1177480	"Ibuprofen"	1						
"stof00889"	"ibuprofen arginine"	1177480	"Ibuprofen"	1						
"stof00890"	"ibuprofen lysine"	1177480	"Ibuprofen"	1						
"stof00891"	"icatibant acetaat"	40242044	"icatibant"	1						
"stof00892"	"ichtammol"	977949	"ichthammol"	1						
"stof00894"	"idarubicine hydrochloride"	19078097	"Idarubicin"	1						
"stof02058"	"idarucizumab"	35602981	"idarucizumab"	1						
"stof02033"	"idelalisib"	45776944	"idelalisib"	1						
"stof00895"	"idursulfase"	19091430	"idursulfase"	1						
"stof00896"	"ifosfamide"	19078187	"Ifosfamide"	1						
"stof00906"	"iloprost trometamol"	1344992	"Iloprost"	1						
"stof00908"	"imatinib mesilaat"	1304107	"imatinib"	1						
"stof00909"	"imiglucerase"	1348407	"imiglucerase"	1						
"stof00912"	"imipramine hydrochloride"	778268	"Imipramine"	1						
"stof00913"	"imiquimod"	981691	"imiquimod"	1						
"stof00914"	"immunoglobulinen"	19117912	"Immunoglobulin G"	1						
"stof02000"	"indacaterol maleaat"	40240664	"indacaterol"	1						
"stof00920"	"indapamide"	978555	"Indapamide"	1						
"stof00924"	"indometacine"	1178663	"Indomethacin"	1						
"stof01422"	"placebo"	19127890	"Inert Ingredients"	1						
"stof00925"	"infliximab"	937368	"infliximab"	1						
"stof01988"	"influenzavirus (geïnactiveerd, tetravalent)"	42903441	"Influenza A virus"							
"stof01988"	"influenzavirus (geïnactiveerd, tetravalent)"	42903442	"Influenza B virus"							
"stof00928"	"inosine pranobex"	44784845	"Inosine"	2						
"stof00928"	"inosine pranobex"	19083285	"Inosine Pranobex"	1						
"stof02411"	"insuline degludec"	35602717	"insulin degludec"	1						
"stof00932"	"insuline detemir"	1516976	"insulin detemir"	1						
"stof00933"	"insuline glargine"	1502905	"Insulin Glargine"	1						
"stof00929"	"insuline"	1588986	"insulin human, rDNA origin"	2						
"stof00935"	"insuline lispro"	1550023	"Insulin Lispro"	1						
"stof00931"	"insuline aspart protamine"	1531601	"Insulin, Aspart Protamine, Human"	1						
"stof00930"	"insuline aspart"	1567198	"Insulin, Aspart, Human"	1						
"stof00934"	"insuline glulisine"	1544838	"Insulin, Glulisine, Human"	1						
"stof00937"	"insuline-isofaan"	46221581	"insulin, isophane"	1						
"stof00936"	"insuline lispro protamine"	1513876	"Insulin, Protamine Lispro, Human"	1						
"stof00938"	"interferon alfa-2a"	1379969	"Interferon Alfa-2a"	1						
"stof00939"	"interferon alfa-2b"	1380068	"Interferon Alfa-2b"	1						
"stof00940"	"interferon bèta-1a"	722424	"Interferon beta-1a"	1						
"stof00941"	"interferon bèta-1b"	713196	"interferon beta-1b"	1						
"stof00969"	"jodium (gejodeerde olie)"	1780601	"Iodine"	1						
"stof00944"	"ipilimumab"	40238188	"ipilimumab"	1						
"stof02093"	"ipratropium bromide"	1112921	"Ipratropium"	1						
"stof02093"	"ipratropium bromide"	1112921	"Ipratropium"	1						
"stof00946"	"ipratropium bromide"	1112921	"Ipratropium"	1						
"stof00946"	"ipratropium bromide"	1112921	"Ipratropium"	1						
"stof00947"	"irbesartan"	1347384	"irbesartan"	1						
"stof00949"	"irinotecan hydrochloride"	1367268	"irinotecan"	1						
"stof00949"	"irinotecan hydrochloride"	1367268	"irinotecan"	1						
"stof02094"	"irinotecan hydrochloride"	1367268	"irinotecan"	1						
"stof02094"	"irinotecan hydrochloride"	1367268	"irinotecan"	1						
"stof00902"	"ijzer(III) polysacharide"	1377898	"Iron polysaccharide"	1						
"stof00903"	"ijzer(III) sacharose"	1395773	"iron sucrose"	1						
"stof00901"	"ijzer(III) dextraan"	1381661	"Iron-Dextran Complex"	1						
"stof00951"	"isoconazol nitraat"	19003491	"isoconazole"	1						
"stof00952"	"isoniazide"	1782521	"isoniazid"	1						
"stof00955"	"isopropanol"	19028106	"Isopropyl Alcohol"	1						
"stof00954"	"isoprenaline hydrochloride"	1183554	"Isoproterenol"	1						
