invalid_reason,id,code,name,concept_class,secondary_domain,concept_domain
,42742319,81266,"Comparative analysis using Short Tandem Repeat (STR) markers; each additional specimen (eg, additional cord blood donor, additional fetal samples from different cultures, or additional zygosity in multiple birth pregnancies) (List separately in addition t",Measurement,,Measurement
,42742318,81265,"Comparative analysis using Short Tandem Repeat (STR) markers; patient and comparative specimen (eg, pre-transplant recipient and donor germline testing, post-transplant non-hematopoietic recipient germline [eg, buccal swab or other germline tissue sample]",Measurement,,Measurement
,2212956,86922,Compatibility test each unit; antiglobulin technique,Measurement,,Measurement
,2212957,86923,Compatibility test each unit; electronic,Measurement,,Measurement
,2212954,86920,Compatibility test each unit; immediate spin technique,Measurement,,Measurement
,2212955,86921,Compatibility test each unit; incubation technique,Measurement,,Measurement
,2100937,0073T,"Compensator-based beam modulation treatment delivery of inverse planned treatment using three or more high resolution (milled or cast) compensator convergent beam modulated fields, per treatment session",Procedure,,Procedure
,2212772,86171,"Complement fixation tests, each antigen",Measurement,,Measurement
,2212769,86160,"Complement; antigen, each component",Measurement,,Measurement
,2212770,86161,"Complement; functional activity, each component",Measurement,,Measurement
,2212771,86162,Complement; total hemolytic (CH50),Measurement,,Measurement
,2102873,2029F,Complete physical skin exam performed (ML),Quality Metric,,Observation
,2107335,33730,"Complete repair of anomalous venous return (supracardiac, intracardiac, or infracardiac types)",Procedure,,Procedure
,2107306,33697,Complete repair tetralogy of Fallot with pulmonary atresia including construction of conduit from right ventricle to pulmonary artery and closure of ventricular septal defect,Procedure,,Procedure
,2107304,33692,Complete repair tetralogy of Fallot without pulmonary atresia,Procedure,,Procedure
,2107305,33694,Complete repair tetralogy of Fallot without pulmonary atresia; with transannular patch,Procedure,,Procedure
,43528031,99489,"Complex chronic care coordination services; each additional 30 minutes of clinical staff time directed by a physician or other qualified health care professional, per calendar month (List separately in addition to code for primary procedure)",Medical Service,,Observation
,43528029,99487,"Complex chronic care coordination services; first hour of clinical staff time directed by a physician or other qualified health care professional with no face-to-face visit, per calendar month",Medical Service,,Observation
,43528030,99488,"Complex chronic care coordination services; first hour of clinical staff time directed by a physician or other qualified health care professional with one face-to-face visit, per calendar month",Medical Service,,Observation
,2109738,51726,"Complex cystometrogram (eg, calibrated electronic equipment)",Procedure,,Procedure
,40756918,51727,"Complex cystometrogram (ie, calibrated electronic equipment); with urethral pressure profile studies (ie, urethral closure pressure profile), any technique",Procedure,,Procedure
,40757078,51729,"Complex cystometrogram (ie, calibrated electronic equipment); with voiding pressure studies (ie, bladder voiding pressure) and urethral pressure profile studies (ie, urethral closure pressure profile), any technique",Procedure,,Procedure
,40757070,51728,"Complex cystometrogram (ie, calibrated electronic equipment); with voiding pressure studies (ie, bladder voiding pressure), any technique",Procedure,,Procedure
,2211323,70371,Complex dynamic pharyngeal and speech evaluation by cine or video recording,Procedure,,Procedure
,2109740,51741,"Complex uroflowmetry (eg, calibrated electronic equipment)",Procedure,,Procedure
,40756864,0212T,"Comprehensive audiometry threshold evaluation and speech recognition (0209T, 0211T combined), automated",Procedure,,Procedure
,2313727,92557,Comprehensive audiometry threshold evaluation and speech recognition (92553 and 92556 combined),Procedure,,Procedure
,2314177,96000,Comprehensive computer-based motion analysis by video-taping and 3-D kinematics,Procedure,,Procedure
,2314178,96001,Comprehensive computer-based motion analysis by video-taping and 3-D kinematics; with dynamic plantar pressure measurements during walking,Procedure,,Procedure
,43528005,93653,"Comprehensive electrophysiologic evaluation including insertion and repositioning of multiple electrode catheters with induction or attempted induction of an arrhythmia with right atrial pacing and recording, right ventricular pacing and recording, His re",Procedure,,Procedure
,43528006,93654,"Comprehensive electrophysiologic evaluation including insertion and repositioning of multiple electrode catheters with induction or attempted induction of an arrhythmia with right atrial pacing and recording, right ventricular pacing and recording, His re",Procedure,,Procedure
,43528008,93656,"Comprehensive electrophysiologic evaluation including transseptal catheterizations, insertion and repositioning of multiple electrode catheters with induction or attempted induction of an arrhythmia with atrial recording and pacing, when possible, right v",Procedure,,Procedure
,2313929,93620,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2313930,93621,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2313931,93622,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2313928,93619,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
D,2722256,80054,"Comprehensive metabolic panel - must include: Albumin(82040) Bilirubin, total OR direct(82250) Calcium(82310) Chloride(82435) Creatinine(82565) Glucose(82947) Phosphatase, alkaline(84075) Potasium(84132) Protein, total(84155) Sodium(84295) Transferase, as",Measurement,,Measurement
,2212093,80053,###############################################################################################################################################################################################################################################################,Measurement,,Measurement
,2100673,0014F,Comprehensive preoperative assessment performed for cataract surgery with intraocular lens (IOL) placement (includes assessment of all of the following components) (EC): Dilated fundus evaluation performed within 12 months prior to cataract surgery (2020F,Quality Metric,,Observation
,2108793,4267F,Compression therapy prescribed (CWC),Quality Metric,o,Observation
D,42740714,0067T,"Computed tomographic (CT) colonography (ie, virtual colonoscopy); diagnostic",Procedure,,Procedure
D,42740713,0066T,"Computed tomographic (CT) colonography (ie, virtual colonoscopy); screening",Procedure,,Procedure
,40757081,74262,"Computed tomographic (CT) colonography, diagnostic, including image postprocessing; with contrast material(s) including non-contrast images, if performed",Procedure,,Procedure
,40756913,74261,"Computed tomographic (CT) colonography, diagnostic, including image postprocessing; without contrast material",Procedure,,Procedure
,40757125,74263,"Computed tomographic (CT) colonography, screening, including image postprocessing",Procedure,,Procedure
,42742548,74174,"Computed tomographic angiography, abdomen and pelvis, with contrast material(s), including noncontrast images, if performed, and image postprocessing",Procedure,,Procedure
,2211513,74175,"Computed tomographic angiography, abdomen, without contrast material(s), followed by contrast material(s) and further sections, including image post-processing",Procedure,,Procedure
,2211585,75635,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2211381,71275,"Computed tomographic angiography, chest, without contrast material(s), followed by contrast material(s) and further sections, including image post-processing",Procedure,,Procedure
,2211339,70496,"Computed tomographic angiography, head, without contrast material(s), followed by contrast material(s) and further sections, including image post-processing",Procedure,,Procedure
,40756829,75574,"Computed tomographic angiography, heart, coronary arteries and bypass grafts (when present), with contrast material, including 3D image postprocessing (including evaluation of cardiac structure and morphology, assessment of cardiac function, and evaluatio",Procedure,,Procedure
,2211497,73706,"Computed tomographic angiography, lower extremity, without contrast material(s), followed by contrast material(s) and further sections, including image post-processing",Procedure,,Procedure
,2211340,70498,"Computed tomographic angiography, neck, without contrast material(s), followed by contrast material(s) and further sections, including image post-processing",Procedure,,Procedure
,2211422,72191,"Computed tomographic angiography, pelvis, without contrast material(s), followed by contrast material(s) and further sections, including image post-processing",Procedure,,Procedure
,2211464,73206,"Computed tomographic angiography, upper extremity, without contrast material(s), followed by contrast material(s) and further sections, including image post-processing",Procedure,,Procedure
,2211801,77012,"Computed tomography guidance for needle placement (eg, biopsy, aspiration, injection, localization device), radiological supervision and interpretation",Procedure,,Procedure
,2211803,77014,Computed tomography guidance for placement of radiation therapy fields,Procedure,,Procedure
,2211800,77011,Computed tomography guidance for stereotactic localization,Procedure,,Procedure
,40756910,74177,"Computed tomography, abdomen and pelvis; with contrast material(s)",Procedure,,Procedure
,40756931,74176,"Computed tomography, abdomen and pelvis; without contrast material",Procedure,,Procedure
,40756956,74178,"Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions",Procedure,,Procedure
D,2211825,77079,"Computed tomography, bone mineral density study, 1 or more sites; appendicular skeleton (peripheral) (eg, radius, wrist, heel)",Procedure,,Procedure
,2211824,77078,"Computed tomography, bone mineral density study, 1 or more sites; axial skeleton (eg, hips, pelvis, spine)",Procedure,,Procedure
D,42740361,76071,"Computed tomography, bone mineral density study, one or more sites; appendicular skeleton (peripheral) (eg, radius, wrist, heel)",Procedure,,Procedure
,40757120,75572,"Computed tomography, heart, with contrast material, for evaluation of cardiac structure and morphology (including 3D image postprocessing, assessment of cardiac function, and evaluation of venous structures, if performed)",Procedure,,Procedure
,40757093,75573,"Computed tomography, heart, with contrast material, for evaluation of cardiac structure and morphology in the setting of congenital heart disease (including 3D image postprocessing, assessment of LV cardiac function, RV structure and function and evaluati",Procedure,,Procedure
D,42741107,0151T,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
D,42741103,0145T,"Computed tomography, heart, without contrast material followed by contrast material(s) and further sections, including cardiac gating and 3D image postprocessing; cardiac structure and morphology",Procedure,,Procedure
D,42741099,0148T,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
D,42741109,0149T,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
D,42741111,0150T,"Computed tomography, heart, without contrast material followed by contrast material(s) and further sections, including cardiac gating and 3D image postprocessing; cardiac structure and morphology in congenital heart disease",Procedure,,Procedure
D,42741101,0146T,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
D,42741100,0147T,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
D,42741105,0144T,"Computed tomography, heart, without contrast material, including image postprocessing and quantitative evaluation of coronary calcium",Procedure,,Procedure
,40756939,75571,"Computed tomography, heart, without contrast material, with quantitative evaluation of coronary calcium",Procedure,,Procedure
D,42740537,76082,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
D,42740538,76083,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
D,42740599,0056T,"Computer assisted musculoskeletal surgical navigational orthopedic procedure, image-less (List separately in addition to code for primary procedure)",Procedure,,Procedure
,2101740,0174T,"Computer-aided detection (CAD) (computer algorithm analysis of digital image data for lesion detection) with further physician review for interpretation and report, with or without digitization of film radiographic images, chest radiograph(s), performed c",Quality Metric,,Observation
,2101743,0175T,"Computer-aided detection (CAD) (computer algorithm analysis of digital image data for lesion detection) with further physician review for interpretation and report, with or without digitization of film radiographic images, chest radiograph(s), performed r",Quality Metric,,Observation
,2211808,77051,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2211809,77052,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2101701,0159T,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2100847,0055T,"Computer-assisted musculoskeletal surgical navigational orthopedic procedure, with image-guidance based on CT/MRI images (List separately in addition to code for primary procedure)",Procedure,,Procedure
,2100845,0054T,"Computer-assisted musculoskeletal surgical navigational orthopedic procedure, with image-guidance based on fluoroscopic images (List separately in addition to code for primary procedure)",Procedure,,Procedure
,2103014,20985,Computer-assisted surgical navigational procedure for musculoskeletal procedures; image-less (List separately in addition to code for primary procedure),Procedure,,Procedure
D,42741500,20986,"Computer-assisted surgical navigational procedure for musculoskeletal procedures; with image guidance based on intraoperatively obtained images (eg, fluoroscopy, ultrasound) (List separately in addition to code for primary procedure)",Procedure,,Procedure
D,42741501,20987,Computer-assisted surgical navigational procedure for musculoskeletal procedures; with image guidance based on preoperative images (List separately in addition to code for primary procedure),Procedure,,Procedure
D,42734625,76360,"Computerized axial tomographic guidance for needle biopsy, radiological supervision and interpretation",Procedure,,Procedure
D,42734626,76370,Computerized axial tomographic guidance for placement of radiation therapy fields,Procedure,,Procedure
D,42734624,76355,Computerized axial tomographic guidance for stereotactic localization,Procedure,,Procedure
D,42739825,76362,"Computerized axial tomographic guidance for, and monitoring of, tissue ablation",Procedure,,Procedure
D,42734623,76070,"Computerized axial tomography bone density study, one or more sites",Procedure,,Procedure
,2211511,74160,"Computerized axial tomography, abdomen; with contrast material(s)",Procedure,,Procedure
,2211510,74150,"Computerized axial tomography, abdomen; without contrast material",Procedure,,Procedure
,2211512,74170,"Computerized axial tomography, abdomen; without contrast material, followed by contrast material(s) and further sections",Procedure,,Procedure
,2211402,72126,"Computerized axial tomography, cervical spine; with contrast material",Procedure,,Procedure
,2211401,72125,"Computerized axial tomography, cervical spine; without contrast material",Procedure,,Procedure
,2211403,72127,"Computerized axial tomography, cervical spine; without contrast material, followed by contrast material(s) and further sections",Procedure,,Procedure
,2211328,70460,"Computerized axial tomography, head or brain; with contrast material(s)",Procedure,,Procedure
,2211327,70450,"Computerized axial tomography, head or brain; without contrast material",Procedure,,Procedure
,2211329,70470,"Computerized axial tomography, head or brain; without contrast material, followed by contrast material(s) and further sections",Procedure,,Procedure
,2211718,76380,"Computerized axial tomography, limited or localized follow-up study",Procedure,,Procedure
,2211495,73701,"Computerized axial tomography, lower extremity; with contrast material(s)",Procedure,,Procedure
,2211494,73700,"Computerized axial tomography, lower extremity; without contrast material",Procedure,,Procedure
,2211496,73702,"Computerized axial tomography, lower extremity; without contrast material, followed by contrast material(s) and further sections",Procedure,,Procedure
,2211408,72132,"Computerized axial tomography, lumbar spine; with contrast material",Procedure,,Procedure
,2211407,72131,"Computerized axial tomography, lumbar spine; without contrast material",Procedure,,Procedure
,2211409,72133,"Computerized axial tomography, lumbar spine; without contrast material, followed by contrast material(s) and further sections",Procedure,,Procedure
,2211334,70487,"Computerized axial tomography, maxillofacial area; with contrast material(s)",Procedure,,Procedure
,2211333,70486,"Computerized axial tomography, maxillofacial area; without contrast material",Procedure,,Procedure
,2211335,70488,"Computerized axial tomography, maxillofacial area; without contrast material, followed by contrast material(s) and further sections",Procedure,,Procedure
,2211331,70481,"Computerized axial tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; with contrast material(s)",Procedure,,Procedure
,2211330,70480,"Computerized axial tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; without contrast material",Procedure,,Procedure
,2211332,70482,"Computerized axial tomography, orbit, sella, or posterior fossa or outer, middle, or inner ear; without contrast material, followed by contrast material(s) and further sections",Procedure,,Procedure
,2211424,72193,"Computerized axial tomography, pelvis; with contrast material(s)",Procedure,,Procedure
,2211423,72192,"Computerized axial tomography, pelvis; without contrast material",Procedure,,Procedure
,2211425,72194,"Computerized axial tomography, pelvis; without contrast material, followed by contrast material(s) and further sections",Procedure,,Procedure
,2211337,70491,"Computerized axial tomography, soft tissue neck; with contrast material(s)",Procedure,,Procedure
,2211336,70490,"Computerized axial tomography, soft tissue neck; without contrast material",Procedure,,Procedure
,2211338,70492,"Computerized axial tomography, soft tissue neck; without contrast material followed by contrast material(s) and further sections",Procedure,,Procedure
,2211405,72129,"Computerized axial tomography, thoracic spine; with contrast material",Procedure,,Procedure
,2211404,72128,"Computerized axial tomography, thoracic spine; without contrast material",Procedure,,Procedure
,2211406,72130,"Computerized axial tomography, thoracic spine; without contrast material, followed by contrast material(s) and further sections",Procedure,,Procedure
,2211379,71260,"Computerized axial tomography, thorax; with contrast material(s)",Procedure,,Procedure
,2211378,71250,"Computerized axial tomography, thorax; without contrast material",Procedure,,Procedure
,2211380,71270,"Computerized axial tomography, thorax; without contrast material, followed by contrast material(s) and further sections",Procedure,,Procedure
,2211462,73201,"Computerized axial tomography, upper extremity; with contrast material(s)",Procedure,,Procedure
,2211461,73200,"Computerized axial tomography, upper extremity; without contrast material",Procedure,,Procedure
,2211463,73202,"Computerized axial tomography, upper extremity; without contrast material, followed by contrast material(s) and further sections",Procedure,,Procedure
,2313641,92025,"Computerized corneal topography, unilateral or bilateral, with interpretation and report",Procedure,,Procedure
,2313721,92548,Computerized dynamic posturography,Procedure,,Procedure
D,2211713,76365,"Computerized tomography guidance for cyst aspiration, radiological supervision and interpretation",Procedure,,Procedure
,2211802,77013,"Computerized tomography guidance for, and monitoring of, parenchymal tissue ablation",Procedure,,Procedure
,2212979,87015,"Concentration (any type), for infectious agents",Procedure,,Procedure
,2313745,92582,Conditioning play audiometry,Procedure,,Procedure
,2103056,21050,"Condylectomy, temporomandibular joint (separate procedure)",Procedure,,Procedure
D,42738673,99275,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
D,42733804,99274,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
D,42733803,99273,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
D,42733801,99271,"Confirmatory consultation for a new or established patient, which requires these three key components: a problem focused history; a problem focused examination; and straightforward medical decision making. Counseling and/or coordination of care with other",Procedure,,Procedure
D,42733802,99272,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2108704,4182F,Conformal radiation therapy not received (NMA-No Measure Assoc.),Procedure,,Procedure
,2108695,4181F,Conformal radiation therapy received (NMA-No Measure Assoc.),Procedure,,Procedure
,2110154,57520,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; cold knife or laser",Procedure,,Procedure
,2110155,57522,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; loop electrode excision",Procedure,,Procedure
,2111154,68360,Conjunctival flap; bridge or partial (separate procedure),Procedure,,Procedure
,2111155,68362,Conjunctival flap; total (such as Gunderson thin flap or purse string flap),Procedure,,Procedure
,2101641,0124T,Conjunctival incision with posterior juxtascleral placement of pharmacological agent (does not include supply of medication),Procedure,,Procedure
,2111150,68328,"Conjunctivoplasty, reconstruction cul-de-sac; with buccal mucous membrane graft (includes obtaining graft)",Procedure,,Procedure
,2111149,68326,"Conjunctivoplasty, reconstruction cul-de-sac; with conjunctival graft or extensive rearrangement",Procedure,,Procedure
,2111148,68325,Conjunctivoplasty; with buccal mucous membrane graft (includes obtaining graft),Procedure,,Procedure
,2111147,68320,Conjunctivoplasty; with conjunctival graft or extensive rearrangement,Procedure,,Procedure
,2111173,68750,Conjunctivorhinostomy (fistulization of conjunctiva to nasal cavity); with insertion of tube or stent,Procedure,,Procedure
,2111172,68745,Conjunctivorhinostomy (fistulization of conjunctiva to nasal cavity); without tube,Procedure,,Procedure
,40757123,5200F,Consideration of referral for a neurological evaluation of appropriateness for surgical therapy for intractable epilepsy within the past 3 years (EPI),Quality Metric,,Observation
,2107120,33404,Construction of apical-aortic conduit,Procedure,,Procedure
,2110124,57292,Construction of artificial vagina; with graft,Procedure,,Procedure
,2110123,57291,Construction of artificial vagina; without graft,Procedure,,Procedure
,2111108,67880,"Construction of intermarginal adhesions, median tarsorrhaphy, or canthorrhaphy",Procedure,,Procedure
,2111109,67882,"Construction of intermarginal adhesions, median tarsorrhaphy, or canthorrhaphy; with transposition of tarsal plate",Procedure,,Procedure
,2106568,31611,"Construction of tracheoesophageal fistula and subsequent insertion of an alaryngeal speech prosthesis (eg, voice button, Blom-Singer prosthesis)",Procedure,,Procedure
,2213293,88323,Consultation and report on referred material requiring preparation of slides,Procedure,,Procedure
,2213292,88321,Consultation and report on referred slides prepared elsewhere,Procedure,,Procedure
,2211707,76140,"Consultation on x-ray examination made elsewhere, written report",Procedure,,Procedure
,2213294,88325,"Consultation, comprehensive, with review of records and specimens, with report on referred material",Procedure,,Procedure
,2109833,52648,"Contact laser vaporization with or without transurethral resection of prostate, including control of postoperative bleeding, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included)",Procedure,,Procedure
,2109669,50825,"Continent diversion, including intestine anastomosis using any segment of small and/or large intestine (Kock pouch or Camey enterocystoplasty)",Procedure,,Procedure
,2109082,44316,Continent ileostomy (Kock procedure) (separate procedure),Procedure,,Procedure
,2211852,77336,"Continuing medical physics consultation, including assessment of treatment parameters, quality assurance of dose delivery, and review of patient treatment documentation in support of the radiation oncologist, reported per week of therapy",Procedure,,Procedure
,2108707,4185F,Continuous (12-months) therapy with proton pump inhibitor (PPI) or histamine H2 receptor antagonist (H2RA) received (GERD),Quality Metric,,Observation
,2314029,94645,Continuous inhalation treatment with aerosol medication for acute airway obstruction; each additional hour (List separately in addition to code for primary procedure),Procedure,,Procedure
,2314028,94644,Continuous inhalation treatment with aerosol medication for acute airway obstruction; first hour,Procedure,,Procedure
,43528024,95940,"Continuous intraoperative neurophysiology monitoring in the operating room, one on one monitoring requiring personal attendance, each 15 minutes (List separately in addition to code for primary procedure)",Procedure,,Procedure
,43528025,95941,"Continuous intraoperative neurophysiology monitoring, from outside the operating room (remote or nearby) or for monitoring of more than one case while in the operating room, per hour (List separately in addition to code for primary procedure)",Procedure,,Procedure
,40756984,0244T,"Continuous measurement of wheeze rate during treatment assessment or during sleep for documentation of nocturnal wheeze and cough for diagnostic evaluation 3 to 24 hours, with interpretation and report",Procedure,,Procedure
,2314036,94662,"Continuous negative pressure ventilation (CNP), initiation and management",Procedure,,Procedure
,2314035,94660,"Continuous positive airway pressure ventilation (CPAP), initiation and management",Procedure,,Procedure
,2109466,49424,Contrast injection for assessment of abscess or cyst via previously placed drainage catheter or tube (separate procedure),Procedure,,Procedure
,2108259,36598,"Contrast injection(s) for radiologic evaluation of existing central venous access device, including fluoroscopy, image documentation and report",Procedure,,Procedure
,2109482,49465,"Contrast injection(s) for radiological evaluation of existing gastrostomy, duodenostomy, jejunostomy, gastro-jejunostomy, or cecostomy (or other colonic) tube, from a percutaneous approach including image documentation and report",Procedure,,Procedure
,2106307,30903,"Control nasal hemorrhage, anterior, complex (extensive cautery and/or packing) any method",Procedure,,Procedure
,2106306,30901,"Control nasal hemorrhage, anterior, simple (limited cautery and/or packing) any method",Procedure,,Procedure
,2106308,30905,"Control nasal hemorrhage, posterior, with posterior nasal packs and/or cautery, any method; initial",Procedure,,Procedure
,2106309,30906,"Control nasal hemorrhage, posterior, with posterior nasal packs and/or cautery, any method; subsequent",Procedure,,Procedure
,2108841,42971,"Control of nasopharyngeal hemorrhage, primary or secondary (eg, postadenoidectomy); complicated, requiring hospitalization",Procedure,,Procedure
,2108840,42970,"Control of nasopharyngeal hemorrhage, primary or secondary (eg, postadenoidectomy); simple, with posterior nasal packs, with or without anterior packs and/or cautery",Procedure,,Procedure
,2108842,42972,"Control of nasopharyngeal hemorrhage, primary or secondary (eg, postadenoidectomy); with secondary surgical intervention",Procedure,,Procedure
,2108838,42961,"Control oropharyngeal hemorrhage, primary or secondary (eg, post-tonsillectomy); complicated, requiring hospitalization",Procedure,,Procedure
,2108837,42960,"Control oropharyngeal hemorrhage, primary or secondary (eg, post-tonsillectomy); simple",Procedure,,Procedure
,2108839,42962,"Control oropharyngeal hemorrhage, primary or secondary (eg, post-tonsillectomy); with secondary surgical intervention",Procedure,,Procedure
,2109477,49446,"Conversion of gastrostomy tube to gastro-jejunostomy tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report",Procedure,,Procedure
,2104837,27132,"Conversion of previous hip surgery to total hip arthroplasty, with or without autograft or allograft",Procedure,,Procedure
,2212281,82525,Copper,Measurement,,Measurement
,2103695,23415,"Coracoacromial ligament release, with or without acromioplasty",Procedure,,Procedure
,2110281,59012,"Cordocentesis (intrauterine), any method",Procedure,,Procedure
,2101756,0181T,"Corneal hysteresis determination, by air impulse stimulation, bilateral, with interpretation and report",Procedure,,Procedure
,42742482,0289T,"Corneal incisions in the donor cornea created using a laser, in preparation for penetrating or lamellar keratoplasty (List separately in addition to code for primary procedure)",Procedure,,Procedure
,42742483,0290T,"Corneal incisions in the recipient cornea created using a laser, in preparation for penetrating or lamellar keratoplasty (List separately in addition to code for primary procedure)",Procedure,,Procedure
,2110951,65772,Corneal relaxing incision for correction of surgically induced astigmatism,Procedure,,Procedure
,2110952,65775,Corneal wedge resection for correction of surgically induced astigmatism,Procedure,,Procedure
D,42739616,76375,"Coronal, sagittal, multiplanar, oblique, 3-dimensional and/or holographic reconstruction of computerized axial tomography, magnetic resonance imaging, or other tomographic modality",Procedure,,Procedure
,2107244,33536,"Coronary artery bypass, using arterial graft(s); four or more coronary arterial grafts",Procedure,,Procedure
,2107231,33533,"Coronary artery bypass, using arterial graft(s); single arterial graft",Procedure,,Procedure
,2107243,33535,"Coronary artery bypass, using arterial graft(s); three coronary arterial grafts",Procedure,,Procedure
,2107242,33534,"Coronary artery bypass, using arterial graft(s); two coronary arterial grafts",Procedure,,Procedure
,2107227,33522,"Coronary artery bypass, using venous graft(s) and arterial graft(s); five venous grafts (List separately in addition to code for arterial graft)",Procedure,,Procedure
,2107226,33521,"Coronary artery bypass, using venous graft(s) and arterial graft(s); four venous grafts (List separately in addition to code for arterial graft)",Procedure,,Procedure
,2107222,33517,"Coronary artery bypass, using venous graft(s) and arterial graft(s); single vein graft (List separately in addition to code for arterial graft)",Procedure,,Procedure
,2107228,33523,"Coronary artery bypass, using venous graft(s) and arterial graft(s); six or more venous grafts (List separately in addition to code for arterial graft)",Procedure,,Procedure
,2107224,33519,"Coronary artery bypass, using venous graft(s) and arterial graft(s); three venous grafts (List separately in addition to code for arterial graft)",Procedure,,Procedure
,2107223,33518,"Coronary artery bypass, using venous graft(s) and arterial graft(s); two venous grafts (List separately in addition to code for arterial graft)",Procedure,,Procedure
,2107220,33514,"Coronary artery bypass, vein only; five coronary venous grafts",Procedure,,Procedure
,2107219,33513,"Coronary artery bypass, vein only; four coronary venous grafts",Procedure,,Procedure
,2107216,33510,"Coronary artery bypass, vein only; single coronary venous graft",Procedure,,Procedure
,2107221,33516,"Coronary artery bypass, vein only; six or more coronary venous grafts",Procedure,,Procedure
,2107218,33512,"Coronary artery bypass, vein only; three coronary venous grafts",Procedure,,Procedure
,2107217,33511,"Coronary artery bypass, vein only; two coronary venous grafts",Procedure,,Procedure
,2107250,33572,"Coronary endarterectomy, open, any method, of left anterior descending, circumflex, or right coronary artery performed in conjunction with coronary artery bypass graft procedure, each vessel (List separately in addition to primary procedure)",Procedure,,Procedure
,2103058,21070,Coronoidectomy (separate procedure),Procedure,,Procedure
,2109965,54430,"Corpora cavernosa-corpus spongiosum shunt (priapism operation), unilateral or bilateral",Procedure,,Procedure
,2109966,54435,"Corpora cavernosa-glans penis fistulization (eg, biopsy needle, Winter procedure, rongeur, or punch) for priapism",Procedure,,Procedure
,2109964,54420,"Corpora cavernosa-saphenous vein shunt (priapism operation), unilateral or bilateral",Procedure,,Procedure
,2211557,74445,"Corpora cavernosography, radiological supervision and interpretation",Procedure,,Procedure
,2104554,26499,"Correction claw finger, other methods",Procedure,,Procedure
,2111170,68705,"Correction of everted punctum, cautery",Procedure,,Procedure
,2102756,19355,Correction of inverted nipples,Procedure,,Procedure
,2111119,67912,"Correction of lagophthalmos, with implantation of upper eyelid lid load (eg, gold weight)",Procedure,,Procedure
,2111118,67911,Correction of lid retraction,Procedure,,Procedure
,2109024,44055,"Correction of malrotation by lysis of duodenal bands and/or reduction of midgut volvulus (eg, Ladd procedure)",Procedure,,Procedure
,2111102,67825,"Correction of trichiasis; epilation by other than forceps (eg, by electrosurgery, cryotherapy, laser surgery)",Procedure,,Procedure
,2111101,67820,"Correction of trichiasis; epilation, by forceps only",Procedure,,Procedure
,2111103,67830,Correction of trichiasis; incision of lid margin,Procedure,,Procedure
,2111104,67835,"Correction of trichiasis; incision of lid margin, with free mucous membrane graft",Procedure,,Procedure
,2105627,28286,"Correction, cock-up fifth toe, with plastic skin closure (eg, Ruiz-Mora type procedure)",Procedure,,Procedure
,2105647,28299,"Correction, hallux valgus (bunion), with or without sesamoidectomy; by double osteotomy",Procedure,,Procedure
,2105646,28298,"Correction, hallux valgus (bunion), with or without sesamoidectomy; by phalanx osteotomy",Procedure,,Procedure
,2105631,28292,"Correction, hallux valgus (bunion), with or without sesamoidectomy; Keller, McBride, or Mayo type procedure",Procedure,,Procedure
,2105645,28297,"Correction, hallux valgus (bunion), with or without sesamoidectomy; Lapidus type procedure",Procedure,,Procedure
,2105642,28293,"Correction, hallux valgus (bunion), with or without sesamoidectomy; resection of joint with implant",Procedure,,Procedure
,2105630,28290,"Correction, hallux valgus (bunion), with or without sesamoidectomy; simple exostectomy (eg, Silver type procedure)",Procedure,,Procedure
,2105644,28296,"Correction, hallux valgus (bunion), with or without sesamoidectomy; with metatarsal osteotomy (eg, Mitchell, Chevron, or concentric type procedures)",Procedure,,Procedure
,2105643,28294,"Correction, hallux valgus (bunion), with or without sesamoidectomy; with tendon transplants (eg, Joplin type procedure)",Procedure,,Procedure
,2105626,28285,"Correction, hammertoe (eg, interphalangeal fusion, partial or total phalangectomy)",Procedure,,Procedure
