CONCEPT_NAME	CONCEPT_ID_2
OESCLIM	19099345
OFLOXACINE CRISTER	43131393
OFLOXACINE QUALI.	43131400
OFLOXACINE RATIOP.	43131402
OLANZAPINE BIOG	43131640
OLANZAPINE BLUEF	43131641
OLANZAPINE EVOLUG.	43131644
OMEPRAZOLE BOUCH.	43131686
OMEPRAZOLE CRISTER	43131688
OMEPRAZOLE EVOLUG	43131690
OMEPRAZOLE EVOLUG	43131691
OMEPRAZOLE NEPENTH	43131698
OMEPRAZOLE PHR	43131699
OMEPRAZOLE RATIOP.	43131702
OMEPRAZOLE RATIOP.	43131703
OMEXEL	43131714
ONCTOSE HYDROCORT	43131718
OPTICRON	19022323
OPTIMIZETTE GE	43131958
ORBENINE	19026929
ORIMETENE	21018627
OSTEOCAL D3	43131987
OSTRAM VITAMINE D3	43131989
OXCARBAZEPINE SAND	43132005
OXOMEMAZINE PHR	43127762
OXYBUTYNINE EGN	43127771
OXYCODONE MYLAN	43127776
OXYPEROL	43572549
AROMASINE	19100386
PANTOPRAZOLE BIOG	43128057
PANTOPRAZOLE CRIST	43128059
PANTOPRAZOLE EVOLU	43128062
PANTOPRAZOLE ISOME	43128063
PANTOPRAZOLE PHR	43128069
PANTOPRAZOLE RATIO	43128073
PANTOPRAZOLE SAND	43128076
PANTOPRAZOLE SAND	43572457
PANTOPRAZOLE ZENT	43128081
PAPAVERINE RENAUD	43128086
PARACETAMOL BIOGAR	43128099
PARACETAMOL CRIST	43128108
PARACETAMOL NOR	43572663
PARACETAMOL RANBAX	43128118
PARACETAMOL RATIOP.	43128120
ARTHRUM	21015292
PAROXETINE CRISTER	43128396
PAROXETINE PHR	43128402
PAROXETINE RATIOP.	43128404
PASSIFLORA COMPOSE	43572704
PENTOXIFYLLINE EGN	43128419
PENTOXIFYLLINE MYL	43128420
PENTOXIFYLLINE QUAL	43128421
PENTOXIFYLLINE SDZ	43128423
PENTOXIFYLLINE SDZ	43572153
PENTOXIFYLLINE TEVA	43128424
PEPCIDAC	19022404
PERIACTINE	19032402
PERINDOPRIL ACTAV	43128435
PERINDOPRIL BGR	43128439
PERINDOPRIL PHR	43128445
PERINDOPRIL RANBAX	43128446
PERINDOPRIL RATIOP	43128447
PERINDOPRIL ZENTIV	43128451
PERTOFRAN	19132391
PERTUDORON	43572199
PERTUDORON	43572200
PHLOROGLUCINOL ARR	43128733
PHLOROGLUCINOL ARR	43128734
PHLOROGLUCINOL CRI	43128736
PHLOROGLUCINOL ISO	43128738
PHLOROGLUCINOL MYL	43128739
PHLOROGLUCINOL SDZ	43128742
ASPIRINE C RHONE	43127628
PINAVERIUM BIOGAR.	43128769
PIPORTIL L4	43128786
PIRACETAM EGN	43129014
PIROXICAM EGN	43129023
ATENOLOL EGN	43127643
PNEUMOVAX	19007673
PNEUMOVAX	19052913
PNEUMOVAX	43253937
POLYKARAYA	43129047
POLYSILANE DELALAN	43129055
POSICAINE	44020042
POSICAINE	44020043
POVIDONE IOD MYLAN	43129063
PRAMIPEXOLE BIOGAR	43129067
PRAVASTATINE ACC	43129076
PRAVASTATINE ACTAV	43129077
PRAVASTATINE BIOG.	43129083
PRAVASTATINE CRIST	43129085
PRAVASTATINE EVOLU	43129087
PRAVASTATINE ISOM	43129089
PRAVASTATINE PHR	43129092
PREDNISOLONE BIOG	43129362
PREDNISOLONE RATIO	43129367
PREDNISOLONE SDZ	43129368
PREDNISONE CRISTER	43129373
PRESERVISION 3	40170119
PRESERVISION 3	40241091
PRESERVISION LUTEI	21018333
ATORVASTATINE ALM	43127657
PREVENAR 13	40175423
ATORVASTATINE ALT	43127658
PRIMOLUT NOR	21017076
ATORVASTATINE ARR	43127659
PROAMPI	44019819
ATORVASTATINE BLUE	43127662
ATORVASTATINE CRIS	43127663
PROGESTERONE BIOG	43129415
PROGESTERONE SDZ	43129418
ATORVASTATINE EVOL	43127664
ATORVASTATINE EVOL	43127665
PROKINYL LP	43129422
ATORVASTATINE ISOM	43127667
ATORVASTATINE MYL	43127669
ATORVASTATINE MYL	43565516
PROSTADIREX GE	43129651
ATORVASTATINE PFIZ	43565517
PROSTIGMINE	19100869
ATORVASTATINE PHR	43127671
ATORVASTATINE RANB	43127672
ATORVASTATINE RAT	43127674
ATORVASTATINE SAND	43127676
PSORADERM 5	21018836
ATORVASTATINE TEVA	43127677
PSYLLIUM LANGLEBER	43129661
PULMOBAILLY	21015206
QUASYM LP	43129674
RABEPRAZOLE BIOG	43129700
RABEPRAZOLE CRIST	43129701
RABEPRAZOLE EG	44019930
RABEPRAZOLE EVOLUG	43129703
RABEPRAZOLE PHR	43129708
RABEPRAZOLE RANBAX	43129709
RABEPRAZOLE ZENT	43129713
RALOXIFENE BIOGAR	43129718
RALOXIFENE CRISTER	43129719
RAMIPRIL ARROW	43129920
RAMIPRIL RATIOPHARM	43574703
RANITIDINE BIOGAR.	43129946
RANITIDINE EGN	43129947
RANITIDINE QUALIM.	43129949
RANITIDINE RATIOP.	43129951
RELAXINE	19062013
REMINYL LP	21015650
REPAGLINIDE BIOG	43129976
REPAGLINIDE CRIST	43129977
REPAGLINIDE MYL PH	43130161
REPAGLINIDE RATIO	43130163
REPAGLINIDE ZENTIV	43130166
RHINATHIOL PROMETH	43130184
RIFADINE	19044458
RILMENIDINE ACTAV	43130201
RILMENIDINE BIOG	43130204
RILMENIDINE RANBAX	43130209
RILMENIDINE ZENTIV	43130213
RIMACTAN	19044461
RINOCLENIL	21015048
RISEDRONATE ACTAVI	43130451
RISEDRONATE BIOG	43130455
RISEDRONATE BIOG	43130456
RISEDRONATE BLUEF	43130457
RISEDRONATE CRIST	43130458
RISEDRONATE PHR	43130464
RISEDRONATE RATIOP	43130467
RISPERDALCONSTA LP	43130475
RISPERIDONE RATIO	43130490
RITALINE	43130496
RITALINE	19087291
RIVASTIGMINE ACT	43130498
RIVASTIGMINE BIOG	43130500
RIVASTIGMINE SAND	43130504
ROFERON A	19042552
ROPINIROLE BIOGAR	43130524
ROPINIROLE KRKA	43130527
ROPINIROLE ZENTIVA	43130534
ROXITHROMYCINE ACT	43130699
ROXITHROMYCINE ARR.	43130700
ROXITHROMYCINE SDZ	43130706
ROXITHROMYCINE SDZ	43574508
ROXITHROMYCINE ZYD.	43130709
SALAZOPYRINE	19015277
SALAZOPYRINE	21018321
SANDOSTATINE	43130726
SANDOSTATINE	19038591
SANTANE C6	43130730
SANTANE N9	43130731
SANTANE O1	43130732
AZITHROMYCINE ARR	43126114
AZITHROMYCINE BIO	43126115
AZITHROMYCINE CRIS	43126116
AZITHROMYCINE MYL	43126121
SEDACOLLYRE CETHEX	43130747
AZITHROMYCINE PFZ	43126122
AZITHROMYCINE PHR	43126123
SELEGILINE BIOGAR.	43130907
AZITHROMYCINE QUAL	43126124
AZITHROMYCINE RANB	43126125
SELOZOK	43130914
SEPIA COMPOSE	43574370
AZITHROMYCINE SDZ	43126127
AZITHROMYCINE SDZ	43565045
AZITHROMYCINE ZENT	43126129
AZITHROMYCINE ZYD	43126130
SERTRALINE CRISTER	43130933
SERTRALINE RATIOPH.	43130941
DALACINE T TOPIC	19054051
DECA DURABOLIN 50	19047480
DERMOVAL	19054054
HEXABRIX 160	19052730
POLARAMINE INJECT	19016499
TYPHIM VI VACCIN	19011690
HEXABRIX 200	19052730
SOFRAMYCINE HC	19053857
ROCEPHINE	19063747
ACTIFED ALLERGIE	19009414
LAMISILATE	19070961
ROSACED	19047543
X PREP	19043831
DAKIN	19037465
RETIN A	19023341
ORTHO-NOVUM 1/35	19051337
PROSTIGMINE INJECT	19100869
HC KERA	42901133
HALOG NEOMYCINE	19088678
