CONCEPT_NAME	CONCEPT_ID	CONCEPT_NAME_2	PRECEDENCE
Bezafibrat Dura	43565270	Bezafibrat Dura	1
Bezafibrat Hexal	43565271	Bezafibrat Hexal	1
Bezafibrat Sandoz	43565272	Bezafibrat Sandoz	1
Bezafibrat Stada	43565273	Bezafibrat Stada	1
Bezafibrate	19022956	Bezafibrate	1
Biaxin Hp	19047891	Biaxin	1
Bibrocathol	36879132	Bibrocathol	1
Bicadex	43565308	Bicadex	1
Bicalut	43565309	Bicalut	1
Bicalutamid Abz	43565311	Bicalutamid Abz	1
Bicalutamid Aristo	43565313	Bicalutamid Aristo	1
Bicalutamid Bluefish	43565315	Bicalutamid Bluefish	1
Bicalutamid Dura	43565317	Bicalutamid Dura	1
Bicalutamid Heumann	43565320	Bicalutamid Heumann	1
Bicalutamid Hexal	43565321	Bicalutamid Hexal	1
Bicalutamid Medac	43565322	Bicalutamid Medac	1
Bicalutamid Stada	43565325	Bicalutamid Stada	1
Bicalutamid Tecnimede	43565326	Bicalutamid Tecnimede	1
Bicalutamid Teva	43565327	Bicalutamid Teva	1
Bicalutamid Winthrop	43565328	Bicalutamid Winthrop	1
Bicalutamide	1344381	bicalutamide	1
Bicalutin	43565335	Bicalutin	1
Bicamed	43565336	Bicamed	1
Bicanorm	43565337	Bicanorm	1
Biciron	43565340	Biciron	1
Bifidobacterium Animalis	45776867	Bifidobacterium Animalis	1
Bifidobacterium Bifidus	19006764	Bifidobacterium bifidum	1
Bifidobacterium Longum	40242573	Bifidobacterium longum	1
Bifiteral	21016189	Bifiteral	1
Bifluorid	43126260	BIFLUORID	1
Bifon	43565379	Bifon	1
Bifonazol	43565381	Bifonazol Aristo	1
Bifonazole	19037560	bifonazole	1
Bikalm	43565382	Bikalm	1
Bilastine	44012547	Bilastine	1
Bilastine	36878941	Bilastine	2
Bile	19024068	Bile Salts	1
Biliary Acids	19024068	Bile Salts	1
Biloptin	19018260	Biloptin	1
Biltricide	19048658	Biltricide	1
Bimatoprost	904525	bimatoprost	1
Bindren	21018233	BindRen	1
Binko	43565396	Binko	1
Binocrit	21015779	Binocrit	1
Bio Med	21019371	Bio Med Sciences	1
Biocare	21019226	BioCare Ltd	1
Biocarn	43565401	Biocarn	1
Biocell	21020650	British Biocell International	1
Bioclavid	43565402	Bioclavid	1
Biodermatin	21018898	Biodermatin	1
Bio-Diaet-Berlin	43579940	Bio-Diaet-Berlin Gesellschaft mit beschraenkter Haftung	1
Bioenergy	44023761	Bioenergy	1
Bioeq Pharma	43580590	bioeq pharma GmbH	1
Biofanal	43565403	Biofanal	1
Biofax	43565405	Biofax Classic	1
Biofem	43565406	Biofem	1
Bioflavonoids	19024669	Bioflavonoids	1
Bioflutin	43565407	Bioflutin	1
Bioforce	21020719	Bioforce (UK) Ltd	1
Biogastrone	19054797	Biogastrone	1
Biogen	21019275	Biogen Idec Ltd	1
Biokanol	43579634	Biokanol Pharma GmbH	1
Biokirch	43579220	Biokirch GmbH Pharmaproduktion und Aerzteservice	1
Biolectra Zink	43565441	Biolectra Zink	1
Biolitec	21020032	Biolitec Pharma Ltd	1
Biomarin Europe	21019353	BioMarin Europe Ltd	1
Biomet Deutschland	21019193	Biomet Europe	1
Biomo Pharma	43579503	biomo pharma GmbH	1
Biomo-Lipon 00	43565443	Biomo-Lipon	1
Biomopedicul	43565444	Biomopedicul	1
Bionorica	43580586	Bionorica SE	1
Bioprojet	43132476	BIOPROJET	1
Biopto E	43565445	Biopto-E	1
Bioro	43565447	Bioro	1
Biosedon	43565448	Biosedon	1
Biosedon S	43565448	Biosedon	1
Biosyn	43579202	biosyn Arzneimittel GmbH	1
Biotest Pharma	43132779	BIOTEST PHARMA (ALLEMAGNE)	1
Biotin	19024770	Biotin	1
Biotin Heumann	43565456	Biotin Heumann	1
Biotin Hexal	43565457	Biotin Hexal	1
Biotin Impuls	43565459	Biotin Impuls	1
Biotin Stada	43565463	Biotin Stada	1
Biovitrum	21019113	Biovitrum AB	1
Biovitrum	44023784	Biovitrum Ab	2
Biperiden	724908	Biperiden	1
Biperiden-Neuraxph	43565473	Biperiden-Neuraxpharm	1
Bipreterax	43126278	BIPRETERAX	1
Bisacodyl	924939	Bisacodyl	1
Bisacodyl Zentiva	43564913	Bisacodyl Zentiva	1
Biscova	43580124	Biscova-Arzneimittel Vertrieb pharmazeutischer Praeparate	1
Bisdequalinium Hydroxyde	19018635	bisdequalinium	1
Biseko	43564918	Biseko	1
Bismuth	19025138	Bismuth	1
Bismuth Tribromophenate	19058100	BISMUTH TRIBROMOPHENATE	1
Biso Lich	43564922	Biso Lich	1
Bisogamma	43564953	Bisogamma	1
Bisohexal	43564956	Bisohexal	1
Bisolvon	19069169	Bisolvon	1
Bisolvon Griblett.	19069169	Bisolvon	1
Bisolvon K	19069169	Bisolvon	1
Bisoplus Al	43564963	Bisoplus Al	1
Bisoplus Stada	43564964	Bisoplus Stada	1
Bisoprolol	1338005	Bisoprolol	1
Bisoprolol Abz	43564970	Bisoprolol Abz	1
Bisoprolol Actavis	43126286	BISOPROLOL ACTAVIS	1
Bisoprolol Al	43564971	Bisoprolol Al	1
Bisoprolol Atid	43564972	Bisoprolol Atid	1
Bisoprolol Aurobindo	43564973	Bisoprolol Aurobindo	1
Bisoprolol Axcount	43564974	Bisoprolol Axcount	1
Bisoprolol Dexcel	43564975	Bisoprolol Dexcel	1
Bisoprolol Dura	43564976	Bisoprolol Dura	1
Bisoprolol Dura Plus	43564977	Bisoprolol Dura Plus	1
Bisoprolol Hct Sandoz	43564978	Bisoprolol Hct Sandoz	1
Bisoprolol Hctad	43564979	Bisoprolol Hctad	1
Bisoprolol Heumann	43564980	Bisoprolol Heumann	1
Bisoprolol Ksk	43564347	Bisoprolol Ksk	1
Bisoprolol Ratiopharm	43126300	BISOPROLOL RATIOPHARM	1
Bisoprolol Sandoz	43126302	BISOPROLOL SANDOZ	1
Bisoprolol Stada	43564348	Bisoprolol Stada	1
Bisoprolol Teva	43126303	BISOPROLOL TEVA	1
Bitosen	43564358	Bitosen	1
Bittermedizin	43579442	Bittermedizin Arzneimittel-Vertriebs-GmbH	1
Bittersalz	43564895	Bittersalz	1
Bivalirudin	19084670	bivalirudin	1
Biviol	43564923	Biviol	1
Blaehungs	43564924	Blaehungstee	1
Blaehungstee	43564924	Blaehungstee	1
Blanco Pharma	43579229	BLANCO-PHARMA GmbH	1
Blasen Und Nierentee Ep3	43564937	Blasen- Und Nierentee Vi	3
Blasen Und Nierentee Ep3	43564934	Blasen- Und Nierentee Iv	2
Blasen Und Nierentee Ep3	43564932	Blasen- Und Nierentee Ii	1
Blasen Und Nierentee Nst	43564932	Blasen- Und Nierentee Ii	1
Blasen Und Nierentee Nst	43564937	Blasen- Und Nierentee Vi	3
Blasen Und Nierentee Nst	43564934	Blasen- Und Nierentee Iv	2
Blatta Orientalis	42904080	Blatta orientalis preparation	1
Bleomedac	43564904	Bleomedac	1
Bleomycin	1329241	Bleomycin	1
Bleomycin Hexal	43564905	Bleomycin Hexal	1
Blephamide	19056815	Blephamide	1
Blephamide N	19056815	Blephamide	1
Blinatumomab	45892531	Blinatumomab	1
Blopress	43564906	Blopress	1
Bluecher Schering	43579172	Bluecher-Schering & Co. Fabrik Chemisch-Pharmazeutischer	1
Bluefish	43132344	BLUEFISH PHARMACEUTICALS (SUEDE)	1
Blutspendedienst	43579354	DRK-Blutspendedienst West gGmbH der Lve Nordrhein	1
Blutspendedienst	43579410	DRK-Blutspendedienst Baden-Wuerttemberg-Hessen gGmbH	2
Blutspendedienst	43579723	DRK Blutspendedienst Mecklenburg-Vorpommern gGmbH Institut	3
Blutspendedienst	43579898	DRK-Blutspendedienst Baden-Wuerttemberg - Hessen gGmbH	4
Blutspendedienst	43578950	DRK-Blutspendedienst Nord-Ost gGmbH Institut fuer	5
Blutspendedienst	43580082	Blutspendedienst der Landesverbaende des DRK Niedersachsen	6
Blutspendedienst	43580704	Blutspendedienst des Bayerischen Roten Kreuzes gGmbH	7
Boceprevir	40238770	boceprevir	1
Bock Pharma	21020335	Boehringer Ingelheim Ltd	1
Bockhorni-Imhoff	43577998	Ursula Bockhorni-Imhoff Herstellung und Vertrieb von	1
Bocouture	21018529	Bocouture	1
Bode Chemie	43132705	BODE CHEMIE	1
Boehringer	21020335	Boehringer Ingelheim Ltd	1
Boerner	43578611	Boerner GmbH	1
Bolder	43579607	Bolder Arzneimittel GmbH	1
Boldine	42903472	diacetyl boldine	1
Boletus Satanas	43560485	Boletus satanas fruiting body extract	1
Bomacorin	43564985	Bomacorin	1
Bombastus Werke	43579242	Bombastus-Werke AG	1
Bonadea	43564986	Bonadea	1
Bonamine	44014421	Bonamine	1
Bondiol	43564988	Bondiol	1
Bondronat	21014332	Bondronat	1
Bone Marrow	42900128	Sus scrofa bone marrow preparation	1
Bone Marrow	36878765	haematopoietic stem cells from humans [bone marrow]	2
Bone Marrow	42903734	Bos taurus bone marrow preparation	3
Bonefos	21014869	Bonefos	1
Bonemeal	19038433	bone meal	1
Bonita Al	43564361	Bonita Al	1
Bonviva	21014585	Bonviva	1
Boostrix	19079703	Boostrix	1
Boostrix Polio	19079703	Boostrix	1
Boostrix Polio A4x	19079703	Boostrix	1
Boostrix Polio Cc4	19079703	Boostrix	1
Boostrix Polio Ml8	19079703	Boostrix	1
Bopindolol	19018640	bopindolol	1
Borago Officinalis	42898507	Borago officinalis Flower extract	1
Bordeaux Turpentine	1106647	Turpentine	1
Boric Acid	929698	boric acid	1
Bornaprine	19018661	bornaprine	1
Borneol	43013518	Borneol	1
Boro Scopol	43564370	Boro-Scopol N	1
Boron	19029824	Boron	1
Bortezomib	1336825	bortezomib	1
Bosentan	1321636	bosentan	1
Bosutinib	42900401	Bosutinib	1
Boswellia Serratia	40161071	boswellia preparation	1
Botox	19045570	Botox	1
Bouhon	43580176	Apotheker Walter Bouhon GmbH	1
Bovine Cerebral Gangliosides	19121369		1
Bovista Gigantea	42898775	Calvatia gigantea extract	1
Boxagrippal	43564379	Boxagrippal	1
Boxazin Plus C	43564381	Boxazin Plus C Bei Kopfschmerz	1
Boxbergal	43564382	Boxbergal	1
Boxogetten S	43564383	Boxogetten S	1
Boxo-Pharm	43580387	Boxo-Pharm Arzneimittel mbH [HIST]	1
Br Pharma	21020275	BR Pharmaceuticals Ltd	1
Brahms	43579706	Brahms-Apotheke Hellmut Kiderlen	1
Brahms	43578855	Brahms-Apotheke Eckart & Ilse Volke OHG	2
Brain	42904235	Bos taurus brain preparation	1
Brain	42900130	Sus scrofa brainstem preparation	2
Bramitob	21017250	Bramitob	1
Bran	1037015	Bran	1
Brandessenz	43564385	Brandessenz	1
Branhamella Catarrhalis	45775445	MORAXELLA CATARRHALIS SUBSP. CATARRHALIS	1
Brassica Alba	40172317	mustard greens allergenic extract	1
Brassica Alba	43012161	mustard oil	2
Brassica Alba	40161997	mustard pollen extract	3
Brassica Alba	40172321	mustard seed allergenic extract	4
Brassica Napus	42898547	Brassica Napus Oil	1
Brassica Nigra	36879069	brassica nigra extract	1
Brassica Oleracea	45776121	Brassica oleracea var. italica whole extract	1
Brassica Rapa	42898548	Brassica rapa var. rapa extract	1
Brassica Rapa	42898665	BRASSICA RAPA VAR. RAPA OIL	2
Brassica Rapa	45775464	Brassica rapa subsp. rapa seed extract	1
Braunoderm	43564387	Braunoderm	1
Braunol 2000	43564389	Braunol	1
Bravelle	19031963	Bravelle	1
Breakyl Fentanyl	21017661	Breakyl	1
Brennesseltee	43564398	Brennesseltee	1
Brennnesseltee	43564408	Brennnesseltee	1
Brentuximab Vedotin	40241969	Brentuximab Vedotin	1
Bresben	43564411	Bresben	1
Bretaris Genuair B c	43252395	Bretaris Genuair	1
Bretaris Genuair Eu0	43252395	Bretaris Genuair	1
Brevactid	43564412	Brevactid	1
Brevibloc	19021087	Brevibloc	1
Brevimytal Hikma	43564413	Brevimytal Hikma	1
Brevimytal Natrium	19013692	Brevimytal Natrium	1
Brevoxyl	19056868	Brevoxyl	1
Brexidol	19054528	Brexidol	1
Bricanyl	19021117	Bricanyl	1
Bricanyl Com.Bra	19021117	Bricanyl	1
Brilique	21014549	Brilique	1
Brilliant Green	19039029	brilliant green	1
Brimica Genuair	43252401	Brimica Genuair	1
Brimo Ophtal	43564415	Brimo Ophtal	1
Brimogen	43564417	Brimogen	1
Brimonidine	915542	brimonidine	1
Brimonidintartrat Abz	43564425	Brimonidintartrat Abz	1
Brimozept	43564426	Brimozept	1
Brinavess	44014569	Brinavess	1
Brintellix	44506424	Brintellix	1
Brintesia Beta	43564427	Brintesia Beta	1
Brinzolamid Al	43564430	Brinzolamid Al	1
Brinzolamid Hexal	43564431	Brinzolamid Hexal	1
Brinzolamide	938044	brinzolamide	1
Briserin	43564434	Briserin N	1
Bristol/Astrazenec	43132746	ASTRAZENECA	1
Brivaracetam	35604901	Brivaracetam	1
Brivudine	19122130	brivudine	1
Bromazepam	19030353	Bromazepam	1
Bromazepam Dura	43564440	Bromazepam Dura	1
Bromazepam Opt	43564441	Bromazepam Opt	1
Bromelains	19030387	Bromelains	1
Bromfenac	1139179	bromfenac	1
Bromhexine	19030493	Bromhexine	1
Bromine	42898570	Bromine	1
Bromocriptin	43564454	Bromocriptin Abz	1
Bromocriptin Abz	43564454	Bromocriptin Abz	1
Bromocriptine	730548	Bromocriptine	1
Bromopride	19018980	bromopride	1
Bromperidol	19039227	bromperidol	1
Brompheniramine	1130863	Brompheniramine	1
Bronchial	43564487	Bronchialtee	1
Bronchial Membrane	42900131	Sus scrofa bronchus preparation	1
Bronchial Membrane	36878880	bovine bronchi	2
Bronchialtee	43564487	Bronchialtee	1
Bronchipret Tp	43564501	Bronchipret Tp	1
Bronchitol	21018539	Bronchitol	1
Bronchitten	43564503	Bronchitten T	1
Bronchitten Forte	43564503	Bronchitten T	1
Bronchoforton	43564516	Bronchoforton	1
Bronchomed	43564527	Bronchomed	1
Bronchoparat	43564528	Bronchoparat	1
Bronchospasmin	43564546	Bronchospasmin	1
Broodcomb	40161546	beeswax	1
Brotizolam	19039262	brotizolam	1
Brufen	19026302	Brufen	1
Brunnen-Apo.Essen	43578191	Brunnen-Apotheke	1
Brunnen-Apo.Essen	43578382	Brunnen Apotheke	2
Bryaconeel	44014606	Bryaconeel	1
Bryonia Alba	19015636	Bryonia preparation	1
Bryonia Compositum Cosmoplex	21017684	Bryonia	1
Bryonia Cretica	19015636	Bryonia preparation	1
Bryonia Dioica	19015636	Bryonia preparation	1
Bryophyllum	36879062	bryophyllum extract	1
Bucain	43564621	Bucain	1
Buccolam	21015066	Buccolam	1
Buclizine	19081195	buclizine	1
Budenobronch	43564674	Budenobronch	1
Budenofalk	21017078	Budenofalk	1
Budes	43564677	Budes	1
Budesonid Heumann	43564683	Budesonid Heumann	1
Budesonid Sandoz	43564687	Budesonid Sandoz	1
Budesonide	939259	Budesonide	1
Budiair	43564688	Budiair	1
Budipine	19019932	budipine	1
Bufexamac	19032724	Bufexamac	1
Buflomedil	19039639	buflomedil	1
Bufylline	1237049	Theophylline	1
Bumadizone	19039703	bumadizone	1
Bumetanide	932745	Bumetanide	1
Bunazosin	19020092	bunazosin	1
Buparid	43564692	Buparid	1
Buphenine	19022494	Nylidrin	1
Bupivacain	43564695	Bupivacain	1
Bupivacaine	732893	Bupivacaine	1
Bupranolol	19018489	Bupranolol	1
Buprenaddict	43564755	Buprenaddict	1
Buprenorphin Abz	43564756	Buprenorphin Abz	1
Buprenorphin Awd	43564756	Buprenorphin Abz	1
Buprenorphin Dura	43564759	Buprenorphin Dura	1
Buprenorphin Sanofi	43564763	Buprenorphin Sanofi	1
Buprenorphine	1133201	Buprenorphine	1
Bupropion	750982	Bupropion	1
Bupropionhydrochlorid Hexal	43564831	Bupropionhydrochlorid Hexal	1
Burinex	19013700	Burinex	1
Burton Feingold	43579899	Burton Feingold	1
Buscogast	43564837	Buscogast	1
Buscopan	19026930	Buscopan	1
Buscopan Pl. Grk	19026930	Buscopan	1
Buscopan Pl. Mtk	19026930	Buscopan	1
Buscopan Plus	43564840	Buscopan Plus	1
Buserelin	19033280	Buserelin	1
Busp	43564841	Busp	1
Buspar	19024100	Buspar	1
Buspirone	733301	Buspirone	1
Busulfan	1333357	Busulfan	1
Butalamine	19018488	butalamine	1
Butalbital	1139699	butalbital	1
Butamirate	19039762	butamirate	1
Butane	42898521	Butane	1
Butazolidin	19026337	Butazolidin	1
Butetamate	19055682	BUTETAMATE	1
Butethal	19039767	butobarbital	1
Butizide	19039770	buthiazide	1
Butoxycaine	19056672	BUTOXYCAINE	1
Butylcaine	36878785	Butoforme	1
Butylhydroxytoluol	19033780	Butylated Hydroxytoluene	1
Butyrospermum Parkii	42899788	Shea butter	1
Butyrospermum Parkii	42899739	SHEANUT OIL	2
Buvera	43564843	Buvera	1
Buzepide Methylhydroxide	19021822	buzepide metiodide	1
Bydureon	42705841	Bydureon	1
Byetta	19083252	Byetta	1
C1 Inhibitor (Human)	45892906	C1 esterase inhibitor	1
Cabaser	21018491	Cabaser	1
Cabaseril	43564560	Cabaseril	1
Cabazitaxel	40222431	cabazitaxel	1
Cabergolin Al	43564562	Cabergolin Al	1
Cabergolin Dura	43564563	Cabergolin Dura	1
Cabergolin Hexal	43564564	Cabergolin Hexal	1
Cabergoline	1558471	cabergoline	1
Cabozantinib	43012292	Cabozantinib	1
Cade Oil	42899733	SAGE OIL	2
Cade Oil	19084696	juniper tar	1
Cadexomer Iodine	1740226	cadexomer iodine	1
Cadmium	43012196	Cadmium	1
Caelo Bittersalz	43564570	Caelo Bittersalz	1
Caelo Glaubersalz	43564572	Caelo Glaubersalz	1
Caelo Lebertran	43564575	Caelo Lebertran	1
Caelyx	19026958	Caelyx	1
Caesar&Loretz	43578017	Caesar & Loretz GmbH	1
Cafedrine	19058510	cafedrine	1
Cafergot N	19040432	Cafergot	1
Cafergot Pb	19040432	Cafergot	1
Caffeine	1134439	Caffeine	1
Cajuput	42900351	cajuput oil	1
Caladium	44012549	Caladium Seguinum	1
Calamine	902616	Calamine	1
Calaspargase Pegol	19012585	ASPARAGINASE	1
Calcet	19049441	Calcet	1
Calcide	42705419	Calcid	1
Calcidoc	43564627	Calcidoc	1
Calcifediol	19035569	Calcifediol	1
Calcigen D	43564630	Calcigen D	1
Calcimed	43564642	Calcimed	1
Calcimed D3	43564643	Calcimed D3	1
Calciparine	21017420	Calciparine	1
Calcipot	43564644	Calcipot	1
Calcipot D3	43564644	Calcipot	1
Calcipotriol	908921	calcipotriene	1
Calcipotriol	19035631	Calcitriol	2
Calcipotriol Hexal	43564647	Calcipotriol Hexal	1
Calcipotriol Sandoz	43564648	Calcipotriol Sandoz	1
Calciretard	43564649	Calciretard	1
Calcitonin (Human)	19090505	Human calcitonin	1
Calcitonin (Porcine)	42900359	Calcitonin	1
Calcitonin (Salmon)	42900359	Calcitonin	1
Calcitonin (Salmon)	1537655	salmon calcitonin	2
Calcitonin S	43564650	Calcitonin Stada	1
Calcitonin Stada	43564650	Calcitonin Stada	1
Calcitrat	43564651	Calcitrat	1
Calcitriol	19035631	Calcitriol	1
Calcitriol Hexal	43564652	Calcitriol Hexal	1
Calcitriol Kyramed	43564653	Calcitriol Kyramed	1
Calcium Beta	43564701	Calcium Beta 500	1
Calcium D3 Acis	43564704	Calcium D3 Acis	1
Calcium D3 Beta	43564705	Calcium D3 Beta	1
Calcium D3 Stada	43564709	Calcium D3 Stada	1
Calcium Dobesilate	19091101	DOBESILIC ACID	1
Calcium Folinate	1388796	Leucovorin	1
Calcium Resonium	21017019	Calcium Resonium	1
Calcium Sandoz	19013814	Calcium-Sandoz	1
Calcium Stada	43564719	Calcium Stada	1
Calcium Verla	43564721	Calcium Verla	1
Calcium Vitamin D3 Zentiva	43564727	Calcium Vitamin D3 Zentiva	1
Calciumfolinat Biosyn	43564775	Calciumfolinat Biosyn Liquid	1
Calciumfolinat Hexal	43564777	Calciumfolinat Hexal	1
Calciumfolinat Onkovis	43564780	Calciumfolinat Onkovis	1
Calcort	19016868	Calcort	1
Calendula Officinalis	19071836	Calendula officinalis extract	1
Calluna Vulgaris	42898772	Calluna vulgaris flowering top extract	1
Calmedoron	43564852	Calmedoron	1
Calmurid Hc	21015302	Calmurid HC	1
Calotropis	44012555	Calotropis Gigantea	1
Calotropis Gigantea	44012555	Calotropis Gigantea	1
Calsynar	19013817	Calsynar	1
Calsynar Lyo S	19013817	Calsynar	1
Caltha Palustris	42904079	Caltha palustris extract	1
Cambridge Major	21019536	Cambridge Healthcare Supplies Ltd	1
Cambridge Major	21020204	Cambridge Laboratories Ltd	2
Cambridge Major	21020445	Cambridge Medical Aesthetics Ltd	3
Cambridge Major	21020609	Cambridge Sensors Ltd	4
Camellia Sinensis	44507493	Camellia sinensis var. assamica whole extract	2
Camellia Sinensis	43012418	CAMELLIA SINENSIS SEED OIL	6
Camellia Sinensis	42898782	Camellia sinensis root extract	4
Camellia Sinensis	42904180	Camellia sinensis whole extract	1
Camellia Sinensis	42898781	Camellia sinensis flower extract	3
Camellia Sinensis	35606317	camellia sinensis seed extract	5
Camphor	938205	Camphor	1
Camphoric Acid	938205	Camphor	1
Campral	19082216	Campral	1
Campto	19026959	Campto	1
Camylofin	19040527	camylofine	1
Canada Balsam	43525832	Canada balsam extract	1
Canagliflozin	43526465	canagliflozin	1
Canakinumab	40161669	canakinumab	1
Cananga Latifolia	42898731	Cananga oil	1
Cancernova	43578417	Cancernova GmbH onkologische Arzneimittel	1
Cancidas	19004060	Cancidas	1
Candecor	43564471	Candecor	1
Candegamma	43564473	Candegamma	1
Candesarplus Al	43564474	Candesarplus Al	1
Candesartan Aaa	43564477	Candesartan Aaa	1
Candesartan Abz	43564478	Candesartan Abz	1
Candesartan Actavis	43126517	CANDESARTAN ACTAVIS	1
Candesartan Al	43564479	Candesartan Al	1
Candesartan Aurobindo	43564480	Candesartan Aurobindo	1
Candesartan Basics	43564481	Candesartan Basics	1
Candesartan Cilexetil	1351557	candesartan	1
Candesartan Heumann	43564529	Candesartan Heumann	1
Candesartan Hexal	43564530	Candesartan Hexal	1
Candesartan Stada	43564535	Candesartan Stada	1
Candesartan Zentiva	43126530	CANDESARTAN ZENTIVA	1
Candesartancilexetil Hennig	43564664	Candesartancilexetil Hennig	1
Candesartancilexetil Mylan	43564666	Candesartancilexetil Mylan	1
Candida Albicans	538530	Candida albicans	1
Candida Parapsilosis	42898733	Candida parapsilosis	1
Canesten	19026368	Canesten	1
Canesten Clont	19026368	Canesten	1
Canesten Extra	19026368	Canesten	1
Canesten Extra Set	19026368	Canesten	1
Canesten Gyn	19026368	Canesten	1
Canesten Hc	21018580	Canesten HC	1
Canesten Hygiene	19026368	Canesten	1
Cangrelor	46275677	Cangrelor	1
Canifug	43564801	Canifug	1
Cannabidiol	19018910	Cannabinol	1
Cannabis Sativa	43533064	Cannabis sativa seed extract	1
Cannabis Sativa	42898564	CANNABIS SATIVA SEED OIL	2
Cannabis Sativa	44784714	Cannabis sativa subsp. flowering top extract	3
Cannabis Sativa	44784715	Cannavis sativa susp. indica top extract	4
Canrenoic Acid	19132906	Canrenoic Acid	1
Cantharides	19039679	Cantharidin	1
Canthaxanthin	19051252	Canthaxanthin	1
Capecitabin Actavis	43564810	Capecitabin Actavis	1
Capecitabin Al	43564811	Capecitabin Al	1
Capecitabin Hexal	43564815	Capecitabin Hexal	1
Capecitabin Onkovis	43564818	Capecitabin Onkovis	1
Capecitabin Ribosepharm	43564819	Capecitabin Ribosepharm	1
Capecitabin Zentiva	43564821	Capecitabin Zentiva	1
Capecitabine	1337620	capecitabine	1
Capozide	19025735	Capozide	1
Caprelsa	40240530	Caprelsa	1
Capreomycin	19026710	Capreomycin	1
Capros	43564824	Capros	1
Capryloyl Glycine	42898567	Capryloyl Glycine	1
Capsagamma Dolor	43564855	Capsagamma Dolor	1
Capsaicin	939881	Capsaicin	1
Capsaicinoids (Unspecified)	939881	Capsaicin	1
Capsella Bursa-Pastoris	42904293	Capsella bursa-pastoris extract	1
Capsicum	915553	Capsicum extract	1
Capsicum Annum	42903902	Capsicum annuum whole extract	1
Capsicum Oleoresin	19055492	CAPSICUM OLEORESIN	1
Captimer	43564859	Captimer	1
Capto Ct	43564861	Capto-Ct	1
Captodoc	43564862	Captodoc	1
Captohexal	43252450	Captohexal	1
Captopril	1340128	Captopril	1
Captopril Abz	43564877	Captopril Abz	1
Captopril Al	43564879	Captopril Al 100	1
Captopril Aristo	43564883	Captopril Aristo	1
Captopril Atid	43564884	Captopril Atid	1
Captopril Denk	43564885	Captopril Denk	1
Captopril Hct Sandoz	43564583	Captopril Hct Sandoz	1
Captopril Pb	43564584	Captopril Pb	1
Captopril Sandoz	43126753	CAPTOPRIL SANDOZ	1
Captopril Stada	43564585	Captopril Stada	1
Captowieb	43564588	Captowieb	1
Capval	43564589	Capval	1
Caramel	19136247	Sucrose	1
Caramlo	43564592	Caramlo	1
Carazolol	19025945	carazolol	1
Carba Ct	43564594	Carba-Ct	1
Carbachol	940183	Carbachol	1
Carbadura	43564599	Carbadura	1
Carbaflux	43564600	Carbaflux	1
Carbaglu	40173747	Carbaglu	1
Carbamazepin	43567938	Carbamazepin Abz	1
Carbamazepin Abz	43567938	Carbamazepin Abz	1
Carbamazepin Al	43567939	Carbamazepin Al	1
Carbamazepin Aristo	43567942	Carbamazepin Aristo	1
Carbamazepin Heumann	43567945	Carbamazepin Heumann	1
Carbamazepin Hexal	43567946	Carbamazepin Hexal	1
Carbamazepin Sandoz	43567947	Carbamazepin Sandoz	1
Carbamazepine	740275	Carbamazepine	1
Carbazochrome	19024535	carbazochrome	1
Carbenicillin	1740546	Carbenicillin	1
Carbenoxolone	19040563	Carbenoxolone	1
Carbetocin	44012567	Carbetocin	1
Carbetocin	36878844	Carbetocin	2
Carbidopa	740560	Carbidopa	1
Carbimazol Aristo	43567953	Carbimazol Aristo	1
Carbimazole	19040606	Carbimazole	1
Carbinoxamine	1141018	carbinoxamine	1
Carbo Koenigsfeld	43567954	Carbo Koenigsfeld	1
Carbocisteine	19041843	Carbocysteine	1
Carbocromen	19063698	Chromonar	1
Carbomedac	43567956	Carbomedac	1
Carbomer	19055217	Carbomer	1
Carbon Bisulfide	42898737	Carbon Disulfide	1
Carbonic Acid	45776882	carbonate ion	1
Carboplatin	1344905	Carboplatin	1
Carboplatin Bendalis	43567960	Carboplatin Bendalis	1
Carboplatin Hexal	43567962	Carboplatin Hexal	1
Carboplatin Hospira	43567964	Carboplatin Hospira	1
Carboplatin Onkovis	43568055	Carboplatin Onkovis	1
Carboplatin Profusio	43568056	Carboplatin Profusio	1
Carboplatin Sun	43568057	Carboplatin Sun	1
Carbostesin	43568060	Carbostesin	1
Carbromal	19033243	carbromal	1
Carbutamide	19033498	Carbutamide	1
Cardanat	43568062	Cardanat	1
Cardanat A	43568062	Cardanat	1
Carder	43568064	Carder	1
Cardiodoron	43568066	Cardiodoron	1
Cardiospermum	45775688	Cardiospermum halicacbum whole extract	1
Cardiospermum	42898741	Cardiospermum halicacabum flowering top extract	2
Cardular	43568069	Cardular	1
Cardura	19038698	Cardura	1
Carduus Benedictus	42903968	Centaurea benedicta extract	1
Carduus Benedictus	43560077	Centaurea benedicta flowering top extract	2
Carfilzomib	42873638	Carfilzomib	1
Carglumic Acid	19102150	Carglumic acid	1
Carica Papaya	19016494	Carica Papaya preparation	1
Carica Papaya	42898743	Carica papaya leaf extract	3
Carica Papaya	43012574	Carica papaya whole extract	2
Carindacillin	1740546	Carbenicillin	1
Carisoprodol	749910	Carisoprodol	1
Carito Mono	43568077	Carito Mono	1
Carlich	43568078	Carlich	1
Carmellose	949279	Carboxymethylcellulose	1
Carmellose	42898836	Croscarmellose	2
Carmen	43568079	Carmen	1
