CONCEPT_CODE	CONCEPT_NAME	CONCEPT_NAME_2	CONCEPT_ID	PRECEDENCE
MZD	Topical External Pads Without Substance	Topical Solution	19082228	1
MZE	Topical External Tampons without Substance	Topical Ointment	19082227	3
MZE	Topical External Tampons without Substance	Topical Cream	19082224	2
MZE	Topical External Tampons without Substance	Topical Solution	19082228	1
MZJ	Topical External Tissue Absorbable Medical Aids	Topical Cream	19082224	1
MZJ	Topical External Tissue Absorbable Medical Aids	Topical Ointment	19082227	2
MZK	Topical External Gel And Colloid Dressings	Medicated Pad	19130307	2
MZK	Topical External Gel And Colloid Dressings	Transdermal Patch	19082229	1
MZP	Topical External Bone Cements without Substance	1	19124967	1
MZV	Topical External Diagnostic Tests Excluding Sticks	Topical Solution	19082228	1
MZY	Topical External Other Medical Aids	Transdermal Patch	19082229	1
NAZ	Ophthalmic Combination Pack Tablets	Ophthalmic Solution	19129634	2
NAZ	Ophthalmic Combination Pack Tablets	Ophthalmic Irrigation Solution	19059413	3
NAZ	Ophthalmic Combination Pack Tablets	Ophthalmic Suspension	19082167	4
NAZ	Ophthalmic Combination Pack Tablets	Prefilled Applicator	19129139	1
NDN	Ocular Therapeutic Systems	Prefilled Applicator	19129139	1
NGA	Ophthalmic Liquids	Ophthalmic Solution	19129634	1
NGA	Ophthalmic Liquids	Topical Solution	19082228	3
NGA	Ophthalmic Liquids	Ophthalmic Suspension	19082167	2
NGB	Ophthalmic Drops	Prefilled Applicator	19129139	7
NGH	Ophthalmic Oils	Ophthalmic Suspension	19082167	1
NGH	Ophthalmic Oils	Topical Oil	19082226	2
NGK	Ophthalmic Suspensions	Ophthalmic Suspension	19082167	2
NGK	Ophthalmic Suspensions	Ophthalmic Solution	19129634	1
NGK	Ophthalmic Suspensions	Topical Solution	19082228	3
NGN	Ophthalmic Unit Dose Liquids	Ophthalmic Solution	19129634	1
NGN	Ophthalmic Unit Dose Liquids	Ophthalmic Irrigation Solution	19059413	3
NGN	Ophthalmic Unit Dose Liquids	Ophthalmic Suspension	19082167	2
NGQ	Ophthalmic Preservative-Free Multi-Dose Liquids	1	19129634	1
NGQ	Ophthalmic Preservative-Free Multi-Dose Liquids	1	19082167	2
NGS	Ophthalmic Lotions	Ophthalmic Suspension	19082167	1
NGS	Ophthalmic Lotions	Ophthalmic Solution	19129634	2
NGZ	Ophthalmic Combination Pack Liquids	Ophthalmic Irrigation Solution	19059413	1
NGZ	Ophthalmic Combination Pack Liquids	Ophthalmic Suspension	19082167	3
NGZ	Ophthalmic Combination Pack Liquids	Ophthalmic Solution	19129634	2
NHA	Ophthalmic Pressurised Aerosols	Ophthalmic Irrigation Solution	19059413	1
NHA	Ophthalmic Pressurised Aerosols	Ophthalmic Solution	19129634	2
NHA	Ophthalmic Pressurised Aerosols	Ophthalmic Suspension	19082167	3
NMA	Ophthalmic Ampoules	Ophthalmic Solution	19129634	1
NMA	Ophthalmic Ampoules	Ophthalmic Suspension	19082167	2
NMA	Ophthalmic Ampoules	Ophthalmic Irrigation Solution	19059413	3
NMB	Ophthalmic Dry Ampoules	Ophthalmic Solution	19129634	1
NMB	Ophthalmic Dry Ampoules	Ophthalmic Suspension	19082167	2
NMB	Ophthalmic Dry Ampoules	Ophthalmic Irrigation Solution	19059413	3
NNA	Ophthalmic Pre-Filled Syringes	Injectable Solution	19082103	3
NNA	Ophthalmic Pre-Filled Syringes	Prefilled Syringe	19126920	1
NNA	Ophthalmic Pre-Filled Syringes	Injection	46234469	2
NPA	Ophthalmic Vials	Ophthalmic Solution	19129634	1
NPA	Ophthalmic Vials	Ophthalmic Suspension	19082167	2
NPB	Ophthalmic Dry Vials	Ophthalmic Irrigation Solution	19059413	2
NPB	Ophthalmic Dry Vials	Ophthalmic Solution	19129634	1
NSA	Ophthalmic Ointments	Ophthalmic Ointment	19135925	1
NSA	Ophthalmic Ointments	Ophthalmic Cream	19082576	2
NTA	Ophthalmic Creams	Ophthalmic Cream	19082576	1
NTA	Ophthalmic Creams	Ophthalmic Ointment	19135925	2
NVA	Ophthalmic Gels/Sols	Ophthalmic Solution	19129634	1
NVA	Ophthalmic Gels/Sols	Ophthalmic Gel	19082166	2
NVB	Ophthalmic Gel Drops	Ophthalmic Solution	19129634	1
NVB	Ophthalmic Gel Drops	Ophthalmic Gel	19082166	2
NVN	Ophthalmic Unit Dose Gels/Sols	Ophthalmic Gel	19082166	2
NVN	Ophthalmic Unit Dose Gels/Sols	Ophthalmic Solution	19129634	1
NZD	Ophthalmic Pads without Substance	Ophthalmic Solution	19129634	1
NZT	Ophthalmic Diagnostic Sticks	Ophthalmic Solution	19129634	1
PGA	Otic Liquids	Otic Solution	19082195	1
PGA	Otic Liquids	Otic Suspension	19082196	2
PGA	Otic Liquids	Topical Solution	19082228	3
PGB	Otic Drops	Otic Suspension	19082196	2
PGB	Otic Drops	Otic Solution	19082195	1
PGB	Otic Drops	Topical Solution	19082228	3
PGK	Otic Suspensions	1	19082195	2
PGK	Otic Suspensions	1	19082196	1
PGN	Otic Unit Dose Liquids	Otic Solution	19082195	1
PGN	Otic Unit Dose Liquids	Topical Solution	19082228	3
PGN	Otic Unit Dose Liquids	Otic Suspension	19082196	2
PSA	Otic Ointments	Otic Cream	19082193	2
PSA	Otic Ointments	Otic Ointment	19082194	1
QCT	Nasal Topical Inhaler Capsules	Inhalant Powder	19082259	1
QCT	Nasal Topical Inhaler Capsules	Inhalant Solution	19095898	2
QEA	Nasal Topical Powders	Dry Powder Inhaler	19127579	1
QEP	Nasal Topical Unit Dose Powders	Nasal Suspension	19095977	2
QEP	Nasal Topical Unit Dose Powders	Nasal Solution	19082165	1
QGA	Nasal Topical Liquids	Nasal Suspension	19095977	2
QGA	Nasal Topical Liquids	Nasal Solution	19082165	1
QGB	Nasal Topical Drops	Inhalant Solution	19095898	1
QGB	Nasal Topical Drops	Nasal Solution	19082165	2
QGB	Nasal Topical Drops	Nasal Suspension	19095977	3
QGB	Nasal Topical Drops	Metered Dose Inhaler	19126918	4
QGC	Nasal Topical Sprays Without Gas	Nasal Solution	19082165	2
QGC	Nasal Topical Sprays Without Gas	Nasal Suspension	19095977	1
QGH	Nasal Topical Oils	Topical Oil	19082226	1
QGH	Nasal Topical Oils	Nasal Suspension	19095977	2
QGK	Nasal Topical Suspensions	Nasal Solution	19082165	2
QGK	Nasal Topical Suspensions	Nasal Suspension	19095977	1
QGL	Nasal Topical Emulsions	Nasal Solution	19082165	2
QGL	Nasal Topical Emulsions	Nasal Suspension	19095977	1
QGN	Nasal Topical Unit Dose Liquids	Inhalant Solution	19095898	2
QGN	Nasal Topical Unit Dose Liquids	Nasal Suspension	19095977	3
QGN	Nasal Topical Unit Dose Liquids	Metered Dose Inhaler	19126918	4
QGN	Nasal Topical Unit Dose Liquids	Nasal Solution	19082165	1
QGP	Nasal Topical Metered-Dose Liquids	Metered Dose Inhaler	19126918	3
QGP	Nasal Topical Metered-Dose Liquids	Inhalant Solution	19095898	2
QGP	Nasal Topical Metered-Dose Liquids	Nasal Spray	19011167	1
QGP	Nasal Topical Metered-Dose Liquids	Nasal Suspension	19095977	5
QGP	Nasal Topical Metered-Dose Liquids	Nasal Solution	19082165	4
QGZ	Nasal Topical Combination Pack Liquids	Nasal Cream	19082161	4
QGZ	Nasal Topical Combination Pack Liquids	Nasal Gel	19082163	3
QGZ	Nasal Topical Combination Pack Liquids	Nasal Ointment	19082164	5
QGZ	Nasal Topical Combination Pack Liquids	Nasal Solution	19082165	1
QGZ	Nasal Topical Combination Pack Liquids	Nasal Suspension	19095977	2
QHP	Nasal Topical Metered Dose Aerosols	Nasal Spray	19011167	1
QHP	Nasal Topical Metered Dose Aerosols	Nasal Inhalant	19082162	2
QMA	Nasal Topical Ampoules	Nasal Solution	19082165	1
QMA	Nasal Topical Ampoules	Nasal Suspension	19095977	2
QNA	Nasal Topical Pre-Filled Syringes	Nasal Solution	19082165	1
QNA	Nasal Topical Pre-Filled Syringes	Nasal Cream	19082161	2
QNA	Nasal Topical Pre-Filled Syringes	Topical Ointment	19082227	3
QSA	Nasal Topical Ointments	Nasal Cream	19082161	2
QSA	Nasal Topical Ointments	Nasal Ointment	19082164	1
QSL	Nasal Topical Emulsion Ointments	Nasal Cream	19082161	2
QSL	Nasal Topical Emulsion Ointments	Nasal Ointment	19082164	1
QSL	Nasal Topical Emulsion Ointments	Nasal Suspension	19095977	3
QTA	Nasal Topical Creams	Nasal Cream	19082161	1
QTA	Nasal Topical Creams	Nasal Ointment	19082164	2
QVA	Nasal Topical Gels And Sols	Nasal Gel	19082163	2
QVA	Nasal Topical Gels And Sols	Nasal Solution	19082165	1
QYM	Nasal Topical Sticks And Roll-Ons	Inhalant Powder	19082259	1
QYM	Nasal Topical Sticks And Roll-Ons	Inhalant Solution	19095898	2
RCT	Lung Administration Inhaler Capsules	Metered Dose Inhaler	19126918	2
RCT	Lung Administration Inhaler Capsules	Dry Powder Inhaler	19127579	1
RCT	Lung Administration Inhaler Capsules	Inhalant Powder	19082259	4
REM	Lung Administration Unit Dose Powder Inhaler Non-Refillable	Inhalant Powder	19082259	2
REM	Lung Administration Unit Dose Powder Inhaler Non-Refillable	Dry Powder Inhaler	19127579	1
REM	Lung Administration Unit Dose Powder Inhaler Non-Refillable	Metered Dose Inhaler	19126918	4
REN	Lung Administration Unit Dose Powder Inhaler Refillable	Inhalant Powder	19082259	2
REN	Lung Administration Unit Dose Powder Inhaler Refillable	Dry Powder Inhaler	19127579	1
REN	Lung Administration Unit Dose Powder Inhaler Refillable	Metered Dose Inhaler	19126918	4
REP	Lung Administration Metered-Dose Powder Inhaler	Dry Powder Inhaler	19127579	1
REP	Lung Administration Metered-Dose Powder Inhaler	Metered Dose Inhaler	19126918	4
REP	Lung Administration Metered-Dose Powder Inhaler	Inhalant Powder	19082259	2
RGE	Lung Administration Liquid For Inhalation	Inhalant Powder	19082259	2
RGE	Lung Administration Liquid For Inhalation	Inhalant Solution	19095898	1
RGE	Lung Administration Liquid For Inhalation	Metered Dose Inhaler	19126918	3
RGN	Lung Administration Unit Dose Liquids	Metered Dose Inhaler	19126918	2
RGN	Lung Administration Unit Dose Liquids	Inhalant Solution	19095898	1
RGP	Lung Administration Metered-Dose Liquids	Inhalant Solution	19095898	1
RGP	Lung Administration Metered-Dose Liquids	Metered Dose Inhaler	19126918	2
RHM	Lung Administration Breath-Actuated Metered-Dose Inhaler	Metered Dose Inhaler	19126918	2
RHM	Lung Administration Breath-Actuated Metered-Dose Inhaler	Dry Powder Inhaler	19127579	1
RHN	Lung Administration Breath-Actuated Cfc-Free Metered-Dose Inhaler	Dry Powder Inhaler	19127579	1
RHN	Lung Administration Breath-Actuated Cfc-Free Metered-Dose Inhaler	Metered Dose Inhaler	19126918	2
RHP	Lung Administration Metered-Dose Inhaler	Metered Dose Inhaler	19126918	2
RHP	Lung Administration Metered-Dose Inhaler	Inhalant Solution	19095898	1
RHQ	Lung Administration Cfc-Free Metered-Dose Inhaler	Metered Dose Inhaler	19126918	2
RHQ	Lung Administration Cfc-Free Metered-Dose Inhaler	Dry Powder Inhaler	19127579	1
RYJ	Lung Administration Cigarettes	Inhalant	19018195	2
RYJ	Lung Administration Cigarettes	Inhalant Powder	19082259	3
RYJ	Lung Administration Cigarettes	Inhalant Solution	19095898	4
RYJ	Lung Administration Cigarettes	Impregnated cigarette	21014172	1
TAA	Vaginal Tablets	Vaginal Tablet	19010962	1
TAZ	Vaginal Combination Pack Tablets	Vaginal Tablet	19010962	1
TCA	Vaginal Capsules	Vaginal Suppository	19093368	1
TEP	Vaginal Unit Dose Powders	Vaginal Powder	19082230	1
TGA	Vaginal Liquids	Vaginal Spray	19112649	1
TGA	Vaginal Liquids	Topical Solution	19082228	2
TGL	Vaginal Liquid Emulsions	Vaginal Cream	19010878	2
TGL	Vaginal Liquid Emulsions	Vaginal Gel	19010880	1
TGN	Vaginal Unit Dose Liquids	Vaginal Spray	19112649	2
TGN	Vaginal Unit Dose Liquids	Vaginal Foam	19010879	3
TGN	Vaginal Unit Dose Liquids	Vaginal Gel	19010880	1
TGS	Vaginal Lotions	Vaginal Ointment	19082287	2
TGS	Vaginal Lotions	Vaginal Cream	19010878	1
THT	Vaginal Pressurised Foams	Vaginal Spray	19112649	1
THT	Vaginal Pressurised Foams	Topical Solution	19082228	2
TLS	Vaginal Suppositories	Vaginal Suppository	19093368	2
TLS	Vaginal Suppositories	Vaginal Tablet	19010962	1
TLZ	Vaginal Combination Pack Suppositories	Vaginal Suppository	19093368	1
TSA	Vaginal Ointments	Vaginal Cream	19010878	2
TSA	Vaginal Ointments	Vaginal Ointment	19082287	1
TSB	Vaginal Pastes	Vaginal Cream	19010878	1
TSB	Vaginal Pastes	Vaginal Ointment	19082287	2
TTA	Vaginal Creams	Vaginal Cream	19010878	1
TTA	Vaginal Creams	Vaginal Ointment	19082287	2
TTN	Vaginal Unit Dose Creams	Vaginal Ointment	19082287	2
TTN	Vaginal Unit Dose Creams	Vaginal Cream	19010878	1
TTZ	Vaginal Combination Pack Creams	Vaginal Ointment	19082287	2
TTZ	Vaginal Combination Pack Creams	Vaginal Cream	19010878	1
TVA	Vaginal Gels And Sols	Vaginal Foam	19010879	3
TVA	Vaginal Gels And Sols	Vaginal Gel	19010880	1
TVA	Vaginal Gels And Sols	Vaginal Spray	19112649	2
TVN	Vaginal Unit Dose Gels/Sols	Vaginal Gel	19010880	1
TVN	Vaginal Unit Dose Gels/Sols	Vaginal Spray	19112649	2
TVN	Vaginal Unit Dose Gels/Sols	Vaginal Foam	19010879	3
TWE	Vaginal Tampons with Substance	Prefilled Applicator	19129139	2
TWE	Vaginal Tampons with Substance	Vaginal Suppository	19093368	1
TYQ	Vaginal Mechanical Pessaries With Substance	Vaginal Ring	40167393	1
TYR	Vaginal Intra Uterine Devices	Vaginal Ring	40167393	1
TYR	Vaginal Intra Uterine Devices	Vaginal Suppository	19093368	2
TYY	Vaginal Other Special Forms	Vaginal Ring	40167393	1
TYY	Vaginal Other Special Forms	Vaginal Suppository	19093368	2
TYY	Vaginal Other Special Forms	Vaginal Spray	19112649	3
TYY	Vaginal Other Special Forms	Vaginal Foam	19010879	4
TYY	Vaginal Other Special Forms	Vaginal Gel	19010880	5
VEK	Non-Human Use Soluble Powders	Topical Powder	19082286	1
VEK	Non-Human Use Soluble Powders	Oral Powder	19095976	2
VEK	Non-Human Use Soluble Powders	Vaginal Powder	19082230	3
VGA	Non-Human Use Liquids	Topical Solution	19082228	1
VGA	Non-Human Use Liquids	Injectable Solution	19082103	2
VGA	Non-Human Use Liquids	Nasal Solution	19082165	3
VGA	Non-Human Use Liquids	Oral Solution	19082170	4
VGA	Non-Human Use Liquids	Otic Solution	19082195	5
VGA	Non-Human Use Liquids	Ophthalmic Irrigation Solution	19059413	6
VGA	Non-Human Use Liquids	Ophthalmic Solution	19129634	7
VGA	Non-Human Use Liquids	Rectal Solution	19082283	8
VGC	Non-Human Use Sprays without Gas	Topical Spray	19095912	1
VGC	Non-Human Use Sprays without Gas	Vaginal Spray	19112649	2
VGC	Non-Human Use Sprays without Gas	Nasal Spray	19011167	3
VGC	Non-Human Use Sprays without Gas	Oral Spray	19095911	4
VGC	Non-Human Use Sprays without Gas	Topical Solution	19082228	5
VHT	Non-Human Use Pressurised Foams	Topical Foam	19095972	1
VHT	Non-Human Use Pressurised Foams	Topical Solution	19082228	2
VMA	Non-Human Use Ampoules	Injectable Solution	19082103	1
VMA	Non-Human Use Ampoules	Injectable Suspension	19082104	2
VMA	Non-Human Use Ampoules	Injection	46234469	3
VPA	Non-Human Use Vials	Injectable Solution	19082103	1
VPA	Non-Human Use Vials	Injectable Suspension	19082104	2
VPA	Non-Human Use Vials	Injection	46234469	3
VZY	Non-Human Use Other Medical Aids	Injectable Solution	19082103	1
VZY	Non-Human Use Other Medical Aids	Injectable Suspension	19082104	2
VZY	Non-Human Use Other Medical Aids	Injection	46234469	3
AAA	Oral Solid Ordinary Tablets	Oral Tablet	19082573	1
AAB	Oral Solid Ordinary Orally Disintegrating Tablets	Oral Tablet	19082573	2
AAB	Oral Solid Ordinary Orally Disintegrating Tablets	Disintegrating Oral Tablet	19082076	1
AAE	Oral Solid Ordinary Buccal Tablets	Oral Tablet	19082573	2
AAE	Oral Solid Ordinary Buccal Tablets	Buccal Tablet	40175589	1
AAF	Oral Solid Ordinary Sublingual Tablets	Oral Tablet	19082573	2
AAF	Oral Solid Ordinary Sublingual Tablets	Sublingual Tablet	19082285	1
AAG	Oral Solid Ordinary Chewable Tablets	Oral Tablet	19082573	2
AAG	Oral Solid Ordinary Chewable Tablets	Chewable Tablet	19135866	1
AAH	Oral Solid Ordinary Effervescent Tablets	Oral Tablet	19082573	2
AAH	Oral Solid Ordinary Effervescent Tablets	Effervescent Oral Tablet	44817840	1
AAJ	Oral Solid Ordinary Layered Tablets	Extended Release Oral Tablet	19082079	2
AAJ	Oral Solid Ordinary Layered Tablets	Oral Lozenge	19082253	3
AAJ	Oral Solid Ordinary Layered Tablets	Oral Tablet	19082573	1
AAK	Oral Solid Ordinary Soluble Tablets	Disintegrating Oral Tablet	19082076	1
AAK	Oral Solid Ordinary Soluble Tablets	Oral Tablet	19082573	2
AAZ	Oral Solid Ordinary Combination Pack Tablets	Oral Tablet	19082573	1
ABA	Oral Solid Ordinary Coated Tablets	Oral Tablet	19082573	1
ABC	Oral Solid Ordinary Film-Coated Tablets	Oral Tablet	19082573	1
ABC	Oral Solid Ordinary Film-Coated Tablets	Delayed Release Oral Tablet	19001949	2
ABD	Oral Solid Ordinary Enteric-Coated Tablets	Delayed Release Oral Tablet	19001949	2
ABD	Oral Solid Ordinary Enteric-Coated Tablets	Oral Tablet	19082573	1
ABF	Oral Solid Ordinary Sublingual Coated Tablets	Oral Tablet	19082573	2
ABF	Oral Solid Ordinary Sublingual Coated Tablets	Sublingual Tablet	19082285	1
ABG	Oral Solid Ordinary Chewable Coated Tablets	Chewable Tablet	19135866	1
ABG	Oral Solid Ordinary Chewable Coated Tablets	Oral Tablet	19082573	2
ABY	Oral Solid Ordinary Other Coated Tablets	Oral Lozenge	19082253	3
ABY	Oral Solid Ordinary Other Coated Tablets	Oral Tablet	19082573	1
ABY	Oral Solid Ordinary Other Coated Tablets	Oral Pellet	19082652	2
ABZ	Oral Solid Ordinary Combination Pack Coated Tablets	Oral Tablet	19082573	1
ACA	Oral Solid Ordinary Capsules	Oral Capsule	19082168	1
ACD	Oral Solid Ordinary Enteric-Coated Capsules	Oral Capsule	19082168	1
ACF	Oral Solid Ordinary Biting Capsules	Extended Release Oral Capsule	19082077	3
ACF	Oral Solid Ordinary Biting Capsules	Oral Capsule	19082168	1
ACF	Oral Solid Ordinary Biting Capsules	Delayed Release Oral Capsule	19082255	2
ACG	Oral Solid Ordinary Chewable Capsules	Oral Capsule	19082168	1
ACS	Oral Solid Ordinary Cachets	Oral Lozenge	19082253	3
ACS	Oral Solid Ordinary Cachets	Oral Pellet	19082652	2
ACS	Oral Solid Ordinary Cachets	Oral Tablet	19082573	1
ACY	Oral Solid Ordinary Other Capsules	Oral Capsule	19082168	1
ACY	Oral Solid Ordinary Other Capsules	Delayed Release Oral Capsule	19082255	2
ACZ	Oral Solid Ordinary Combination Pack Capsules	Oral Capsule	19082168	1
ADD	Oral Solid Ordinary Pellets	Delayed Release Oral Tablet	19001949	3
ADD	Oral Solid Ordinary Pellets	Extended Release Oral Tablet	19082079	4
ADD	Oral Solid Ordinary Pellets	Oral Tablet	19082573	2
ADD	Oral Solid Ordinary Pellets	Oral Pellet	19082652	1
ADE	Oral Solid Ordinary Lozenges	Extended Release Oral Tablet	19082079	2
ADE	Oral Solid Ordinary Lozenges	Oral Tablet	19082573	1
ADE	Oral Solid Ordinary Lozenges	Oral Lozenge	19082253	3
ADF	Oral Solid Ordinary Chewing Gum	Chewing Gum	19102296	1
ADG	Oral Solid Sweets/Candy/Bonbons	Delayed Release Oral Tablet	19001949	3
ADG	Oral Solid Sweets/Candy/Bonbons	Extended Release Oral Tablet	19082079	4
ADG	Oral Solid Sweets/Candy/Bonbons	Oral Lozenge	19082253	1
ADG	Oral Solid Sweets/Candy/Bonbons	Oral Tablet	19082573	2
ADP	Oral Solid Ordinary Cubes	Oral Tablet	19082573	1
ADP	Oral Solid Ordinary Cubes	Extended Release Oral Tablet	19082079	2
ADP	Oral Solid Ordinary Cubes	Oral Lozenge	19082253	3
ADQ	Oral Solid Ordinary Cakes/Chocolate/Bars/Biscuits	Oral Lozenge	19082253	1
ADQ	Oral Solid Ordinary Cakes/Chocolate/Bars/Biscuits	Oral Tablet	19082573	2
ADR	Oral Solid Ordinary Globules And Homeopathic Globuli	Oral Capsule	19082168	3
ADR	Oral Solid Ordinary Globules And Homeopathic Globuli	Oral Tablet	19082573	2
ADR	Oral Solid Ordinary Globules And Homeopathic Globuli	Oral Lozenge	19082253	1
ADY	Oral Solid Ordinary Other Special Forms	Oral Tablet	19082573	1
ADZ	Oral Solid Ordinary Combination Pack Special Forms	Delayed Release Oral Tablet	19001949	3
ADZ	Oral Solid Ordinary Combination Pack Special Forms	Extended Release Oral Capsule	19082077	5
ADZ	Oral Solid Ordinary Combination Pack Special Forms	Extended Release Oral Tablet	19082079	6
ADZ	Oral Solid Ordinary Combination Pack Special Forms	Oral Capsule	19082168	2
ADZ	Oral Solid Ordinary Combination Pack Special Forms	Delayed Release Oral Capsule	19082255	4
ADZ	Oral Solid Ordinary Combination Pack Special Forms	Oral Tablet	19082573	1
ADZ	Oral Solid Ordinary Combination Pack Special Forms	Oral Granules	19082651	8
ADZ	Oral Solid Ordinary Combination Pack Special Forms	Oral Powder	19095976	7
AEA	Oral Solid Ordinary Powders	Oral Solution	19082170	2
AEA	Oral Solid Ordinary Powders	Oral Powder	19095976	1
AEB	Oral Solid Ordinary Granules	Oral Granules	19082651	1
AEB	Oral Solid Ordinary Granules	Oral Powder	19095976	2
AEF	Oral Solid Ordinary Sublingual Powders/Granules	Sublingual Tablet	19082285	3
AEF	Oral Solid Ordinary Sublingual Powders/Granules	Oral Solution	19082170	2
AEF	Oral Solid Ordinary Sublingual Powders/Granules	Oral Powder	19095976	1
AEP	Oral Solid Ordinary Unit Dose Powders	Oral Powder	19095976	1
AEP	Oral Solid Ordinary Unit Dose Powders	Oral Solution	19082170	2
AEY	Oral Solid Ordinary Other Powders/Granules	Oral Suspension	19082191	3
AEY	Oral Solid Ordinary Other Powders/Granules	Oral Solution	19082170	2
AEY	Oral Solid Ordinary Other Powders/Granules	Oral Powder	19095976	1
ASB	Oral Solid Ordinary Pastes	Oral Cream	19082169	2
ASB	Oral Solid Ordinary Pastes	Oral Paste	19095918	1
AYG	Oral Solid Ordinary Food Ready To Eat	Oral Powder	19095976	3
AYG	Oral Solid Ordinary Food Ready To Eat	Oral Suspension	19082191	2
AYG	Oral Solid Ordinary Food Ready To Eat	Oral Solution	19082170	1
AYH	Oral Solid Ordinary Food not Ready to Eat	Oral Powder	19095976	3
AYH	Oral Solid Ordinary Food not Ready to Eat	Oral Suspension	19082191	2
AYH	Oral Solid Ordinary Food not Ready to Eat	Oral Solution	19082170	1
BAA	Oral Solid Retard Tablets	Extended Release Oral Tablet	19082079	1
BAA	Oral Solid Retard Tablets	Oral Tablet	19082573	3
BAA	Oral Solid Retard Tablets	Delayed Release Oral Tablet	19001949	2
BAE	Oral Solid Retard Buccal Tablets	Delayed Release Oral Tablet	19001949	2
BAE	Oral Solid Retard Buccal Tablets	Extended Release Oral Tablet	19082079	3
BAE	Oral Solid Retard Buccal Tablets	Oral Tablet	19082573	4
BAE	Oral Solid Retard Buccal Tablets	Buccal Tablet	40175589	1
BAJ	Oral Solid Retard Layered Tablets	Delayed Release Oral Tablet	19001949	4
BAJ	Oral Solid Retard Layered Tablets	Oral Tablet	19082573	3
BAJ	Oral Solid Retard Layered Tablets	Extended Release Oral Tablet	19082079	1
BAY	Oral Solid Retard Other Tablets	Extended Release Oral Tablet	19082079	1
BAY	Oral Solid Retard Other Tablets	Delayed Release Oral Tablet	19001949	2
BAY	Oral Solid Retard Other Tablets	Oral Tablet	19082573	3
BAZ	Oral Solid Retard Combination Pack Tablets	Delayed Release Oral Tablet	19001949	1
BAZ	Oral Solid Retard Combination Pack Tablets	Extended Release Oral Tablet	19082079	2
BAZ	Oral Solid Retard Combination Pack Tablets	Oral Tablet	19082573	3
BBA	Oral Solid Retard Coated Tablets	Oral Tablet	19082573	3
BBA	Oral Solid Retard Coated Tablets	Extended Release Oral Tablet	19082079	1
BBC	Oral Solid Retard Film-Coated Tablets	Delayed Release Oral Tablet	19001949	4
BBC	Oral Solid Retard Film-Coated Tablets	Extended Release Oral Tablet	19082079	1
BBC	Oral Solid Retard Film-Coated Tablets	Oral Tablet	19082573	3
BBD	Oral Solid Retard Enteric-Coated Tablets	Delayed Release Oral Tablet	19001949	1
BBD	Oral Solid Retard Enteric-Coated Tablets	Extended Release Oral Tablet	19082079	2
BBD	Oral Solid Retard Enteric-Coated Tablets	Oral Tablet	19082573	3
BBN	Oral Solid Retard Membrane-Coated Tablets	Oral Tablet	19082573	3
BBN	Oral Solid Retard Membrane-Coated Tablets	Extended Release Oral Tablet	19082079	1
BBN	Oral Solid Retard Membrane-Coated Tablets	Delayed Release Oral Tablet	19001949	4
BCA	Oral Solid Retard Capsules	Extended Release Oral Capsule	19082077	1
BCA	Oral Solid Retard Capsules	Delayed Release Oral Capsule	19082255	2
BCA	Oral Solid Retard Capsules	Oral Capsule	19082168	3
BCN	Oral Solid Retard Membrane Capsules	Extended Release Oral Capsule	19082077	1
BCN	Oral Solid Retard Membrane Capsules	Delayed Release Oral Capsule	19082255	2
BCN	Oral Solid Retard Membrane Capsules	Oral Capsule	19082168	3
BCY	Oral Solid Retard Other Capsules	Oral Capsule	19082168	3
BCY	Oral Solid Retard Other Capsules	Delayed Release Oral Capsule	19082255	2
BCY	Oral Solid Retard Other Capsules	Extended Release Oral Capsule	19082077	1
BEP	Oral Solid Retard Unit Dose Powders	Oral Powder	19095976	2
BEP	Oral Solid Retard Unit Dose Powders	Oral Solution	19082170	3
BEP	Oral Solid Retard Unit Dose Powders	Extended Release Suspension	19082080	1
DDY	Oral Liquid Ordinary Other Solid Special Forms	Oral Solution	19082170	1
DDY	Oral Liquid Ordinary Other Solid Special Forms	Oral Suspension	19082191	2
DEH	Oral Liquid Ordinary Effervescent Powders/Granules	Oral Powder	19095976	1
DEH	Oral Liquid Ordinary Effervescent Powders/Granules	Effervescent Oral Tablet	44817840	2
DEK	Oral Liquid Ordinary Soluble Powders	Oral Powder	19095976	1
DEK	Oral Liquid Ordinary Soluble Powders	Disintegrating Oral Tablet	19082076	2
DEP	Oral Liquid Ordinary Unit Dose Powders	Oral Suspension	19082191	2
DEP	Oral Liquid Ordinary Unit Dose Powders	Oral Solution	19082170	1
DEZ	Oral Liquid Ordinary Combination Pack Powders/Granules	Oral Solution	19082170	3
DEZ	Oral Liquid Ordinary Combination Pack Powders/Granules	Oral Suspension	19082191	4
DEZ	Oral Liquid Ordinary Combination Pack Powders/Granules	Oral Granules	19082651	2
DEZ	Oral Liquid Ordinary Combination Pack Powders/Granules	Oral Powder	19095976	1
DGA	Oral Liquid Ordinary Liquids	Syrup	19082223	3
DGA	Oral Liquid Ordinary Liquids	Oral Suspension	19082191	2
DGA	Oral Liquid Ordinary Liquids	Oral Solution	19082170	1
DGB	Oral Liquid Ordinary Drops	Oral Solution	19082170	1
DGB	Oral Liquid Ordinary Drops	Syrup	19082223	3
DGB	Oral Liquid Ordinary Drops	Oral Suspension	19082191	2
DGC	Oral Liquid Sprays Without Gas	Oral Spray	19095911	1
DGC	Oral Liquid Sprays Without Gas	Oral Solution	19082170	2
