generic_group	generic_desc	drug_code	generic_type	serial_number
354	"SPIRAMYCINE 1,5 M.UI + METRONIDAZOLE 250 mg - BIRODOGYL, comprimé pelliculé."	68039643	1	9
354	"SPIRAMYCINE 1,5 M.UI + METRONIDAZOLE 250 mg - BIRODOGYL, comprimé pelliculé."	65311860	1	10
354	"SPIRAMYCINE 1,5 M.UI + METRONIDAZOLE 250 mg - BIRODOGYL, comprimé pelliculé."	61014420	1	11
354	"SPIRAMYCINE 1,5 M.UI + METRONIDAZOLE 250 mg - BIRODOGYL, comprimé pelliculé."	64809598	1	12
354	"SPIRAMYCINE 1,5 M.UI + METRONIDAZOLE 250 mg - BIRODOGYL, comprimé pelliculé."	67166068	1	13
354	"SPIRAMYCINE 1,5 M.UI + METRONIDAZOLE 250 mg - BIRODOGYL, comprimé pelliculé."	62896444	1	14
354	"SPIRAMYCINE 1,5 M.UI + METRONIDAZOLE 250 mg - BIRODOGYL, comprimé pelliculé."	67949751	1	15
354	"SPIRAMYCINE 1,5 M.UI + METRONIDAZOLE 250 mg - BIRODOGYL, comprimé pelliculé."	61613128	1	16
356	"MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 1 mg/ml - HYPNOVEL 1 mg/ml, solution injectable."	65358251	0	1
356	"MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 1 mg/ml - HYPNOVEL 1 mg/ml, solution injectable."	68341392	1	2
356	"MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 1 mg/ml - HYPNOVEL 1 mg/ml, solution injectable."	66231933	1	3
356	"MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 1 mg/ml - HYPNOVEL 1 mg/ml, solution injectable."	67824655	1	4
356	"MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 1 mg/ml - HYPNOVEL 1 mg/ml, solution injectable."	63680638	1	5
357	"MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 5 mg/ml - HYPNOVEL 5 mg/ml, solution injectable."	64168402	0	1
357	"MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 5 mg/ml - HYPNOVEL 5 mg/ml, solution injectable."	68529120	1	2
357	"MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 5 mg/ml - HYPNOVEL 5 mg/ml, solution injectable."	63020895	1	3
357	"MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 5 mg/ml - HYPNOVEL 5 mg/ml, solution injectable."	63736019	1	4
357	"MIDAZOLAM (CHLORHYDRATE DE) équivalant à MIDAZOLAM 5 mg/ml - HYPNOVEL 5 mg/ml, solution injectable."	61324091	1	5
358	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 10 µg/2 ml - SUFENTA 10 microgrammes/2 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 2 ml)."	61562566	0	1
358	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 10 µg/2 ml - SUFENTA 10 microgrammes/2 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 2 ml)."	61908153	1	2
358	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 10 µg/2 ml - SUFENTA 10 microgrammes/2 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 2 ml)."	60460398	1	3
358	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 10 µg/2 ml - SUFENTA 10 microgrammes/2 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 2 ml)."	65851721	1	4
358	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 10 µg/2 ml - SUFENTA 10 microgrammes/2 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 2 ml)."	69819023	1	5
359	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 50 µg/10 ml - SUFENTA 50 microgrammes/10 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 10 ml)."	69954238	0	1
359	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 50 µg/10 ml - SUFENTA 50 microgrammes/10 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 10 ml)."	61908153	1	2
359	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 50 µg/10 ml - SUFENTA 50 microgrammes/10 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 10 ml)."	60460398	1	3
359	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 50 µg/10 ml - SUFENTA 50 microgrammes/10 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 10 ml)."	65851721	1	4
359	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 50 µg/10 ml - SUFENTA 50 microgrammes/10 ml, solution injectable (I.V. ou péridurale) (AMPOULE de 10 ml)."	69819023	1	5
360	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 50 µg/ml - SUFENTA 50 microgrammes/1 ml, solution injectable (I.V. ou péridurale) en ampoule (AMPOULE de 1 ml)."	68063719	0	1
360	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 50 µg/ml - SUFENTA 50 microgrammes/1 ml, solution injectable (I.V. ou péridurale) en ampoule (AMPOULE de 1 ml)."	60789276	1	2
361	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 250 µg/5 ml - SUFENTA 250 microgrammes/5 ml, solution injectable (I.V. ou péridurale) en ampoule (AMPOULE de 5 ml)."	65565218	0	1
361	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 250 µg/5 ml - SUFENTA 250 microgrammes/5 ml, solution injectable (I.V. ou péridurale) en ampoule (AMPOULE de 5 ml)."	60789276	1	2
361	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 250 µg/5 ml - SUFENTA 250 microgrammes/5 ml, solution injectable (I.V. ou péridurale) en ampoule (AMPOULE de 5 ml)."	62404996	1	3
361	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 250 µg/5 ml - SUFENTA 250 microgrammes/5 ml, solution injectable (I.V. ou péridurale) en ampoule (AMPOULE de 5 ml)."	65202423	1	4
361	"SUFENTANIL (CITRATE DE) équivalant à SUFENTANIL 250 µg/5 ml - SUFENTA 250 microgrammes/5 ml, solution injectable (I.V. ou péridurale) en ampoule (AMPOULE de 5 ml)."	67986059	1	5
362	"METOCLOPRAMIDE (CHLORHYDRATE DE) équivalant à METOCLOPRAMIDE (CHLORHYDRATE DE) ANHYDRE 0,1 % – PRIMPERAN  0,1 % ADULTES, solution buvable édulcorée au cyclamate de sodium et à la saccharine sodique."	68968199	0	1
362	"METOCLOPRAMIDE (CHLORHYDRATE DE) équivalant à METOCLOPRAMIDE (CHLORHYDRATE DE) ANHYDRE 0,1 % – PRIMPERAN  0,1 % ADULTES, solution buvable édulcorée au cyclamate de sodium et à la saccharine sodique."	60293173	1	2
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	62678755	0	1
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	67407010	1	2
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	65629489	1	3
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	66295505	1	4
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	66263322	1	5
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	66148843	1	6
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	67379625	1	7
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	61521911	1	8
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	68831503	1	9
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	66726119	1	10
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	67818595	1	11
364	"GABAPENTINE 100 mg – NEURONTIN 100 mg, gélule."	66971613	1	12
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	67298504	0	1
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	65547992	1	2
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	63595401	1	3
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	65889939	1	4
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	63072454	1	5
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	63791791	1	6
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	68267102	1	7
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	69138975	1	8
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	63482859	1	9
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	66966388	1	10
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	61490985	1	11
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	66119044	1	12
365	"GABAPENTINE 300 mg – NEURONTIN 300 mg, gélule."	63481077	1	13
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	62283270	0	1
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	67517318	1	2
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	65390338	1	3
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	61081636	1	4
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	66627847	1	5
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	69513934	1	6
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	61343184	1	7
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	64994606	1	8
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	65416644	1	9
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	65186467	1	10
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	65216387	1	11
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	64117322	1	12
366	"GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé."	60105162	1	13
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	66043963	0	1
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	68238175	1	2
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	66153032	1	3
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	64804334	1	4
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	62931952	1	5
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	67035859	1	6
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	66198757	1	7
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	66859596	1	8
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	67666536	1	9
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	60279775	1	10
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	62240810	1	11
367	"GABAPENTINE 800 mg – NEURONTIN 800 mg, comprimé pelliculé."	66797785	1	12
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	65614455	0	1
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	66434780	0	2
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	60823593	1	3
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	65835546	1	4
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	67943809	1	5
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	60916019	1	6
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	68823314	1	7
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	67208193	1	8
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	63032812	1	9
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	68186383	1	10
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	66322824	1	11
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	62159778	1	12
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	67874804	1	13
368	"LISINOPRIL (DIHYDRATE) équivalant à LISINOPRIL 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg – PRINZIDE 20 mg/12,5 mg, comprimé sécable -  ZESTORETIC 20 mg/12,5 mg, comprimé sécable."	60449163	1	14
369	"SIMVASTATINE 5 mg - ZOCOR 5 mg, comprimé pelliculé - LODALES 5 mg, comprimé enrobé."	67880547	0	1
369	"SIMVASTATINE 5 mg - ZOCOR 5 mg, comprimé pelliculé - LODALES 5 mg, comprimé enrobé."	65393327	0	2
369	"SIMVASTATINE 5 mg - ZOCOR 5 mg, comprimé pelliculé - LODALES 5 mg, comprimé enrobé."	66696583	1	3
369	"SIMVASTATINE 5 mg - ZOCOR 5 mg, comprimé pelliculé - LODALES 5 mg, comprimé enrobé."	62856542	1	4
369	"SIMVASTATINE 5 mg - ZOCOR 5 mg, comprimé pelliculé - LODALES 5 mg, comprimé enrobé."	68015603	1	5
370	"SIMVASTATINE 80 mg - ZOCOR 80 mg, comprimé pelliculé - LODALES 80 mg, comprimé pelliculé."	66072057	0	1
370	"SIMVASTATINE 80 mg - ZOCOR 80 mg, comprimé pelliculé - LODALES 80 mg, comprimé pelliculé."	62589922	0	2
370	"SIMVASTATINE 80 mg - ZOCOR 80 mg, comprimé pelliculé - LODALES 80 mg, comprimé pelliculé."	66315630	1	3
370	"SIMVASTATINE 80 mg - ZOCOR 80 mg, comprimé pelliculé - LODALES 80 mg, comprimé pelliculé."	66059394	1	4
370	"SIMVASTATINE 80 mg - ZOCOR 80 mg, comprimé pelliculé - LODALES 80 mg, comprimé pelliculé."	61460611	1	5
371	"FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion."	60747996	0	1
371	"FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion."	60954048	1	2
371	"FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion."	62994632	1	3
371	"FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion."	60196977	1	4
371	"FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion."	66464019	1	5
371	"FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion."	69170325	1	6
371	"FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion."	63139942	1	7
371	"FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion."	68100263	1	8
371	"FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion."	64467988	1	9
371	"FLUCONAZOLE 2 mg/ml - TRIFLUCAN 2 mg/ml, solution pour perfusion."	61404089	1	10
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	67103203	0	1
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	63624696	1	2
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	68645477	1	3
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	65797622	1	4
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	67705334	1	5
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	65671495	1	6
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	67284426	1	7
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	67769949	1	8
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	60542920	1	9
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	64831477	1	10
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	64275105	1	11
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	63852657	1	12
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	65727136	1	13
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	69744389	1	14
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	69327214	1	15
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	62464192	1	16
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	60427163	1	17
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	66160482	1	18
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	69098705	1	19
372	"RAMIPRIL 1,25 mg - TRIATEC 1,25 mg, comprimé."	66064313	1	20
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	69279730	0	1
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	68604085	1	2
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	66487797	1	3
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	68929602	1	4
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	67791290	1	5
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	64227441	1	6
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	60834757	1	7
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	66216041	1	8
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	65542746	1	9
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	64687386	1	10
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	60895297	1	11
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	69048652	1	12
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	66285105	1	13
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	62197615	1	14
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	63386309	1	15
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	63506242	1	16
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	66422899	1	17
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	69868248	1	18
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	64652442	1	19
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	62387714	1	20
373	"RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable."	60489841	1	21
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	63524315	0	1
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	60759607	1	2
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	62706489	1	3
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	67023052	1	4
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	66968706	1	5
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	61599041	1	6
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	68953261	1	7
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	66555465	1	8
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	62403684	1	9
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	69758944	1	10
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	64449709	1	11
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	60168465	1	12
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	65583611	1	13
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	63946448	1	14
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	69846102	1	15
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	63647467	1	16
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	62052776	1	17
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	69888044	1	18
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	64186012	1	19
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	63191355	1	20
374	"RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable."	67722892	1	21
375	"ALGINATE DE SODIUM 50 mg/ml + BICARBONATE DE SODIUM 26,70 mg/ml - GAVISCON, suspension buvable en flacon."	63636264	0	1
375	"ALGINATE DE SODIUM 50 mg/ml + BICARBONATE DE SODIUM 26,70 mg/ml - GAVISCON, suspension buvable en flacon."	63517694	1	2
375	"ALGINATE DE SODIUM 50 mg/ml + BICARBONATE DE SODIUM 26,70 mg/ml - GAVISCON, suspension buvable en flacon."	62600468	1	3
375	"ALGINATE DE SODIUM 50 mg/ml + BICARBONATE DE SODIUM 26,70 mg/ml - GAVISCON, suspension buvable en flacon."	63791631	1	4
375	"ALGINATE DE SODIUM 50 mg/ml + BICARBONATE DE SODIUM 26,70 mg/ml - GAVISCON, suspension buvable en flacon."	65686216	1	5
378	"OFLOXACINE 200 mg/40 ml - OFLOCET 200 mg/40 ml, solution injectable pour perfusion."	60228656	0	1
378	"OFLOXACINE 200 mg/40 ml - OFLOCET 200 mg/40 ml, solution injectable pour perfusion."	61868157	1	2
378	"OFLOXACINE 200 mg/40 ml - OFLOCET 200 mg/40 ml, solution injectable pour perfusion."	65525298	1	3
378	"OFLOXACINE 200 mg/40 ml - OFLOCET 200 mg/40 ml, solution injectable pour perfusion."	61875707	1	4
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	64103340	0	1
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	63274623	0	2
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	61650728	1	3
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	60097203	1	4
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	67210689	1	5
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	63186251	1	6
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	67166495	1	7
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	66605249	1	8
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	68493418	1	9
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	64917990	1	10
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	65628540	1	11
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	60691768	1	12
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	68186846	1	13
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	61588123	1	14
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	60610104	1	15
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	69798262	1	16
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	62164533	1	17
379	"PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable."	67623129	1	18
380	"PRAVASTATINE SODIQUE 20 mg - ELISOR 20 mg, comprimé sécable - VASTEN 20 mg, comprimé sécable."	65262477	0	1
380	"PRAVASTATINE SODIQUE 20 mg - ELISOR 20 mg, comprimé sécable - VASTEN 20 mg, comprimé sécable."	60596494	0	2
380	"PRAVASTATINE SODIQUE 20 mg - ELISOR 20 mg, comprimé sécable - VASTEN 20 mg, comprimé sécable."	67344026	1	3
