"CONCEPT_CODE"	"CONCEPT_NAME"	"MAPPED_ID"	"MAPPED_NAME"	"Supplier_name"
"mp7484-2097"	"Dexa Rhinospray"	40804691	"Dexa Rhinospray"	"Sanofi Belgium"
"mp7492-1925"	"Dexagenta-POS"	36256629	"Dexagenta-POS"	"Ursapharm"
"mp33357-273"	"Dexamgel"	36256150	"Dexamgel"	"Bausch & Lomb"
"mp7500-1404"	"Dexdor"	21014400	"Dexdor"	"Orion"
"mp7518-1818"	"Dextromethorphan Teva"	36256277	"Dextromethorphan Teva"	"Teva"
"mp7526-323"	"Diacomit"	21016654	"Diacomit"	"Biocodex"
"mp7542-2618"	"Diamox"	19021494	"Diamox"	"Mercury"
"mp7559-299"	"Diane"	43132096	"DIANE"	"Bayer"
"mp7567-612"	"Diazepam EG"	36256642	"Diazepam EG"	"Eurogenerics"
"mp7575-1818"	"Diazepam Teva"	43132104	"DIAZEPAM TEVA"	"Teva"
"mp37432-216"	"Diazetop"	36256183	"Diazetop"	"Apotex"
"mp7591-1826"	"Dicloabak"	36256665	"Dicloabak"	"Thea"
"mp7609-216"	"Diclofenac Apotex"	36256449	"Diclofenac Apotex"	"Apotex"
"mp7617-612"	"Diclofenac EG"	43132109	"DICLOFENAC EG"	"Eurogenerics"
"mp39446-612"	"Diclofenac Patch EG"	43132109	"DICLOFENAC EG"	"Eurogenerics"
"mp7625-1289"	"Diclofenac Mylan"	43132111	"DICLOFENAC MYLAN"	"Mylan"
"mp7633-1636"	"Diclofenac Sandoz"	43132119	"DICLOFENAC SANDOZ"	"Sandoz"
"mp7666-216"	"Diclotopic"	36256260	"Diclotopic"	"Apotex"
"mp7674-1958"	"Dicynone"	19026955	"Dicynone"	"Vifor"
"mp7682-554"	"Dienobel"	36256489	"Dienobel"	"Effik"
"mp7708-745"	"Differin"	19023386	"Differin"	"Galderma"
"mp7716-240"	"Dificlir"	21016264	"Dificlir"	"Astellas"
"mp7724-1446"	"Diflucan"	19043888	"Diflucan"	"Pfizer"
"mp7732-612"	"Diltiazem EG"	43132142	"DILTIAZEM EG"	"Eurogenerics"
"mp7740-1636"	"Diltiazem Sandoz"	43132148	"DILTIAZEM SANDOZ"	"Sandoz"
"mp7773-1529"	"Diovane"	40804316	"Diovane"	"PI-Pharma"
"mp7773-1347"	"Diovane"	40804316	"Diovane"	"Novartis Pharma"
"mp7781-1131"	"Diphamine"	36256211	"Diphamine"	"Medgenix"
"mp7799-968"	"Diphantoine"	36256219	"Diphantoine"	"Kela"
"mp7807-935"	"Dipidolor"	43567743	"Dipidolor"	"Janssen-Cilag"
"mp7815-596"	"Dipiperon"	43132174	"DIPIPERON"	"Eumedica"
"mp7823-232"	"Diprivan"	19038624	"Diprivan"	"Aspen"
"mp7849-1263"	"Diprophos"	36256729	"Diprophos"	"MSD"
"mp7856-1263"	"Diprosalic"	21016929	"Diprosalic"	"MSD"
"mp7864-1263"	"Diprosone"	19062340	"Diprosone"	"MSD"
"mp7872-612"	"Dipyridamole EG"	36256643	"Dipyridamole EG"	"Eurogenerics"
"mp7880-2097"	"Ditropan"	19021501	"Ditropan"	"Sanofi Belgium"
"mp7922-612"	"Dobutamine EG"	36256551	"Dobutamine EG"	"Eurogenerics"
"mp7930-1289"	"Dobutrexmylan"	40756392	"Dobutrex"	"Mylan"
"mp7948-67"	"Docetaxel Accord"	43127909	"DOCETAXEL ACCORD"	"Accord"
"mp7955-2485"	"Docetaxel AB"	40805260	"Docetaxel Aurobindo"	"Aurobindo"
"mp7997-2097"	"Dogmatil"	19026956	"Dogmatil"	"Sanofi Belgium"
"mp8003-1743"	"Dolcidium"	36256536	"Dolcidium"	"SMB"
"mp30833-1743"	"Dolcispray"	36256730	"Dolcispray"	"SMB"
"mp8011-323"	"Dolenio"	21015937	"Dolenio"	"Biocodex"
"mp8052-2022"	"Dolzam"	36256142	"Dolzam"	"Zambon"
"mp8060-1115"	"Dominal"	40805382	"Dominal"	"Meda Pharma"
"mp8094-612"	"Domperidone EG"	43127944	"DOMPERIDONE EG"	"Eurogenerics"
"mp8078-1289"	"Domperidon Mylan"	43127946	"DOMPERIDONE MYLAN"	"Mylan"
"mp8086-1818"	"Domperidon Teva"	43127950	"DOMPERIDONE TEVA"	"Teva"
"mp8102-1818"	"Domperidone Teva"	43127950	"DOMPERIDONE TEVA"	"Teva"
"mp8128-1115"	"Donacom"	36256670	"Donacom"	"Meda Pharma"
"mp8136-216"	"Donepezil Apotex"	36256796	"Donepezil Apotex"	"Apotex"
"mp8144-612"	"Donepezil EG"	43127958	"DONEPEZIL EG"	"Eurogenerics"
"mp33571-2303"	"Donepezil Krka"	43127961	"DONEPEZIL KRKA"	"KRKA"
"mp8151-1636"	"Donepezil Sandoz"	43127965	"DONEPEZIL SANDOZ"	"Sandoz"
"mp8169-1818"	"Donepezil Teva"	43127966	"DONEPEZIL TEVA"	"Teva"
"mp8177-2014"	"Donnafyta Meno"	36256408	"Donnafyta Meno"	"Will-Pharma"
"mp8185-2014"	"Donnafyta Premens"	36256377	"Donnafyta Premens"	"Will-Pharma"
"mp8193-596"	"Dopram"	19044693	"Dopram"	"Eumedica"
"mp8201-1818"	"DorinelleTEVA"	36256152	"DorinelleTEVA"	"Teva"
"mp8219-1818"	"DorinTEVA"	36256722	"DorinTEVA"	"Teva"
"mp8235-1982"	"Dormiplant Mono"	36256164	"Dormiplant Mono"	"VSM"
"mp8243-2097"	"Dormonoct"	19098777	"Dormonoct"	"Sanofi Belgium"
"mp8250-612"	"Dorzolamide / Timolol EG"	36256213	"Dorzolamide / Timolol EG"	"Eurogenerics"
"mp8268-1446"	"Dostinex"	19015777	"Dostinex"	"Pfizer"
"mp8284-1040"	"Dovobet"	21016482	"Dovobet"	"Leo"
"mp8292-67"	"Doxorubicin Accord Healthcare"	43127997	"DOXORUBICINE ACCORD"	"Accord"
"mp8326-612"	"Doxycycline EG"	43128214	"DOXORUBICINE EG"	"Eurogenerics"
"mp8318-1818"	"Doxorubicine Teva"	43128215	"DOXORUBICINE TEVA"	"Teva"
"mp8342-1636"	"Doxycycline Sandoz"	43128220	"DOXYCYCLINE SANDOZ"	"Sandoz"
"mp8359-1743"	"Doxylets"	36256452	"Doxylets"	"SMB"
"mp38240-75"	"Dozurso"	36777151	"Dozurso"	"ACP"
"mp8367-380"	"Dr Scheffler Vitamin C"	36256320	"Dr Scheffler Vitamin C"	"Bomedys"
"mp11247-1164"	"Fuca"	43128228	"DRAGEES FUCA"	"Melisana"
"mp37598-760"	"Drosana 20"	36256876	"Drosana"	"Gedeon Richter"
"mp37606-760"	"Drosana 30"	36256876	"Drosana"	"Gedeon Richter"
"mp8375-554"	"Droseffik"	36256644	"Droseffik"	"Effik"
"mp8383-554"	"Drospibel"	43128249	"DROSPIBEL"	"Effik"
"mp32565-257"	"Duaklir"	21018511	"Duaklir"	"AstraZeneca"
"mp32318-1826"	"Dualkopt"	43128253	"DUALKOPT"	"Thea"
"mp32805-1446"	"Duavive"	44015419	"Duavive"	"Pfizer"
"mp8391-2311"	"Dukoral"	43128254	"DUKORAL"	"Eco.Pharma.Supply"
"mp8409-2097"	"Dulcolax Bisacodyl"	19021564	"Dulcolax"	"Sanofi Belgium"
"mp8417-2097"	"Dulcolax Picosulphate"	36777164	"Dulcolax Picosulphate"	"Sanofi Belgium"
"mp32698-216"	"Duloxetine Apotex"	36256645	"Duloxetine Apotex"	"Apotex"
"mp31864-612"	"Duloxetine EG"	36256275	"Duloxetine EG"	"Eurogenerics"
"mp31872-2303"	"Duloxetine Krka"	43128258	"DULOXETINE KRKA"	"KRKA"
"mp31880-1289"	"Duloxetine Mylan"	43128259	"DULOXETINE MYLAN"	"Mylan"
"mp8458-59"	"Duodopa"	43252858	"Duodopa"	"AbbVie"
"mp8466-828"	"Duofilm"	19063209	"Duofilm"	"GSK"
"mp8474-315"	"Duogestan"	36256184	"Duogestan"	"Besins"
"mp8482-1347"	"Duotrav"	21019004	"DuoTrav"	"Novartis Pharma"
"mp8490-372"	"Duovent"	21018133	"Duovent"	"Boehringer Ingelheim"
"mp8508-2386"	"Duphalac"	19021567	"Duphalac"	"Mylan EPD"
"mp8516-2386"	"Duphaston"	19014042	"Duphaston"	"Mylan EPD"
"mp8524-1503"	"Duracef"	36256191	"Duracef"	"PharmaSwiss"
"mp8532-620"	"Duracoll"	36256140	"Duracoll"	"Eusa Pharma"
"mp8557-1347"	"Duratears"	43252862	"Duratears"	"Novartis Pharma"
"mp8565-935"	"Durogesic"	21015047	"Durogesic"	"Janssen-Cilag"
"mp8573-2386"	"Duspatalin"	43128264	"DUSPATALIN"	"Mylan EPD"
"mp37770-2303"	"Dutasteride Krka"	36256253	"Dutasteride Krka"	"KRKA"
"mp8581-1446"	"Dynastat"	21015120	"Dynastat"	"Pfizer"
"mp8599-927"	"Dysport"	19021621	"Dysport"	"Ipsen"
"mp8623-1636"	"Ebastine Sandoz"	35406599	"EBASTINE SANDOZ"	"Sandoz"
"mp8631-1818"	"Ebastine Teva"	43128285	"EBASTINE TEVA"	"Teva"
"mp8649-1073"	"Ebixa"	21016086	"Ebixa"	"Lundbeck"
"mp8656-1800"	"Ebrantil"	43566636	"Ebrantil"	"Takeda"
"mp8664-1446"	"Ecalta"	21018977	"Ecalta"	"Pfizer"
"mp8672-1115"	"Echinacin Liquidum"	40804910	"Echinacin"	"Meda Pharma"
"mp8698-1446"	"Edronax"	19017325	"Edronax"	"Pfizer"
"mp8706-935"	"Edurant"	40239153	"Edurant"	"Janssen-Cilag"
"mp38893-1289"	"Efavirenz / Emtricitabine / Tenofovir disoproxil Mylan"	36777180	"Efavirenz / Emtricitabine / Tenofovir disoproxil Mylan"	"Mylan"
"mp8722-1289"	"Efavirenz Mylan"	43128575	"EFAVIRENZ MYLAN"	"Mylan"
"mp8748-1529"	"Efexor"	21018651	"Efexor"	"PI-Pharma"
"mp8748-1446"	"Efexor"	21018651	"Efexor"	"Pfizer"
"mp38257-1024"	"Effala"	43128578	"EFFALA"	"Lamepro"
"mp8763-2097"	"Effortil"	21014221	"Effortil"	"Sanofi Belgium"
"mp8771-1651"	"Efient"	21015170	"Efient"	"Daiichi Sankyo"
"mp31195-745"	"Efracea"	21017294	"Efracea"	"Galderma"
"mp8789-1115"	"Efudix"	21016980	"Efudix"	"Meda Pharma"
"mp8797-1727"	"Elaprase"	19092078	"Elaprase"	"Shire"
"mp8805-1404"	"Eldepryl"	19062191	"Eldepryl"	"Orion"
"mp8813-612"	"Eldisine"	19014050	"Eldisine"	"Eurogenerics"
"mp8821-1636"	"Eleonor 20"	36256857	"Eleonor"	"Sandoz"
"mp8847-1115"	"Elidel"	19011353	"Elidel"	"Meda Pharma"
"mp7237-240"	"Depo-Eligard"	19032761	"Eligard"	"Astellas"
"mp8854-406"	"Eliquis"	43012676	"Eliquis"	"Bristol-Myers Squibb"
"mp8862-1289"	"Elisamylan"	36256378	"Elisamylan"	"Mylan"
"mp8870-869"	"EllaOne"	21014632	"EllaOne"	"HRA Pharma"
"mp8888-737"	"Elmex Medical Gel"	40805860	"Elmex"	"Gaba"
"mp8896-1263"	"Elocom"	44015685	"Elocom"	"MSD"
"mp33381-1792"	"Elocta"	21015822	"Elocta"	"Swedish Orphan"
"mp8904-1263"	"Elonva"	21018750	"Elonva"	"MSD"
"mp8912-2097"	"Eloxatin"	19025344	"Eloxatin"	"Sanofi Belgium"
"mp8920-1552"	"Eludril"	21017062	"Eludril"	"Pierre Fabre Sante"
"mp8938-1446"	"Elvorine"	43128621	"ELVORINE"	"Pfizer"
"mp8953-1180"	"Emconcor"	36256321	"Emconcor"	"Merck"
"mp8961-1180"	"Emcoretic"	40806032	"Emcoretic"	"Merck"
"mp8979-1263"	"Emend"	19036492	"Emend"	"MSD"
"mp8995-232"	"Emla"	19092596	"EMLA"	"Aspen"
"mp37739-406"	"Empliciti"	35604036	"Empliciti"	"Bristol-Myers Squibb"
"mp9001-1198"	"Emselex"	21015747	"Emselex"	"Merus Labs Luxco"
"mp9019-1818"	"Emthexate"	36256136	"Emthexate"	"Teva"
"mp9027-794"	"Emtriva"	19042158	"Emtriva"	"Gilead Sciences"
"mp37648-2303"	"Enalapril / Lercanidipine Krka"	36256342	"Enalapril / Lercanidipine Krka"	"KRKA"
"mp9035-612"	"Enalapril EG"	43128628	"ENALAPRIL EG"	"Eurogenerics"
"mp6031-1636"	"Co-Enalapril Sandoz"	43566866	"Enalapril Hct Sandoz"	"Sandoz"
"mp9050-1636"	"Enalapril Sandoz"	43128849	"ENALAPRIL SANDOZ"	"Sandoz"
"mp9068-1172"	"Enantyum"	43128869	"ENANTYUM"	"Menarini"
"mp9076-1446"	"Enbrel"	19064140	"Enbrel"	"Pfizer"
"mp9084-539"	"Endofalk"	40805874	"Endofalk"	"Dr. Falk"
"mp9092-265"	"Endopeg"	36256426	"Endopeg"	"B. Braun"
"mp9100-281"	"Endoxan"	19026309	"Endoxana"	"Baxter"
"mp9126-828"	"Engerix-B"	19063452	"Engerix-B"	"GSK"
"mp38430-1040"	"Enstilum"	42914063	"ENSTILOOM"	"Leo"
"mp9134-323"	"Enterol"	36256596	"Enterol"	"Biocodex"
"mp9134-1529"	"Enterol"	36256596	"Enterol"	"PI-Pharma"
"mp9142-1024"	"Entocort"	19016961	"Entocort"	"Lamepro"
"mp33365-1347"	"Entresto"	46275726	"Entresto"	"Novartis Pharma"
"mp31070-1800"	"Entyvio"	45774670	"Entyvio"	"Takeda"
"mp33720-794"	"Epclusa"	36249210	"Epclusa"	"Gilead Sciences"
"mp9183-117"	"Ephedrine HCl Aguettant"	43128883	"EPHEDRINE AGUETTANT"	"Aguettant"
"mp9191-1784"	"Ephedrine.HCl Sterop"	36256777	"Ephedrine.HCl Sterop"	"Sterop"
"mp9209-745"	"Epiduo"	19044560	"Epiduo"	"Galderma"
"mp9217-1115"	"Epipen"	19015480	"Epipen"	"Meda Pharma"
"mp9225-2485"	"Epirubicin AB"	43566528	"Epirubicin Aurobindo"	"Aurobindo"
"mp9258-67"	"Epirubicine Accord Healthcare"	43128887	"EPIRUBICINE ACCORD"	"Accord"
"mp9274-1818"	"Epirubicine Teva"	43128896	"EPIRUBICINE TEVA"	"Teva"
"mp9282-1966"	"Epivir"	19038759	"Epivir"	"ViiV"
"mp38497-1289"	"Eplerenone Mylan"	43128902	"EPLERENONE MYLAN"	"Mylan"
"mp9308-1818"	"Eposin"	21016507	"Eposin"	"Teva"
"mp9316-935"	"Eprex"	19011503	"Eprex"	"Janssen-Cilag"
"mp34041-67"	"Eptifibatide Accord"	35406610	"EPTIFIBATIDE ACCORD"	"Accord"
"mp9324-1727"	"Equasym"	21016380	"Equasym"	"Shire"
"mp9332-505"	"Erazaban"	43128912	"ERAZABAN"	"Cophana"
"mp9340-1180"	"Erbitux"	19035900	"Erbitux"	"Merck"
"mp9357-1628"	"Erivedge"	42705846	"Erivedge"	"Roche"
"mp9373-182"	"Erythrocine"	19124596	"Erythrocin"	"Amdipharm"
"mp9399-1628"	"Esbriet"	45775218	"Esbriet"	"Roche"
"mp9407-1743"	"Escidivule"	36256347	"Escidivule"	"SMB"
"mp9415-216"	"Escitalopram Apotex"	36256276	"Escitalopram Apotex"	"Apotex"
"mp9423-612"	"Escitalopram EG"	43129191	"ESCITALOPRAM EG"	"Eurogenerics"
"mp9431-1289"	"Escitalopram Mylan"	43566695	"Escitalopram Mylan"	"Mylan"
"mp9449-1636"	"Escitalopram Sandoz"	43129196	"ESCITALOPRAM SANDOZ"	"Sandoz"
"mp9449-885"	"Escitalopram Sandoz"	43129196	"ESCITALOPRAM SANDOZ"	"Impexeco"
"mp9456-1818"	"Escitalopram Teva"	43129197	"ESCITALOPRAM TEVA"	"Teva"
"mp9464-1263"	"Esmeron"	21018953	"Esmeron"	"MSD"
"mp37408-2527"	"Esmocard"	43129200	"ESMOCARD"	"Cardiome"
"mp9472-760"	"Esmya"	21018811	"Esmya"	"Gedeon Richter"
"mp9506-216"	"Esomeprazole Apotex"	36256685	"Esomeprazole Apotex"	"Apotex"
"mp9514-612"	"Esomeprazole EG"	43129206	"ESOMEPRAZOLE EG"	"Eurogenerics"
"mp37457-1289"	"Esomeprazole Mylan"	43129210	"ESOMEPRAZOLE MYLAN"	"Mylan"
"mp9530-1818"	"Esomeprazole Teva"	43129217	"ESOMEPRAZOLE TEVA"	"Teva"
"mp9548-1347"	"Estalis"	43565964	"Estalis"	"Novartis Pharma"
"mp9555-174"	"Estivan"	36256748	"Estivan"	"Almirall"
"mp9563-1446"	"Estracyt"	19103219	"Estracyt"	"Pfizer"
"mp9589-1354"	"Estrofem"	43129225	"ESTROFEM"	"Novo Nordisk"
"mp9597-265"	"Etomidate-Lipuro"	40805633	"Etomidat Lipuro"	"B. Braun"
"mp30783-67"	"Etoposide Accord Healthcare"	43566029	"Etoposid Accord"	"Accord"
"mp9605-1636"	"Etoposid Sandoz"	40805637	"Etoposid Sandoz"	"Sandoz"
"mp37572-2303"	"Etoricoxib Krka"	36256662	"Etoricoxib Krka"	"KRKA"
"mp37523-1636"	"Etoricoxib Sandoz"	36256139	"Etoricoxib Sandoz"	"Sandoz"
"mp9613-950"	"Etumine"	36256137	"Etumine"	"Juvise"
"mp9654-1347"	"Eucreas"	21018677	"Eucreas"	"Novartis Pharma"
"mp9670-2485"	"Eulitop"	43566204	"Eulitop"	"Aurobindo"
"mp9688-828"	"Eumovate"	19113008	"Eumovate"	"GSK"
"mp9696-75"	"Euphon"	43566207	"Euphon"	"ACP"
"mp9712-1248"	"Eurartesim"	21017017	"Eurartesim"	"Sigma-tau"
"mp9720-232"	"Eusaprim"	40806490	"Eusaprim"	"Aspen"
"mp9738-1180"	"Euthyrox"	19064890	"Euthyrox"	"Merck"
"mp9746-2170"	"Evicel"	21018839	"Evicel"	"Omrix"
"mp9753-794"	"Eviplera"	21017278	"Eviplera"	"Gilead Sciences"
"mp9761-1651"	"Evista"	19064949	"Evista"	"Daiichi Sankyo"
"mp9779-2097"	"Evoltra"	21018434	"Evoltra"	"Sanofi Belgium"
"mp9787-935"	"Evra"	21017873	"Evra"	"Janssen-Cilag"
"mp9795-2097"	"Exacyl"	43129510	"EXACYL"	"Sanofi Belgium"
"mp9803-828"	"Excedryn"	19065004	"Excedrin"	"GSK"
"mp9811-1347"	"Exelon"	19087948	"Exelon"	"Novartis Pharma"
"mp9837-1636"	"Exemestan Sandoz"	43129522	"EXEMESTANE SANDOZ"	"Sandoz"
"mp9852-1818"	"Exemestane Teva"	43129523	"EXEMESTANE TEVA"	"Teva"
"mp9860-1347"	"Exforge"	19126933	"Exforge"	"Novartis Pharma"
"mp9878-1347"	"Exforge HCT"	43525519	"Exforge HCT"	"Novartis Pharma"
"mp9886-1347"	"Exjade"	19085917	"Exjade"	"Novartis Pharma"
"mp9902-1602"	"Extrapan"	36256223	"Extrapan"	"Qualiphar"
"mp9910-299"	"Eylea"	40244364	"Eylea"	"Bayer"
"mp38752-1289"	"Ezetimibe Mylan"	43566040	"Ezetimib Mylan"	"Mylan"
"mp39222-1289"	"Ezetimibe / Simvastatine Mylan"	36777186	"Ezetimibe / Simvastatine Mylan"	"Mylan"
"mp38588-612"	"Ezetimibe EG"	36777176	"Ezetimibe EG"	"Eurogenerics"
"mp39164-2303"	"Ezetimibe Krka"	36777157	"Ezetimibe Krka"	"KRKA"
"mp9928-1263"	"Ezetrol"	21015114	"Ezetrol"	"MSD"
"mp38802-1743"	"Ezgal"	36777171	"Ezgal"	"SMB"
"mp33977-1883"	"Eziclen"	40806393	"Eziclen"	"Tramedico"
"mp9936-2097"	"Fabrazyme"	19025759	"Fabrazyme"	"Sanofi Belgium"
"mp9944-414"	"Factane"	43129534	"FACTANE"	"C.A.F. - D.C.F."
"mp34272-331"	"Fampyra"	21018503	"Fampyra"	"Biogen"
"mp9951-1446"	"Farmorubicine"	43129538	"FARMORUBICINE"	"Pfizer"
"mp33498-1347"	"Farydak"	46221439	"Farydak"	"Novartis Pharma"
"mp39040-257"	"Fasenra"	792998	"Fasenra"	"AstraZeneca"
"mp9969-1446"	"Fasigyn"	21016373	"Fasigyn"	"Pfizer"
"mp9977-257"	"Faslodex"	19048400	"Faslodex"	"AstraZeneca"
"mp9985-885"	"Fastum"	36256734	"Fastum"	"Impexeco"
"mp9985-1172"	"Fastum"	36256734	"Fastum"	"Menarini"
"mp9993-2097"	"Fasturtec"	21017540	"Fasturtec"	"Sanofi Belgium"
"mp10000-2204"	"Feiba"	40175998	"Feiba"	"Baxalta"
"mp10017-1529"	"Feldene"	19039185	"Feldene"	"PI-Pharma"
"mp10017-1446"	"Feldene"	19039185	"Feldene"	"Pfizer"
"mp10041-1636"	"Felodipine Sandoz"	43566164	"Felodipin Sandoz"	"Sandoz"
"mp10025-612"	"Felodipine EG"	36256422	"Felodipine EG"	"Eurogenerics"
"mp10058-885"	"Femara"	19048060	"Femara"	"Impexeco"
"mp10058-1347"	"Femara"	19048060	"Femara"	"Novartis Pharma"
"mp10058-1529"	"Femara"	19048060	"Femara"	"PI-Pharma"
"mp10066-1818"	"Feminova"	36256226	"Feminova"	"Teva"
"mp10074-1818"	"Feminova Plus"	36256701	"Feminova Plus"	"Teva"
"mp10082-299"	"Femodene"	21014216	"Femodene"	"Bayer"
"mp10090-885"	"Femoston"	21016286	"Femoston"	"Impexeco"
"mp10090-2386"	"Femoston"	21016286	"Femoston"	"Mylan EPD"
"mp10108-828"	"Fendrix"	21015057	"Fendrix"	"GSK"
"mp10116-828"	"Fenistil"	43566339	"Fenistil"	"GSK"
"mp10124-612"	"Fenofibraat EG"	43129557	"FENOFIBRATE EG"	"Eurogenerics"
"mp10157-1743"	"Fenogal"	21016463	"Fenogal"	"SMB"
"mp10165-1743"	"Fenosup"	36256702	"Fenosup"	"SMB"
"mp10181-612"	"Fentanyl EG"	43129571	"FENTANYL EG"	"Eurogenerics"
"mp10173-935"	"Fentanyl"	43129572	"FENTANYL JANSSEN"	"Janssen-Cilag"
"mp10207-1636"	"Fentanyl Sandoz"	43129578	"FENTANYL SANDOZ"	"Sandoz"
"mp10215-1784"	"Fercayl"	36256820	"Fercayl"	"Sterop"
"mp10223-1453"	"Fero-Grad 500"	43525494	"Fero-Grad"	"Pharma Logistics"
"mp10231-1453"	"Fero-Gradumet"	19062360	"Fero-Gradumet Filmtab"	"Pharma Logistics"
"mp10249-1891"	"Ferricure"	36256357	"Ferricure"	"Trenker"
"mp10256-1453"	"Ferriprox"	40243814	"Ferriprox"	"Pharma Logistics"
"mp38323-1354"	"Fiasp"	792691	"Fiasp"	"Novo Nordisk"
"mp40014-1370"	"Fibryga"	792461	"Fibryga"	"Octapharma"
"mp10264-612"	"Finasteride EG"	43129783	"FINASTERIDE EG"	"Eurogenerics"
"mp10272-1289"	"Finasteride Mylan"	43129786	"FINASTERIDE MYLAN"	"Mylan"
"mp10280-1636"	"Finasteride Sandoz"	43129792	"FINASTERIDE SANDOZ"	"Sandoz"
"mp10298-1818"	"Finasteride Teva"	43129793	"FINASTERIDE TEVA"	"Teva"
"mp10306-1727"	"Firazyr"	40242173	"Firazyr"	"Shire"
"mp10314-661"	"Firmagon"	40165738	"Firmagon"	"Ferring"
"mp10322-2097"	"Flagyl"	19044203	"Flagyl"	"Sanofi Belgium"
"mp10355-323"	"Flammacerium"	21016208	"Flammacerium"	"Biocodex"
"mp10363-323"	"Flammazine"	36256397	"Flammazine"	"Biocodex"
"mp10397-1636"	"Flecainide Sandoz"	40806258	"Flecainid Sandoz"	"Sandoz"
"mp10371-612"	"Flecainide EG"	36256506	"Flecainide EG"	"Eurogenerics"
"mp10405-1818"	"Flecateva"	43129809	"FLECAINIDE TEVA"	"Teva"
"mp10413-1834"	"Flector Tissugel"	19015836	"Flector"	"Therabel"
"mp10447-240"	"Flemoxin"	19100736	"Flemoxin Solutab"	"Astellas"
"mp10447-1529"	"Flemoxin"	19100736	"Flemoxin Solutab"	"PI-Pharma"
"mp10454-1180"	"Flexagile"	36256763	"Flexagile"	"Merck"
"mp10470-1164"	"Flexium"	36256664	"Flexium"	"Melisana"
"mp37978-331"	"Flixabi"	35406497	"FLIXABI"	"Biogen"
"mp10488-828"	"Flixonase Aqua"	40756281	"Flixonase"	"GSK"
"mp10488-1529"	"Flixonase Aqua"	40756281	"Flixonase"	"PI-Pharma"
"mp10496-828"	"Flixotide"	36416822	"Flixotide"	"GSK"
"mp10504-828"	"Flolan"	19011041	"Flolan"	"GSK"
"mp10512-2485"	"Floxapen"	19011877	"Floxapen"	"Aurobindo"
"mp10512-1529"	"Floxapen"	19011877	"Floxapen"	"PI-Pharma"
"mp10520-2386"	"Floxyfral"	43129825	"FLOXYFRAL"	"Mylan EPD"
"mp10538-1115"	"Fluacort"	36256534	"Fluacort"	"Meda Pharma"
"mp10546-1073"	"Fluanxol"	19110708	"Fluanxol"	"Lundbeck"
"mp37788-1636"	"Flubilarin"	36256254	"Flubilarin"	"Sandoz"
"mp10553-1347"	"Flucon"	43129828	"FLUCON"	"Novartis Pharma"
"mp10561-216"	"Fluconazol Apotex"	36256225	"Fluconazol Apotex"	"Apotex"
"mp10595-265"	"Fluconazole B. Braun"	43570085	"Fluconazol B. Braun"	"B. Braun"
"mp10579-612"	"Fluconazol EG"	43129983	"FLUCONAZOLE EG"	"Eurogenerics"
"mp10587-711"	"Fluconazol Fresenius Kabi"	43129985	"FLUCONAZOLE KABI"	"Fresenius Kabi"
"mp10603-1289"	"Fluconazole Mylan"	43129987	"FLUCONAZOLE MYLAN"	"Mylan"
"mp10629-1529"	"Fluconazole Sandoz"	43129994	"FLUCONAZOLE SANDOZ"	"PI-Pharma"
"mp10629-1636"	"Fluconazole Sandoz"	43129994	"FLUCONAZOLE SANDOZ"	"Sandoz"
"mp10637-1818"	"Fluconazole Teva"	43129995	"FLUCONAZOLE TEVA"	"Teva"
"mp10645-2097"	"Fludara"	36416849	"Fludara"	"Sanofi Belgium"
"mp33332-67"	"Fludarabine Accord Healthcare"	43570103	"Fludarabin Accord"	"Accord"
"mp10652-1636"	"Fludarabine Sandoz"	36256619	"Fludarabine Sandoz"	"Sandoz"
"mp10660-1818"	"Fludarabine Teva"	43130001	"FLUDARABINE TEVA"	"Teva"
"mp10678-1701"	"Fludex"	36256521	"Fludex"	"Servier"
"mp10686-2022"	"Fluimucil Antibiotic"	21016241	"Fluimucil"	"Zambon"
"mp10694-265"	"Flumazenil B. Braun"	43570171	"Flumazenil B. Braun"	"B. Braun"
"mp10702-216"	"Flunatop"	36256286	"Flunatop"	"Apotex"
"mp10710-612"	"Flunitrazepam EG"	36256414	"Flunitrazepam EG"	"Eurogenerics"
"mp10736-760"	"Fluomizin"	40807056	"Fluomycin"	"Gedeon Richter"
"mp10744-1743"	"Fluor"	36256884	"Fluor SMB"	"SMB"
"mp10769-273"	"Natriumfluoresceine Minims"	43253029	"Fluorescein Sodium Minims"	"Bausch & Lomb"
"mp10777-1784"	"Fluorescein Sodium Sterop"	36256269	"Fluorescein Sodium Sterop"	"Sterop"
"mp10751-2428"	"Fluoresceine Faure"	43130019	"FLUORESCEINE FAURE"	"SERB"
"mp10785-67"	"Fluorouracil Accord Healthcare"	43130022	"FLUOROURACILE ACCORD"	"Accord"
"mp10793-216"	"Fluoxetine Apotex"	36256774	"Fluoxetine Apotex"	"Apotex"
"mp10801-612"	"Fluoxetine EG"	43130035	"FLUOXETINE EG"	"Eurogenerics"
"mp10801-1529"	"Fluoxetine EG"	43130035	"FLUOXETINE EG"	"PI-Pharma"
"mp10819-1289"	"Fluoxetine Mylan"	43130041	"FLUOXETINE MYLAN"	"Mylan"
"mp10843-1743"	"Fluoxone"	36256293	"Fluoxone"	"SMB"
"mp10850-1818"	"Fluracedyl"	36256749	"Fluracedyl"	"Teva"
