COUNT	PRD_ID	PRD_NAME	CONCEPT_ID	CONCEPT_NAME	amount_value	amount_unit	denominator_value	denominator_unit	box_size		
12012	111899	LESCOL EXEL C 80 MG 98 COMPRIMES LIBERATION MODIFIEE	1549686	fluvastatin	80	mg			98		
61127	80551	LIPITOR C 10 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg			84		
110359	80553	LIPITOR C 20 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg			84		
41169	107399	LIPITOR C 40 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg			84		
10522	121698	LISINOPRIL SANDOZ C 20MG 100 COMPRIMES	1308216	Lisinopril	20	mg			100		
5838	113583	LISINOPRIL SANDOZ C 5MG 56 COMPRIMES	1308216	Lisinopril	5	mg			56		
5546	64834	LOCOID CRELO C 0 1 1 EMULSION	975125	Hydrocortisone	1	mg	1	g			
4505	112138	LODOZ C 10MG 6 25MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	10	mg			28		
4505	112138	LODOZ C 10MG 6 25MG 28 COMPRIMES PELLICULES	1338005	Bisoprolol	6.25	mg			28		
14212	112139	LODOZ C 2 5MG 6 25MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	6.2	mg			28		
14212	112139	LODOZ C 2 5MG 6 25MG 28 COMPRIMES PELLICULES	1338005	Bisoprolol	2.5	mg			28		
13642	204357	LODOZ C 2 5MG 6 25MG 84 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	6.25	mg			84		
13642	204357	LODOZ C 2 5MG 6 25MG 84 COMPRIMES PELLICULES	1338005	Bisoprolol	2.5	mg			84		
10793	112140	LODOZ C 5MG 6 25MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	6.25	mg			28		
10793	112140	LODOZ C 5MG 6 25MG 28 COMPRIMES PELLICULES	1338005	Bisoprolol	2.5	mg			28		
10893	204358	LODOZ C 5MG 6 25MG 84 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	6.25	mg			84		
10893	204358	LODOZ C 5MG 6 25MG 84 COMPRIMES PELLICULES	1338005	Bisoprolol	5	mg			84		
12047	72743	LOGIMAT C 10MG 95MG 28 COMPRIMES LIBERATION MODIFIEE	1307046	Metoprolol	95	mg			2		
12047	72743	LOGIMAT C 10MG 95MG 28 COMPRIMES LIBERATION MODIFIEE	1353776	Felodipine	10	mg			28		
12068	62100	LOGIMAT C 5 MG 47 5 MG 28 COMPRIMES LIBERATION MODIFIEE	1307046	Metoprolol	47.5	mg			28		
12068	62100	LOGIMAT C 5 MG 47 5 MG 28 COMPRIMES LIBERATION MODIFIEE	1353776	Felodipine	5	mg			28		
5575	91675	LOORTAN PLUS C 50MG 12 5MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			98		
5575	91675	LOORTAN PLUS C 50MG 12 5MG 98 COMPRIMES PELLICULES	1367500	Losartan	50	mg			98		
6120	160715	LOORTAN PLUS FORTE C 100MG 25MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg			98		
6120	160715	LOORTAN PLUS FORTE C 100MG 25MG 98 COMPRIMES PELLICULES	1367500	Losartan	100	mg			98		
10891	44230	LOTRIDERM C 0 5 MG G 10 MG G 1 CREME	920458	Betamethasone	0.5	mg	1	g			
10891	44230	LOTRIDERM C 0 5 MG G 10 MG G 1 CREME	1000632	Clotrimazole	10	mg	1	g			
10415	42291	MARVELON C 63 COMPRIMES EMBALL CALENDRIER	1549786	Ethinyl Estradiol	0.03	mg			63		
10415	42291	MARVELON C 63 COMPRIMES EMBALL CALENDRIER	1588000	Desogestrel	0.15	mg			63		
11415	4529	MAXITROL C 1 GOUTTES OCULAIRES	915981	Neomycin	3500	IU	1	ml			
11415	4529	MAXITROL C 1 GOUTTES OCULAIRES	948582	Polymyxin B	6000	IU	1	ml			
11415	4529	MAXITROL C 1 GOUTTES OCULAIRES	1518254	Dexamethasone	1	mg	1	ml			
14008	116854	MEDICA COMPRIMES POUR LA GORGE MENTHOL 36 COMPRIMES A SUCER	989878	Lidocaine	1	mg			36		
14008	116854	MEDICA COMPRIMES POUR LA GORGE MENTHOL 36 COMPRIMES A SUCER	1790812	Chlorhexidine	5	mg			36		
11734	56524	MEDICA SPRAY POUR LA GORGE MENTHOL C 1 SPRAY BUCCAL	989878	Lidocaine	5	mg	5	ml			
11734	56524	MEDICA SPRAY POUR LA GORGE MENTHOL C 1 SPRAY BUCCAL	1790812	Chlorhexidine	20	mg	5	ml			
5779	73538	MELIANE C 126 COMPRIMES ENROB EMBAL CALENDR	1549786	Ethinyl Estradiol	0.02	mg			126		
5779	73538	MELIANE C 126 COMPRIMES ENROB EMBAL CALENDR	19097684	Gestodene	0.075	mg			126		
27714	37457	MERCILON C 63 COMPRIMES EMBALL CALENDRIER	1549786	Ethinyl Estradiol	0.02	mg			63		
27714	37457	MERCILON C 63 COMPRIMES EMBALL CALENDRIER	1588000	Desogestrel	0.15	mg			63		
29089	97644	METFORMINE MYLAN C 500 MG 60 COMPRIMES PELLICULES	1503297	Metformin	500	mg			60		
31495	97645	METFORMINE MYLAN C 850 MG 100 COMPRIMES PELLICULES	1503297	Metformin	850	mg			100		
12900	116151	MICARDIS PLUS C 80MG 12 5MG 98 COMPRIMES	974166	Hydrochlorothiazide	12.5	mg			98		
12900	116151	MICARDIS PLUS C 80MG 12 5MG 98 COMPRIMES	1317640	telmisartan	80	mg			98		
29312	2008	MICROGYNON 30 C 63 COMPRIMES ENROB EMBAL CALENDR	1549786	Ethinyl Estradiol	0.03	mg					
29312	2008	MICROGYNON 30 C 63 COMPRIMES ENROB EMBAL CALENDR	1589505	Levonorgestrel	0.15	mg					
4754	4559	MICROGYNON 50 C 63 COMPRIMES ENROB EMBAL CALENDR	1549786	Ethinyl Estradiol	0.03	mg			63		
4754	4559	MICROGYNON 50 C 63 COMPRIMES ENROB EMBAL CALENDR	1589505	Levonorgestrel	0.15	mg			63		
4688	48710	MINITRAN C 5MG 30 DISPOSITIFS TRANSDERMIQUES	1361711	Nitroglycerin	5	mg			30		
11705	39160	MINULET C 63 COMPRIMES ENROB EMBAL CALENDR	1549786	Ethinyl Estradiol	0.03	mg			63		
11705	39160	MINULET C 63 COMPRIMES ENROB EMBAL CALENDR	19097684	Gestodene	0.075	mg			63		
15794	52951	MIXTARD 30 PENFILL C 100IU ML 5 CARTOUCHES	1596977	Regular Insulin, Human	900	IU	3	ml	5		
15794	52951	MIXTARD 30 PENFILL C 100IU ML 5 CARTOUCHES	46221581	insulin, isophane	2100	IU	3	ml	5		
10424	45318	MODURETIC C 112 COMPRIMES	974166	Hydrochlorothiazide	50	mg			112		
10424	45318	MODURETIC C 112 COMPRIMES	991382	Amiloride	5	mg			112		
27431	72445	MOVICOL C 20 SACHETS	939506	Sodium Bicarbonate	0.1785	mg	13.8	mg			
27431	72445	MOVICOL C 20 SACHETS	967823	Sodium Chloride	0.3507	mg	13.8	mg			
27431	72445	MOVICOL C 20 SACHETS	986417	POLYETHYLENE GLYCOL 3350	13.125	mg	13.8	mg			
27431	72445	MOVICOL C 20 SACHETS	19049105	Potassium Chloride	0.0466	mg	13.8	mg			
25675	77945	NEO GOLASEPTINE C 1 SPRAY BUCCAL	916802	Benzethonium	13.05	mg	30	g			
25675	77945	NEO GOLASEPTINE C 1 SPRAY BUCCAL	1790812	Chlorhexidine	261	mg	30	g			
60950	4601	NEOBACITRACINE C PRO INSTILLATIONE 1 GOUTTES NAS OCUL AURICUL	915175	Bacitracin	50000	IU	10	ml			
60950	4601	NEOBACITRACINE C PRO INSTILLATIONE 1 GOUTTES NAS OCUL AURICUL	915981	Neomycin	500	mg	10	ml			
11021	2111	NEUROBION C 6 AMPOULES	1308738	Vitamin B 12	1	mg	3	ml			
11021	2111	NEUROBION C 6 AMPOULES	19005046	pyridoxine	100	mg	3	ml			
11021	2111	NEUROBION C 6 AMPOULES	19137312	Thiamine	100	mg	3	ml			
4765	180107	NIOCITRAN C 500MG 60MG 14 SACHETS	1125315	Acetaminophen	500	mg			14		
4765	180107	NIOCITRAN C 500MG 60MG 14 SACHETS	1154332	Pseudoephedrine	60	mg			14		
136574	2208	NORTUSSINE C 1 SIROP	950435	Acid. citric.	437.5	mg	125	ml			
136574	2208	NORTUSSINE C 1 SIROP	1135766	Phenylephrine	50	mg	125	ml			
136574	2208	NORTUSSINE C 1 SIROP	1159811	Pyrilamine	1250	mg	125	ml			
136574	2208	NORTUSSINE C 1 SIROP	1163944	Guaifenesin	1250	mg	125	ml			
4663	34888	NOSCAFLEX EXPECTORANS C 1 SIROP	1163944	Guaifenesin							
4663	34888	NOSCAFLEX EXPECTORANS C 1 SIROP	19021930	Noscapine							
13805	148520	NOVOMIX 30 PENFILL C 100U ML 5 CARTOUCHES	1531601	Insulin, Aspart Protamine, Human	350	IU	5	ml			
13805	148520	NOVOMIX 30 PENFILL C 100U ML 5 CARTOUCHES	1567198	Insulin, Aspart, Human	150	IU	5	ml			
5844	150370	OLMETEC C 40MG 98 COMPRIMES PELLICULES	40226742	olmesartan	40	mg			90		
5193	69900	OMNIBIONTA INTEGRAL COMP 30	36878782	Multivitamin preparation							
4967	85626	OMNIBIONTA INTEGRAL COMP 60	36878782	Multivitamin preparation							
6075	182975	OROFAR LIDOCAINE PERLES C 1MG 36 PERLES	989878	Lidocaine	1	mg			36		
6075	182975	OROFAR LIDOCAINE PERLES C 1MG 36 PERLES	19056737	BENZOXONIUM	1	mg			36		
38424	45054	PANOTILE C 1 GOUTTES AURICULAIRES	915981	Neomycin	60	mg	8	ml			
38424	45054	PANOTILE C 1 GOUTTES AURICULAIRES	948582	Polymyxin B	80000	IU	8	ml			
38424	45054	PANOTILE C 1 GOUTTES AURICULAIRES	989878	Lidocaine	320	mg	8	ml			
38424	45054	PANOTILE C 1 GOUTTES AURICULAIRES	1555120	Fludrocortisone	8	mg	8	ml			
32236	6874990	PARACETAMOL TEVA C 1G 120 COMPRIMES	1125315	Acetaminophen	1	g			120		
15410	2554492	PARACETAMOL TEVA C 1G 90 COMPRIMES	1125315	Acetaminophen	1	g			90		
76051	4714	PARACODINE C 10MG 20 COMPRIMES ENROBES	1189596	dihydrocodeine	10	mg			20		
23430	4695	PARACODINE C 12MG 5ML 1 SIROP	1189596	dihydrocodeine	2.4	mg					
23430	4695	PARACODINE C 12MG 5ML 1 SIROP	40798856	Grindelia Robusta	18.14	mg					
23430	4695	PARACODINE C 12MG 5ML 1 SIROP	43560012	Althaea officinalis flower extract	12.1	mg					
15459	42669	PERENTEROL C 50 GELULES	991855	Saccharomyces boulardii	50	mg					
14100	4775	PHOLCO MEREPRINE C 1 SIROP	711452	Benzoate	2000	mg	200	ml			
14100	4775	PHOLCO MEREPRINE C 1 SIROP	738818	Doxylamine	200	mg	200	ml			
14100	4775	PHOLCO MEREPRINE C 1 SIROP	19024213	pholcodine	200	mg	200	ml			
14100	4775	PHOLCO MEREPRINE C 1 SIROP	36878789	Sulfogaiacol	1900	mg	200	ml			
10477	2516	POLYDEXA C 1 GOUTTES AURICULAIRES	915981	Neomycin	6500	IU	1	ml			
10477	2516	POLYDEXA C 1 GOUTTES AURICULAIRES	948582	Polymyxin B	10000	IU	1	ml			
10477	2516	POLYDEXA C 1 GOUTTES AURICULAIRES	1518254	Dexamethasone	1	mg	1	ml			
11806	2955869	PRETERAX C 2 5MG 0 625MG 90 COMPRIMES PELLICULES	978555	Indapamide	0.625	mg			90		
11806	2955869	PRETERAX C 2 5MG 0 625MG 90 COMPRIMES PELLICULES	1373225	Perindopril	2.5	mg			90		
14788	115867	PRETERAX C 2MG 0 625MG 30 COMPRIMES	978555	Indapamide	0.625	mg			30		
14788	115867	PRETERAX C 2MG 0 625MG 30 COMPRIMES	1373225	Perindopril	2	mg			30		
4775	2102285	PREVENAR 13 C 1 SUSPENSION INJECTABLE	36879032	Pneumococcal Purified Capsular Polysaccharides							
4540	76971	PROLOPA 125 C 100 MG 25 MG 100 COMPRIMES DISPERSIBLES	789578	Levodopa	100	mg			100		
4540	76971	PROLOPA 125 C 100 MG 25 MG 100 COMPRIMES DISPERSIBLES	19016463	Benserazide	25	mg			100		
4661	191314	PROTECTIS JUNIOR COMP A MACHER 14	906902	Lactobacillus reuteri							
5577	107282	RANITIDINE MYLAN C 300 MG 100 COMPRIMES PELLICULES	961047	Ranitidine	300	mg			100		
25357	88810	RHINATHIOL ANTIRHINITIS C 10MG 4MG 10ML 1 SIROP	1135766	Phenylephrine	10	mg	10	ml			
25357	88810	RHINATHIOL ANTIRHINITIS C 10MG 4MG 10ML 1 SIROP	1192710	Chlorpheniramine	4	mg	10	ml			
10687	111531	RHINATHIOL ANTIRHINITIS C 10MG 4MG 40 COMPRIMES	1135766	Phenylephrine	10	mg			40		
10687	111531	RHINATHIOL ANTIRHINITIS C 10MG 4MG 40 COMPRIMES	1192710	Chlorpheniramine	4	mg			40		
26424	3941	RHINOFEBRYL C 20 GELULES	1125315	Acetaminophen	240	mg			20		
26424	3941	RHINOFEBRYL C 20 GELULES	1192710	Chlorpheniramine	3.2	mg			20		
4556	1272811	RHINOSINUTAB C 5MG 120MG 14 COMPRIMES LIBERATION MODIFIEE	1149196	Cetirizine	5	mg			14		
4556	1272811	RHINOSINUTAB C 5MG 120MG 14 COMPRIMES LIBERATION MODIFIEE	1154332	Pseudoephedrine	120	mg			14		
5367	102782	SERETIDE C 25MCG 125MCG 1 AEROSOL DOSEUR	1137529	salmeterol	25	mcg			1		
5367	102782	SERETIDE C 25MCG 125MCG 1 AEROSOL DOSEUR	1149380	fluticasone	125	mcg			1		
22747	102783	SERETIDE C 25MCG 250MCG 1 AEROSOL DOSEUR	1137529	salmeterol	3000	mcg	120	actuat			
22747	102783	SERETIDE C 25MCG 250MCG 1 AEROSOL DOSEUR	1149380	fluticasone	30000	mcg	120	actuat			
4923	102781	SERETIDE C 25MCG 50MCG 1 AEROSOL DOSEUR	1137529	salmeterol	25	mcg			1		
4923	102781	SERETIDE C 25MCG 50MCG 1 AEROSOL DOSEUR	1149380	fluticasone	50	mcg			1		
52446	90303	SERETIDE DISKUS C 50MCG 250MCG 1 DISKUS	1137529	salmeterol	50	mcg					
52446	90303	SERETIDE DISKUS C 50MCG 250MCG 1 DISKUS	1149380	fluticasone	250	mcg					
86936	90304	SERETIDE DISKUS C 50MCG 500MCG 1 DISKUS	1137529	salmeterol	50	mcg					
86936	90304	SERETIDE DISKUS C 50MCG 500MCG 1 DISKUS	1149380	fluticasone	500	mcg					
22291	19336	SEROXAT C 20MG 28 COMPRIMES PELLICULES	722031	Paroxetine	20	mg			28		
4513	188091	SEVIKAR C 40MG 5MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg			98		
4513	188091	SEVIKAR C 40MG 5MG 98 COMPRIMES PELLICULES	40226742	olmesartan	40	mg			98		
23241	115665	SINUTAB C 500MG 30MG 15 COMPRIMES	1125315	Acetaminophen	500	mg			15		
23241	115665	SINUTAB C 500MG 30MG 15 COMPRIMES	1154332	Pseudoephedrine	30	mg			15		
23241	115665	SINUTAB C 500MG 30MG 15 COMPRIMES	1192710	Chlorpheniramine	2	mg			15		
49007	115696	SINUTAB FORTE C 500MG 60MG 20 COMPRIMES	1125315	Acetaminophen	500	mg			20		
49007	115696	SINUTAB FORTE C 500MG 60MG 20 COMPRIMES	1154332	Pseudoephedrine	60	mg			20		
90830	114323	SPIRIVA C 18 MCG HANDIHALER 30 CAPSULES POUR INHALATION	1106776	tiotropium	18	mcg					
5201	101976	STEOVIT D3 CITRON C 500MG 400 U I 60 COMPRIMES A MACHER	19035704	Calcium Carbonate	500	mg			60		
5201	101976	STEOVIT D3 CITRON C 500MG 400 U I 60 COMPRIMES A MACHER	19095164	Cholecalciferol	400	IU			60		
5604	4375120	STEOVIT FORTE CITRON C 1000MG 800I U 90 COMPRIMES A MACHER	19035704	Calcium Carbonate	1000	mg			90		
5604	4375120	STEOVIT FORTE CITRON C 1000MG 800I U 90 COMPRIMES A MACHER	19095164	Cholecalciferol	800	IU			90		
5430	160475	STREPSILS LIDOCAINE C 36 COMPRIMES A SUCER	989878	Lidocaine	10	mg			36		
5430	160475	STREPSILS LIDOCAINE C 36 COMPRIMES A SUCER	19054875	dichlorobenzyl alcohol	1.2	mg			36		
5430	160475	STREPSILS LIDOCAINE C 36 COMPRIMES A SUCER	19055907	amylmetacresol	0.6	mg			36		
28957	146193	SYMBICORT FORTE TURBOHALER C 320MCG 9MCG 60 POUDRE POUR INHALATION	939259	Budesonide	540	mcg	60	actuat			
28957	146193	SYMBICORT FORTE TURBOHALER C 320MCG 9MCG 60 POUDRE POUR INHALATION	1196677	formoterol	19200	mcg	60	actuat			
124844	104419	SYMBICORT TURBOHALER C 160MCG 4 5MCG 120 POUDRE POUR INHALATION	939259	Budesonide	19200	mcg	120	actuat			
124844	104419	SYMBICORT TURBOHALER C 160MCG 4 5MCG 120 POUDRE POUR INHALATION	1196677	formoterol	540	mcg	120	actuat			
10974	157985	TAZKO C 5MG 98 COMPRIMES LIBERATION MODIFIEE	1334456	Ramipril	5	mg			98		
10974	157985	TAZKO C 5MG 98 COMPRIMES LIBERATION MODIFIEE	1353776	Felodipine	5	mg			98		
15346	63145	TENORETIC 100 25 C 100 MG 25 MG 56 COMPRIMES PELLICULES	1314002	Atenolol	100	mg			56		
15346	63145	TENORETIC 100 25 C 100 MG 25 MG 56 COMPRIMES PELLICULES	1395058	Chlorthalidone	25	mg			56		
14754	5104	TERRA CORTRIL POLYMYXINE B C 1 GOUTTES OCULAIRES AURICULAIRES	925952	Oxytetracycline	5	mg					
14754	5104	TERRA CORTRIL POLYMYXINE B C 1 GOUTTES OCULAIRES AURICULAIRES	948582	Polymyxin B	10000	IU					
14754	5104	TERRA CORTRIL POLYMYXINE B C 1 GOUTTES OCULAIRES AURICULAIRES	975125	Hydrocortisone	10	mg					
28260	5103	TERRA CORTRIL POLYMYXINE B C 1 POMMADE OCULAIRE AURICULAIRE	925952	Oxytetracycline	10	mg					
28260	5103	TERRA CORTRIL POLYMYXINE B C 1 POMMADE OCULAIRE AURICULAIRE	948582	Polymyxin B	10000	IU					
28260	5103	TERRA CORTRIL POLYMYXINE B C 1 POMMADE OCULAIRE AURICULAIRE	975125	Hydrocortisone	5	mg					
13078	5108	TERRAMYCINE POLYMYXINE B C 1 POMMADE OCULAIRE	925952	Oxytetracycline	5	mg					
13078	5108	TERRAMYCINE POLYMYXINE B C 1 POMMADE OCULAIRE	948582	Polymyxin B	10000	IU					
15585	19577	TOBRADEX C 3 MG ML 1 MG ML 1 GOUTTES OCULAIRES	902722	Tobramycin	3	mg	1	ml			
15585	19577	TOBRADEX C 3 MG ML 1 MG ML 1 GOUTTES OCULAIRES	1518254	Dexamethasone	1	mg	1	ml			
47601	3151	TOPLEXIL C 1 SIROP	36879152	Oxomemazine	49.5	mg	150	ml			
11656	8099985	TOTALIP C 10 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg			100		
25980	8080033	TOTALIP C 20 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg			100		
14334	8099986	TOTALIP C 40 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg			100		
5151	170644	TRANSTEC C 35 MCG H 10 DISPOSITIFS TRANSDERMIQUES	1133201	Buprenorphine	35	mcg			10		
13692	43340	TRAVOCORT C 1MG 10MG 1 CREME	19003491	isoconazole							
13692	43340	TRAVOCORT C 1MG 10MG 1 CREME	19026096	Diflucortolone							
13183	3284	TRIANAL C 1 POMMADE A USAGE ANAL	903963	Triamcinolone	0.25	mg	1	g			
13183	3284	TRIANAL C 1 POMMADE A USAGE ANAL	989878	Lidocaine	50	mg	1	g			
10460	173774	TRIBVIT C 100 COMPRIMES	19005046	pyridoxine	3	mg			100		
10460	173774	TRIBVIT C 100 COMPRIMES	19111620	Folic Acid	0.8	mg			100		
10460	173774	TRIBVIT C 100 COMPRIMES	19135931	Cyanocobalamin Co57	0.5	mg			100		
13275	120142	TRIBVIT C 60 COMPRIMES	19005046	pyridoxine	3	mg			60		
13275	120142	TRIBVIT C 60 COMPRIMES	19111620	Folic Acid	0.8	mg			60		
13275	120142	TRIBVIT C 60 COMPRIMES	19135931	Cyanocobalamin Co57	0.5	mg			60		
5187	187163	TRITAZIDE C 5 MG 25 MG 56 COMPRIMES	974166	Hydrochlorothiazide	25	mg			56		
5187	187163	TRITAZIDE C 5 MG 25 MG 56 COMPRIMES	1334456	Ramipril	5	mg			56		
31651	71892	TWINRIX ADULT C 1 SUSPENSION INJECTABLE	528323	Hepatitis B Surface Antigen Vaccine							
31651	71892	TWINRIX ADULT C 1 SUSPENSION INJECTABLE	529660	Hepatitis A Vaccine (Inactivated) Strain HM175							
31651	71892	TWINRIX ADULT C 1 SUSPENSION INJECTABLE	596876	Hepatitis A Vaccine, Inactivated							
47164	93726	VALTRAN C 1 GOUTTES	1114220	Naloxone	55	mg	10	ml			
47164	93726	VALTRAN C 1 GOUTTES	19002431	Tilidine	692	mg	10	ml			
38194	3478	VENTOLIN C 5 MG ML 1 SOLUTION POUR INHALATION	1154343	Albuterol	5	mg	1	ml			
14089	42142	VIBROCIL C 0 25 MG ML 2 5 MG ML 1 SPRAY MICRODOSEUR NASAL	1135766	Phenylephrine	2.5	mg	1	ml			
14089	42142	VIBROCIL C 0 25 MG ML 2 5 MG ML 1 SPRAY MICRODOSEUR NASAL	19028947	Dimethindene	0.25	mg	1	ml			
5681	49354	VOLTAREN EMULGEL C 1 1 GEL	1124300	Diclofenac							
5261	3639	VOLTAREN EMULGEL C 1 1 GEL	1124300	Diclofenac							
4963	10785873	VOLTAREN EMULGEL FORTE C 2 1 GEL	1124300	Diclofenac							
5050	415780	YASMIN C 273 COMPRIMES ENROB EMBAL CALENDR	1512674	drospirenone	3	mg					
5050	415780	YASMIN C 273 COMPRIMES ENROB EMBAL CALENDR	1549786	Ethinyl Estradiol	0.03	mg					
5338	186748	YAZ C 0 02MG 3MG 84 COMPRIMES EMBALL CALENDRIER	1512674	drospirenone	3	mg			84		
5338	186748	YAZ C 0 02MG 3MG 84 COMPRIMES EMBALL CALENDRIER	1549786	Ethinyl Estradiol	0.2	mg			84		
15453	122567	ZALDIAR C 37 5MG 325MG 20 COMPRIMES PELLICULES	1103314	Tramadol	37.5	mg			20		
15453	122567	ZALDIAR C 37 5MG 325MG 20 COMPRIMES PELLICULES	1125315	Acetaminophen	325	mg			20		
47385	122568	ZALDIAR C 37 5MG 325MG 40 COMPRIMES PELLICULES	1103314	Tramadol	37.5	mg			40		
47385	122568	ZALDIAR C 37 5MG 325MG 40 COMPRIMES PELLICULES	1125315	Acetaminophen	325	mg			40		
46301	4394105	ZALDIAR C 37 5MG 325MG 60 COMPRIMES PELLICULES	1103314	Tramadol	37.5	mg			60		
46301	4394105	ZALDIAR C 37 5MG 325MG 60 COMPRIMES PELLICULES	1125315	Acetaminophen	325	mg			60		
5135	41156	ZESTORETIC C 20MG 12 5MG 28 COMPRIMES EMBALL CALENDRIER	974166	Hydrochlorothiazide	12.5	mg			28		
5135	41156	ZESTORETIC C 20MG 12 5MG 28 COMPRIMES EMBALL CALENDRIER	1308216	Lisinopril	20	mg			28		
39502	85706	ZESTORETIC C 20MG 12 5MG 56 COMPRIMES EMBALL CALENDRIER	974166	Hydrochlorothiazide	12.5	mg			56		
39502	85706	ZESTORETIC C 20MG 12 5MG 56 COMPRIMES EMBALL CALENDRIER	1308216	Lisinopril	20	mg			56		
2	8254039	EURARTESIM C 320MG 40MG 12 COMPRIMES PELLICULES	40798773	Dihydroartemisinin	40	mg					
2	8254039	EURARTESIM C 320MG 40MG 12 COMPRIMES PELLICULES	35406453	Piperaquine tetraphosphate	320	mg					
3	1259	EUSAPRIM C 80MG 400MG 5ML 10 SOLUTION A DILUER PR PERFUSION	1836430	Sulfamethoxazole	400	mg					
3	1259	EUSAPRIM C 80MG 400MG 5ML 10 SOLUTION A DILUER PR PERFUSION	1705674	Trimethoprim	80	mg					
66	1062218	EXFORGE HCT C 10MG 160MG 12.5MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg			28		
66	1062218	EXFORGE HCT C 10MG 160MG 12.5MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			28		
66	1062218	EXFORGE HCT C 10MG 160MG 12.5MG 28 COMPRIMES PELLICULES	1308842	valsartan	160	mg			28		
1365	1062222	EXFORGE HCT C 10MG 160MG 12.5MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg			98		
1365	1062222	EXFORGE HCT C 10MG 160MG 12.5MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			98		
1365	1062222	EXFORGE HCT C 10MG 160MG 12.5MG 98 COMPRIMES PELLICULES	1308842	valsartan	160	mg			98		
70	1062221	EXFORGE HCT C 10MG 160MG 25MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg			28		
70	1062221	EXFORGE HCT C 10MG 160MG 25MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg			28		
70	1062221	EXFORGE HCT C 10MG 160MG 25MG 28 COMPRIMES PELLICULES	1308842	valsartan	160	mg			28		
1572	1062220	EXFORGE HCT C 10MG 160MG 25MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg			98		
1572	1062220	EXFORGE HCT C 10MG 160MG 25MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg			98		
1572	1062220	EXFORGE HCT C 10MG 160MG 25MG 98 COMPRIMES PELLICULES	1308842	valsartan	160	mg			98		
79	1062224	EXFORGE HCT C 10MG 320MG 25MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg			28		
79	1062224	EXFORGE HCT C 10MG 320MG 25MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg			28		
79	1062224	EXFORGE HCT C 10MG 320MG 25MG 28 COMPRIMES PELLICULES	1308842	valsartan	320	mg			28		
861	1062223	EXFORGE HCT C 10MG 320MG 25MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg			98		
861	1062223	EXFORGE HCT C 10MG 320MG 25MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg			98		
861	1062223	EXFORGE HCT C 10MG 320MG 25MG 98 COMPRIMES PELLICULES	1308842	valsartan	320	mg			98		
117	1062217	EXFORGE HCT C 5MG 160MG 12.5MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg			28		
117	1062217	EXFORGE HCT C 5MG 160MG 12.5MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			28		
117	1062217	EXFORGE HCT C 5MG 160MG 12.5MG 28 COMPRIMES PELLICULES	1308842	valsartan	160	mg			28		
2081	1062216	EXFORGE HCT C 5MG 160MG 12.5MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg			98		
2081	1062216	EXFORGE HCT C 5MG 160MG 12.5MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			98		
2081	1062216	EXFORGE HCT C 5MG 160MG 12.5MG 98 COMPRIMES PELLICULES	1308842	valsartan	160	mg			98		
85	1062219	EXFORGE HCT C 5MG 160MG 25MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg			28		
85	1062219	EXFORGE HCT C 5MG 160MG 25MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			28		
85	1062219	EXFORGE HCT C 5MG 160MG 25MG 28 COMPRIMES PELLICULES	1308842	valsartan	160	mg			28		
1282	1062236	EXFORGE HCT C 5MG 160MG 25MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg			98		
