concept_name	concept_class_id	concept_id	precedence	conversion_factor
"inj./inf./drinkb. oploss. i.m./i.v./or. [amp.]"	"Dose Form"	"19082103"	"2"	
"inj. oploss. i.m. [voorgev. spuit]"	"Dose Form"	"19082103"	"1"	
"subling. tabl."	"Dose Form"	"19082573"	"2"	
"tabl. verl. afgifte (deelb.) Retard 300"	"Dose Form"	"19082077"	"1"	
"inj. oploss. i.m./i.v./s.c. [voorgev. spuit]"	"Dose Form"	"46234469"	"3"	
"tabl. geregul. afgifte Uno"	"Dose Form"	"19082255"	"1"	
"bruispdr. (zakjes)"	"Dose Form"	"45775491"	"1"	
"gel (pdr. + solv. + gel)"	"Dose Form"	"19095973"	"1"	
"dosisaerosol oploss. HFA"	"Dose Form"	"19095898"	"1"	
"inj. susp. i.m. [voorgev. spuit]"	"Dose Form"	"19126920"	"2"	
"ocul. druppels verl. afgifte Ocumeter Plus"	"Dose Form"	"19129634"	"1"	
"harde caps. verl. afgifte Slow Release"	"Dose Form"	"19082077"	"1"	
"transderm. lok. gel Forte"	"Dose Form"	"46234410"	"1"	
"inj./instill. oploss. i.v./i.artic./i.arter./i.card./i.uter. [flac.]"	"Dose Form"	"19082103"	"1"	
"inf. susp. (conc.) i.v. [flac.]"	"Dose Form"	"19095915"	"1"	
"omh. tabl. Bedtime"	"Dose Form"	"19082255"	"1"	
"inf. oploss. (pdr.) i.v. [flac.]"	"Dose Form"	"19082103"	"1"	
"cut. oploss."	"Dose Form"	"19082228"	"1"	
"siroop susp. Munt"	"Dose Form"	"19082191"	"1"	
"inj. oploss. i.m./i.v. [voorgev. spuit]"	"Dose Form"	"46234469"	"3"	
"inj. oploss. i.thec. [amp.]"	"Dose Form"	"46234469"	"2"	
"inj. emuls. i.v. [amp.]"	"Dose Form"	"19082104"	"1"	
"tabl. (deelb.)"	"Dose Form"	"19001949"	"3"	
"harde caps. Forte"	"Dose Form"	"19082077"	"3"	
"verband Cavity"	"Dose Form"	"46234410"	"1"	
"inj. oploss. i.m./s.c. [voorgev. spuit]"	"Dose Form"	"19126920"	"2"	
"harde caps. geregul. afgifte Retard"	"Dose Form"	"19082255"	"1"	
"inj. susp. verl. afgifte (pdr. + solv.) i.m./s.c. Depot [2x voorgev. spuit]"	"Dose Form"	"19126920"	"2"	
"inj. oploss. (pdr. + solv.) i.m./s.c. [2x flac.]"	"Dose Form"	"19082103"	"1"	
"inj. oploss./inf. oploss. (conc.) i.thec./epidur./p.neur. [amp., locoregionale infiltr.]"	"Dose Form"	"19082104"	"1"	
"subling. glob."	"Dose Form"	"19082285"	"1"	
"inj./inf. oploss. (pdr.) i.v. [flac.]"	"Dose Form"	"46234469"	"2"	
"or. vloeist."	"Dose Form"	"19082170"	"1"	
"inj. oploss. i.thec. [amp.]"	"Dose Form"	"19082104"	"1"	
"inj. oploss. i.derm. [flac.]"	"Dose Form"	"19082103"	"1"	
"verband Thin [Ovaal]"	"Dose Form"	"19082228"	"2"	
"inf. oploss. (conc.) i.v. [voorgev. spuit]"	"Dose Form"	"19082103"	"1"	
"transderm. lok. crème"	"Dose Form"	"19082224"	"1"	
"inj./inf. oploss. (conc.) i.v. Cytosafe [flac.]"	"Dose Form"	"19082103"	"1"	
"verband Signal Sacraal"	"Dose Form"	"46234410"	"1"	
"inhalatiepdr. Nexthaler"	"Dose Form"	"19082259"	"1"	
"tabl. (deelb.)"	"Dose Form"	"19082079"	"2"	
"transderm. pleister Clear"	"Dose Form"	"19082229"	"1"	
"zachte caps. Fastcaps"	"Dose Form"	"19082168"	"1"	
"inj./inf. oploss. (pdr.) i.m./i.v./i.perit. [flac.]"	"Dose Form"	"19082103"	"1"	
"inj./instill. oploss. (pdr.) i.vesic. [flac.]"	"Dose Form"	"19082103"	"1"	
"siroop susp. (zakjes)"	"Dose Form"	"19082223"	"2"	
"0,5% - 1/200 000 inj. oploss. epidur./p.neur. [flac., locoregionale infiltr.]"	"Dose Form"	"19082103"	"1"	
"omh. tabl. Fasttabs"	"Dose Form"	"19082168"	"1"	
"inj. susp. verl. afgifte (pdr. + solv.) i.m. [2x flac.]"	"Dose Form"	"19082104"	"1"	
"inj. susp. s.c. [patr.]"	"Dose Form"	"19082104"	"1"	
"transderm. pleister Wekelijks"	"Dose Form"	"19082229"	"1"	
"inj./inf./instill. oploss. i.v./i.artic./i.laes./cut./i.oss./i.perit./i.pleur. [amp.]"	"Dose Form"	"46234469"	"2"	
"omh. tabl. Forte"	"Dose Form"	"19082255"	"1"	
"inj. oploss. s.c. SureClick [voorgev. pen]"	"Dose Form"	"19082103"	"1"	
"verband Klevend"	"Dose Form"	"46234410"	"1"	
"or. poeder (zakjes)"	"Dose Form"	"19095976"	"1"	
"tabl. verl. afgifte Repetabs"	"Dose Form"	"19082077"	"1"	
"inj. susp. verl. afgifte (pdr. + solv.) i.m. SR [flac. + amp.]"	"Dose Form"	"19082103"	"1"	
"inj. oploss. (pdr.) i.v. [flac.]"	"Dose Form"	"19082103"	"1"	
"inj./inf. oploss. i.m./i.v. [flac.]"	"Dose Form"	"19082103"	"1"	
"verband Thin [Ovaal]"	"Dose Form"	"46234410"	"1"	
"inj. oploss. (pdr. + solv.) i.v. [2x amp.]"	"Dose Form"	"46234469"	"2"	
"subling. glob."	"Dose Form"	"19082573"	"2"	
"oploss. voor inhalatiedamp [druppelfl.]"	"Dose Form"	"19095898"	"1"	
"oploss. (unidose) Forte"	"Dose Form"	"19082170"	"3"	
"inj. oploss. s.c. SimpleXx [patr.] voor NordiPen 10"	"Dose Form"	"46234469"	"2"	
"inj. oploss. s.c. Penfill [patr.]"	"Dose Form"	"46234469"	"2"	
"harde maagsapresist. caps. EC"	"Dose Form"	"19082255"	"1"	
"inj./inf. oploss. i.m./i.v./i.artic./i.burs./s.conj. [amp.]"	"Dose Form"	"19082103"	"1"	
"gel Hydro"	"Dose Form"	"19095973"	"1"	
"rect. oploss. Kind"	"Dose Form"	"19082283"	"1"	
"orofar. spray oploss."	"Dose Form"	"19082170"	"2"	
"inhalatiedamp Inhaler [patr.]"	"Dose Form"	"19082162"	"1"	
"inj. oploss. (pdr.) i.v. [amp.]"	"Dose Form"	"46234469"	"2"	
"verband Gentle"	"Dose Form"	"46234410"	"1"	
"tabl. (deelb.) Besilate"	"Dose Form"	"19001949"	"3"	
"inf. oploss. (conc. + solv.) i.v. [2x flac.]"	"Dose Form"	"19082103"	"1"	
"inj. oploss. (pdr. + solv.) i.m./i.v. [flac. + amp.]"	"Dose Form"	"46234469"	"2"	
"dent. gel"	"Dose Form"	"19095916"	"1"	
"zetpil"	"Dose Form"	"19082200"	"1"	
"inj. oploss. s.c. Solostar [voorgev. pen]"	"Dose Form"	"46234469"	"3"	
"inj. susp. i.m./s.c. Junior [voorgev. spuit]"	"Dose Form"	"19082104"	"1"	
"inj./inf. oploss. i.m./i.v. [amp.]"	"Dose Form"	"19082103"	"1"	
"0,5% - 1/200 000 inj. oploss. epidur./p.neur. [flac., locoregionale infiltr.]"	"Dose Form"	"46234469"	"2"	
"transderm. gel"	"Dose Form"	"19095973"	"1"	
"inj. susp. verl. afgifte (pdr. + solv.) i.m./s.c. Depot [2x voorgev. spuit]"	"Dose Form"	"46234469"	"3"	
"cut./vag. oploss."	"Dose Form"	"19082228"	"1"	
"inf. emuls. i.v. [voorgev. spuit]"	"Dose Form"	"19082104"	"1"	
"verband [Rond]"	"Dose Form"	"46234410"	"1"	
"siroop susp. (zonder suiker) Rood Kinderen"	"Dose Form"	"19082191"	"1"	
"tabl. verl. afgifte"	"Dose Form"	"19082077"	"1"	
"inj./inf./drinkb. oploss. i.m./i.v./or. [amp.]"	"Dose Form"	"19082170"	"1"	
"inhalatiepdr. (voorverdeeld) [Ellipta]"	"Dose Form"	"19082259"	"1"	
"inj. oploss. (pdr. + solv.) i.v. [2x flac.]"	"Dose Form"	"46234469"	"2"	
"orodisp. tabl. Instant"	"Dose Form"	"19082076"	"1"	
"inj./drinkb. oploss. i.v./or. [amp.]"	"Dose Form"	"46234469"	"3"	
"verband Contour"	"Dose Form"	"19082228"	"2"	
"harde caps."	"Dose Form"	"19082168"	"1"	
"inj. susp. (pdr.) i.m. [flac.] + inj. susp. i.m. [voorgev. spuit]"	"Dose Form"	"19082103"	"1"	
"i.vesic. susp. (pdr. + solv.) [flac. + zak]"	"Dose Form"	"19082104"	"1"	
"omh. tabl. (deelb.) Divule"	"Dose Form"	"19082255"	"1"	
"susp. (pdr., zakjes)"	"Dose Form"	"46234410"	"3"	
"kauwtabl. D3 Sinaasappel"	"Dose Form"	"19135866"	"1"	
"verband Plus"	"Dose Form"	"46234410"	"1"	
"harde caps. Forte"	"Dose Form"	"19082255"	"2"	
"inj. oploss. s.c. [patr.] voor Rekovelle pen"	"Dose Form"	"46234469"	"2"	
"orofar. zuigtabl. Citroen"	"Dose Form"	"19082253"	"1"	
"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. [amp.]"	"Dose Form"	"19082104"	"1"	
"filmomh. tabl. Mitis"	"Dose Form"	"19082168"	"1"	
"harde maagsapresist. caps."	"Dose Form"	"19082077"	"2"	
"inj./inf. oploss. i.v./s.c./i.thec. Cytosafe [flac.]"	"Dose Form"	"19082103"	"1"	
"transderm. pleister Matrix"	"Dose Form"	"19082229"	"1"	
"verband Lite"	"Dose Form"	"46234410"	"1"	
"cut. oploss. (unidose) (alc.) Getinte"	"Dose Form"	"19082228"	"1"	
"transderm. lok. medic. pleister"	"Dose Form"	"19082229"	"1"	
"inj./inf. oploss. i.m./i.v./s.c./i.thec./epidur. [amp.]"	"Dose Form"	"19082103"	"1"	
"inj./inf. oploss. (pdr.) i.v./s.c. [flac.]"	"Dose Form"	"19082103"	"1"	
"inj./drinkb. oploss. i.m./i.v./or. [amp.]"	"Dose Form"	"46234469"	"3"	
"inj. susp. verl. afgifte s.c. [voorgev. spuit]"	"Dose Form"	"19082104"	"1"	
"siroop susp. (gran.) Kids"	"Dose Form"	"19082191"	"1"	
"orofar. zuigtabl. Honing/Citroen"	"Dose Form"	"19082253"	"1"	
"zuigtabl. (zonder suiker) Mint"	"Dose Form"	"19082253"	"1"	
"inj./inf. oploss. i.m./i.v./i.thec./i.arter./i.ventr. [flac.]"	"Dose Form"	"19082103"	"1"	
"inj./inf. oploss. i.v./s.c. [flac.]"	"Dose Form"	"19082103"	"1"	
"maagsapresist. tabl. Enteric"	"Dose Form"	"19082255"	"2"	
"ovule"	"Dose Form"	"19010962"	"2"	
"inj. oploss. verl. afgifte (pdr. + solv.) s.c. [2x voorgev. spuit]"	"Dose Form"	"19082103"	"1"	
"inj./drinkb. oploss. i.m./i.v./or. Paediatric [amp.]"	"Dose Form"	"46234469"	"3"	
"oploss. (conc.)"	"Dose Form"	"19082103"	"1"	
"inj./inf./drinkb. oploss. (pdr. + solv.) i.m./i.v./or. [flac. + amp.]"	"Dose Form"	"46234469"	"3"	
"inj./inf. oploss. i.thec. [amp.]"	"Dose Form"	"46234469"	"2"	
"inj./inf. oploss. s.c. [amp.]"	"Dose Form"	"19082103"	"1"	
"endotrach./inhal./nas. druppels/verneveloploss. (pdr. + solv.) [druppelfl.]"	"Dose Form"	"19082259"	"1"	
"inj. oploss. s.c. FlexTouch [voorgev. pen]"	"Dose Form"	"19126920"	"2"	
"gran. (zakjes) Forte Instant"	"Dose Form"	"19082651"	"1"	
"inj. oploss. s.c. Sureclick [voorgev. pen]"	"Dose Form"	"46234469"	"3"	
"i.uter. afleveringssysteem"	"Dose Form"	"19082104"	"2"	
"inj./inf./instill. oploss. i.v./i.uter. [flac.]"	"Dose Form"	"46234469"	"2"	
"susp. (pdr. + solv.)"	"Dose Form"	"19082191"	"2"	
"inj./inf. oploss. (pdr.) i.m./i.v./i.perit. [flac.]"	"Dose Form"	"46234469"	"2"	
"susp. (zakjes) Antizuur-Antireflux Unidose"	"Dose Form"	"19082191"	"1"	
"orofar. zuigtabl. Munt"	"Dose Form"	"19082253"	"1"	
"auric./ocul. druppels susp. [zonder bew.]"	"Dose Form"	"46234410"	"1"	
"siroop oploss. Honing"	"Dose Form"	"19082223"	"2"	
"bruistabl. Forte Sinaasappel"	"Dose Form"	"1592486"	"1"	
"inj./inf. oploss. (pdr. + solv.) i.v./s.c. [flac. + voorgev. spuit]"	"Dose Form"	"19082103"	"1"	
"susp. (gran., zakjes)"	"Dose Form"	"19082651"	"1"	
"inj. susp. (pdr. + solv.) s.c. [flac. + voorgev. spuit]"	"Dose Form"	"46234469"	"2"	
"inj./drinkb. oploss. i.v./or. [amp.]"	"Dose Form"	"19082103"	"2"	
"maagsapresist. tabl."	"Dose Form"	"19082255"	"2"	
"zetpil Kind en Zuigel."	"Dose Form"	"19082200"	"1"	
"inj. oploss. i.m. [flac.]"	"Dose Form"	"46234469"	"2"	
"inj. oploss. s.c. [flac.]"	"Dose Form"	"46234469"	"2"	
"subling. lyofilisaat Melt"	"Dose Form"	"19082285"	"1"	
"verband Border"	"Dose Form"	"19082228"	"2"	
"ocul. insert"	"Dose Form"	"19124968"	"1"	
"verband Sacraal"	"Dose Form"	"19082228"	"2"	
"verband Zink"	"Dose Form"	"19082228"	"2"	
"siroop susp. Baby"	"Dose Form"	"19082223"	"2"	
"oploss. (pdr., zakjes) Junior Aroma"	"Dose Form"	"19095976"	"1"	
"inj./instill. oploss. i.v./i.arter./i.card./i.duct. [flac.]"	"Dose Form"	"46234469"	"2"	
"inj. susp. verl. afgifte (pdr. + solv.) i.m./s.c. Depot [2x voorgev. spuit]"	"Dose Form"	"19082104"	"1"	
"0,5% - 1/200 000 inj. oploss. epidur./p.neur. [flac., locoregionale infiltr.]"	"Dose Form"	"19082104"	"3"	
"inj. oploss. (pdr. + solv.) i.v. [2x amp.]"	"Dose Form"	"19082103"	"1"	
"transderm. spray oploss. (doseerpomp)"	"Dose Form"	"19095912"	"1"	
"harde caps. Kind"	"Dose Form"	"19082255"	"2"	
"inj./inf. oploss. (pdr. + solv.) i.v. [2x flac.]"	"Dose Form"	"46234469"	"2"	
"inj. oploss. i.m./s.c. [flac.]"	"Dose Form"	"19082103"	"1"	
"inf. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit]"	"Dose Form"	"19082103"	"1"	
"inj. susp. verl. afgifte (pdr. + solv.) i.m. Maintena [2x flac.]"	"Dose Form"	"46234469"	"2"	
"cut. oploss. Dermicum"	"Dose Form"	"19082228"	"1"	
"verband Life"	"Dose Form"	"19082228"	"2"	
"inj. susp. (pdr.) i.m. [flac.] + inj. susp. i.m. [voorgev. spuit]"	"Dose Form"	"46234469"	"2"	
"orofar. spray oploss. Menthol"	"Dose Form"	"19095911"	"1"	
"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]"	"Dose Form"	"19082103"	"1"	
"inj. susp. i.m./s.c. [voorgev. spuit]"	"Dose Form"	"19126920"	"2"	
"inj. oploss. s.c. [voorgev. spuit]"	"Dose Form"	"19082103"	"1"	
"inj. oploss. s.c. ACTPen [voorgev. pen]"	"Dose Form"	"46234469"	"3"	
"omh. tabl. Forte"	"Dose Form"	"19082168"	"3"	
"2/125 tabl."	"Dose Form"	"19082573"	"1"	
"filmomh. tabl. (deelb.)"	"Dose Form"	"19082573"	"1"	
"inj./inf./instill./verneveloploss. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"Dose Form"	"19095898"	"2"	
"inj./inf./instill. oploss. i.v./i.artic./i.laes./cut./i.oss./i.perit./i.pleur. [amp.]"	"Dose Form"	"19082103"	"1"	
"zetpil Volw."	"Dose Form"	"19093368"	"3"	
"inj. oploss. i.v./s.c. Solostar [voorgev. pen]"	"Dose Form"	"19082103"	"1"	
"verband Hiel"	"Dose Form"	"46234410"	"1"	
"rect. oploss. Volw."	"Dose Form"	"19082283"	"1"	
"inj. susp. verl. afgifte (pdr. + solv.) i.m. [flac. + amp.]"	"Dose Form"	"46234469"	"2"	
"inj. susp. verl. afgifte (pdr. + solv.) i.m. [flac. + amp.]"	"Dose Form"	"19082104"	"3"	
"kauwtabl. Antizuur-Antireflux"	"Dose Form"	"19135866"	"1"	
"inj. oploss. i.v./s.c./i.derm./epidur. [amp.]"	"Dose Form"	"19082103"	"1"	
"disp. maagsapresist. tabl. Mups"	"Dose Form"	"19082077"	"1"	
"inf. emuls. (conc.) i.v. Volw. [amp.]"	"Dose Form"	"19082104"	"1"	
"inj. susp. verl. afgifte i.m. [voorgev. spuit]"	"Dose Form"	"19082104"	"1"	
"disp. maagsapresist. tabl. (deelb.) Mups"	"Dose Form"	"19082255"	"2"	
"verband Extra dun [Ovaal]"	"Dose Form"	"19082228"	"2"	
"zuigtabl."	"Dose Form"	"19082253"	"1"	
"inhalatiepdr. (voorverdeeld) Forte Turbohaler"	"Dose Form"	"19082259"	"1"	
"inhalatiepdr. (voorverdeeld) Turbohaler"	"Dose Form"	"19082259"	"1"	
"tabl. (deelb. in 4) PAK"	"Dose Form"	"19082573"	"1"	
"urethr. gel (unidose)"	"Dose Form"	"19095974"	"1"	
"inj. oploss. (pdr. + solv.) s.c. [flac. + voorgev. spuit]"	"Dose Form"	"46234469"	"2"	
"inj. oploss. i.m. Junior [voorgev. pen]"	"Dose Form"	"46234469"	"3"	
"transderm. pleister Septem"	"Dose Form"	"19082229"	"1"	
"inj./drinkb. oploss. i.m./i.v./s.c./or. [amp.]"	"Dose Form"	"19082103"	"2"	
"inj. oploss. (pdr. + solv.) i.m./s.c. [flac. + amp.]"	"Dose Form"	"46234469"	"2"	
"inj. oploss. i.v./i.arter./i.card. [flac.]"	"Dose Form"	"19082103"	"1"	
"inj. oploss. i.v./i.arter./i.card. [flac.]"	"Dose Form"	"46234469"	"2"	
"verband Sacraal"	"Dose Form"	"46234410"	"1"	
"subling. glob. Junior"	"Dose Form"	"19082285"	"1"	
"verband Gentle Border Lite"	"Dose Form"	"19082228"	"2"	
"verband Concave"	"Dose Form"	"19082228"	"2"	
"1% - 1/200 000 inj. oploss. i.artic./epidur./p.neur. [flac., locoregionale infiltr.]"	"Dose Form"	"46234469"	"2"	
"inhalatiepdr. (patr.)"	"Dose Form"	"19082259"	"1"	
"transderm. pleister TTS"	"Dose Form"	"19082229"	"1"	
"tabl. verl. afgifte (deelb.) 100"	"Dose Form"	"19082077"	"1"	
"orofar. spray oploss."	"Dose Form"	"19095911"	"1"	
"vag. oploss. Unigyn"	"Dose Form"	"19112649"	"1"	
"urethr. crème (unidose)"	"Dose Form"	"19095974"	"1"	
"tabl."	"Dose Form"	"19082079"	"2"	
"inj. oploss. i.thec. [flac.]"	"Dose Form"	"46234469"	"2"	
"gastr./or. oploss."	"Dose Form"	"19082170"	"1"	
"tabl. Mitis"	"Dose Form"	"19082079"	"2"	
"inj./inf. oploss. epidur./p.neur. [amp., locoregionale infiltr.]"	"Dose Form"	"19082104"	"1"	
"maagsapresist. gran. (zakjes)"	"Dose Form"	"19082651"	"1"	
"inj. susp. (pdr.) s.c. [flac.]"	"Dose Form"	"46234469"	"2"	
"inj. oploss. verl. afgifte (pdr. + solv.) s.c. [2x voorgev. spuit]"	"Dose Form"	"46234469"	"3"	
"shampoo"	"Dose Form"	"19008697"	"1"	
"inj. oploss. oromuc./s.mucos. [patr.]"	"Dose Form"	"19082103"	"1"	
"kauwtabl. Forte Citroen"	"Dose Form"	"19135866"	"1"	
"oplosb. tabl."	"Dose Form"	"1592486"	"1"	
"verband Transparent Postoperatief"	"Dose Form"	"19082228"	"2"	
"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. [voorgev. spuit]"	"Dose Form"	"19082104"	"1"	
"inj./inf. oploss. i.m./i.v./s.c. [flac.]"	"Dose Form"	"19082103"	"1"	
"tabl. verl. afgifte (deelb.) L.A."	"Dose Form"	"19082077"	"1"	
"harde maagsapresist. caps. EC"	"Dose Form"	"19082077"	"2"	
"harde caps. geregul. afgifte HCl Retard"	"Dose Form"	"19082255"	"1"	
"bruisgran. (zakjes) Orange"	"Dose Form"	"19082651"	"1"	
"inf. oploss. (pdr. + solv.) i.v. [2x amp.]"	"Dose Form"	"19082103"	"1"	
"subling. lyofilisaat Melt"	"Dose Form"	"19082573"	"2"	
"inj./inf. oploss. i.m./i.v. [amp.]"	"Dose Form"	"46234469"	"2"	
"inj./inf. oploss. i.v./i.arter. [amp.]"	"Dose Form"	"19082103"	"1"	
"i.vesic. oploss. (pdr. + solv.) [2x flac.]"	"Dose Form"	"19082286"	"1"	
"siroop oploss. (zonder suiker) Volw."	"Dose Form"	"19082223"	"2"	
"bruisgran. (zakjes) Forte Orange"	"Dose Form"	"19082651"	"1"	
"siroop oploss. Junior"	"Dose Form"	"19082223"	"2"	
"verband Zelfklevend"	"Dose Form"	"19082228"	"2"	
"dosisaerosol susp. Sprayhaler"	"Dose Form"	"19095898"	"1"	
"verband Adhesive"	"Dose Form"	"19082228"	"2"	
"inj./instill. oploss. i.m./i.v./i.artic./i.burs./rect. [amp.]"	"Dose Form"	"46234469"	"2"	
"siroop oploss. (zonder suiker)"	"Dose Form"	"19082223"	"2"	
"dosisaerosol susp. K-haler [ademgest.]"	"Dose Form"	"19095898"	"1"	
"inj./inf. oploss. i.m./i.v./s.c./i.thec./epidur. [amp.]"	"Dose Form"	"46234469"	"2"	
"inj. susp. i.m. [flac.]"	"Dose Form"	"19082103"	"1"	
"gorgeldrank/mondspoeling"	"Dose Form"	"19126590"	"1"	
"inj. oploss. (pdr.) i.v. [amp.]"	"Dose Form"	"19082103"	"1"	
"inj./instill. oploss. (pdr. + solv.) i.m./i.v./i.vesic./endotrach./i.perit./i.pleur. [flac. + amp.]"	"Dose Form"	"19082103"	"1"	
"s.c. implantaat NXT [implantaatinjector]"	"Dose Form"	"19124968"	"1"	
"laryngofar./oromuc. spray oploss."	"Dose Form"	"19095911"	"1"	
"rect. susp."	"Dose Form"	"19082221"	"1"	
"inj. oploss. s.c. ClickJect [voorgev. pen]"	"Dose Form"	"19126920"	"2"	
"verband Border Lite"	"Dose Form"	"46234410"	"1"	
"oploss. (pdr. + solv.)"	"Dose Form"	"19095976"	"1"	
"inj. oploss. i.thec. Hyperbare [amp., locoregionale infiltr.]"	"Dose Form"	"46234469"	"2"	
"tabl. verl. afgifte Oros"	"Dose Form"	"19082077"	"1"	
"inj. oploss. i.v./i.arter./i.card. [zak]"	"Dose Form"	"19082103"	"1"	
"inj./instill. susp. verl. afgifte i.m./i.artic./i.laes./i.burs./p.artic./rect. [flac.]"	"Dose Form"	"46234469"	"2"	
"omh. tabl. Kinderen"	"Dose Form"	"19082168"	"3"	
"maagsapresist. tabl."	"Dose Form"	"19082077"	"1"	
"inf./instill. oploss. i.v./i.vesic. CytoVial [flac.]"	"Dose Form"	"19082103"	"1"	
"verband Fijn"	"Dose Form"	"19082228"	"2"	
"omh. tabl. (deelb.)"	"Dose Form"	"19082255"	"1"	
"inj. oploss. i.v. [flac.]"	"Dose Form"	"19082103"	"1"	
"oploss. (pdr. + solv.)"	"Dose Form"	"19082286"	"2"	
"inj. oploss. (pdr.) i.m./s.c./i.derm. [flac.]"	"Dose Form"	"46234469"	"2"	
"inj. susp. verl. afgifte (pdr. + solv.) i.m. Maintena [2x flac.]"	"Dose Form"	"19082103"	"1"	
"inj. oploss. (pdr.) i.m./i.v. [flac.]"	"Dose Form"	"19082103"	"1"	
"inj. oploss. s.c. Nordiflex [voorgev. pen]"	"Dose Form"	"19082103"	"1"	
"inf./instill. oploss. i.v./i.cistern. [flac.]"	"Dose Form"	"19082103"	"1"	
"geïmpr. verbandgaas"	"Dose Form"	"19082228"	"1"	
"inj. susp. s.c. Penfill [patr.]"	"Dose Form"	"46234469"	"2"	
"inj. emuls. i.v. [amp.]"	"Dose Form"	"46234469"	"2"	
"cut. susp. Wash"	"Dose Form"	"46234410"	"1"	
"inj. oploss. i.m./i.v./s.c. [voorgev. spuit]"	"Dose Form"	"19082103"	"1"	
"zeep (unidose)"	"Dose Form"	"19082109"	"1"	
"inhalatiepdr. (voorverdeeld) Easyhaler"	"Dose Form"	"19082259"	"1"	
"filmomh. tabl. D3"	"Dose Form"	"19082168"	"1"	
"inj. susp. verl. afgifte (pdr. + solv.) s.c. [voorgev. pen]"	"Dose Form"	"46234469"	"2"	
"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [2x flac.]"	"Dose Form"	"19082103"	"1"	
"inj. oploss. s.c. Daily [voorgev. spuit]"	"Dose Form"	"46234469"	"3"	
"inj./huidpriktest oploss. (pdr. + solv.) s.c./i.derm. [flac.]"	"Dose Form"	"46234469"	"2"	
"inj./inf. oploss. (pdr.) i.m./i.v./i.artic./i.burs. [flac.]"	"Dose Form"	"19082103"	"1"	
"disp. tabl. Solutab"	"Dose Form"	"19082076"	"1"	
"inj. susp. (pdr. + solv.) i.m. [flac. + voorgev. spuit]"	"Dose Form"	"19082103"	"1"	
"auric./ocul. druppels oploss."	"Dose Form"	"19082110"	"1"	
"oploss. (gran., zakjes)"	"Dose Form"	"45775489"	"1"	
"inj./inf. oploss. (conc.) i.v. [amp.]"	"Dose Form"	"46234469"	"2"	
"inj. oploss. s.c. [patr.] voor Humatrope Pen"	"Dose Form"	"46234469"	"2"	
"tabl. Wekelijks"	"Dose Form"	"19082077"	"1"	
"harde caps. verl. afgifte HBS"	"Dose Form"	"19082077"	"1"	
"verband Life Heel"	"Dose Form"	"19082228"	"2"	
"inj. oploss. oromuc./s.mucos. Zonder Vaatvernauwer [patr.]"	"Dose Form"	"19082103"	"1"	
"inj. oploss. i.v./i.arter. [voorgev. spuit, autom. inject.]"	"Dose Form"	"19082103"	"1"	
"inj. oploss. s.mucos. Normal [patr.]"	"Dose Form"	"19082103"	"1"	
"cut. spray oploss. (alc.) Gekleurd"	"Dose Form"	"19082228"	"1"	
"gel"	"Dose Form"	"19095916"	"2"	
"inj./inf. oploss. (pdr.) i.m./i.v./i.artic./i.burs. [flac.]"	"Dose Form"	"46234469"	"2"	
"inj. oploss. s.c. [voorgev. pen]"	"Dose Form"	"46234469"	"3"	
"inj. susp. i.m. [flac.]"	"Dose Form"	"46234469"	"2"	
"maagsapresist. tabl. E.C."	"Dose Form"	"19082077"	"1"	
"inj. susp. i.m. Junior [voorgev. spuit]"	"Dose Form"	"19082104"	"1"	
"siroop susp. (zonder suiker) Kinderen"	"Dose Form"	"19082223"	"2"	
"susp. (conc.) Scanner"	"Dose Form"	"19082191"	"2"	
"oploss. (gran.)"	"Dose Form"	"45775489"	"1"	
"siroop susp. (gran.) Kids"	"Dose Form"	"19082223"	"2"	
"kauwtabl. (deelb.)"	"Dose Form"	"19135866"	"1"	
"verband Transparent"	"Dose Form"	"46234410"	"1"	
"inj. oploss. s.c. [flac.]"	"Dose Form"	"19082103"	"1"	
"filmomh. tabl. (deelb. in 3)"	"Dose Form"	"19082168"	"1"	
"inj. oploss. (pdr.) i.v./s.c. [flac.]"	"Dose Form"	"46234469"	"2"	
"inj. oploss. s.c. Nordiflex [voorgev. pen]"	"Dose Form"	"19126920"	"2"	
"1% - 1/200 000 inj. oploss. i.artic./epidur./p.neur. [flac., locoregionale infiltr.]"	"Dose Form"	"19082104"	"3"	
"bruistabl. (deelb.) Dryfiz"	"Dose Form"	"1592486"	"1"	
"or./rect. oploss. Gastro"	"Dose Form"	"19082170"	"2"	
"gran. (zakjes) Instant Junior"	"Dose Form"	"19082651"	"1"	
"vag. tabl."	"Dose Form"	"19010962"	"1"	
"tabl. verl. afgifte Uno"	"Dose Form"	"19082077"	"1"	
"s.c. implantaat [implantaatinjector]"	"Dose Form"	"19124968"	"1"	
"bucc. oploss. [voorgev. spuit]"	"Dose Form"	"19082170"	"1"	
"inj./inf. oploss. (pdr. + solv.) i.m./i.v. SAB [flac., Act-O-Vial]"	"Dose Form"	"19082103"	"1"	
