concept_code,note
W94,"residence or prolonged visit at high altitude as the cause of anoxia"
W94,"residence or prolonged visit at high altitude as the cause of barodontalgia"
W94,"residence or prolonged visit at high altitude as the cause of barotitis"
W94,"residence or prolonged visit at high altitude as the cause of hypoxia"
W94,"residence or prolonged visit at high altitude as the cause of mountain sickness"
W94,"sudden change in air pressure in aircraft during ascent or descent"
X00,"conflagration"
X01,"forest fire"
X02,"fire in fireplace"
X02,"fire in stove"
X03,"camp-fire"
X04,"ignition of gasoline"
X04,"ignition of kerosene"
X04,"ignition of petrol"
X09,"burning NOS"
X09,"incineration NOS"
,"exposure to excessive natural heat (X30.-)"
,"exposure to fire and flames (X00-X09)"
X11,"hot water in bath"
X11,"hot water in bucket"
X11,"hot water in tub"
X11,"hot water running out of hose"
X11,"hot water running out of tap"
X12,"water heated on stove"
X14,"inhalation of hot air and gases"
X15,"cooker"
X15,"hotplate"
X15,"kettle"
X15,"saucepan (glass)(metal)"
X15,"stove (kitchen)"
X15,"toaster"
X18,"liquid metal"
X20,"cobra"
X20,"fer de lance"
X20,"Gila monster"
X20,"krait"
X20,"rattlesnake"
X20,"sea snake"
X20,"snake (venomous)"
X20,"viper"
X21,"black widow spider"
X21,"tarantula"
X23,"yellow jacket"
X25,"ant"
X25,"caterpillar"
X26,"coral"
X26,"jellyfish"
X26,"nematocysts"
X26,"sea anemone"
X26,"sea cucumber"
X26,"sea urchin"
X28,"injection of poisons or toxins into or through skin by"
X28,"plant thorns, spines or other mechanisms"
X29,"sting (venomous) NOS"
X29,"venomous bite NOS"
X30,"excessive heat as the cause of sunstroke"
X30,"exposure to heat NOS"
X31,"excessive cold as the cause of chilblains NOS"
X31,"excessive cold as the cause of immersion foot or hand"
X31,"exposure to cold NOS"
X31,"exposure to weather conditions"
X36,"mudslide of cataclysmic nature"
X37,"blizzard"
X37,"cloudburst"
X37,"cyclone"
X37,"hurricane"
X37,"tidal wave caused by storm"
X37,"tornado"
X37,"torrential rain"
X37,"transport vehicle washed off road by storm"
X38,"flood arising from remote storm"
X38,"flood of cataclysmic nature arising from melting snow"
X38,"flood resulting directly from storm"
X39,"natural radiation NOS"
X39,"tidal wave NOS"
X40,"4-aminophenol derivatives"
X40,"nonsteroidal anti-inflammatory drugs [NSAID]"
X40,"pyrazolone derivatives"
X40,"salicylates"
X41,"antidepressants"
X41,"barbiturates"
X41,"hydantoin derivatives"
X41,"iminostilbenes"
X41,"methaqualone compounds"
X41,"neuroleptics"
X41,"psychostimulants"
X41,"succinimides and oxazolidinediones"
X41,"tranquillizers"
X42,"cannabis (derivatives)"
X42,"cocaine"
X42,"codeine"
X42,"heroin"
X42,"lysergide [LSD]"
X42,"mescaline"
X42,"methadone"
X42,"morphine"
X42,"opium (alkaloids)"
X43,"parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics"
X43,"parasympathomimetics [cholinergics]"
X43,"sympatholytics [antiadrenergics]"
X43,"sympathomimetics [adrenergics]"
X44,"agents primarily acting on smooth and skeletal muscles and the respiratory system"
X44,"anaesthetics (general)(local)"
X44,"drugs affecting the cardiovascular system"
X44,"drugs affecting the gastrointestinal system"
X44,"hormones and synthetic substitutes"
X44,"systemic and haematological agents"
X44,"systemic antibiotics and other anti-infectives"
X44,"therapeutic gases"
X44,"topical preparations"
X44,"vaccines"
X44,"water-balance agents and drugs affecting mineral and uric acid metabolism"
X45,"alcohol NOS"
X45,"alcohol butyl [1-butanol]"
X45,"alcohol ethyl [ethanol]"
X45,"alcohol isopropyl [2-propanol]"
X45,"alcohol methyl [methanol]"
X45,"alcohol propyl [1-propanol]"
X45,"fusel oil"
X46,"benzene and homologues"
X46,"carbon tetrachloride [tetrachloromethane]"
X46,"chlorofluorocarbons"
X46,"petroleum (derivatives)"
X47,"carbon monoxide"
X47,"lacrimogenic gas [tear gas]"
X47,"motor (vehicle) exhaust gas"
X47,"nitrogen oxides"
X47,"sulfur dioxide"
X47,"utility gas"
X48,"fumigants"
X48,"fungicides"
X48,"herbicides"
X48,"insecticides"
X48,"rodenticides"
X48,"wood preservatives"
X49,"corrosive aromatics, acids and caustic alkalis"
X49,"glues and adhesives"
X49,"metals including fumes and vapours"
X49,"paints and dyes"
X49,"plant foods and fertilizers"
X49,"poisoning NOS"
X49,"poisonous foodstuffs and poisonous plants"
X49,"soaps and detergents"
X50,"lifting heavy objects"
X50,"lifting weights"
X50,"marathon running"
X50,"rowing"
X52,"weightlessness in spacecraft (simulator)"
X53,"lack of food as the cause of inanition"
X53,"lack of food as the cause of insufficient nourishment"
X53,"lack of food as the cause of starvation"
X54,"lack of water as the cause of dehydration"
X54,"lack of water as the cause of inanition"
X57,"destitution"
X59,"accident NOS"
X59,"exposure NOS"
,"purposely self-inflicted poisoning or injury"
,"suicide (attempted)"
X60,"4-aminophenol derivatives"
X60,"nonsteroidal anti-inflammatory drugs [NSAID]"
X60,"pyrazolone derivatives"
X60,"salicylates"
X61,"antidepressants"
X61,"barbiturates"
X61,"hydantoin derivatives"
X61,"iminostilbenes"
X61,"methaqualone compounds"
X61,"neuroleptics"
X61,"psychostimulants"
X61,"succinimides and oxazolidinediones"
X61,"tranquillizers"
X62,"cannabis (derivatives)"
X62,"cocaine"
X62,"codeine"
X62,"heroin"
X62,"lysergide [LSD]"
X62,"mescaline"
X62,"methadone"
X62,"morphine"
X62,"opium (alkaloids)"
X63,"parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics"
X63,"parasympathomimetics [cholinergics]"
X63,"sympatholytics [antiadrenergics]"
X63,"sympathomimetics [adrenergics]"
X64,"agents primarily acting on smooth and skeletal muscles and the respiratory system"
X64,"anaesthetics (general)(local)"
X64,"drugs affecting the cardiovascular system"
X64,"drugs affecting the gastrointestinal system"
X64,"hormones and synthetic substitutes"
X64,"systemic and haematological agents"
X64,"systemic antibiotics and other anti-infectives"
X64,"therapeutic gases"
X64,"topical preparations"
X64,"vaccines"
X64,"water-balance agents and drugs affecting mineral and uric acid metabolism"
X65,"alcohol NOS"
X65,"alcohol butyl [1-butanol]"
X65,"alcohol ethyl [ethanol]"
X65,"alcohol isopropyl [2-propanol]"
X65,"alcohol methyl [methanol]"
X65,"alcohol propyl [1-propanol]"
X65,"fusel oil"
X66,"benzene and homologues"
X66,"carbon tetrachloride [tetrachloromethane]"
X66,"chlorofluorocarbons"
X66,"petroleum (derivatives)"
X67,"carbon monoxide"
X67,"lacrimogenic gas [tear gas]"
X67,"motor (vehicle) exhaust gas"
X67,"nitrogen oxides"
X67,"sulfur dioxide"
X67,"utility gas"
X68,"fumigants"
X68,"fungicides"
X68,"herbicides"
X68,"insecticides"
X68,"rodenticides"
X68,"wood preservatives"
X69,"corrosive aromatics, acids and caustic alkalis"
X69,"glues and adhesives"
X69,"metals including fumes and vapours"
X69,"paints and dyes"
X69,"plant foods and fertilizers"
X69,"poisonous foodstuffs and poisonous plants"
X69,"soaps and detergents"
X80,"intentional fall from one level to another"
X82,"intentional collision with motor vehicle"
X82,"intentional collision with train"
X82,"intentional collision with tram (streetcar)"
X83,"intentional self-harm by caustic substances, except poisoning"
X83,"intentional self-harm by crashing of aircraft"
X83,"intentional self-harm by electrocution"
X85,"homicidal poisoning by (any) biological substance"
X85,"homicidal poisoning by (any) drug"
X85,"homicidal poisoning by (any) medicament"
X87,"wood preservatives"
X89,"plant food and fertilizers"
X90,"homicidal poisoning NOS"
X97,"arson"
X97,"cigarettes"
X97,"incendiary device"
X99,"stabbed NOS"
Y03,"deliberately hitting or running over with motor vehicle"
Y04,"unarmed brawl or fight"
Y05,"rape (attempted)"
Y05,"sodomy (attempted)"
Y07,"mental cruelty"
Y07,"physical abuse"
Y07,"sexual abuse"
Y07,"torture"
Y09,"assassination (attempt) NOS"
Y09,"homicide (attempt) NOS"
Y09,"manslaughter (nonaccidental)"
Y09,"murder (attempt) NOS"
Y10,"4-aminophenol derivatives"
Y10,"nonsteroidal anti-inflammatory drugs [NSAID]"
Y10,"pyrazolone derivatives"
Y10,"salicylates"
Y11,"antidepressants"
Y11,"barbiturates"
Y11,"hydantoin derivatives"
Y11,"iminostilbenes"
Y11,"methaqualone compounds"
Y11,"neuroleptics"
Y11,"psychostimulants"
Y11,"succinimides and oxazolidinediones"
Y11,"tranquillizers"
Y12,"cannabis (derivatives)"
Y12,"cocaine"
Y12,"codeine"
Y12,"heroin"
Y12,"lysergide [LSD]"
Y12,"mescaline"
Y12,"methadone"
Y12,"morphine"
Y12,"opium (alkaloids)"
Y13,"parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics"
Y13,"parasympathomimetics [cholinergics]"
Y13,"sympatholytics [antiadrenergics]"
Y13,"sympathomimetics [adrenergics]"
Y14,"agents primarily acting on smooth and skeletal muscles and the respiratory system"
Y14,"anaesthetics (general)(local)"
Y14,"drugs affecting the cardiovascular system"
Y14,"drugs affecting the gastrointestinal system"
Y14,"hormones and synthetic substitutes"
Y14,"systemic and haematological agents"
Y14,"systemic antibiotics and other anti-infectives"
Y14,"therapeutic gases"
Y14,"topical preparations"
Y14,"vaccines"
Y14,"water-balance agents and drugs affecting mineral and uric acid metabolism"
Y15,"alcohol NOS"
Y15,"alcohol butyl [1-butanol]"
Y15,"alcohol ethyl [ethanol]"
Y15,"alcohol isopropyl [2-propanol]"
Y15,"alcohol methyl [methanol]"
Y15,"alcohol propyl [1-propanol]"
Y15,"fusel oil"
Y16,"benzene and homologues"
Y16,"carbon tetrachloride [tetrachloromethane]"
Y16,"chlorofluorocarbons"
Y16,"petroleum (derivatives)"
Y17,"carbon monoxide"
Y17,"lacrimogenic gas [tear gas]"
Y17,"motor (vehicle) exhaust gas"
Y17,"nitrogen oxides"
Y17,"sulfur dioxide"
Y17,"utility gas"
Y18,"fumigants"
Y18,"fungicides"
Y18,"herbicides"
Y18,"insecticides"
Y18,"rodenticides"
Y18,"wood preservatives"
Y19,"corrosive aromatics, acids and caustic alkalis"
Y19,"glues and adhesives"
Y19,"metals including fumes and vapours"
Y19,"paints and dyes"
Y19,"plant foods and fertilizers"
Y19,"poisonous foodstuffs and poisonous plants"
Y19,"soaps and detergents"
Y30,"victim falling from one level to another, undetermined intent"
Y36,"injuries to military personnel and civilians caused by war and civil insurrection"
Y56,"glucocorticoids, topically used"
Z01,"routine examination of specific system"
Z03,"persons who present some symptoms or evidence of an abnormal condition which requires study, but who, after examination and observation, show no need for further treatment or medical care"
Z04,"examination for medicolegal reasons"
Z08,"medical surveillance following treatment"
Z09,"medical surveillance following treatment"
Z22,"suspected carrier"
Z42,"plastic and reconstructive surgery following healed injury or operation repair of scarred tissue"
Z43,"closure"
Z43,"passage of sounds or bougies"
Z43,"reforming"
Z43,"removal of catheter"
Z43,"toilet or cleansing"
Z49,"dialysis preparation and treatment"
Z89,"loss of limb postoperative"
Z89,"loss of limb post-traumatic"
Z90,"postoperative or post-traumatic loss of body part NEC"
Z94,"organ or tissue replaced by heterogenous or homogenous transplant"
