concept_code,note
G52,"paralytic strabismus due to nerve palsy (H49.0-H49.2)"
G54,"current traumatic nerve root and plexus disorders - see nerve injury by body region"
G54,"intervertebral disc disorders (M50-M51)"
G54,"neuralgia or neuritis NOS (M79.2)"
G54,"spondylosis (M47.-)"
G56,"current traumatic nerve disorder - see nerve injury by body region"
G57,"current traumatic nerve disorder - see nerve injury by body region"
G57.0,"sciatica NOS (M54.3)"
G57.0,"sciatica attributed to intervertebral disc disorder (M51.1)"
G70,"botulism (A05.1)"
G70,"transient neonatal myasthenia gravis (P94.0)"
G71,"arthrogryposis multiplex congenita (Q74.3)"
G71,"metabolic disorders (E70-E90)"
G71,"myositis (M60.-)"
G71.0,"congenital muscular dystrophy NOS (G71.2)"
G71.0,"congenital muscular dystrophy with specific morphological abnormalities of the muscle fibre (G71.2)"
G72,"arthrogryposis multiplex congenita (Q74.3)"
G72,"dermatopolymyositis (M33.-)"
G72,"ischaemic infarction of muscle (M62.2)"
G72,"myositis (M60.-)"
G72,"polymyositis (M33.2)"
G80,"hereditary spastic paraplegia (G11.4)"
G81,"congenital and infantile cerebral palsy (G80.-)"
G82,"congenital and infantile cerebral palsy (G80.-)"
G83.4,"cord bladder NOS (G95.8)"
G90,"dysfunction of autonomic nervous system due to alcohol (G31.2)"
G90.3,"orthostatic hypotension NOS (I95.1)"
G91,"hydrocephalus congenital (Q03.-)"
G91,"hydrocephalus due to congenital toxoplasmosis (P37.1)"
G93.0,"acquired periventricular cysts of newborn (P91.1)"
G93.0,"congenital cerebral cysts (Q04.6)"
G93.1,"complicating abortion or ectopic or molar pregnancy (O00-O07, O08.8)"
G93.1,"complicating pregnancy, labour or delivery (O29.2, O74.3, O89.2)"
G93.1,"complicating surgical and medical care (T80-T88)"
G93.1,"neonatal anoxia (P21.9)"
G93.2,"hypertensive encephalopathy (I67.4)"
G93.4,"encephalopathy alcoholic (G31.2)"
G93.4,"encephalopathy toxic (G92)"
G93.5,"traumatic compression of brain (diffuse) (S06.2)"
G93.5,"traumatic compression of brain (diffuse) focal (S06.3)"
G93.6,"cerebral oedema due to birth injury (P11.0)"
G93.6,"cerebral oedema traumatic (S06.1)"
G95,"myelitis (G04.-)"
G95.1,"intraspinal phlebitis and thrombophlebitis, except non-pyogenic (G08)"
G95.8,"neurogenic bladder NOS (N31.9)"
G95.8,"neurogenic bladder due to cauda equina syndrome (G83.4)"
G95.8,"neuromuscular dysfunction of bladder without mention of spinal cord lesion (N31.-)"
G96.0,"from spinal puncture (G97.0)"
H01.0,"blepharoconjunctivitis (H10.5)"
H02,"congenital malformations of eyelid (Q10.0-Q10.3)"
H02.5,"blepharospasm (G24.5)"
H02.5,"tic (psychogenic) (F95.-)"
H02.5,"tic (psychogenic) organic (G25.6)"
H04,"congenital malformations of lacrimal system (Q10.4-Q10.6)"
H04.3,"neonatal dacryocystitis (P39.1)"
H05,"congenital malformation of orbit (Q10.7)"
H10,"keratoconjunctivitis (H16.2)"
H10.3,"ophthalmia neonatorum NOS (P39.1)"
H11,"keratoconjunctivitis (H16.2)"
H11.0,"pseudopterygium (H11.8)"
H15.8,"degenerative myopia (H44.2)"
H18.4,"Mooren's ulcer (H16.0)"
H18.7,"congenital malformations of cornea (Q13.3-Q13.4)"
H21,"sympathetic uveitis (H44.1)"
H21.0,"traumatic hyphaema (S05.1)"
H21.3,"miotic pupillary cyst (H21.2)"
H21.5,"corectopia (Q13.2)"
H25,"capsular glaucoma with pseudoexfoliation of lens (H40.1)"
H26,"congenital cataract (Q12.0)"
H27,"congenital lens malformations (Q12.-)"
H27,"mechanical complications of intraocular lens (T85.2)"
H27,"pseudophakia (Z96.1)"
H30.1,"exudative retinopathy (H35.0)"
H31.1,"angioid streaks (H35.3)"
H31.2,"ornithinaemia (E72.4)"
H33,"detachment of retinal pigment epithelium (H35.7)"
H33.1,"congenital retinoschisis (Q14.1)"
H33.1,"microcystoid degeneration of retina (H35.4)"
H33.2,"central serous chorioretinopathy (H35.7)"
H33.3,"chorioretinal scars after surgery for detachment (H59.8)"
H33.3,"peripheral retinal degeneration without break (H35.4)"
H34,"amaurosis fugax (G45.3)"
H35.2,"proliferative vitreo-retinopathy with retinal detachment (H33.4)"
H35.4,"with retinal break (H33.3)"
H40,"absolute glaucoma (H44.5)"
H40,"congenital glaucoma (Q15.0)"
H40,"traumatic glaucoma due to birth injury (P15.3)"
H43.0,"vitreous syndrome following cataract surgery (H59.0)"
H43.8,"proliferative vitreo-retinopathy with retinal detachment (H33.4)"
H46,"ischaemic optic neuropathy (H47.0)"
H46,"neuromyelitis optica [Devic] (G36.0)"
H49,"ophthalmoplegia internal (H52.5)"
H49,"ophthalmoplegia internuclear (H51.2)"
H49,"ophthalmoplegia progressive supranuclear (G23.1)"
H52.1,"degenerative myopia (H44.2)"
H53.1,"visual hallucinations (R44.1)"
H53.5,"day blindness (H53.1)"
H53.6,"due to vitamin A deficiency (E50.5)"
H54,"amaurosis fugax (G45.3)"
H59,"mechanical complication of intraocular lens (T85.2)"
H59,"mechanical complication of other ocular prosthetic devices, implants and grafts (T85.3)"
H59,"pseudophakia (Z96.1)"
H61.1,"cauliflower ear (M95.1)"
H65.1,"otitic barotrauma (T70.0)"
H65.1,"otitis media (acute) NOS (H66.9)"
H65.3,"adhesive middle ear disease (H74.1)"
H71,"cholesteatoma of external ear (H60.4)"
H71,"recurrent cholesteatoma of postmastoidectomy cavity (H95.0)"
H72,"traumatic rupture of ear drum (S09.2)"
H73.0,"with otitis media (H65-H66)"
H73.1,"with otitis media (H65-H66)"
H74.1,"glue ear (H65.3)"
H81,"vertigo NOS (R42)"
H81,"vertigo epidemic (A88.1)"
H90,"deaf mutism NEC (H91.3)"
H90,"deafness NOS (H91.9)"
H90,"hearing loss NOS (H91.9)"
H90,"hearing loss noise-induced (H83.3)"
H90,"hearing loss ototoxic (H91.0)"
H90,"hearing loss sudden (idiopathic) (H91.2)"
H91,"abnormal auditory perception (H93.2)"
H91,"hearing loss as classified in H90.-"
H91,"impacted cerumen (H61.2)"
H91,"noise-induced hearing loss (H83.3)"
H91,"psychogenic deafness (F44.6)"
H91,"transient ischaemic deafness (H93.0)"
H92.1,"leakage of cerebrospinal fluid through ear (G96.0)"
H92.2,"traumatic otorrhagia - code by type of injury."
H93.0,"presbycusis (H91.1)"
H93.2,"auditory hallucinations (R44.0)"
I01,"chronic diseases of rheumatic origin (I05-I09) unless rheumatic fever is also present or there is evidence of recrudescence or activity of the rheumatic process. In cases where there is doubt as to rheumatic activity at the time of death refer to the mortality coding rules and guidelines in Volume 2."
I01.0,"when not specified as rheumatic (I30.-)"
I02,"chorea NOS (G25.5)"
I02,"chorea Huntington (G10)"
I05,"when specified as nonrheumatic (I34.-)"
I06,"when not specified as rheumatic (I35.-)"
I07,"when specified as nonrheumatic (I36.-)"
I08,"endocarditis, valve unspecified (I38)"
I08,"rheumatic diseases of endocardium, valve unspecified (I09.1)"
I09.0,"myocarditis not specified as rheumatic (I51.4)"
I09.1,"endocarditis, valve unspecified (I38)"
I09.2,"when not specified as rheumatic (I31.-)"
I09.9,"rheumatoid carditis (M05.3)"
,"complicating pregnancy, childbirth and the puerperium (O10-O11, O13-O16)"
,"involving coronary vessels (I20-I25)"
,"neonatal hypertension (P29.2)"
,"pulmonary hypertension (I27.0)"
I10,"involving vessels of brain (I60-I69)"
I10,"involving vessels of eye (H35.0)"
I12,"secondary hypertension (I15.-)"
I15,"involving vessels of brain (I60-I69)"
I15,"involving vessels of eye (H35.0)"
I21,"certain current complications following acute myocardial infarction (I23.-)"
I21,"myocardial infarction old (I25.2)"
I21,"myocardial infarction specified as chronic or with a stated duration of more than 4 weeks (more than 28 days) from onset (I25.8)"
I21,"myocardial infarction subsequent (I22.-)"
I21,"postmyocardial infarction syndrome (I24.1)"
I22,"specified as chronic or with a stated duration of more than 4 weeks (more than 28 days) from onset (I25.8)"
I23,"the listed conditions, when concurrent with acute myocardial infarction (I21-I22)"
I23,"the listed conditions, when not specified as current complications following acute myocardial infarction (I31.-, I51.-)"
I23.3,"with haemopericardium (I23.0)"
I24,"angina pectoris (I20.-)"
I24,"transient myocardial ischaemia of newborn (P29.4)"
I24.0,"specified as chronic or with a stated duration of more than 4 weeks (more than 28 days) from onset (I25.8)"
I24.9,"ischaemic heart disease (chronic) NOS (I25.9)"
I25,"cardiovascular disease NOS (I51.6)"
I25.4,"congenital coronary (artery) aneurysm (Q24.5)"
I26,"complicating abortion or ectopic or molar pregnancy (O00-O07, O08.2)"
I26,"complicating pregnancy, childbirth and the puerperium (O88.-)"
I30,"rheumatic pericarditis (acute) (I01.0)"
I31,"current complications following acute myocardial infarction (I23.-)"
I31,"postcardiotomy syndrome (I97.0)"
I31,"trauma (S26.-)"
I31,"when specified as rheumatic (I09.2)"
I33,"acute rheumatic endocarditis (I01.1)"
I33,"endocarditis NOS (I38)"
I34,"mitral (valve) disease (I05.9)"
I34,"mitral (valve) failure (I05.8)"
I34,"mitral (valve) stenosis (I05.0)"
I34,"when of unspecified cause but with mention of diseases of aortic valve (I08.0)"
I34,"when of unspecified cause but with mention of mitral stenosis or obstruction (I05.0)"
I34,"when specified as rheumatic (I05.-)"
I34.1,"Marfan's syndrome (Q87.4)"
I35,"hypertrophic subaortic stenosis (I42.1)"
I35,"when of unspecified cause but with mention of diseases of mitral valve (I08.0)"
I35,"when specified as rheumatic (I06.-)"
I36,"when of unspecified cause (I07.-)"
I36,"when specified as rheumatic (I07.-)"
I37,"when specified as rheumatic (I09.8)"
I38,"endocardial fibroelastosis (I42.4)"
I38,"when specified as rheumatic (I09.1)"
I42,"cardiomyopathy complicating pregnancy (O99.4)"
I42,"cardiomyopathy complicating puerperium (O90.3)"
I42,"ischaemic cardiomyopathy (I25.5)"
I45.5,"heart block NOS (I45.9)"
I46,"cardiogenic shock (R57.0)"
I46,"complicating abortion or ectopic or molar pregnancy (O00-O07, O08.8)"
I46,"complicating obstetric surgery and procedures (O75.4)"
I46.1,"sudden death NOS (R96.-)"
I46.1,"&nbsp;&nbsp;&middot; conduction disorder (I44-I45)"
I46.1,"&nbsp;&nbsp;&middot; myocardial infarction (I21-I22)"
I47,"complicating abortion or ectopic or molar pregnancy (O00-O07, O08.8)"
I47,"complicating obstetric surgery and procedures (O75.4)"
I47,"tachycardia NOS (R00.0)"
I49,"bradycardia NOS (R00.1)"
I49,"complicating abortion or ectopic or molar pregnancy (O00-O07, O08.8)"
I49,"complicating obstetric surgery and procedures (O75.4)"
I49,"neonatal cardiac dysrhythmia (P29.1)"
I50,"complicating abortion or ectopic or molar pregnancy (O00-O07, O08.8)"
I50,"complicating obstetric surgery and procedures (O75.4)"
I50,"due to hypertension (I11.0)"
I50,"due to hypertension with renal disease (I13.-)"
I50,"following cardiac surgery or due to presence of cardiac prosthesis (I97.1)"
I50,"neonatal cardiac failure (P29.0)"
I51,"any condition in I51.4-I51.9 due to hypertension (I11.-)"
I51,"any condition in I51.4-I51.9 due to hypertension with renal disease (I13.-)"
I51,"complications following acute myocardial infarction (I23.-)"
I51,"when specified as rheumatic (I00-I09)"
I51.6,"atherosclerotic cardiovascular disease, so described (I25.0)"
I52,"cardiovascular disorders NOS in diseases classified elsewhere (I98.-*)"
I60,"sequelae of subarachnoid haemorrhage (I69.0)"
I61,"sequelae of intracerebral haemorrhage (I69.1)"
I62,"sequelae of intracranial haemorrhage (I69.2)"
I63,"sequelae of cerebral infarction (I69.3)"
I64,"sequelae of stroke (I69.4)"
I65,"when causing cerebral infarction (I63.-)"
I66,"when causing cerebral infarction (I63.-)"
I67,"sequelae of the listed conditions (I69.8)"
I67.0,"ruptured cerebral arteries (I60.7)"
I67.1,"congenital cerebral aneurysm, nonruptured (Q28.-)"
I67.1,"ruptured cerebral aneurysm (I60.9)"
I67.3,"subcortical vascular dementia (F01.2)"
I67.6,"when causing infarction (I63.6)"
I70,"cerebral (I67.2)"
I70,"coronary (I25.1)"
I70,"mesenteric (K55.1)"
I70,"pulmonary (I27.0)"
I70.1,"atherosclerosis of renal arterioles (I12.-)"
I72,"aneurysm (of) aorta (I71.-)"
I72,"aneurysm (of) arteriovenous NOS (Q27.3)"
I72,"&nbsp;&nbsp;&middot; acquired (I77.0)"
I72,"&nbsp;&nbsp;&middot; acquired cerebral (nonruptured) (I67.1)"
I72,"&nbsp;&nbsp;&middot; ruptured (I60.-)"
I72,"&nbsp;&nbsp;&middot; ruptured coronary (I25.4)"
I72,"&nbsp;&nbsp;&middot; ruptured heart (I25.3)"
I72,"&nbsp;&nbsp;&middot; ruptured pulmonary artery (I28.1)"
I72,"&nbsp;&nbsp;&middot; ruptured retinal (H35.0)"
I72,"&nbsp;&nbsp;&middot; ruptured varicose (I77.0)"
I73,"chilblains (T69.1)"
I73,"frostbite (T33-T35)"
I73,"immersion hand or foot (T69.0)"
I73,"spasm of cerebral artery (G45.9)"
I74,"embolism and thrombosis basilar (I63.0-I63.2, I65.1)"
I74,"embolism and thrombosis carotid (I63.0-I63.2, I65.2)"
I74,"embolism and thrombosis cerebral (I63.3-I63.5, I66.9)"
I74,"&nbsp;&nbsp;&middot; abortion or ectopic or molar pregnancy (O00-O07, O08.2)"
I74,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium (O88.-)"
I74,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium coronary (I21-I25)"
I74,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium mesenteric (K55.0)"
I74,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium precerebral (I63.0-I63.2, I65.9)"
I74,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium pulmonary (I26.-)"
I74,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium renal (N28.0)"
I74,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium retinal (H34.-)"
I74,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium vertebral (I63.0-I63.2, I65.0)"
I77,"collagen (vascular) diseases (M30-M36)"
I77,"hypersensitivity angiitis (M31.0)"
I77,"pulmonary artery (I28.-)"
I77.0,"arteriovenous aneurysm NOS (Q27.3)"
I77.0,"cerebral (I67.1)"
I77.0,"coronary (I25.4)"
I77.0,"traumatic - see injury of blood vessel by body region."
I77.2,"traumatic rupture of artery - see injury of blood vessel by body region."
I77.6,"arteritis or endarteritis aortic arch [Takayasu] (M31.4)"
I77.6,"arteritis or endarteritis cerebral NEC (I67.7)"
I77.6,"arteritis or endarteritis coronary (I25.8)"
I77.6,"arteritis or endarteritis deformans (I70.-)"
I77.6,"arteritis or endarteritis giant cell (M31.5-M31.6)"
I77.6,"arteritis or endarteritis obliterans (I70.-)"
I77.6,"arteritis or endarteritis senile (I70.-)"
I78.1,"naevus NOS (D22.-)"
I78.1,"naevus blue (D22.-)"
I78.1,"naevus flammeus (Q82.5)"
I78.1,"naevus hairy (D22.-)"
I78.1,"naevus melanocytic (D22.-)"
I78.1,"naevus pigmented (D22.-)"
I78.1,"naevus portwine (Q82.5)"
I78.1,"naevus sanguineous (Q82.5)"
I78.1,"naevus strawberry (Q82.5)"
I78.1,"naevus vascular NOS (Q82.5)"
I78.1,"naevus verrucous (Q82.5)"
I80,"&nbsp;&nbsp;&middot; abortion or ectopic or molar pregnancy (O00-O07, O08.7)"
I80,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium (O22.-, O87.-)"
I80,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium intracranial and intraspinal, septic or NOS (G08)"
I80,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium intracranial, nonpyogenic (I67.6)"
I80,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium intraspinal, nonpyogenic (G95.1)"
I80,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium portal (vein) (K75.1)"
I80,"postphlebitic syndrome (I87.0)"
I80,"thrombophlebitis migrans (I82.1)"
I81,"phlebitis of portal vein (K75.1)"
I82,"venous embolism and thrombosis (of) cerebral (I63.6, I67.6)"
I82,"&nbsp;&nbsp;&middot; abortion or ectopic or molar pregnancy (O00-O07, O08.7)"
I82,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium (O22.-, O87.-)"
I82,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium coronary (I21-I25)"
I82,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium intracranial and intraspinal, septic or NOS (G08)"
I82,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium intracranial, nonpyogenic (I67.6)"
I82,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium intraspinal, nonpyogenic (G95.1)"
I82,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium lower extremities (I80.-)"
I82,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium mesenteric (K55.0)"
I82,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium portal (I81)"
I82,"&nbsp;&nbsp;&middot; pregnancy, childbirth and the puerperium pulmonary (I26.-)"
I83,"complicating pregnancy (O22.0)"
I83,"complicating puerperium (O87.8)"
I84,"complicating childbirth and the puerperium (O87.2)"
I84,"complicating pregnancy (O22.4)"
I86,"retinal varices (H35.0)"
I86,"varicose veins of unspecified site (I83.9)"
I86.3,"complicating childbirth and the puerperium (O87.8)"
I86.3,"complicating pregnancy (O22.1)"
I87.1,"pulmonary (I28.8)"
I88,"acute lymphadenitis, except mesenteric (L04.-)"
I88,"enlarged lymph nodes NOS (R59.-)"
I88,"human immunodeficiency virus [HIV] disease resulting in generalized lymphadenopathy (B23.1)"
I89,"chylocele filarial (B74.-)"
I89,"chylocele tunica vaginalis (nonfilarial) NOS (N50.8)"
I89,"enlarged lymph nodes NOS (R59.-)"
I89,"hereditary lymphoedema (Q82.0)"
I89,"postmastectomy lymphoedema (I97.2)"
I89.1,"acute lymphangitis (L03.-)"
I95,"cardiovascular collapse (R57.9)"
I95,"maternal hypotension syndrome (O26.5)"
I95,"nonspecific low blood pressure reading NOS (R03.1)"
I95.1,"neurogenic orthostatic hypotension [Shy-Drager] (G90.3)"
I97,"postoperative shock (T81.1)"
I98,"disorders classified to other asterisk categories within this chapter"
J00,"nasopharyngitis, chronic (J31.1)"
J00,"pharyngitis NOS (J02.9)"
J00,"pharyngitis acute (J02.-)"
J00,"pharyngitis chronic (J31.2)"
J00,"rhinitis NOS (J31.0)"
J00,"rhinitis allergic (J30.1-J30.4)"
J00,"rhinitis chronic (J31.0)"
J00,"rhinitis vasomotor (J30.0)"
J00,"sore throat NOS (J02.9)"
J00,"sore throat acute (J02.-)"
J00,"sore throat chronic (J31.2)"
J01,"sinusitis, chronic or NOS (J32.-)"
J02,"abscess peritonsillar (J36)"
J02,"abscess pharyngeal (J39.1)"
J02,"abscess retropharyngeal (J39.0)"
J02,"acute laryngopharyngitis (J06.0)"
J02,"chronic pharyngitis (J31.2)"
J02.0,"scarlet fever (A38)"
J02.8,"pharyngitis (due to) enteroviral vesicular (B08.5)"
J02.8,"pharyngitis (due to) herpesviral [herpes simplex] (B00.2)"
J02.8,"pharyngitis (due to) infectious mononucleosis (B27.-)"
J02.8,"&nbsp;&nbsp;&middot; identified (J10.1)"
J02.8,"&nbsp;&nbsp;&middot; not identified (J11.1)"
J03,"peritonsillar abscess (J36)"
J03,"sore throat NOS (J02.9)"
J03,"sore throat acute (J02.-)"
J03,"sore throat streptococcal (J02.0)"
J03.8,"herpesviral [herpes simplex] pharyngotonsillitis (B00.2)"
J04,"acute obstructive laryngitis [croup] and epiglottitis (J05.-)"
J04,"laryngismus (stridulus) (J38.5)"
J04.0,"chronic laryngitis (J37.0)"
J04.0,"influenzal laryngitis, influenza virus identified (J10.1)"
J04.0,"influenzal laryngitis, influenza virus not identified (J11.1)"
J04.1,"chronic tracheitis (J42)"
J04.2,"chronic laryngotracheitis (J37.1)"
J06,"acute respiratory infection NOS (J22)"
J06,"influenza virus identified (J10.1)"
J06,"influenza virus not identified (J11.1)"
J10,"Haemophilus influenzae [H. influenzae] infection NOS (A49.2)"
J10,"Haemophilus influenzae [H. influenzae] meningitis (G00.0)"
J10,"Haemophilus influenzae [H. influenzae] pneumonia (J14)"
J11,"Haemophilus influenzae [H. influenzae] infection NOS (A49.2)"
J11,"Haemophilus influenzae [H. influenzae] meningitis (G00.0)"
J11,"Haemophilus influenzae [H. influenzae] pneumonia (J14)"
J12,"congenital rubella pneumonitis (P35.0)"
J12,"&nbsp;&nbsp;&middot; NOS (J69.0)"
J12,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; labour and delivery (O74.0)"
J12,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; pregnancy (O29.0)"
J12,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium (O89.0)"
J12,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium neonatal (P24.9)"
J12,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium solids and liquids (J69.-)"
J12,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium congenital (P23.0)"
J12,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium in influenza (J10.0, J11.0)"
J12,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium interstitial NOS (J84.9)"
J12,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium lipid (J69.1)"
J12,"severe acute respiratory syndrome [SARS] (U04.9)"
J13,"congenital pneumonia due to S. pneumoniae (P23.6)"
J13,"pneumonia due to other streptococci (J15.3-J15.4)"
J14,"congenital pneumonia due to H. influenzae (P23.6)"
J15,"chlamydial pneumonia (J16.0)"
J15,"congenital pneumonia (P23.-)"
J15,"Legionnaires' disease (A48.1)"
J15.4,"pneumonia due to streptococcus, group B (J15.3)"
J15.4,"pneumonia due to Streptococcus pneumoniae (J13)"
J16,"ornithosis (A70)"
J16,"pneumocystosis (B59)"
J16,"pneumonia NOS (J18.9)"
J16,"pneumonia congenital (P23.-)"
J18,"abscess of lung with pneumonia (J85.1)"
J18,"drug-induced interstitial lung disorders (J70.2-J70.4)"
J18,"&nbsp;&nbsp;&middot; NOS (J69.0)"
J18,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; labour and delivery (O74.0)"
J18,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; pregnancy (O29.0)"
J18,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium (O89.0)"
J18,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium neonatal (P24.9)"
J18,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium solids and liquids (J69.-)"
J18,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium congenital (P23.9)"
J18,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium interstitial NOS (J84.9)"
J18,"&nbsp;&nbsp;&nbsp;&nbsp;&middot; puerperium lipid (J69.1)"
J18,"pneumonitis, due to external agents (J67-J70)"
J18.0,"bronchiolitis (J21.-)"
J20,"bronchitis NOS, in those 15 years of age and above (J40)"
J20,"bronchitis allergic NOS (J45.0)"
J20,"&nbsp;&nbsp;&middot; NOS (J42)"
J20,"&nbsp;&nbsp;&middot; mucopurulent (J41.1)"
J20,"&nbsp;&nbsp;&middot; obstructive (J44.-)"
J20,"&nbsp;&nbsp;&middot; simple (J41.0)"
J20,"tracheobronchitis NOS (J40)"
J20,"tracheobronchitis chronic (J42)"
J20,"tracheobronchitis chronic obstructive (J44.-)"
J22,"upper respiratory infection (acute) (J06.9)"
J30,"allergic rhinitis with asthma (J45.0)"
J30,"rhinitis NOS (J31.0)"
J31.0,"rhinitis allergic (J30.1-J30.4)"
J31.0,"rhinitis vasomotor (J30.0)"
J31.1,"nasopharyngitis, acute or NOS (J00)"
J31.2,"pharyngitis, acute or NOS (J02.9)"
J32,"acute sinusitis (J01.-)"
J33,"adenomatous polyps (D14.0)"
J34,"varicose ulcer of nasal septum (I86.8)"
J35.0,"tonsillitis NOS (J03.9)"
J35.0,"tonsillitis acute (J03.-)"
J36,"retropharyngeal abscess (J39.0)"
J36,"tonsillitis NOS (J03.9)"
J36,"tonsillitis acute (J03.-)"
J36,"tonsillitis chronic (J35.0)"
J37.0,"laryngitis NOS (J04.0)"
J37.0,"laryngitis acute (J04.0)"
J37.0,"laryngitis obstructive (acute) (J05.0)"
J37.1,"laryngotracheitis NOS (J04.2)"
J37.1,"laryngotracheitis acute (J04.2)"
J37.1,"tracheitis NOS (J04.1)"
J37.1,"tracheitis acute (J04.1)"
J37.1,"tracheitis chronic (J42)"
J38,"laryngitis obstructive (acute) (J05.0)"
J38,"laryngitis ulcerative (J04.0)"
J38,"postprocedural subglottic stenosis (J95.5)"
J38,"stridor congenital laryngeal NOS (P28.8)"
J38,"stridor NOS (R06.1)"
J38.1,"adenomatous polyps (D14.1)"
J38.4,"laryngitis acute obstructive [croup] (J05.0)"
J38.4,"laryngitis oedematous (J04.0)"
J39,"acute respiratory infection NOS (J22)"
J39,"acute respiratory infection NOS upper (J06.9)"
J39,"upper respiratory inflammation due to chemicals, gases, fumes or vapours (J68.2)"
J39.0,"peritonsillar abscess (J36)"
J39.2,"pharyngitis chronic (J31.2)"
J39.2,"pharyngitis ulcerative (J02.9)"
J40,"bronchitis allergic NOS (J45.0)"
J40,"bronchitis asthmatic NOS (J45.9)"
J40,"bronchitis chemical (acute) (J68.0)"
J41,"chronic bronchitis NOS (J42)"
J41,"chronic bronchitis obstructive (J44.-)"
J42,"chronic asthmatic bronchitis (J44.-)"
J42,"&nbsp;&nbsp;&middot; simple and mucopurulent (J41.-)"
J42,"&nbsp;&nbsp;&middot; with airways obstruction (J44.-)"
J42,"&nbsp;&nbsp;&middot; with airways obstruction emphysematous bronchitis (J44.-)"
J42,"&nbsp;&nbsp;&middot; with airways obstruction obstructive pulmonary disease NOS (J44.9)"
J43,"emphysema compensatory (J98.3)"
J43,"emphysema due to inhalation of chemicals, gases, fumes or vapours (J68.4)"
J43,"emphysema interstitial (J98.2)"
J43,"&nbsp;&nbsp;&middot; neonatal (P25.0)"
J43,"&nbsp;&nbsp;&middot; neonatal mediastinal (J98.2)"
J43,"&nbsp;&nbsp;&middot; neonatal surgical (subcutaneous) (T81.8)"
J43,"&nbsp;&nbsp;&middot; neonatal traumatic subcutaneous (T79.7)"
J43,"&nbsp;&nbsp;&middot; neonatal with chronic (obstructive) bronchitis (J44.-)"
J43,"emphysematous (obstructive) bronchitis (J44.-)"
J44,"asthma (J45.-)"
J44,"asthmatic bronchitis NOS (J45.9)"
J44,"bronchiectasis (J47)"
J44,"&nbsp;&nbsp;&middot; NOS (J42)"
J44,"&nbsp;&nbsp;&middot; simple and mucopurulent (J41.-)"
J44,"&nbsp;&nbsp;&middot; simple and mucopurulent tracheitis (J42)"
J44,"&nbsp;&nbsp;&middot; simple and mucopurulent tracheobronchitis (J42)"
J44,"emphysema (J43.-)"
J44,"lung diseases due to external agents (J60-J70)"
J44.0,"with influenza (J10-J11)"
J45,"acute severe asthma (J46)"
J45,"chronic asthmatic (obstructive) bronchitis (J44.-)"
J45,"chronic obstructive asthma (J44.-)"
J45,"eosinophilic asthma (J82)"
J45,"lung diseases due to external agents (J60-J70)"
J45,"status asthmaticus (J46)"
J47,"congenital bronchiectasis (Q33.4)"
J47,"tuberculous bronchiectasis (current disease) (A15-A16)"
,"asthma classified to J45.-"
J60,"with tuberculosis (J65)"
J61,"pleural plaque with asbestosis (J92.0)"
J61,"with tuberculosis (J65)"
J62,"pneumoconiosis with tuberculosis (J65)"
J63,"with tuberculosis (J65)"
J64,"with tuberculosis (J65)"
J66,"bagassosis (J67.1)"
J66,"farmer's lung (J67.0)"
