concept_name	concept_class_id	concept_id	precedence	conversion_factor
"PHYTOMENADIONE"	"Ingredient"	"19044727"	"1"	
"PINAVERIUM"	"Ingredient"	"19025198"	"1"	
"PINDOLOL"	"Ingredient"	"1345858"	"1"	
"PIPOTIAZINE"	"Ingredient"	"19133992"	"1"	
"PIRBUTEROL"	"Ingredient"	"1125449"	"1"	
"poudre pour inhalation"	"Dose Form"	"19126918"	"4"	
"PIVMECILLINAM"	"Ingredient"	"19088223"	"1"	
"PIZOTIFEN"	"Ingredient"	"19047076"	"1"	
"PLASTIC IUD WITH COPPER"	"Ingredient"	"0"	"1"	
"PLASTIC IUD WITH PROGESTOGENS"	"Ingredient"	"0"	"1"	
"PNEUMOCOCCUS, PURIFIED POLYSACCHARIDES ANTIGEN"	"Ingredient"	"36879032"	"1"	
"PODOPHYLLOTOXIN"	"Ingredient"	"947705"	"1"	
"POLIOMYELITIS ORAL, TRIVALENT, LIVE ATTENUATED"	"Ingredient"	"43532418"	"1"	
"POLYESTRADIOL PHOSPHATE"	"Ingredient"	"19094980"	"1"	
"POLYTHIAZIDE"	"Ingredient"	"948787"	"1"	
"POTASSIUM CANRENOATE"	"Ingredient"	"19123864"	"1"	
"POTASSIUM CLORAZEPATE"	"Ingredient"	"790253"	"1"	
"POTASSIUM IODIDE"	"Ingredient"	"19049909"	"1"	
"PRAMOCAINE"	"Ingredient"	"927478"	"1"	
"PREDNISONE"	"Ingredient"	"1551099"	"1"	
"PRISTINAMYCIN"	"Ingredient"	"19125201"	"1"	
"PROGLUMETACIN"	"Ingredient"	"19029327"	"1"	
"PROLINTANE"	"Ingredient"	"19029018"	"1"	
"PROMAZINE"	"Ingredient"	"19052903"	"1"	
"PROMETHAZINE"	"Ingredient"	"1153013"	"1"	
"PROPANTHELINE"	"Ingredient"	"953391"	"1"	
"poudre pour inhalation"	"Dose Form"	"19127579"	"2"	
"PRACTO CLYSS"	"Brand Name"	"40813803"	"1"	
"PROTIRELIN"	"Ingredient"	"19001701"	"1"	
"PROXYMETACAINE"	"Ingredient"	"929504"	"1"	
"PRETERAX IMPEXECO"	"Brand Name"	"43129393"	"1"	
"PYRIDOXINE (VIT B6)"	"Ingredient"	"19005046"	"1"	
"PYRITHYLDIONE"	"Ingredient"	"40799066"	"1"	
"QUINIDINE"	"Ingredient"	"1360421"	"1"	
"RABIES, INACTIVATED, WHOLE VIRUS"	"Ingredient"	"46234308"	"1"	
"RETAPAMULIN"	"Ingredient"	"991003"	"1"	
"RETIGABINE"	"Ingredient"	"40239995"	"1"	
"RETINOL (VIT A)"	"Ingredient"	"19008339"	"1"	
"RETINYL ACETATE"	"Ingredient"	"19008339"	"1"	
"RIFAMPICIN"	"Ingredient"	"1763204"	"1"	
"RIFAMYCIN"	"Ingredient"	"19136008"	"1"	
"RIFAMYCINE"	"Ingredient"	"19136008"	"1"	
"RILPIVIRINA"	"Ingredient"	"40238930"	"1"	
"RIMEXOLONE"	"Ingredient"	"977421"	"1"	
"RIMONABANT"	"Ingredient"	"36878933"	"1"	
"RISEDRONIC ACID"	"Ingredient"	"19115051"	"1"	
"RITODRINE"	"Ingredient"	"1563413"	"1"	
"ROFECOXIB"	"Ingredient"	"1189754"	"1"	
"ROSIGLITAZONE"	"Ingredient"	"1547504"	"1"	
"ROTA VIRUS, LIVE ATTENUATED"	"Ingredient"	"19032599"	"1"	
"ROTA VIRUS, PENTAVALENT, LIVE, REASSORTED"	"Ingredient"	"597056"	"1"	
"RUBELLA, LIVE ATTENUATED"	"Ingredient"	"43012953"	"1"	
"RUBELLA, LIVE ATTENUATED"	"Ingredient"	"523212"	"1"	
"RUBELLA, LIVE ATTENUATED"	"Ingredient"	"19136026"	"1"	
"SACCHARATED IRON OXIDE"	"Ingredient"	"1395773"	"1"	
"PROCORALAN IMPEXECO"	"Brand Name"	"43129406"	"1"	
"PROCTER & GAMBLE DCE"	"Supplier"	"44024687"	"1"	
"SENNA GLYCOSIDES"	"Ingredient"	"938268"	"1"	
"PROCTO SYNALAR"	"Brand Name"	"19087622"	"1"	
"SIBUTRAMINE"	"Ingredient"	"739363"	"1"	
"SILICONES"	"Ingredient"	"19066894"	"1"	
"PULMICORT"	"Brand Name"	"19038786"	"1"	
"SILVER SULFADIAZINE"	"Ingredient"	"966956"	"1"	
"SILYMARIN"	"Ingredient"	"19066992"	"1"	
"SINECATEQUINA"	"Ingredient"	"43012577"	"1"	
"SODIUM BORATE"	"Ingredient"	"929698"	"1"	
"SODIUM HYPOCHLORITE"	"Ingredient"	"44784806"	"1"	
"SODIUM IOPODATE"	"Ingredient"	"0"	"1"	
"SODIUM MONOFLUOROPHOSPHATE"	"Ingredient"	"19068715"	"1"	
"SODIUM OXYBATE"	"Ingredient"	"769935"	"1"	
"SODIUM PERBORATE"	"Ingredient"	"19039877"	"1"	
"SODIUM PHOSPHATE"	"Ingredient"	"939871"	"1"	
"QUALIPHAR"	"Supplier"	"36256908"	"1"	
"SPAGLUMIC ACID"	"Ingredient"	"19091288"	"1"	
"SPECTINOMYCIN"	"Ingredient"	"1701651"	"1"	
"STANOZOLOL"	"Ingredient"	"1636145"	"1"	
"STAVUDINE"	"Ingredient"	"1781406"	"1"	
"STRONTIUM RANELATE"	"Ingredient"	"19000815"	"1"	
"SUCRALFATE"	"Ingredient"	"1036228"	"1"	
"SULFAGUANIDINE"	"Ingredient"	"19000819"	"1"	
"SULFALENE"	"Ingredient"	"19136423"	"1"	
"SULINDAC"	"Ingredient"	"1236607"	"1"	
"SULTOPRIDE"	"Ingredient"	"19100431"	"1"	
"SUXAMETHONIUM"	"Ingredient"	"836208"	"1"	
"TAVANIC IMPEXECO"	"Ingredient"	"1742253"	"1"	
"TAZAROTENE"	"Ingredient"	"947416"	"1"	
"TELAPREVIR"	"Ingredient"	"40239330"	"1"	
"TELITHROMYCIN"	"Ingredient"	"1702911"	"1"	
"TEMAZEPAM"	"Ingredient"	"836715"	"1"	
"TERCONAZOLE"	"Ingredient"	"941472"	"1"	
"TERFENADINE"	"Ingredient"	"1150836"	"1"	
"TETANUS IMMUNOGLOBULIN"	"Ingredient"	"35604680"	"1"	
"TETANUS TOXOID"	"Ingredient"	"529411"	"1"	
"THIAMAZOLE"	"Ingredient"	"1504620"	"1"	
"THIAMINE (VIT B1)"	"Ingredient"	"19137312"	"1"	
"THIOPENTAL"	"Ingredient"	"700253"	"1"	
"THIORIDAZINE"	"Ingredient"	"700299"	"1"	
"THYM"	"Ingredient"	"19015670"	"1"	
"THYMI HERBA"	"Ingredient"	"19015670"	"1"	
"THYROTROPIN"	"Ingredient"	"19007721"	"1"	
"TIAPROFENIC ACID"	"Ingredient"	"19086910"	"1"	
"TIEMONIUM IODIDE"	"Ingredient"	"19055843"	"1"	
"TILLEUL"	"Ingredient"	"19056118"	"1"	
"TILUDRONIC ACID"	"Ingredient"	"19011064"	"1"	
"TIXOCORTOL"	"Ingredient"	"19078460"	"1"	
"TOCOPHEROL (VIT E)"	"Ingredient"	"19009540"	"1"	
"TOLBUTAMIDE"	"Ingredient"	"1502855"	"1"	
"TOLMETIN"	"Ingredient"	"1102917"	"1"	
"TOREMIFENE"	"Ingredient"	"1342346"	"1"	
"TOSYLCHLORAMIDE SODIUM"	"Ingredient"	"19036053"	"1"	
"TRIAMTERENE"	"Ingredient"	"904542"	"1"	
"TRIBENOSIDE"	"Ingredient"	"19042575"	"1"	
"TRICLOSAN"	"Ingredient"	"1704758"	"1"	
"TRIMIPRAMINE"	"Ingredient"	"705755"	"1"	
"TROMANTADINE"	"Ingredient"	"19101679"	"1"	
"TROXERUTIN"	"Ingredient"	"19043154"	"1"	
"TUBERCULIN"	"Ingredient"	"19010871"	"1"	
"TULOBUTEROL"	"Ingredient"	"19043191"	"1"	
"TYPHOID, ORAL, LIVE ATTENUATED"	"Ingredient"	"523202"	"1"	
"UMECLIDINIO BROMURO"	"Ingredient"	"44785907"	"1"	
"UROFOLLITROPIN"	"Ingredient"	"1515417"	"1"	
"URSODEOXYCHOLIC ACID"	"Ingredient"	"988095"	"1"	
"VACCINO INFLUENZALE VIVO ATTENUATO"	"Ingredient"	"40225038"	"1"	
"VACCINO MENINGOCOCCICO B MULTICOMPONENTE"	"Ingredient"	"45775636"	"1"	
"VALACICLOVIR"	"Ingredient"	"1717704"	"1"	
"VALERIAN"	"Ingredient"	"44818506"	"1"	
"VALERIANE"	"Ingredient"	"44818506"	"1"	
"VALPROIC ACID"	"Ingredient"	"745466"	"1"	
"VARICELLA, LIVE ATTENUATED"	"Ingredient"	"42800027"	"1"	
"VARIOUS"	"Ingredient"	"967823"	"1"	
"VECURONIUM"	"Ingredient"	"19012598"	"1"	
"Vedolizumab"	"Ingredient"	"45774639"	"1"	
"VERALIPRIDE"	"Ingredient"	"19043327"	"1"	
"VILOXAZINE"	"Ingredient"	"19008261"	"1"	
"VINCAMINE"	"Ingredient"	"19008269"	"1"	
"VIRUS DE LA RAGE"	"Ingredient"	"46234308"	"1"	
"VITIS VINIFERA"	"Ingredient"	"45892870"	"1"	
"XADAGO"	"Ingredient"	"1594333"	"1"	
"XANTINOL NICOTINATE"	"Ingredient"	"19059142"	"1"	
"XIPAMIDE"	"Ingredient"	"19010493"	"1"	
"YELLOW FEVER, LIVE ATTENUATED"	"Ingredient"	"559532"	"1"	
"YOHIMBIN"	"Ingredient"	"1385800"	"1"	
"ZAFIRLUKAST"	"Ingredient"	"1111706"	"1"	
"ZALEPLON"	"Ingredient"	"720727"	"1"	
"ZANAMIVIR"	"Ingredient"	"1708748"	"1"	
"ZEPHIRUS"	"Ingredient"	"939259"	"1"	
"ZINC OXYDE"	"Ingredient"	"911064"	"1"	
"ZOSTER, LIVE ATTENUATED"	"Ingredient"	"42800027"	"1"	
"ABILIFY MAINTENA"	"Brand Name"	"21015038"	"1"	
"ABSTRAL"	"Brand Name"	"40233228"	"1"	
"ACCOLATE"	"Brand Name"	"19015807"	"1"	
"ACCUPRIL IMPEXECO"	"Brand Name"	"19013171"	"1"	
"ACEBUTOLOL TEVA"	"Brand Name"	"43126739"	"1"	
"ACECLOFENAC MYLAN"	"Brand Name"	"43126832"	"1"	
"ACEDICON"	"Brand Name"	"40799399"	"1"	
"ACETYLCYSTEINE MYLAN"	"Brand Name"	"43126842"	"1"	
"ACETYLCYSTEINE TEVA"	"Brand Name"	"43126845"	"1"	
"ACIDE IBANDRONIQUE TEVA"	"Brand Name"	"43126900"	"1"	
"ACIDE ZOLEDRONIQUE HOSPIRA"	"Brand Name"	"43126910"	"1"	
"ACIDE ZOLEDRONIQUE MYLAN"	"Brand Name"	"43126912"	"1"	
"ACIDRINE"	"Brand Name"	"43126916"	"1"	
"ACNIDAZIL"	"Brand Name"	"40799450"	"1"	
"ACOMPLIA"	"Brand Name"	"21015781"	"1"	
"ACT HIB"	"Brand Name"	"40799467"	"1"	
"ACTAPULGITE"	"Brand Name"	"43127005"	"1"	
"ACTIFED"	"Brand Name"	"19029676"	"1"	
"ACTRAPID"	"Brand Name"	"21016315"	"1"	
"ADDIGRIP"	"Brand Name"	"40799524"	"1"	
"QVAR"	"Brand Name"	"19088004"	"1"	
"AERIUS"	"Brand Name"	"43127046"	"1"	
"AERODIOL"	"Brand Name"	"21018733"	"1"	
"AERRANE"	"Brand Name"	"43127047"	"1"	
"AETHOXYSKLEROL"	"Brand Name"	"21015275"	"1"	
"AGGRENOX"	"Brand Name"	"19088033"	"1"	
"AGIOLAX"	"Brand Name"	"40799607"	"1"	
"AGRIPPAL"	"Brand Name"	"21017653"	"1"	
"AIROMIR"	"Brand Name"	"19013495"	"1"	
"AIROMIR AUTOHALER"	"Brand Name"	"43127054"	"1"	
"AKNEMYCIN"	"Brand Name"	"19012555"	"1"	
"AKNEROXID"	"Brand Name"	"40799678"	"1"	
"ALCOMICIN"	"Brand Name"	"44013243"	"1"	
"ALENDROMED"	"Brand Name"	"43563772"	"1"	
"ALENDRONATE TEVA"	"Brand Name"	"43127156"	"1"	
"RATIOPHARM BELGIUM"	"Supplier"	"21020698"	"1"	
"ALGESAL SURACTIVE"	"Brand Name"	"43127179"	"1"	
"RECKITT BENCKISER HEALTHCARE"	"Supplier"	"21020612"	"1"	
"ALLI"	"Brand Name"	"19012250"	"1"	
"ALLOCHRYSINE"	"Brand Name"	"43127198"	"1"	
"ALLOPURINOL MYLAN"	"Brand Name"	"43127204"	"1"	
"ALLOPURINOL RATIOPHARM"	"Brand Name"	"43127207"	"1"	
"ALOPLASTINE"	"Brand Name"	"43127224"	"1"	
"ALPHADERM"	"Brand Name"	"21017133"	"1"	
"ALPHOSYL"	"Brand Name"	"21016281"	"1"	
"ALPRAZOLAM MYLAN"	"Brand Name"	"43127236"	"1"	
"ALPRAZOLAM RATIOPHARM"	"Brand Name"	"40800379"	"1"	
"ALTARGO"	"Brand Name"	"21014679"	"1"	
"ALVESCO"	"Brand Name"	"19036264"	"1"	
"AMBROXOL RATIOPHARM"	"Brand Name"	"40800420"	"1"	
"AMIODARONE MYLAN"	"Brand Name"	"43127374"	"1"	
"AMIODARONE SANDOZ"	"Brand Name"	"43127378"	"1"	
"AMISULPRIDE EG"	"Brand Name"	"43127386"	"1"	
"AMISULPRIDE MYLAN"	"Brand Name"	"43127387"	"1"	
"AMLODIPINE RATIOPHARM"	"Brand Name"	"43127411"	"1"	
"AMLODIPINE SANDOZ"	"Brand Name"	"43127412"	"1"	
"AMOXICILLINE MYLAN"	"Brand Name"	"43127450"	"1"	
"AMOXICILLINE TEVA"	"Brand Name"	"43127458"	"1"	
"AMOXYPEN"	"Brand Name"	"40799938"	"1"	
"ANAFRANIL IMPEXECO"	"Brand Name"	"19022204"	"1"	
"REFACTO AF"	"Brand Name"	"21016121"	"1"	
"ANGINOL"	"Brand Name"	"44157753"	"1"	
"ANIMINE"	"Brand Name"	"43252226"	"1"	
"ANTIGRIPPINE"	"Brand Name"	"43127532"	"1"	
"ANUSOL"	"Brand Name"	"19015156"	"1"	
"APRANAX IMPEXECO"	"Brand Name"	"43127546"	"1"	
"ARIMIDEX IMPEXECO"	"Brand Name"	"19100842"	"1"	
"REPARIL"	"Brand Name"	"43130168"	"1"	
"ARNICAN"	"Brand Name"	"43127601"	"1"	
"AROPAX"	"Brand Name"	"43252272"	"1"	
"ASACOL"	"Brand Name"	"19038871"	"1"	
"ASPEGIC IMPEXECO"	"Brand Name"	"21015470"	"1"	
"ASPRO"	"Brand Name"	"43127635"	"1"	
"ATENOLOL RATIOPHARM"	"Brand Name"	"40800721"	"1"	
"ATENOLOL TEVA"	"Brand Name"	"43127650"	"1"	
"ATORVASTATINE PFIZER"	"Brand Name"	"35406573"	"1"	
"AURORIX"	"Brand Name"	"43252321"	"1"	
"AVANDAMET"	"Brand Name"	"19098518"	"1"	
"AVANDIA"	"Brand Name"	"19099243"	"1"	
"AVODART IMPEXECO"	"Brand Name"	"19031908"	"1"	
"AZATHIOPRINE MYLAN"	"Brand Name"	"43126112"	"1"	
"AZELASTIN COMOD"	"Brand Name"	"40801368"	"1"	
"AZELASTIN POS"	"Brand Name"	"40801369"	"1"	
"AZITHROMYCINE MYLAN"	"Brand Name"	"43126121"	"1"	
"BACTISUBTIL"	"Brand Name"	"40801344"	"1"	
"BALDRIPARAN"	"Brand Name"	"40801559"	"1"	
"BAYPRESS"	"Brand Name"	"43126154"	"1"	
"BECOTIDE"	"Brand Name"	"21018623"	"1"	
"BECOZYME"	"Brand Name"	"43126163"	"1"	
"BELSAR"	"Brand Name"	"40801271"	"1"	
"BENYLIN"	"Brand Name"	"19021082"	"1"	
"BENZAMYCIN"	"Brand Name"	"19012719"	"1"	
"BEPANTHENE"	"Brand Name"	"43126181"	"1"	
"BEROTEC"	"Brand Name"	"21015513"	"1"	
"BEXTRA"	"Brand Name"	"19016198"	"1"	
"BIOFENAC IMPEXECO"	"Brand Name"	"40802211"	"1"	
"BIOGAZE"	"Brand Name"	"43126268"	"1"	
"BIPRETERAX"	"Brand Name"	"43126278"	"1"	
"BISOLAX"	"Brand Name"	"19056785"	"1"	
"BISOPROLOL EG IMPEXECO"	"Brand Name"	"43126293"	"1"	
"BISOPROLOL RATIOPHARM"	"Brand Name"	"43126300"	"1"	
"BISOPROLOL TEVA"	"Brand Name"	"43126303"	"1"	
"BLEOMYCINE TEVA"	"Brand Name"	"43126320"	"1"	
"BLOCADREN"	"Brand Name"	"19029302"	"1"	
"BONDRONAT"	"Brand Name"	"21014332"	"1"	
"BOOSTRIX"	"Brand Name"	"19079703"	"1"	
"BOROSTYROL"	"Brand Name"	"43126332"	"1"	
"BRAUNOL"	"Brand Name"	"43564389"	"1"	
"BREVOXYL"	"Brand Name"	"19056868"	"1"	
"BRICANYL"	"Brand Name"	"19021117"	"1"	
"BRIMONIDINE MYLAN"	"Brand Name"	"43126339"	"1"	
"BROMAZEPAM RATIOPHARM"	"Brand Name"	"43126351"	"1"	
"BROMAZEPAM TEVA"	"Brand Name"	"43126353"	"1"	
"BRONCHOSTOP"	"Brand Name"	"40801695"	"1"	
"BRUFEN RETARD"	"Brand Name"	"19013699"	"1"	
"BUSPAR"	"Brand Name"	"19024100"	"1"	
"CACIT"	"Brand Name"	"21018412"	"1"	
"CALADRYL"	"Brand Name"	"19057538"	"1"	
"CALCIPOTRIOL SANDOZ"	"Brand Name"	"43564648"	"1"	
"CALMURID"	"Brand Name"	"21019052"	"1"	
"CALSYNAR"	"Brand Name"	"19013817"	"1"	
"SOFRAMYCINE"	"Brand Name"	"19053857"	"1"	
"ATACAND PLUS"	"Brand Name"	"43565884"	"1"	
"CANDESARTAN MYLAN"	"Brand Name"	"43126524"	"1"	
"CANDESARTAN SANDOZ"	"Brand Name"	"43126527"	"1"	
"CANTABILINE"	"Brand Name"	"43126547"	"1"	
"CAPOTEN"	"Brand Name"	"19021167"	"1"	
"CAPTAGON"	"Brand Name"	"40802765"	"1"	
"CAPTOPRIL TEVA"	"Brand Name"	"43126754"	"1"	
"CARVEDILOL RATIOPHARM"	"Brand Name"	"40802620"	"1"	
"CECLOR"	"Brand Name"	"19047376"	"1"	
"CEFROM"	"Brand Name"	"19013845"	"1"	
"CEFTAZIDIME SANDOZ"	"Brand Name"	"43127308"	"1"	
"CELIPROLOL MYLAN"	"Brand Name"	"43126589"	"1"	
"CEPHYL"	"Brand Name"	"43126600"	"1"	
"CEPOREX"	"Brand Name"	"21016230"	"1"	
"CERNEVIT"	"Brand Name"	"21017815"	"1"	
"CERVARIX"	"Brand Name"	"40167005"	"1"	
"CETAPRED"	"Brand Name"	"19058229"	"1"	
"CETIRIZINE MYLAN"	"Brand Name"	"43126618"	"1"	
"CETIRIZINE RATIOPHARM"	"Brand Name"	"43126623"	"1"	
"CETIRIZINE SANDOZ"	"Brand Name"	"43126626"	"1"	
"CHENOFALK"	"Brand Name"	"19013850"	"1"	
"CHOLSTAT"	"Brand Name"	"43252478"	"1"	
"CIBACEN"	"Brand Name"	"43566901"	"1"	
"CILEST"	"Brand Name"	"21015504"	"1"	
"CIMETIDINE TEVA"	"Brand Name"	"43127069"	"1"	
"CIPRALAN"	"Brand Name"	"43127071"	"1"	
"CIPRAMIL IMPEXECO"	"Brand Name"	"19013874"	"1"	
"CIPROFIBRATE MYLAN"	"Brand Name"	"43127074"	"1"	
"CIPROFLOXACINE PFIZER"	"Brand Name"	"43127095"	"1"	
"CIPROFLOXACINE RANBAXY"	"Brand Name"	"43127098"	"1"	
"CIPROFLOXACINE RATIOPHARM"	"Brand Name"	"43127099"	"1"	
"CITALOPRAM ACTAVIS"	"Brand Name"	"43127114"	"1"	
"CITALOPRAM RATIOPHARM"	"Brand Name"	"40803046"	"1"	
"CITRAFLEET"	"Brand Name"	"21018969"	"1"	
"CLAMOXYL"	"Brand Name"	"43127148"	"1"	
"CLARAMID"	"Brand Name"	"43127152"	"1"	
"CLARELUX"	"Brand Name"	"21015124"	"1"	
"CLARITHROMYCINE RATIOPHARM"	"Brand Name"	"43126931"	"1"	
"CLARIX"	"Brand Name"	"35406660"	"1"	
"CLIMARA"	"Brand Name"	"19016299"	"1"	
"CLIMEN"	"Brand Name"	"21014895"	"1"	
"CLINORIL"	"Brand Name"	"19021281"	"1"	
"CLOPIDOGREL RATIOPHARM"	"Brand Name"	"40804028"	"1"	
"CLOPIDOGREL ZENTIVA"	"Brand Name"	"43126980"	"1"	
"CO RENITEC"	"Brand Name"	"43126991"	"1"	
"COAPROVEL"	"Brand Name"	"21018346"	"1"	
"COLIFOAM"	"Brand Name"	"21018341"	"1"	
"COLOPEG"	"Brand Name"	"43126402"	"1"	
"COMBIGAN"	"Brand Name"	"19020934"	"1"	
"COMBIZYM"	"Brand Name"	"40803940"	"1"	
"COMPLAMIN"	"Brand Name"	"44016656"	"1"	
"ATACAND PLUS"	"Brand Name"	"43565884"	"1"	
"INJECTAFER"	"Brand Name"	"43560211"	"1"	
"GABITRIL"	"Brand Name"	"19066487"	"1"	
"CORGARD"	"Brand Name"	"19021328"	"1"	
"CISPLATINE TEVA"	"Brand Name"	"43127113"	"1"	
"ZOLPIDEM TEVA"	"Brand Name"	"43129724"	"1"	
"XYREM"	"Brand Name"	"19035069"	"1"	
"COSOPT"	"Brand Name"	"19059723"	"1"	
"COVERAM IMPEXECO"	"Brand Name"	"43126443"	"1"	
"COVERSYL IMPEXECO"	"Brand Name"	"19018706"	"1"	
"COZAAR IMPEXECO"	"Brand Name"	"19021364"	"1"	
"CREON"	"Brand Name"	"19060531"	"1"	
"CRESTOR IMPEXECO"	"Brand Name"	"19015844"	"1"	
"CRIXIVAN"	"Brand Name"	"19047348"	"1"	
"CROMABAK"	"Brand Name"	"43126452"	"1"	
"CRYSTACIDE"	"Brand Name"	"19016731"	"1"	
"CYCLOSPASMOL"	"Brand Name"	"19097142"	"1"	
"DAFALGAN"	"Brand Name"	"43131521"	"1"	
"RHINOSPRAY"	"Brand Name"	"40815095"	"1"	
"DAFLON IMPEXECO"	"Brand Name"	"21018573"	"1"	
"RISEDRONAAT SANDOZ"	"Brand Name"	"43130469"	"1"	
"RISEDRONATE CA VIT"	"Brand Name"	"43130469"	"1"	
"DAKIN COOPER"	"Brand Name"	"43131529"	"1"	
"DAKTACORT"	"Brand Name"	"21015485"	"1"	
"RUPATADINE EG"	"Brand Name"	"36256369"	"1"	
"DANATROL"	"Brand Name"	"43131530"	"1"	
"DAONIL IMPEXECO"	"Brand Name"	"19026878"	"1"	
"DAYLETTE"	"Brand Name"	"21014318"	"1"	
"DEBRISAN"	"Brand Name"	"21018051"	"1"	
"DECADRON"	"Brand Name"	"19088949"	"1"	
"DECODERM"	"Brand Name"	"43567178"	"1"	
"DECONTRACTYL"	"Brand Name"	"43131540"	"1"	
"DELTACORTRIL"	"Brand Name"	"21016536"	"1"	
"DEPONIT"	"Brand Name"	"19020183"	"1"	
"DESERIL"	"Brand Name"	"21018256"	"1"	
"DESOMEDINE"	"Brand Name"	"43131836"	"1"	
"DESURIC"	"Brand Name"	"21016919"	"1"	
"DETTOL"	"Brand Name"	"19026366"	"1"	
"DEXA RHINOSPRAY"	"Brand Name"	"40804691"	"1"	
"sachet(s)"	"Dose Form"	"19082170"	"1"	
"DIABINESE"	"Brand Name"	"19021491"	"1"	
"DIAFUSOR"	"Brand Name"	"43131875"	"1"	
"DIAMICRON"	"Brand Name"	"21014840"	"1"	
"DIAZEPAM RATIOPHARM"	"Brand Name"	"40804407"	"1"	
"DIBENYLINE"	"Brand Name"	"19013978"	"1"	
"DICHLOTRIDE"	"Brand Name"	"40804531"	"1"	
"DICLOFENAC RATIOPHARM"	"Brand Name"	"43132116"	"1"	
"DICLOFENAC SANDOZ"	"Brand Name"	"43132119"	"1"	
"sachet(s)"	"Dose Form"	"19082191"	"2"	
"DIDRONEL"	"Brand Name"	"19021498"	"1"	
"DIGITALINE NATIVELLE"	"Brand Name"	"19101035"	"1"	
"DIHYDERGOT"	"Brand Name"	"43252705"	"1"	
"DILTIAZEM RATIOPHARM"	"Brand Name"	"43132146"	"1"	
"DILTIAZEM TEVA"	"Brand Name"	"43132150"	"1"	
"DIPEPTIVEN"	"Brand Name"	"21015963"	"1"	
"DIPROLENE"	"Brand Name"	"19062337"	"1"	
"DIPROSALIC"	"Brand Name"	"21016929"	"1"	
"DISIPAL"	"Brand Name"	"19018253"	"1"	
"DIUCOMB"	"Brand Name"	"43567840"	"1"	
"DIUREXAN"	"Brand Name"	"21014835"	"1"	
"DIXARIT"	"Brand Name"	"19026393"	"1"	
"DOLGIT"	"Brand Name"	"43127918"	"1"	
"DOLOPROCT"	"Brand Name"	"43567566"	"1"	
"sachet(s)"	"Dose Form"	"19082259"	"9"	
"DONEPEZIL MYLAN"	"Brand Name"	"43127962"	"1"	
"DORMICUM"	"Brand Name"	"21015112"	"1"	
"DORYX"	"Brand Name"	"19062909"	"1"	
"DOXIUM"	"Brand Name"	"43127996"	"1"	
"DOXY"	"Brand Name"	"19072898"	"1"	
"DOXYCYCLINE TEVA"	"Brand Name"	"43128221"	"1"	
"DOXYTAB"	"Brand Name"	"44015296"	"1"	
"DRAMAMINE"	"Brand Name"	"19021507"	"1"	
"DRIPTANE"	"Brand Name"	"43128244"	"1"	
"DUAVIVE"	"Brand Name"	"44015419"	"1"	
"DUKORAL"	"Brand Name"	"43128254"	"1"	
"DUOLUTON"	"Brand Name"	"40804820"	"1"	
"DURATEARS"	"Brand Name"	"43252862"	"1"	
"DYNAMISAN"	"Brand Name"	"43128265"	"1"	
"EFFERALGAN"	"Brand Name"	"43128580"	"1"	
"EFFORTIL"	"Brand Name"	"21014221"	"1"	
"EFFORTIL IMPEXECO"	"Brand Name"	"21014221"	"1"	
"sachet(s)"	"Dose Form"	"19082651"	"4"	
"ELVORINE"	"Brand Name"	"43128621"	"1"	
"EMADINE"	"Brand Name"	"19064080"	"1"	
"EMLA"	"Brand Name"	"19092596"	"1"	
"EMLA PATCH"	"Brand Name"	"44015743"	"1"	
"ENALAPRIL MYLAN"	"Brand Name"	"43128630"	"1"	
"ENALAPRIL RATIOPHARM"	"Brand Name"	"40806004"	"1"	
"ENALAPRIL TEVA"	"Brand Name"	"43128850"	"1"	
"ENDOFALK"	"Brand Name"	"40805874"	"1"	
"ENDRINE"	"Brand Name"	"40805932"	"1"	
"ENGERIX B"	"Brand Name"	"21019049"	"1"	
"EOSINE COOPER"	"Brand Name"	"43128882"	"1"	
"EPANUTIN"	"Brand Name"	"19026876"	"1"	
"sachet(s)"	"Dose Form"	"19095976"	"3"	
"EPERZAN"	"Brand Name"	"21014647"	"1"	
"EPHYNAL"	"Brand Name"	"19014087"	"1"	
"EPIDUO"	"Brand Name"	"19044560"	"1"	
"EPSILON"	"Brand Name"	"40805714"	"1"	
"ERCEFURYL"	"Brand Name"	"43128913"	"1"	
"ERCESTOP"	"Brand Name"	"43128914"	"1"	
"ERGAMISOL"	"Brand Name"	"19064583"	"1"	
"ERVEVAX"	"Brand Name"	"21014911"	"1"	
"ERYDERM"	"Brand Name"	"19043186"	"1"	
"ERYTHRO"	"Brand Name"	"40805623"	"1"	
"ESCITALOPRAM ACTAVIS"	"Brand Name"	"40805468"	"1"	
"ESCITALOPRAM RATIOPHARM"	"Brand Name"	"40805514"	"1"	
"ESCITALOPRAM SANDOZ IMPEXECO"	"Brand Name"	"43129196"	"1"	
"ESOMEPRAZOLE RANBAXY"	"Brand Name"	"43129213"	"1"	
"ESOMEPRAZOLE TEVA"	"Brand Name"	"43129217"	"1"	
"ESTALIS"	"Brand Name"	"43565964"	"1"	
"ESTRADURINE"	"Brand Name"	"40805518"	"1"	
"ESTREVA"	"Brand Name"	"43129224"	"1"	
"ESTULIC"	"Brand Name"	"40805554"	"1"	
"ESUCOS"	"Brand Name"	"40805555"	"1"	
"EUGLUCON"	"Brand Name"	"19014117"	"1"	
