MAST_PRD_NAME	CONCEPT_ID	CONCEPT_NAME	VOCABULARY_ID
LEVITRA	19036394	Levitra	RxNorm
LEVOCETIRIZINE EG	43128673	LEVOCETIRIZINE EG	RxNorm Extension
LEVOCETIRIZINE MYLAN	43128675	LEVOCETIRIZINE MYLAN	RxNorm Extension
LEVOCETIRIZINE SANDOZ	43128678	LEVOCETIRIZINE SANDOZ	RxNorm Extension
LEVOCETIRIZINE TEVA	43128679	LEVOCETIRIZINE TEVA	RxNorm Extension
LEVODOPA BENSERAZIDE TEVA	43128681	LEVODOPA BENSERAZIDE TEVA	RxNorm Extension
LEVOFLOXACINE EG	43128691	LEVOFLOXACINE EG	RxNorm Extension
LEVOFLOXACINE MYLAN	43128697	LEVOFLOXACINE MYLAN	RxNorm Extension
LEVOFLOXACINE SANDOZ	43128701	LEVOFLOXACINE SANDOZ	RxNorm Extension
LEVOFLOXACINE TEVA	43128702	LEVOFLOXACINE TEVA	RxNorm Extension
LEVOSERT	21016557	Levosert	RxNorm Extension
LEXOTAN	43253218	Lexotan	RxNorm Extension
LIDEX	19087595	Lidex	RxNorm
LINCOCIN	19007675	Lincocin	RxNorm
LIORESAL	19044765	Lioresal	RxNorm
LIORESAL INTRATHECAL	19050855	Lioresal Intrathecal	RxNorm
LIPACTIN	43570908	Lipactin	RxNorm Extension
LIPANTHYL	19026879	Lipanthyl	RxNorm
LIPITOR	19023381	Lipitor	RxNorm
LIPITOR IMPEXECO	19023381	Lipitor	RxNorm
LIPOSIC	21018074	Liposic	RxNorm Extension
LIQUIFILM TEARS	19052723	Liquifilm Tears	RxNorm
LISINOPRIL EG	43128950	LISINOPRIL EG	RxNorm Extension
LISINOPRIL MYLAN	43128952	LISINOPRIL MYLAN	RxNorm Extension
LISINOPRIL PFIZER	43128954	LISINOPRIL PFIZER	RxNorm Extension
LISINOPRIL RATIOPHARM	43128956	LISINOPRIL RATIOPHARM	RxNorm Extension
LISINOPRIL SANDOZ	43128958	LISINOPRIL SANDOZ	RxNorm Extension
LISINOPRIL TEVA	43128959	LISINOPRIL TEVA	RxNorm Extension
LISVY	43128974	LISVY	RxNorm Extension
LIVIAL	19052919	Livial	RxNorm
LIVIAL IMPEXECO	19052919	Livial	RxNorm
LIVOSTIN	19013937	Livostin	RxNorm
LIXIANA	21014432	Lixiana	RxNorm Extension
LOCABIOTAL	19026880	Locabiotal	RxNorm
LOCASALEN	43571124	Locasalen	RxNorm Extension
LOCERYL	19133225	Loceryl	RxNorm
LOCOID	19067502	Locoid	RxNorm
LOCOID CRELO	19016074	Locoid Crelo	RxNorm
LODOTRA	21016986	Lodotra	RxNorm Extension
LODOZ	43128986	LODOZ	RxNorm Extension
LOGIMAT	40810694	Logimat	RxNorm Extension
LOMIR	40810762	Lomir	RxNorm Extension
LOMUDAL	43128992	LOMUDAL	RxNorm Extension
LOMUSOL	43128993	LOMUSOL	RxNorm Extension
LONGUM	40810812	Longum	RxNorm Extension
LOPERAMIDE EG	43129001	LOPERAMIDE EG	RxNorm Extension
LOPERAMIDE MYLAN	43129005	LOPERAMIDE MYLAN	RxNorm Extension
LOPERAMIDE TEVA	43129265	LOPERAMIDE TEVA	RxNorm Extension
LOPRESOR	43253384	Lopresor	RxNorm Extension
LORAMYC	21017484	Loramyc	RxNorm Extension
LORATADINE EG	43129277	LORATADINE EG	RxNorm Extension
LORATADINE MYLAN	43129278	LORATADINE MYLAN	RxNorm Extension
LORATADINE SANDOZ	43129284	LORATADINE SANDOZ	RxNorm Extension
LORATADINE TEVA	43129286	LORATADINE TEVA	RxNorm Extension
LORAZEPAM MYLAN	43129293	LORAZEPAM MYLAN	RxNorm Extension
LORMETAZEPAM RATIOPHARM	40810700	Lormetazepam Ratiopharm	RxNorm Extension
LORMETAZEPAM TEVA	40810701	Lormetazepam Teva	RxNorm Extension
LOSARTAN EG	43129300	LOSARTAN EG	RxNorm Extension
LOSARTAN KRKA	43129307	LOSARTAN KRKA	RxNorm Extension
LOSARTAN MYLAN	43129308	LOSARTAN MYLAN	RxNorm Extension
LOSARTAN PFIZER	43129309	LOSARTAN PFIZER	RxNorm Extension
LOSARTAN SANDOZ	43129315	LOSARTAN SANDOZ	RxNorm Extension
LOSARTAN TEVA	43129316	LOSARTAN TEVA	RxNorm Extension
LOSEC	19014487	Losec	RxNorm
LOSEC MUPS	21014663	Losec MUPS	RxNorm Extension
LOTRIDERM	21015743	Lotriderm	RxNorm Extension
LUCENTIS	19091454	Lucentis	RxNorm
LUDIOMIL	19092339	Ludiomil	RxNorm
LUMIGAN	19005577	Lumigan	RxNorm
LUTENYL	43129583	LUTENYL	RxNorm Extension
LYMPHOGLOBULINE	19014489	lymphoglobuline	RxNorm
LYRICA	19080788	Lyrica	RxNorm
LYSANXIA	43129588	LYSANXIA	RxNorm Extension
LYSANXIA IMPEXECO	43129588	LYSANXIA	RxNorm Extension
LYSODREN	19048653	Lysodren	RxNorm
LYXUMIA	21018477	Lyxumia	RxNorm Extension
MABTHERA	21018724	MabThera	RxNorm Extension
MADECASSOL	43129600	MADECASSOL	RxNorm Extension
MAGNESPASMYL	43129611	MAGNESPASMYL	RxNorm Extension
MAGNEVIST	19050963	Magnevist	RxNorm
MALARONE	19023671	Malarone	RxNorm
MARCAINE	40227194	Marcaine	RxNorm
MARCOUMAR	21019084	Marcoumar	RxNorm Extension
MAREVAN	21016734	Marevan	RxNorm Extension
MARIPER	43570560	Mariper	RxNorm Extension
MARVELON	21018272	Marvelon	RxNorm Extension
MATRIFEN	21017237	Matrifen	RxNorm Extension
MAXALT	19072554	Maxalt	RxNorm
MAXIDEX	19047794	Maxidex	RxNorm
MAXIPIME	19043956	Maxipime	RxNorm
MAXITROL	19015779	Maxitrol	RxNorm
MAXZIDE	19068394	Maxzide	RxNorm
MEBEVERINE EG	43129636	MEBEVERINE EG	RxNorm Extension
MEDIKINET	21018115	Medikinet	RxNorm Extension
MEDROL	19043506	Medrol	RxNorm
MEDROL IMPEXECO	19043506	Medrol	RxNorm
MEGACE	19044798	Megace	RxNorm
MELIANE	43129834	MELIANE	RxNorm Extension
MELISANA	43570731	Melisana	RxNorm Extension
MELLERIL	21014618	Melleril	RxNorm Extension
MELOXICAM EG	43129837	MELOXICAM EG	RxNorm Extension
MELOXICAM PFIZER	43129838	MELOXICAM PFIZER	RxNorm Extension
MELOXICAM SANDOZ	43129839	MELOXICAM SANDOZ	RxNorm Extension
MELOXICAM TEVA	43129840	MELOXICAM TEVA	RxNorm Extension
MEMANTINE EG	43129846	MEMANTINE EG	RxNorm Extension
MEMANTINE SANDOZ	35406568	MEMANTINE SANDOZ	RxNorm Extension
MENCEVAX ACWY	43253452	Mencevax Acwy	RxNorm Extension
MENINGITEC	21014262	Meningitec	RxNorm Extension
MENJUGATE	21016586	Menjugate	RxNorm Extension
MENVEO	40173178	Menveo	RxNorm
MEPIVASTESIN	43570635	Mepivastesin	RxNorm Extension
MERCILON	21017068	Mercilon	RxNorm Extension
MESTINON	19044823	Mestinon	RxNorm
METFORMINE MYLAN	43129892	METFORMINE MYLAN	RxNorm Extension
METFORMINE PFIZER	43129894	METFORMINE PFIZER	RxNorm Extension
METFORMINE SANDOZ	43129899	METFORMINE SANDOZ	RxNorm Extension
METFORMINE TEVA	43129901	METFORMINE TEVA	RxNorm Extension
METHOTREXATE MYLAN	43129908	METHOTREXATE MYLAN	RxNorm Extension
METOJECT	21017600	Metoject	RxNorm Extension
METOPROLOL SANDOZ	43130082	METOPROLOL SANDOZ	RxNorm Extension
METRONIDAZOLE B BRAUN	43130085	METRONIDAZOLE B BRAUN	RxNorm Extension
METVIX	21015706	Metvix	RxNorm Extension
MEXITIL	19024125	Mexitil	RxNorm
MIACALCIC	19113050	Miacalcic	RxNorm
MICANOL	19023248	Micanol	RxNorm
MICARDIS	19073162	Micardis	RxNorm
MICARDISPLUS	21016490	MicardisPlus	RxNorm Extension
MICROGYNON	21014736	Microgynon	RxNorm Extension
MICROLAX	43253352	Microlax	RxNorm Extension
MICROLUT	43253354	Microlut	RxNorm Extension
MICROVAL	21015971	Microval	RxNorm Extension
MICTONORM	43574088	Mictonorm	RxNorm Extension
MIDAZOLAM ACCORD	43130110	MIDAZOLAM ACCORD	RxNorm Extension
MIFEGYNE	21016126	Mifegyne	RxNorm Extension
MIFLONIDE	43574144	Miflonide	RxNorm Extension
MIGARD	21014654	Migard	RxNorm Extension
MIGPRIV	43130118	MIGPRIV	RxNorm Extension
MIMPARA	21018334	Mimpara	RxNorm Extension
MINIDIAB	19027001	Minidiab	RxNorm
MINIPRESS	19012594	Minipress	RxNorm
MINIRIN	40168796	Minirin	RxNorm
MINITRAN	19020186	Minitran	RxNorm
MINOCIN	19022219	Minocin	RxNorm
MINOCYCLINE EG	43130136	MINOCYCLINE EG	RxNorm Extension
MINOCYCLINE MYLAN	43130137	MINOCYCLINE MYLAN	RxNorm Extension
MINOCYCLINE SANDOZ	43130138	MINOCYCLINE SANDOZ	RxNorm Extension
MINULET	21016687	Minulet	RxNorm Extension
MIRAPEXIN	21016694	Mirapexin	RxNorm Extension
MIRCERA	45775167	Mircera	RxNorm
MIRENA	19022254	Mirena	RxNorm
MIRTAZAPINE EG	43130151	MIRTAZAPINE EG	RxNorm Extension
MIRTAZAPINE MYLAN	43130152	MIRTAZAPINE MYLAN	RxNorm Extension
MIRTAZAPINE RATIOPHARM	43130155	MIRTAZAPINE RATIOPHARM	RxNorm Extension
MIRTAZAPINE SANDOZ	43130156	MIRTAZAPINE SANDOZ	RxNorm Extension
MIRTAZAPINE TEVA	43130157	MIRTAZAPINE TEVA	RxNorm Extension
MIRVASO	43560604	Mirvaso	RxNorm
MISTABRON	40812071	Mistabron	RxNorm Extension
MISTAMINE	21015565	Mistamine	RxNorm Extension
MITOMYCIN C KYOWA	19053504	Mitomycin C Kyowa	RxNorm
MITOSYL	40811836	Mitosyl	RxNorm Extension
MIVACRON	19022256	Mivacron	RxNorm
MIXTARD	21017389	Mixtard	RxNorm Extension
MIZOLLEN	19018090	Mizollen	RxNorm
MOBIC	19023139	Mobic	RxNorm
MOBILAT	40811923	Mobilat	RxNorm Extension
MOBILISIN	40811945	Mobilisin	RxNorm Extension
MODURETIC	43525485	Moduretic	RxNorm
MOGADON	19014645	Mogadon	RxNorm
MOLAXOLE	21015061	Molaxole	RxNorm Extension
MOMETASONE SANDOZ	43130399	MOMETASONE SANDOZ	RxNorm Extension
MOMETASONE TEVA	43130400	MOMETASONE TEVA	RxNorm Extension
MONOPROST	43574098	Monoprost	RxNorm Extension
MONTELUKAST EG	43130421	MONTELUKAST EG	RxNorm Extension
MONTELUKAST EG IMPEXECO	43130421	MONTELUKAST EG	RxNorm Extension
MONTELUKAST KRKA	43130423	MONTELUKAST KRKA	RxNorm Extension
MONTELUKAST MYLAN	43130424	MONTELUKAST MYLAN	RxNorm Extension
MONTELUKAST SANDOZ	43130427	MONTELUKAST SANDOZ	RxNorm Extension
MONTELUKAST SANDOZ IMPEXECO	43130427	MONTELUKAST SANDOZ	RxNorm Extension
MONTELUKAST TEVA	43130428	MONTELUKAST TEVA	RxNorm Extension
MONTELUKAST TEVA IMPEXECO	43130428	MONTELUKAST TEVA	RxNorm Extension
MONURIL	21016534	Monuril	RxNorm Extension
MOTENS	21015794	Motens	RxNorm Extension
MOTIFENE	19014648	Motifene	RxNorm
MOTILIUM	19026471	Motilium	RxNorm
MOTILIUM IMPEXECO	19026471	Motilium	RxNorm
MOTRIN	19042617	Motrin	RxNorm
MOVICOL	43253544	Movicol	RxNorm Extension
MOVICOL IMPEXECO	43253544	Movicol	RxNorm Extension
MOVIPREP	19000552	MoviPrep	RxNorm
MOVIPREP	21016767	Moviprep	RxNorm Extension
MOXIFLOXACINE EG	43130439	MOXIFLOXACINE EG	RxNorm Extension
MOXIFLOXACINE MYLAN	35406517	MOXIFLOXACINE MYLAN	RxNorm Extension
MOXONIDINE EG	43130443	MOXONIDINE EG	RxNorm Extension
MOXONIDINE MYLAN	43130444	MOXONIDINE MYLAN	RxNorm Extension
MOXONIDINE TEVA	43130445	MOXONIDINE TEVA	RxNorm Extension
MS CONTIN	19045914	MS Contin	RxNorm
MUCOANGIN	43573806	Mucoangin	RxNorm Extension
MUCOMYST	19026306	Mucomyst	RxNorm
MULTILOAD CU	40811610	Multiload Cu	RxNorm Extension
MUTAGRIP	40811700	Mutagrip	RxNorm Extension
MYAMBUTOL	19012562	Myambutol	RxNorm
MYCOBUTIN	19088649	Mycobutin	RxNorm
MYCOLOG	40234674	Mycolog	RxNorm
MYCONAIL	43130628	MYCONAIL	RxNorm Extension
MYCOSPOR	43253468	Mycospor	RxNorm Extension
MYDRIACYL	19048315	Mydriacyl	RxNorm
MYFENAX	21017828	Myfenax	RxNorm Extension
MYFORTIC	19078965	Myfortic	RxNorm
MYLANTA	19011151	Mylanta	RxNorm
MYLERAN	19044855	Myleran	RxNorm
MYOLASTAN	43130649	MYOLASTAN	RxNorm Extension
MYSOLINE	19044857	Mysoline	RxNorm
NAAXIA	43130653	NAAXIA	RxNorm Extension
NACL	21019055	NaCl	RxNorm Extension
NACREZ	21016907	Nacrez	RxNorm Extension
NAEMIS	43130656	NAEMIS	RxNorm Extension
NALOREX	21015936	Nalorex	RxNorm Extension
NALTREXONE ACCORD	35406577	NALTREXONE ACCORD	RxNorm Extension
NAPHCON	19048504	Naphcon	RxNorm
NAPHCON A	19074473	Naphcon A	RxNorm
NAPHCON FORTE	19136003	Naphcon forte	RxNorm
NAPROFLAM	40812613	Naproflam	RxNorm Extension
NAPROXEN SANDOZ	40812649	Naproxen Sandoz	RxNorm Extension
NARAMIG	21014984	Naramig	RxNorm Extension
NARATRIPTAN SANDOZ	43130686	NARATRIPTAN SANDOZ	RxNorm Extension
NARCAN	19039173	Narcan	RxNorm
NAROPIN	19015750	Naropin	RxNorm
NASONEX	19023532	Nasonex	RxNorm
NAVELBINE	19069370	Navelbine	RxNorm
NEBIDO	21017555	Nebido	RxNorm Extension
NEBIVOLOL EG	43130844	NEBIVOLOL EG	RxNorm Extension
NEBIVOLOL MYLAN	43130847	NEBIVOLOL MYLAN	RxNorm Extension
NEBIVOLOL RATIOPHARM	40812461	Nebivolol Ratiopharm	RxNorm Extension
NEBIVOLOL SANDOZ	43130850	NEBIVOLOL SANDOZ	RxNorm Extension
NEBIVOLOL TEVA	43130851	NEBIVOLOL TEVA	RxNorm Extension
NEISVAC C	40812497	Neisvac C	RxNorm Extension
NEO CODION	40812526	Neo Codion	RxNorm Extension
NEO STEDIRIL	40812571	Neo Stediril	RxNorm Extension
NEOGYNON	40812621	Neogynon	RxNorm Extension
NEOTIGASON	21016902	Neotigason	RxNorm Extension
NEPRESOL	43573023	Nepresol	RxNorm Extension
NESTOSYL	43130869	NESTOSYL	RxNorm Extension
NEULASTA	19035253	Neulasta	RxNorm
NEUPOGEN	19088581	Neupogen	RxNorm
NEUPRO	19012086	Neupro	RxNorm
NEUROBION	43573063	Neurobion	RxNorm Extension
NEUROBLOC	21016804	NeuroBloc	RxNorm Extension
NEURONTIN	19038874	Neurontin	RxNorm
NEUTROSES	43130876	NEUTROSES	RxNorm Extension
NEVANAC	19085915	Nevanac	RxNorm
NEVIRAPINE MYLAN	43130878	NEVIRAPINE MYLAN	RxNorm Extension
NEXAVAR	19087088	Nexavar	RxNorm
NICOPATCH	21018454	Nicopatch	RxNorm Extension
NICORETTE	19048313	Nicorette	RxNorm
NICOTINELL	21015132	Nicotinell	RxNorm Extension
NIFEDIPINE TEVA	43131127	NIFEDIPINE TEVA	RxNorm Extension
NIFLUGEL	43131128	NIFLUGEL	RxNorm Extension
NIFLURIL	43131129	NIFLURIL	RxNorm Extension
NILSTAT	19043567	Nilstat	RxNorm
NIMBEX	19016314	Nimbex	RxNorm
NIMENRIX	21014523	Nimenrix	RxNorm Extension
NIMOTOP	19038992	Nimotop	RxNorm
NIQUITIN	21017959	NiQuitin	RxNorm Extension
NIQUITIN CLEAR	43573121	Niquitin Clear	RxNorm Extension
NITRODERM TTS	43573151	Nitroderm Tts	RxNorm Extension
NITROLINGUAL PUMPSPRAY	43573157	Nitrolingual Pumpspray	RxNorm Extension
NIVAQUINE	19127928	Nivaquine	RxNorm
NIVESTIM	21015073	Nivestim	RxNorm Extension
NIZORAL	19043477	Nizoral	RxNorm
NOCDURNA	44017290	Nocdurna	RxNorm Extension
NOCERTONE	43131163	NOCERTONE	RxNorm Extension
NOCTAMID	19098778	Noctamid	RxNorm
NOCTAMID IMPEXECO	19098778	Noctamid	RxNorm
NOLVADEX	19004028	Nolvadex	RxNorm
NOLVADEX FORTE	19014679	Nolvadex Forte	RxNorm
NOOTROPIL	40812926	Nootropil	RxNorm Extension
NOOTROPIL IMPEXECO	40812926	Nootropil	RxNorm Extension
NORCURON	19044906	Norcuron	RxNorm
NORDITROPIN SIMPLEXX	21016175	Norditropin SimpleXx	RxNorm Extension
NORDITROPIN SIMPLEXX	43573178	Norditropin Simplexx	RxNorm Extension
NORFLEX	19100766	Norflex	RxNorm
NORFLOXACINE EG	43131187	NORFLOXACINE EG	RxNorm Extension
NORFLOXACINE SANDOZ	43131192	NORFLOXACINE SANDOZ	RxNorm Extension
NORFLOXACINE TEVA	43131193	NORFLOXACINE TEVA	RxNorm Extension
NORGALAX	19053646	Norgalax	RxNorm
NORLEVO	43131195	NORLEVO	RxNorm Extension
NORMACOL	43131352	NORMACOL	RxNorm Extension
NORMACOL PLUS	43253579	Normacol Plus	RxNorm Extension
NORMISON	19014782	Normison	RxNorm
NORMOGLAUCON	40813105	Normoglaucon	RxNorm Extension
NORPROLAC	19014783	Norprolac	RxNorm
NORTRILEN	40812872	Nortrilen	RxNorm Extension
NORVIR	19038783	Norvir	RxNorm
NOVOFEM	43573230	Novofem	RxNorm Extension
NOVOMIX	44020986	Novomix	RxNorm Extension
NOVONORM	19054446	NovoNorm	RxNorm
NOVORAPID	43253490	Novorapid	RxNorm Extension
NOVOTHYRAL	40812898	Novothyral	RxNorm Extension
NOXAFIL	19036353	Noxafil	RxNorm
NOZINAN	43131364	NOZINAN	RxNorm Extension
NUCALA	35606635	Nucala	RxNorm
NUROFEN	21016480	Nurofen	RxNorm Extension
NUVARING	19012278	NuvaRing	RxNorm
NUVARING	40813018	Nuvaring	RxNorm Extension
NYOGEL	43253653	Nyogel	RxNorm Extension
NYOLOL	43131381	NYOLOL	RxNorm Extension
OCTOSTIM	43253676	Octostim	RxNorm Extension
OCULOTECT	21015277	Oculotect	RxNorm Extension
ODEFSEY	35605922	Odefsey	RxNorm
OESTROGEL	19014790	Oestrogel	RxNorm
OFLOXACIN POS	40812799	Ofloxacin Pos	RxNorm Extension
OFLOXACINE EG	43131394	OFLOXACINE EG	RxNorm Extension
OFLOXACINE MYLAN	43131397	OFLOXACINE MYLAN	RxNorm Extension
OFLOXACINE RATIOPHARM	43131402	OFLOXACINE RATIOPHARM	RxNorm Extension
OFLOXACINE SANDOZ	43131403	OFLOXACINE SANDOZ	RxNorm Extension
OFLOXACINE TEVA	43131404	OFLOXACINE TEVA	RxNorm Extension
OKACIN	40812811	Okacin	RxNorm Extension
OLANZAPINE EG	43131643	OLANZAPINE EG	RxNorm Extension
OLANZAPINE MYLAN	43131646	OLANZAPINE MYLAN	RxNorm Extension
OLANZAPINE SANDOZ	43131651	OLANZAPINE SANDOZ	RxNorm Extension
OLANZAPINE TEVA	43131652	OLANZAPINE TEVA	RxNorm Extension
OLBAS	21016382	Olbas	RxNorm Extension
OLBETAM	21017065	Olbetam	RxNorm Extension
OLMETEC	21017495	Olmetec	RxNorm Extension
OMACOR	21015689	Omacor	RxNorm Extension
OMEPRAZOLE EG	43131690	OMEPRAZOLE EG	RxNorm Extension
OMEPRAZOLE MYLAN	43131695	OMEPRAZOLE MYLAN	RxNorm Extension
OMEPRAZOLE RANBAXY	43131701	OMEPRAZOLE RANBAXY	RxNorm Extension
OMEPRAZOLE RATIOPHARM	43131703	OMEPRAZOLE RATIOPHARM	RxNorm Extension
OMNIPAQUE	19087841	Omnipaque	RxNorm
OMNITROPE	19091494	Omnitrope	RxNorm
ONCOTICE	21016186	OncoTICE	RxNorm Extension
ONDANSETRON EG	43131724	ONDANSETRON EG	RxNorm Extension
ONDANSETRON MYLAN	43131937	ONDANSETRON MYLAN	RxNorm Extension
ONDANSETRON SANDOZ	43131941	ONDANSETRON SANDOZ	RxNorm Extension
ONDANSETRON TEVA	43131942	ONDANSETRON TEVA	RxNorm Extension
ONGLYZA	40165127	Onglyza	RxNorm
OPATANOL	21017342	Opatanol	RxNorm Extension
OPSUMIT	44507726	Opsumit	RxNorm
OPTALIDON	40813643	Optalidon	RxNorm Extension
OPTICROM	19022323	Opticrom	RxNorm
ORACILLINE	43131962	ORACILLINE	RxNorm Extension
ORADEXON	19027002	Oradexon	RxNorm
ORALAIR	43573568	Oralair	RxNorm Extension
ORAMORPH	19014897	Oramorph	RxNorm
ORAP	19022327	Orap	RxNorm
ORAP FORTE	43573573	Orap Forte	RxNorm Extension
ORBENIN	19026929	Orbenin	RxNorm
ORENCIA	19086310	Orencia	RxNorm
ORGALUTRAN	21014419	Orgalutran	RxNorm Extension
ORGAMETRIL	43131966	ORGAMETRIL	RxNorm Extension
ORGARAN	19080845	Orgaran	RxNorm
ORIMETEN	21018627	Orimeten	RxNorm Extension
ORNADE	44020862	Ornade	RxNorm Extension
OROPERIDYS	43131976	OROPERIDYS	RxNorm Extension
ORTHO GYNEST	40813406	Ortho Gynest	RxNorm Extension
OSPOLOT	21014668	Ospolot	RxNorm Extension
OSSOPAN	21015992	Ossopan	RxNorm Extension
OSTAC	43572522	Ostac	RxNorm Extension
OTALGAN	43572532	Otalgan	RxNorm Extension
OTEZLA	44815757	Otezla	RxNorm
OTIPAX	43131990	OTIPAX	RxNorm Extension
OTOSPORIN	21015254	Otosporin	RxNorm Extension
OTRIVINE	19053627	Otrivine	RxNorm
OVANON	40813686	Ovanon	RxNorm Extension
OVIDOL	40813391	Ovidol	RxNorm Extension
OVITRELLE	21017710	Ovitrelle	RxNorm Extension
OVYSMEN	21018187	Ovysmen	RxNorm Extension
OXALIPLATINE EG	43131998	OXALIPLATINE EG	RxNorm Extension
OXCARBAZEPINE MYLAN	43132004	OXCARBAZEPINE MYLAN	RxNorm Extension
OXIS TURBOHALER	19101460	Oxis Turbohaler	RxNorm
OXIVENT	19014991	Oxivent	RxNorm
OXYBUTYNIN RATIOPHARM	40813349	Oxybutynin Ratiopharm	RxNorm Extension
OXYBUTYNINE EG	43127771	OXYBUTYNINE EG	RxNorm Extension
OXYBUTYNINE MYLAN	43127772	OXYBUTYNINE MYLAN	RxNorm Extension
OXYBUTYNINE SANDOZ	43127773	OXYBUTYNINE SANDOZ	RxNorm Extension
OXYCONTIN	19076182	Oxycontin	RxNorm
OXYNORM	19113598	Oxynorm	RxNorm
OXYPLASTINE	43127805	OXYPLASTINE	RxNorm Extension
PALEXIA	21014504	Palexia	RxNorm Extension
PALUDRINE	19132907	Paludrine	RxNorm
PANADEINE	43253799	Panadeine	RxNorm Extension
PANADOL	19042334	Panadol	RxNorm
PANCREASE	19048805	Pancrease	RxNorm
PANOTILE	43128050	PANOTILE	RxNorm Extension
PANOXYL	19042990	PanOxyl	RxNorm
PANOXYL	44021505	Panoxyl	RxNorm Extension
PANTOPRAZOL RATIOPHARM	40813180	Pantoprazol Ratiopharm	RxNorm Extension
PANTOPRAZOL SANDOZ	43572457	Pantoprazol Sandoz	RxNorm Extension
PANTOPRAZOLE EG	43128060	PANTOPRAZOLE EG	RxNorm Extension
PANTOPRAZOLE MYLAN	43128065	PANTOPRAZOLE MYLAN	RxNorm Extension
PANTOPRAZOLE TEVA	43128079	PANTOPRAZOLE TEVA	RxNorm Extension
PANTOZOL	43572505	Pantozol	RxNorm Extension
PANTOZOL IMPEXECO	43572505	Pantozol	RxNorm Extension
PARACETAMOL EG	43128109	PARACETAMOL EG	RxNorm Extension
PARACETAMOL MYLAN	43128116	PARACETAMOL MYLAN	RxNorm Extension
PARACETAMOL SANDOZ	43128123	PARACETAMOL SANDOZ	RxNorm Extension
PARACETAMOL TEVA	43128125	PARACETAMOL TEVA	RxNorm Extension
PARIET	19054408	Pariet	RxNorm
PARLODEL	19041783	Parlodel	RxNorm
PAROXETINE EG	43128397	PAROXETINE EG	RxNorm Extension
PAROXETINE MYLAN	43128400	PAROXETINE MYLAN	RxNorm Extension
PAROXETINE PFIZER	43128401	PAROXETINE PFIZER	RxNorm Extension
PAROXETINE RATIOPHARM	43128404	PAROXETINE RATIOPHARM	RxNorm Extension
PAROXETINE SANDOZ	43128406	PAROXETINE SANDOZ	RxNorm Extension
PAROXETINE SANDOZ IMPEXECO	43128406	PAROXETINE SANDOZ	RxNorm Extension
PAROXETINE TEVA	43128407	PAROXETINE TEVA	RxNorm Extension
PAVULON	19027580	Pavulon	RxNorm
PEFLACINE	21016405	Peflacine	RxNorm Extension
PEGASYS	19037333	Pegasys	RxNorm
PEGINTRON	19063201	Pegintron	RxNorm
PENBRITIN	19011170	Penbritin	RxNorm
PENGLOBE	44021154	Penglobe	RxNorm Extension
PENTACARINAT	19014998	Pentacarinat	RxNorm
PENTASA	19038818	Pentasa	RxNorm
PENTOTHAL	19024223	Pentothal	RxNorm
PEPCIDINE	43253751	Pepcidine	RxNorm Extension
PERCUTALGINE	43128429	PERCUTALGINE	RxNorm Extension
PERENTEROL	43572165	Perenterol	RxNorm Extension
PERGOTIME	43128432	PERGOTIME	RxNorm Extension
PERIACTIN	19032402	Periactin	RxNorm
PERINDOPRIL MYLAN	43128444	PERINDOPRIL MYLAN	RxNorm Extension
PERINDOPRIL RATIOPHARM	43128447	PERINDOPRIL RATIOPHARM	RxNorm Extension
PERINDOPRIL SANDOZ	43128448	PERINDOPRIL SANDOZ	RxNorm Extension
PERINDOPRIL TEVA	43128449	PERINDOPRIL TEVA	RxNorm Extension
PERMAX	19047199	Permax	RxNorm
PERSANTINE	19044909	Persantine	RxNorm
PERUBORE	43128723	PERUBORE	RxNorm Extension
PEVARYL	19132699	Pevaryl	RxNorm
PEVISONE	43128725	PEVISONE	RxNorm Extension
PHARMATEX	43128727	PHARMATEX	RxNorm Extension
PHENERGAN	19022407	Phenergan	RxNorm
PHOSLO	19077478	Phoslo	RxNorm
PHOSPHALUGEL	43128750	PHOSPHALUGEL	RxNorm Extension
PICATO	42705821	Picato	RxNorm
PICOPREP	43128765	PICOPREP	RxNorm Extension
PILO	36403281	Pilo	RxNorm Extension
PIMAFUCORT	40814041	Pimafucort	RxNorm Extension
PIPORTIL	43128785	PIPORTIL	RxNorm Extension
PIRACETAM EG	43129014	PIRACETAM EG	RxNorm Extension
PIRACETAM TEVA	43129019	PIRACETAM TEVA	RxNorm Extension
PIROXICAM EG	43129023	PIROXICAM EG	RxNorm Extension
PIROXICAM MYLAN	43129024	PIROXICAM MYLAN	RxNorm Extension
PIROXICAM SANDOZ	43129027	PIROXICAM SANDOZ	RxNorm Extension
PIROXICAM TEVA	43129028	PIROXICAM TEVA	RxNorm Extension
PLAQUENIL	19042425	Plaquenil	RxNorm
PLASTENAN	43129035	PLASTENAN	RxNorm Extension
PLAVIX	19030328	Plavix	RxNorm
PLEGRIDY	45775150	Plegridy	RxNorm
PLENDIL	19044934	Plendil	RxNorm
PLIAGLIS	19015574	Pliaglis	RxNorm
PNEUMO	43129040	PNEUMO	RxNorm Extension
PNEUMOREL	43129042	PNEUMOREL	RxNorm Extension
POLARAMINE	19016499	Polaramine	RxNorm
POLARONIL	40813977	Polaronil	RxNorm Extension
POLYDEXA	43129048	POLYDEXA	RxNorm Extension
POLYGYNAX	43129049	POLYGYNAX	RxNorm Extension
POLYTRIM	19015160	Polytrim	RxNorm
