concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
"Production and adaptation of facial prostheses with implant fixation nose"		"OPS"			"8-221.2"			
"Percutaneous (needle) biopsy of endocrine organs adrenal"		"OPS"			"1-406.5"			
"Biopsy of muscles and soft tissues by incision lower leg"		"OPS"			"1-502.6"			
"diagnostic hysteroscopy"		"OPS"			"1-672"			
"Percutaneous (needle) biopsy tissue intraspinal spinal cord"		"OPS"			"1-404.0"			
"Therapeutic percutaneous puncture of a joint interphalangeal"		"OPS"			"8-158.d"			
"diagnostic arthroscopy elbow joint"		"OPS"			"1-697.2"			
"Application of a donor stool suspension colonoscopy"		"OPS"			"8-129.0"			
"Other operations on the choroid Transplantation of pigment epithelium and choroid"		"OPS"			"5-157.3"			
"Biopsy without incision on the nose other"		"OPS"			"1-414.x"			
"Biopsy of lymph nodes by incision inguinal"		"OPS"			"1-586.6"			
"Percutaneous (needle) biopsy tissue intraspinal Not otherwise specified"		"OPS"			"1-404.y"			
"Primary reconstruction of the eyeball"		"OPS"			"5-166.1"			
"Excision and destruction of (diseased) tissue of the cornea"		"OPS"			"5-123"			
"Insert, change and removal of a ureteral stent [Ureteral] other"		"OPS"			"8-137.x"			
"Exenteration of the orbita with preservation of the eyelid skin, With the introduction of alloplastic material"		"OPS"			"5-164.33"			
"Stereotactic biopsy of pituitary and pineal pituitary"		"OPS"			"1-515.0"			
"Tympanoplasty with creation of an ear radical cavity, With implantation of an autogenous graft (for example, auto ossicles)"		"OPS"			"5-195.c1"			
"Closed reduction of fracture without internal fixation ulna proximal"		"OPS"			"8-200.7"			
"Fenestration of the promotorium, Without implantation of a prosthesis"		"OPS"			"5-198.0"			
"Biopsy without incision on pharynx hypopharynx"		"OPS"			"1-422.1"			
"Stereotactic biopsy of intracranial tissue Intracranial parts of cranial nerves and ganglia"		"OPS"			"1-511.4"			
"Association for large-scale and serious skin diseases With immobilisation by plaster cast"		"OPS"			"8-191.31"			
"Biopsy of muscles and soft tissues by incision thigh"		"OPS"			"1-502.5"			
"Combined operations on the eye muscles Operation on 2 recti"		"OPS"			"5-10k.0"			
"Electrical and / or video nystagmography"		"OPS"			"1-20a.30"			
"Biopsy in other parts of the eye through the incision not otherwise specified"		"OPS"			"1-529.y"			
"Other lens extractions other"		"OPS"			"5-145.x"			
"Angiokardiographie as an independent measure Not otherwise specified"		"OPS"			"1-276.y"			
"Biopsy of bone by incision Radius and ulna"		"OPS"			"1-503.2"			
"Diagnostic endoscopy of the urinary tract through a stoma"		"OPS"			"1-668"			
"Percutaneously cystoscopic biopsy of urinary organs and prostate other"		"OPS"			"1-462.x"			
"Therapeutic percutaneous puncture of the central nervous system and eye Spinal cord cyst"		"OPS"			"8-151.3"			
"Other operations on the retina Removal of marking plates for radiotherapy"		"OPS"			"5-156.6"			
"Therapeutic drainage of urinary organs not otherwise specified"		"OPS"			"8-147.y"			
"Percutaneous biopsy on hepatobiliärem system, and pancreas with control by imaging techniques Transluminal, with lock"		"OPS"			"1-442.31"			
"Closed reduction of fracture or joint dislocation of the spine without internal fixation not otherwise specified"		"OPS"			"8-202.y"			
"Incision on the outer ear, Retroauricular"		"OPS"			"5-180.3"			
"Reconstruction of the orbital wall, With galea flap"		"OPS"			"5-167.3"			
"Closed reduction of fracture or joint dislocation of the spine without internal fixation closed reduction"		"OPS"			"8-202.0"			
"Biopsy urethra and periurethral tissue incision by urethra"		"OPS"			"1-561.0"			
"Foreign body removal without incision From the external auditory meatus"		"OPS"			"8-101.3"			
"Other operations on the iris Temporary surgical pupil dilation"		"OPS"			"5-137.7"			
"Extracorporeal shock wave therapy"		"OPS"			"8-11"			
"Other operations on the oblique muscles"		"OPS"			"5-10j"			
"Angiokardiographie as an independent measure aortography"		"OPS"			"1-276.1"			
"Percutaneous (needle) biopsy system, and pancreas hepatobiliärem liver"		"OPS"			"1-441.0"			
"Therapeutic purging of the retroperitoneal space in case of laying drainage and temporary abdominal closure For temporary wound closure (programmed lavage)"		"OPS"			"8-177.1"			
"Other operations on the iris Iridoplasty surgically"		"OPS"			"5-137.1"			
"Endosonographic fine needle aspiration on hepatobiliary system Not otherwise specified"		"OPS"			"1-448.y"			
"Other operations on the straight eye muscles Reattachment of an eye muscle"		"OPS"			"5-10e.3"			
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus spleen"		"OPS"			"1-425.8"			
"Transseptal left heart catheterization Probing the atrial septum"		"OPS"			"1-274.3"			
"Therapeutic purging of a joint interphalangeal"		"OPS"			"8-178.d"			
"osteoclasia"		"OPS"			"8-213"			
"Other lens extractions About the pars plana"		"OPS"			"5-145.0"			
"Biopsy without incision of conjunctiva and cornea"		"OPS"			"1-413"			
"Reduce intraocular pressure by operations on the ciliary body by cyclophotocoagulation, other"		"OPS"			"5-132.2x"			
"Biopsy intraspinal tissue incision by Spinal cord"		"OPS"			"1-512.2"			
"Change and removal of a gastrostomy"		"OPS"			"8-123"			
"Surgical removal of a foreign body from the cornea by incision"		"OPS"			"5-120.1"			
"Closed reduction of joint dislocation without internal fixation Humeroglenoidalgelenk"		"OPS"			"8-201.0"			
"Excision and destruction of (diseased) tissue of the cornea Superficial"		"OPS"			"5-123.20"			
"Therapeutic percutaneous puncture of male sex organs"		"OPS"			"8-156"			
"Electrophysiological examination of the heart catheter-based, Disorders of the AV conduction"		"OPS"			"1-265.1"			
"Other operations on the iris Removal of a pupillary membrane"		"OPS"			"5-137.5"			
"Myringoplasty [tympanoplasty type I] Endaural"		"OPS"			"5-194.0"			
"Suture of the cornea"		"OPS"			"5-124"			
"cardiac mapping"		"OPS"			"1-268"			
"pH monitoring of the esophagus With long-impedance measurement"		"OPS"			"1-316.11"			
"Applying and changing a duodenal or jejunal feeding tube A lying PEG tube endoscopically"		"OPS"			"8-125.2"			
"Closed reduction of fracture without internal fixation metacarpal"		"OPS"			"8-200.b"			
"Change and removal of a gastrostomy change"		"OPS"			"8-123.0"			
"Biopsy without incision on the larynx other"		"OPS"			"1-421.x"			
"Biopsy of blood vessels by incision vessels thigh"		"OPS"			"1-587.5"			
"Diagnostic endoscopy of the urinary tract by incision and intraoperatively Pyeloscopy"		"OPS"			"1-693.0"			
"Biopsy in other parts of the eye through the incision Eye muscle or eye muscle tendon"		"OPS"			"1-529.6"			
"Diagnostic endoscopy of the digestive tract by incision and intraoperatively biliary tract"		"OPS"			"1-695.4"			
"Percutaneous biopsy nephroskopische of urinary organs"		"OPS"			"1-461"			
"Therapeutic purging of a joint Humeroglenoidalgelenk"		"OPS"			"8-178.0"			
"Other biopsy without incision of other digestive organs anal canal"		"OPS"			"1-449.0"			
"Biopsy of kidney and perirenal tissues by incision perirenal tissue"		"OPS"			"1-560.1"			
"Closed reduction of fracture without internal fixation fibula proximally"		"OPS"			"8-200.p"			
"diagnostic esophagoscopy With rigid instrument"		"OPS"			"1-630.1"			
"diagnostic rectoscopy With rigid instrument"		"OPS"			"1-654.1"			
"Other operations on the retina"		"OPS"			"5-156"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in other organs"		"OPS"			"8-112"			
"Other operations on the straight eye muscles"		"OPS"			"5-10e"			
"Biopsy of muscles and soft tissues by incision"		"OPS"			"1-502"			
"Registration of evoked potentials"		"OPS"			"1-208"			
"Solution of adhesions between the conjunctiva and eyelid"		"OPS"			"5-114"			
"Incision on the outer ear, Preauricular"		"OPS"			"5-180.2"			
"Combined operations on the eye muscles Myopexia on at least 2 straight muscles with operation to at least 1 other eye muscle"		"OPS"			"5-10k.9"			
"Lowering of intraocular pressure by filtering operations Secondary closure of a scleral flap"		"OPS"			"5-131.41"			
"Navigated transcranial magnetic stimulation [NTMs] Not otherwise specified"		"OPS"			"1-20c.y"			
"Extracapsular extraction of the lens [ECCE] Lens nucleus expression and / or -Aspiration on corneal access"		"OPS"			"5-144.4"			
"Biopsy in other parts of the eye through the incision iris"		"OPS"			"1-529.0"			
"Therapeutic percutaneous puncture of a joint proximal tibiofibular joint"		"OPS"			"8-158.j"			
"Capsulotomy of the lens Nachstarabsaugung"		"OPS"			"5-142.3"			
"Therapeutic lavage (lavage) of the eye not otherwise specified"		"OPS"			"8-170.y"			
"Therapeutic percutaneous puncture of a joint proximal radioulnar"		"OPS"			"8-158.5"			
"Therapeutic percutaneous puncture of a joint metacarpophalangeal joint"		"OPS"			"8-158.c"			
"Fixation of the retina by scleral buckling surgery not otherwise specified"		"OPS"			"5-152.y"			
"Plastic reconstruction of the orbita"		"OPS"			"5-166.0"			
"Tympanoplasty with creation of an ear radical cavity, Without implantation of a prosthesis"		"OPS"			"5-195.c0"			
"Pars plana vitrectomy not otherwise specified"		"OPS"			"5-158.y"			
"Biopsy without incision on pharynx nasopharynx"		"OPS"			"1-422.2"			
"Excision and destruction of (diseased) tissue of the cornea Corneal removal or removal of the eyeball [enucleation] to the cornea removal, post-mortem (for transplantation)"		"OPS"			"5-123.4"			
"diagnostic laryngoscopy Directly"		"OPS"			"1-610.0"			
"Excision of the external auditory canal"		"OPS"			"5-181.7"			
"Tympanoplasty with creation of an ear radical cavity, With implantation of allogeneic or xenogeneic graft (e.g. Homoio ossicle)"		"OPS"			"5-195.c3"			
"Extracorporeal shock wave therapy on the musculoskeletal system foot"		"OPS"			"8-115.2"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in other organs pancreas"		"OPS"			"8-112.0"			
"Other operations on the choroid With sclera full thickness"		"OPS"			"5-157.20"			
"Other therapeutic rinses other"		"OPS"			"8-179.x"			
"Percutaneously cystoscopic biopsy of urinary organs and prostate Not otherwise specified"		"OPS"			"1-462.y"			
"Foreign body removal from the skin without incision face"		"OPS"			"8-102.1"			
"Closed reduction of joint dislocation without internal fixation hip joint"		"OPS"			"8-201.g"			
"Other reconstruction of the outer ear, Reduction plastic surgery (e.g. for macrotia)"		"OPS"			"5-188.0"			
"Closed reduction of fracture without internal fixation femur distal"		"OPS"			"8-200.h"			
"Biopsy of bone by incision spinal column"		"OPS"			"1-503.4"			
"Exenteration of the orbita without preservation of the eyelid skin"		"OPS"			"5-164.4"			
"Biopsy rectum and perirektalem tissue incision by"		"OPS"			"1-557"			
"Transurethral biopsy of urinary organs and prostate bladder"		"OPS"			"1-460.2"			
"Trans Arterial left heart catheterization Ventriculography with pressure measurements in the left ventricle and Aortenbogendarstellung"		"OPS"			"1-275.6"			
"Diagnostic urethrocystoscopy an augmented bladder"		"OPS"			"1-663"			
"(Percutaneous) biopsy of lymph nodes, spleen and thymus with control by imaging techniques Lymph nodes, axillary"		"OPS"			"1-426.2"			
"Debilitating operations on a straight eye muscle not otherwise specified"		"OPS"			"5-10b.y"			
"Surgical removal of a foreign body from the anterior chamber by incision"		"OPS"			"5-130.1"			
"Biopsy of other digestive organs, the peritoneum and retroperitoneal tissue by incision, not otherwise specified"		"OPS"			"1-559.y"			
"diagnostic arthroscopy"		"OPS"			"1-697"			
"Diagnostic endoscopy of the urinary tract through a stoma other"		"OPS"			"1-668.x"			
"Extracapsular extraction of the lens [ECCE] other"		"OPS"			"5-144.x"			
"Other operations on the oblique muscles Reattachment of an eye muscle"		"OPS"			"5-10j.3"			
"Lowering of intraocular pressure by filtering operations lasersclerostomy"		"OPS"			"5-131.5"			
"Other therapeutic rinses Associations and removal of diseased tissue of skin and subcutaneous tissue"		"OPS"			"8-19"			
"Magnetoencephalography [MEG] Not otherwise specified"		"OPS"			"1-20b.y"			
"Other reconstruction of the outer ear, Correction of a steel ear"		"OPS"			"5-188.2"			
"Percutaneously cystoscopic biopsy of urinary organs and prostate bladder"		"OPS"			"1-462.2"			
"(Percutaneous) (needle) biopsy of female sex organs vagina"		"OPS"			"1-470.4"			
"Biopsy without incision on the larynx subglottis"		"OPS"			"1-421.2"			
"Incision on the outer ear, other"		"OPS"			"5-180.x"			
"Stereotactic biopsy of intracranial tissue not otherwise specified"		"OPS"			"1-511.y"			
"Diagnostic Tracheobronchoscopy"		"OPS"			"1-62"			
"Therapeutic percutaneous puncture of the central nervous system and eye"		"OPS"			"8-151"			
"Operations for pterygium"		"OPS"			"5-122"			
"Foreign body removal from the skin without incision Shoulder, torso and buttocks"		"OPS"			"8-102.3"			
"Cardiac catheterization at functional / morphological univentricular heart Without ductal dependency"		"OPS"			"1-277.0"			
"Biopsy on peripheral nerves by incision nervous foot"		"OPS"			"1-513.9"			
"Refractive keratoplasty and other reconstruction of the cornea radially"		"OPS"			"5-126.00"			
"Excision and destruction of diseased tissue of the iris, ciliary body and sclera Destruction of diseased tissue of the sclera"		"OPS"			"5-135.5"			
"Optic nerve sheath windowing"		"OPS"			"5-168.0"			
"Biopsy of lymph nodes by incision Cervical"		"OPS"			"1-586.0"			
"(Percutaneous) biopsy of lymph nodes, spleen and thymus with control by imaging techniques Not otherwise specified"		"OPS"			"1-426.y"			
"Biopsy of other digestive organs, the peritoneum and retroperitoneal tissue by incision, peritoneum"		"OPS"			"1-559.4"			
"Transrectal biopsy at the male sex organs with control by imaging techniques Punch biopsy of the prostate"		"OPS"			"1-466.0"			
"Excision and destruction of diseased tissue of the outer ear, destruction"		"OPS"			"5-181.8"			
"Diagnostic endoscopy of the upper gastrointestinal tract over a stoma other"		"OPS"			"1-638.x"			
"Biopsy of other organs and tissues by incision other"		"OPS"			"1-589.x"			
"Therapeutic percutaneous puncture of a joint acromioclavicular"		"OPS"			"8-158.1"			
"Foreign body removal by endoscopy other"		"OPS"			"8-100.5x"			
"Closed reduction of fracture without internal fixation ulna"		"OPS"			"8-200.8"			
"Operations on the sclera not otherwise specified"		"OPS"			"5-138.y"			
"Change and removal of a Jejunostomiekatheters"		"OPS"			"8-124"			
"Bony decompression of the orbita, other"		"OPS"			"5-169.0x"			
"Exenteration of the orbita without preservation of the eyelid skin, With skin graft"		"OPS"			"5-164.41"			
"Removal of the eyeball [enucleation]Without introduction of an orbital implant"		"OPS"			"5-163.0"			
"Preparation and adjustment of facial prostheses with adhesive or glasses fixation Orbita"		"OPS"			"8-220.1"			
"Closed reduction of fracture without internal fixation other"		"OPS"			"8-200.x"			
"Percutaneous biopsy on endocrine organs with control by imaging techniques pituitary"		"OPS"			"1-407.0"			
"Therapeutic drainage of organs of the abdominal cavity"		"OPS"			"8-146"			
"Diagnostic endoscopy of the urinary tract through a stoma diagnostic ureterorenoscopy"		"OPS"			"1-668.2"			
"Percutaneous (needle) biopsy of urinary organs and male sex organs"		"OPS"			"1-463"			
"Therapeutic percutaneous puncture of the central nervous system and eye not otherwise specified"		"OPS"			"8-151.y"			
"Non-invasive video EEG intensive diagnostics to clarify a suspicion of epilepsy or epilepsy surgical indication for surgery"		"OPS"			"1-210"			
"diagnostic arthroscopy Other joints at the foot"		"OPS"			"1-697.9"			
"diagnostic rectoscopy other"		"OPS"			"1-654.x"			
"Right heart catheterization other"		"OPS"			"1-273.x"			
"Electrophysiological examination of the heart catheter-based, After palliative treatment of congenital heart lesions"		"OPS"			"1-265.b"			
"Conjunctivoplasty Transplantation of amniotic membrane"		"OPS"			"5-113.4"			
"Biopsy of other intra-abdominal organs by incision"		"OPS"			"1-585"			
"Removal of the eyeball [enucleation], Sheathed alloplastic implant"		"OPS"			"5-163.11"			
"Excision and/or destruction of the bony external auditory canal"		"OPS"			"5-181.9"			
"Percutaneous biopsy on respiratory organs with control by imaging techniques diaphragm"		"OPS"			"1-432.2"			
"Biopsy in the female perineum by incision"		"OPS"			"1-574"			
"Tympanoplasty with atticotomy or atticoantrotomy"		"OPS"			"5-195.a"			
"Registration of evoked potentials Visually [REE]"		"OPS"			"1-208.6"			
"Other diagnostic catheterization to heart and blood vessels"		"OPS"			"1-279"			
"Other operations on the retina Epiretinal retinal prosthesis"		"OPS"			"5-156.a1"			
"Therapeutic purging of a joint Joints spine and ribs"		"OPS"			"8-178.t"			
"Endoscopic biopsy of the upper digestive tract, bile ducts and pancreas Sphincter of Oddi and major duodenal papilla"		"OPS"			"1-440.7"			
"Therapeutic percutaneous puncture of male sex organs prostate"		"OPS"			"8-156.2"			
"diagnostic esophagogastroduodenoscopy"		"OPS"			"1-632"			
"Other diagnostic catheterization to heart and blood vessels Densitometry of the great vessels"		"OPS"			"1-279.4"			
"Transposition of an oblique eye muscle"		"OPS"			"5-10h"			
"Biopsy of the small intestine by incision duodenum"		"OPS"			"1-555.0"			
"Operations on the optic nerve, not otherwise specified"		"OPS"			"5-168.y"			
"Therapeutic purging of a joint sacroiliac"		"OPS"			"8-178.e"			
"Other operations on sclera, anterior chamber of the eye, the iris and ciliary body other"		"OPS"			"5-139.x"			
"Other operations on sclera, anterior chamber of the eye, the iris and ciliary body paracentesis"		"OPS"			"5-139.0"			
"pH monitoring of the esophagus other"		"OPS"			"1-316.x"			
"Closed reduction of joint dislocation without internal fixation Ulnokarpalgelenk"		"OPS"			"8-201.9"			
"Special dressing techniques More than 21 days"		"OPS"			"8-190.33"			
"(Percutaneous) biopsy of lymph nodes, spleen and thymus with control by imaging techniques Lymph nodes, iliac"		"OPS"			"1-426.5"			
"Therapeutic percutaneous puncture of a joint radiocarpal"		"OPS"			"8-158.8"			
"diagnostic esophagogastroduodenoscopy In normal situs"		"OPS"			"1-631.0"			
"Transseptal left heart catheterization Probing of the ventricular septum"		"OPS"			"1-274.4"			
"Removal of diseased tissue of skin and subcutaneous tissue without anesthesia (as part of a dressing change) in the presence of a wound not otherwise specified"		"OPS"			"8-192.y"			
"Removal of the eye contents [evisceration] Coincides with the introduction of a Orbitaimplantates in the Skleraschale"		"OPS"			"5-162.1"			
"Other diagnostic endoscopy by puncture, incision and intraoperatively, Not otherwise specified"		"OPS"			"1-699.y"			
"Plastic reconstruction of parts of the auricle NOS"		"OPS"			"5-186.y"			
"Trans Arterial left heart catheterization"		"OPS"			"1-275"			
"Secondary insertion of an orbital implant outside the Tenon capsule, Subcutaneous fatty tissue graft"		"OPS"			"5-165.12"			
"Operations for pterygium Excision with conjunctival plastic"		"OPS"			"5-122.1"			
"Invasive diagnostics of the nervous system With stimulation electrodes, cerebral"		"OPS"			"1-203.0"			
"Preparation and adjustment of facial prostheses"		"OPS"			"8-22"			
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus other"		"OPS"			"1-425.x"			
"Therapeutic purging of the retroperitoneal space in case of laying drainage and temporary abdominal closure At the open retroperitoneal"		"OPS"			"8-177.2"			
"Biopsy of the colon through the incision transverse colon"		"OPS"			"1-556.1"			
"Closed reduction of fracture without internal fixation tibia distally"		"OPS"			"8-200.n"			
"Excision and destruction of (diseased) tissues of the conjunctiva peritomy"		"OPS"			"5-112.3"			
"Change and removal of a Jejunostomiekatheters distance"		"OPS"			"8-124.1"			
"Therapeutic percutaneous puncture of a joint Humeroglenoidalgelenk"		"OPS"			"8-158.0"			
"Transrectal biopsy at the male sex organs 20 or more cylinders"		"OPS"			"1-464.01"			
"Registration of evoked potentials Late-acoustic [CERA]"		"OPS"			"1-208.5"			
"Stereotactic biopsy of intracranial tissue More than 5 extraction points"		"OPS"			"1-511.01"			
"(Percutaneous) (needle) biopsy of female sex organs uterus"		"OPS"			"1-470.2"			
"Other diagnostic catheterization to heart and blood vessels other"		"OPS"			"1-279.x"			
"Percutaneous biopsy on urinary organs and male sex organs with control by imaging techniques"		"OPS"			"1-465"			
"Therapeutic percutaneous puncture of a joint wrist"		"OPS"			"8-158.7"			
"Excision and destruction of (diseased) tissue of the cornea other"		"OPS"			"5-123.0x"			
"Biopsy of mouth, oral cavity and pharynx by incision"		"OPS"			"1-54"			
"Biopsy of other female sex organs by incision Vaginal biopsy of the Douglas space"		"OPS"			"1-579.0"			
"Removal of diseased tissue of skin and subcutaneous tissue without anesthesia (as part of a dressing change) in the presence of a wound Large-area, with application methods biosurgical"		"OPS"			"8-192.3"			
"Destruction of diseased tissue in the retina and choroid by diathermy"		"OPS"			"5-155.0"			
"orbitotomy other"		"OPS"			"5-160.x"			
"Fixation of the retina by scleral buckling surgery"		"OPS"			"5-152"			
"Biopsy on peripheral nerves by incision nervous leg"		"OPS"			"1-513.8"			
"Invasive diagnostics of the nervous system Not otherwise specified"		"OPS"			"1-203.y"			
"Therapeutic percutaneous puncture of urinary organs"		"OPS"			"8-155"			
"Association for large-scale and serious skin diseases With immobilisation by plaster cast"		"OPS"			"8-191.41"			
"Endosonographic fine needle aspiration on hepatobiliary system liver"		"OPS"			"1-448.0"			
"Other manipulations of the urinary tract Bougienage the urethra"		"OPS"			"8-139.0"			
"Biopsy of lymph nodes by incision paraaortal"		"OPS"			"1-586.4"			
"Early Rehabilitation Assessment of patients with head and neck cancer"		"OPS"			"1-775"			
"Diagnostic endoscopy of the urinary tract through a stoma diagnostic urethrocystoscopy"		"OPS"			"1-668.1"			
"Diagnostic endoscopy by incision and intraoperatively"		"OPS"			"1-69"			
"Biopsy of other intra-abdominal organs by incision other"		"OPS"			"1-585.x"			
"Insert, change and removal of a ureteral stent [Ureteral] transurethral"		"OPS"			"8-137.00"			
"Therapeutic drainage of other organs and tissues Pelvin"		"OPS"			"8-148.3"			
"Therapeutic percutaneous puncture of female sex organs"		"OPS"			"8-157"			
"Refractive keratoplasty and other reconstruction of the cornea Networking of the cornea with riboflavin and UVA radiation [Corneal crosslinking]"		"OPS"			"5-126.8"			
"Electrophysiological examination of the heart, not catheter-based An implanted pacemaker"		"OPS"			"1-266.0"			
"Lowering of intraocular pressure by filtering operations"		"OPS"			"5-131"			
"Surgical removal of a foreign body from the anterior chamber not otherwise specified"		"OPS"			"5-130.y"			
"Destruction of diseased tissue in the retina and choroid Beta-bright"		"OPS"			"5-155.80"			
"Lowering of intraocular pressure by not filtering operations viscocanalostomy"		"OPS"			"5-134.0"			
"cardiac mapping other"		"OPS"			"1-268.x"			
"Stereotactic biopsy of intracranial tissue cerebellum"		"OPS"			"1-511.3"			
"diagnostic urethrocystoscopy"		"OPS"			"1-661"			
"Therapeutic lavage (lavage) of the lung and the pleural cavity pleural cavity"		"OPS"			"8-173.1"			
"Percutaneous (needle) biopsy of urinary organs and male sex organs perineum"		"OPS"			"1-463.9"			
"Biopsy of salivary gland and salivary duct by incision"		"OPS"			"1-542"			
"Plastic reconstruction of the orbita, without transplant"		"OPS"			"5-166.00"			
"Association for large-scale and serious skin diseases other"		"OPS"			"8-191.x"			
"Other operations for fixation of the retina cryopexy"		"OPS"			"5-154.0"			
"Plastic reconstruction of parts of the auricle, other"		"OPS"			"5-186.x"			
"Insert, change and removal of a ureteral stent [Ureteral]"		"OPS"			"8-137"			
"Closed reduction of fracture or joint dislocation of the spine without internal fixation"		"OPS"			"8-202"			
"Biopsy of lymph nodes by incision mediastinal"		"OPS"			"1-586.3"			
"rhinomanometry"		"OPS"			"1-245"			
"Endoscopic biopsy of the upper digestive tract, bile ducts and pancreas bile ducts"		"OPS"			"1-440.6"			
"Diagnostic endoscopy of the intestine through a stoma colonoscopy"		"OPS"			"1-652.1"			
"Association for large-scale and serious skin diseases 1500 cm² to 2000 cm² under the body surface"		"OPS"			"8-191.73"			
"retroequatorial myopexia (Fadenoperation), not otherwise specified"		"OPS"			"5-10c.y"			
"Desinvagination by liquids"		"OPS"			"8-122.0"			
"Incision of the cornea surgical"		"OPS"			"5-121.0"			
"Endoscopic biopsy of the upper digestive tract, bile ducts and pancreas other"		"OPS"			"1-440.x"			
"(Percutaneous) biopsy of lymph nodes, spleen and thymus with control by imaging techniques"		"OPS"			"1-426"			
"Therapeutic purging of a joint carpometacarpal joint"		"OPS"			"8-178.b"			
"Closed reduction of fracture without internal fixation proximal femur"		"OPS"			"8-200.f"			
"Biopsy in other parts of the eye through the incision Biopsy of the ear and nose by incision"		"OPS"			"1-53"			
"Capsulotomy of the lens not otherwise specified"		"OPS"			"5-142.y"			
"Association for large-scale and serious skin diseases Without immobilisation by plaster cast"		"OPS"			"8-191.30"			
"Complex endocrine function test With invasive catheterization"		"OPS"			"1-797.1"			
"(Percutaneous) biopsy of lymph nodes, spleen and thymus with control by imaging techniques Lymph nodes, the supraclavicular (Virchow-gland)"		"OPS"			"1-426.1"			
"Percutaneous biopsy on endocrine organs with control by imaging techniques pineal"		"OPS"			"1-407.1"			
"Removal of the eyeball [enucleation], alloplastic implant"		"OPS"			"5-163.10"			
"Percutaneous biopsy on hepatobiliärem system, and pancreas with control by imaging techniques bile ducts"		"OPS"			"1-442.3"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in the urinary organs bladder"		"OPS"			"8-110.0"			
"Insert, change and removal of a ureteral stent [Ureteral] insert"		"OPS"			"8-137.0"			
"Diagnostic endoscopy of the milk ducts"		"OPS"			"1-682"			
"Change and removal of a Jejunostomiekatheters not otherwise specified"		"OPS"			"8-124.y"			
"Other operations on the lens"		"OPS"			"5-149"			
"Endoscopic insertion and removal of a gastric balloon insert"		"OPS"			"8-127.0"			
"Other operations on the cornea A defect closure with tissue adhesive"		"OPS"			"5-129.3"			
"Other therapeutic rinses Therapeutic flushing via intracranial irrigation-suction drainage"		"OPS"			"8-179.1"			
"Biopsy without incision on the outer auditory canal by otoscopy"		"OPS"			"1-411"			
"Therapeutic percutaneous puncture of organs of the abdominal cavity not otherwise specified"		"OPS"			"8-154.y"			
"Percutaneous (needle) biopsy of endocrine organs pituitary"		"OPS"			"1-406.0"			
"Biopsy of other urinary organs by incision ureter"		"OPS"			"1-562.0"			
"Foreign body removal without incision On the surface, from the conjunctiva"		"OPS"			"8-101.2"			
"Transurethral biopsy of urinary organs and prostate urethra"		"OPS"			"1-460.3"			
"Stereotactic biopsy of intracranial tissue other"		"OPS"			"1-511.x"			
"Therapeutic drainage of the pleural cavity large lumen"		"OPS"			"8-144.0"			
"Percutaneous (needle) biopsy of urinary organs and male sex organs Seminal vesicles"		"OPS"			"1-463.2"			
"Debilitating operations on a straight eye muscle"		"OPS"			"5-10b"			
"Percutaneous biopsy of intracranial tissue with control by imaging techniques meninges"		"OPS"			"1-401.5"			
"Diagnostic urethrocystoscopy an augmented bladder not otherwise specified"		"OPS"			"1-663.y"			
"Biopsy to other structures of the mouth and oral cavity through incision other"		"OPS"			"1-545.x"			
"diagnostic pharyngoscopy not otherwise specified"		"OPS"			"1-611.y"			
"Other operations on sclera, anterior chamber of the eye, the iris and ciliary body With removal of silicone oil"		"OPS"			"5-139.11"			
"pH-metry of the stomach other"		"OPS"			"1-317.x"			
"Biopsy urethra and periurethral tissue incision by"		"OPS"			"1-561"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in the gallbladder and bile ducts bile ducts"		"OPS"			"8-111.1"			
"Foreign body removal without incision Anal"		"OPS"			"8-101.b"			
"Other reconstruction of the outer ear NOS"		"OPS"			"5-188.y"			
"diagnostic arthroscopy ankle"		"OPS"			"1-697.8"			
"Other lens extractions"		"OPS"			"5-145"			
"Combined operations on the eye muscles Operation on 2 straight muscles and 1 oblique eye muscle"		"OPS"			"5-10k.7"			
"Biopsy in other parts of the eye through the incision lacrimal"		"OPS"			"1-529.8"			
"Percutaneous (needle) biopsy of urinary organs and male sex organs penis"		"OPS"			"1-463.3"			
"Manipulation of the urinary bladder Rinse once"		"OPS"			"8-132.1"			
"Biopsy on peripheral nerves by incision nervous arm"		"OPS"			"1-513.3"			
"Plastic reconstruction of the orbita, With alloplastic material"		"OPS"			"5-166.04"			
"diagnostic Tracheobronchoscopy other"		"OPS"			"1-620.1x"			
"Combined operations on the eye muscles Myopexia to 2 straight eye muscles"		"OPS"			"5-10k.8"			
"cardiac mapping Right atrial"		"OPS"			"1-268.0"			
"Closed reduction of joint dislocation without internal fixation tarsometatarsal joint"		"OPS"			"8-201.p"			
"Closed reduction of joint dislocation without internal fixation metacarpophalangeal joint"		"OPS"			"8-201.c"			
"Endosonographic biopsy of endocrine organs Biopsy without incision in the eye, ear, nose and skin of the face and head"		"OPS"			"1-41"			
